CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_저가_clust_id
15503,0,3,-3,3,-3,3,1
15504,-2,-1,3,-1,0,-1,2
15505,1,-1,1,2,-3,0,4
15506,0,4,-3,0,-1,0,1
15507,-1,-1,3,0,-2,0,2
15508,-2,0,3,-1,-2,3,2
15509,-2,3,-3,3,-3,1,1
15510,-3,3,-3,0,-1,4,0
15511,0,1,-1,-1,1,1,5
15512,-1,1,0,-1,2,-1,0
15513,1,0,-1,1,-1,1,4
15514,-3,0,2,-1,1,0,2
15515,2,-2,1,2,-1,-1,4
15516,0,-1,-1,3,0,-3,4
15517,2,1,-2,2,0,-3,4
15518,3,-3,0,0,0,3,4
15519,-1,3,-2,-1,2,-1,0
15520,0,1,-1,-2,3,-2,5
15521,-2,3,0,-3,2,1,0
15522,0,4,-3,3,-3,-1,1
15523,0,0,4,-3,-1,0,3
15524,-1,3,-3,3,-3,0,1
15525,3,-1,-1,1,-1,1,4
15526,1,1,-2,0,0,1,5
15527,-2,0,1,1,-1,-1,2
15528,-3,3,-2,1,-2,3,1
15529,0,1,0,0,0,-1,2
15530,0,-1,0,0,1,-1,5
15531,3,0,0,-3,0,3,5
15532,3,-3,3,-3,1,2,3
15533,3,0,-3,3,-3,3,4
15534,1,1,-2,0,3,-3,5
15535,2,1,-3,3,-3,3,1
15536,-3,0,3,-2,0,0,2
15537,4,0,-1,-2,3,-3,5
15538,-3,3,-3,3,-1,0,1
15539,0,-1,0,2,-2,0,4
15540,1,-1,0,0,1,0,5
15541,0,0,0,0,0,0,2
15542,-1,0,0,0,0,1,2
15543,0,1,-1,1,0,0,1
15544,0,1,-1,2,-3,0,1
15545,3,-3,3,0,0,-3,3
15546,-3,0,3,-2,2,0,2
15547,-3,3,-3,3,0,-2,1
15548,2,-1,0,-1,1,1,5
15549,0,0,-1,-1,0,4,5
15550,-1,1,0,0,0,0,2
15551,3,0,-1,-1,-1,3,5
15552,0,0,1,-2,0,-1,2
15553,3,-1,-1,1,-2,2,4
15554,3,0,0,-3,0,3,5
15555,0,-2,0,2,0,-1,4
15556,1,-2,0,1,-1,1,4
15557,-1,2,-1,2,-3,3,1
15558,-3,0,0,3,-3,0,1
15559,1,0,-3,2,1,-2,5
15560,-3,3,-1,0,-1,0,0
15561,1,2,-3,0,3,-1,5
15562,2,-2,1,-1,0,0,3
15564,-1,3,-2,2,-1,-2,1
15565,-1,0,0,0,0,0,2
15566,-2,1,2,0,-1,-1,2
15567,-1,3,-2,1,-1,1,1
15568,0,0,1,1,-2,-1,2
15569,-3,3,0,0,-3,3,1
15570,0,3,-3,3,-3,0,1
15571,0,0,-1,1,-1,-1,1
15572,-1,-1,3,-1,-2,2,2
15573,4,-1,-2,0,3,-3,5
15574,3,0,0,-3,3,-1,5
15575,3,-2,-1,-1,0,0,5
15576,1,0,-1,1,-2,2,4
15577,1,1,0,-2,1,0,5
15578,0,3,0,-2,-1,0,0
15579,0,0,1,1,-2,-1,2
15580,2,-2,0,0,0,0,4
15581,-1,2,0,0,-2,3,1
15582,3,-1,0,-2,1,2,5
15583,2,-1,0,1,-2,3,4
15584,1,0,-2,0,1,1,5
15585,1,1,-1,-1,1,1,5
15586,3,-1,0,1,-2,1,4
15587,0,0,0,0,0,0,2
15588,-1,3,-2,2,-1,-1,1
15589,0,1,0,-2,1,0,0
15590,-3,3,-3,3,0,0,1
15592,3,0,-2,0,-1,0,4
15593,2,1,-1,0,-2,3,4
15594,0,3,0,-3,0,0,0
15595,0,0,4,-2,2,-1,3
15597,0,0,-1,0,1,-1,5
15598,0,-1,1,2,-1,-2,2
15599,0,-1,0,0,4,0,5
15600,-3,3,-3,0,-1,4,0
15602,2,-3,1,2,0,-1,4
15603,1,-1,0,0,1,0,5
15604,-2,3,-2,2,-3,2,1
15605,-2,3,-2,0,-1,1,0
15606,-1,0,0,0,0,0,2
15607,3,-3,3,-1,-2,2,3
15608,3,-2,-1,2,1,-3,4
15609,0,0,4,0,-3,-1,2
15610,0,0,-1,1,-1,1,1
15611,3,-1,-2,3,-3,3,4
15612,0,0,0,4,-3,-1,1
15613,3,-1,-2,1,2,-3,5
15614,3,-3,3,-3,-1,0,3
15615,0,0,0,4,0,-3,1
15616,0,0,0,0,0,0,2
15617,0,0,0,0,0,0,2
15618,1,0,-1,0,1,-1,5
15619,3,-2,0,1,0,-2,4
15620,-3,0,3,-1,-2,3,2
15621,0,0,0,0,0,0,2
15622,-2,-1,-1,4,-3,0,1
15623,-1,-2,-1,0,4,-3,5
15624,-1,0,0,0,0,0,2
15625,-3,2,1,-3,3,-2,0
15626,3,0,-2,-1,0,3,5
15627,4,-2,2,0,-3,1,4
15628,1,-2,3,-1,-1,-1,3
15629,-1,1,0,-3,0,3,0
15630,-1,0,0,0,4,-3,5
15631,0,-1,0,-1,3,-1,5
15632,0,-1,-2,2,0,0,4
15633,0,-1,-1,3,-2,0,4
15634,0,3,-1,-1,-1,3,0
15635,0,-1,2,1,-1,-2,2
15636,-3,3,-3,-1,0,0,0
15637,0,0,0,0,0,4,2
15638,-1,2,-2,1,-1,1,1
15639,-1,1,-1,0,1,0,0
15640,3,0,-3,3,-3,3,4
15641,0,0,0,0,4,-3,5
15642,2,1,-1,0,-1,2,5
15643,3,-3,1,-1,3,0,3
15644,-3,3,-2,1,0,-1,0
15645,2,-1,0,1,-2,0,4
15646,0,4,0,-3,-1,0,0
15647,-1,0,0,0,4,-3,5
15648,0,0,4,-3,0,0,3
15649,-1,0,0,0,0,0,2
15650,-2,0,0,-1,3,-1,0
15651,0,-3,3,0,-3,0,2
15652,0,0,2,-1,0,1,2
15653,0,0,0,0,0,0,2
15654,1,0,-2,2,-1,1,4
15655,-1,1,-1,-1,3,-3,0
15656,-1,3,-1,-1,-1,3,0
15657,-1,0,1,-1,1,-1,2
15658,-1,2,0,-1,-1,1,0
15659,3,0,-2,2,-3,0,4
15660,-1,3,-1,-2,1,2,0
15661,-3,3,-3,3,-3,-1,1
15662,1,-3,0,3,0,0,4
15664,0,-2,3,-2,2,-3,3
15665,0,0,0,0,4,-3,5
15666,2,1,-2,0,0,1,5
15667,-1,2,1,-3,3,-3,0
15668,-3,3,-3,3,-3,3,1
15669,0,0,0,4,-3,0,1
15670,-1,-1,-1,2,-1,-1,1
15671,-1,-2,2,1,-3,2,2
15672,1,-1,0,1,0,-1,4
15673,-1,0,0,4,-1,-1,1
15675,-1,4,0,-3,3,-3,0
15676,-3,-1,0,0,0,0,2
15677,-1,-1,1,0,0,0,2
15678,-1,3,-2,0,2,-3,0
15679,-1,-2,3,-1,-2,3,2
15680,-2,1,0,-1,-1,2,2
15681,1,-1,0,0,0,1,5
15682,2,0,-3,1,0,1,5
15683,0,2,-1,1,-3,3,1
15684,-1,1,1,-2,0,1,2
15685,-1,4,-3,-1,0,0,0
15686,4,-3,0,-1,0,0,4
15687,2,-3,1,1,-1,2,4
15688,2,-2,-1,3,-3,3,4
15689,-1,1,1,1,-3,3,2
15690,1,2,0,-1,-2,1,2
15691,0,1,-1,0,-1,2,1
15692,-2,2,-1,1,-2,3,1
15693,-1,2,1,-2,-1,2,2
15694,3,-2,0,-1,1,1,5
15695,1,1,-2,0,1,-2,5
15696,0,1,0,-2,3,-1,5
15698,3,0,-3,3,-3,1,4
15699,0,2,1,-2,0,0,0
15700,0,-2,3,-2,0,2,3
15701,0,0,3,-2,2,0,3
15702,-3,0,3,-3,0,2,2
15703,3,0,-2,2,-3,0,4
15704,0,-2,1,0,-1,2,2
15705,-1,1,-2,2,-1,1,1
15706,3,-1,1,-2,1,0,3
15707,-2,-1,2,-1,0,1,2
15708,-1,1,-2,2,0,0,1
15709,0,-1,-1,2,0,-1,4
15710,-1,2,-1,1,-1,1,1
15711,0,1,-1,-1,3,-3,5
15712,-1,0,1,-1,1,-1,2
15713,0,-1,1,-1,1,-1,2
15714,0,1,-2,3,0,-3,1
15715,-1,3,0,-3,0,0,0
15716,0,-2,2,0,0,-1,2
15717,0,-1,3,-2,1,0,3
15718,0,0,1,0,-1,1,2
15719,-2,0,0,0,1,-1,2
15720,3,-1,-2,1,1,1,5
15721,-1,-1,2,1,-2,2,2
15722,-3,2,-1,2,-2,-1,1
15723,-3,0,3,-2,-1,3,2
15725,-2,1,1,-1,-1,0,2
15726,-1,-1,3,0,-3,1,2
15727,-2,0,2,-2,0,0,2
15728,2,-1,1,-2,3,-1,3
15729,-2,1,1,-1,-1,2,2
15730,1,-1,-1,0,0,-1,5
15731,0,-1,0,0,1,-1,5
15732,1,-1,1,0,-3,3,4
15733,-3,2,1,-3,0,0,0
15734,0,0,0,0,0,1,2
15735,3,-3,3,-3,2,-2,3
15736,-3,0,3,0,-3,3,2
15737,-1,0,0,0,0,4,2
15738,0,-1,0,-1,3,0,5
15739,0,-2,2,0,1,-3,3
15740,1,-1,-1,3,-3,1,4
15741,4,0,-2,-1,1,2,5
15742,3,-3,0,3,-2,-1,4
15743,0,-1,-2,1,2,-3,5
15744,1,-1,-1,2,0,-1,4
15745,0,-2,-1,3,-3,3,4
15746,0,-1,1,-1,1,0,2
15747,0,0,-3,-1,4,-3,5
15748,0,-1,1,1,0,-1,2
15749,-2,2,-2,1,-2,2,1
15750,-1,1,0,-1,1,0,0
15751,-1,0,0,0,0,0,2
15752,0,1,1,-1,-1,1,2
15753,0,2,-3,3,-1,-1,1
15754,-3,3,-3,-1,0,0,0
15755,-1,-1,-1,-1,0,0,2
15756,-2,2,0,1,-2,1,1
15757,3,-3,3,-3,-1,4,3
15758,0,0,0,4,-3,0,1
15759,0,4,0,-3,3,-3,0
15760,-1,1,0,-1,0,0,2
15761,-1,0,0,-2,0,3,2
15762,0,-3,3,-3,3,-3,3
15763,0,-1,0,0,1,-2,5
15764,1,-1,1,1,-3,0,4
15765,0,0,-1,0,0,0,5
15766,2,0,0,0,0,-2,5
15767,-1,0,-2,3,0,-3,1
15769,3,-3,2,-1,0,0,3
15770,-3,-1,0,4,-1,-2,1
15771,1,-1,3,-1,0,-2,3
15772,4,-3,-1,0,0,0,4
15773,-1,3,-1,-1,1,0,0
15774,3,-3,1,2,-1,-1,4
15775,0,0,0,0,0,0,2
15776,-1,0,3,-3,3,-3,3
15777,1,0,0,-2,3,-2,5
15778,1,-1,-2,2,0,-1,4
15779,3,-3,3,-3,2,-1,3
15780,-3,3,-1,0,0,-2,0
15781,-1,-1,-1,1,-1,2,2
15782,-1,1,-1,1,0,-1,1
15783,1,-1,-2,3,-2,1,4
15784,1,1,-2,1,-2,1,1
15785,1,1,0,0,-2,3,2
15786,-3,-1,0,0,0,0,2
15787,1,0,-1,-2,0,1,5
15788,1,0,1,-3,0,3,3
15789,0,-1,1,-1,0,1,2
15790,4,0,-3,3,-2,1,4
15791,1,2,-2,2,-3,0,1
15792,-2,1,0,0,-1,0,2
15793,1,0,-1,0,0,0,5
15794,-3,3,-2,1,-2,2,1
15795,2,-1,2,-3,3,-1,3
15796,-3,0,0,3,0,-3,1
15797,4,0,-3,2,-1,2,4
15798,-1,-2,1,2,-1,-2,2
15799,0,-1,0,-1,1,2,5
15800,-1,1,0,0,-1,-1,2
15801,-2,2,1,-3,1,1,0
15802,4,0,-3,-1,0,0,5
15803,4,0,-3,3,-2,-1,4
15804,0,3,-2,2,-2,-1,1
15805,-1,1,-1,0,0,1,0
15806,0,3,0,-3,0,2,0
15808,2,-2,2,-3,0,3,3
15809,-3,3,0,-2,-1,0,0
15810,1,-1,1,-2,2,0,3
15811,3,-3,3,-2,-1,0,3
15812,-1,1,-1,1,-1,1,1
15813,2,-1,1,-2,1,-2,3
15814,-2,2,-1,0,0,0,0
15815,-3,-1,0,4,-3,0,1
15816,-2,3,-2,-1,0,3,0
15817,-3,2,-1,-1,2,-1,0
15818,0,-1,-2,2,-1,1,4
15819,1,-1,1,0,-2,1,2
15820,2,-1,-2,2,-2,3,4
15821,-1,1,-1,0,0,2,0
15822,-3,1,2,0,-2,0,2
15823,0,-2,2,-1,1,-2,3
15824,0,0,2,-2,1,-1,3
15825,-1,1,-1,-1,3,-2,0
15826,0,1,-1,0,2,-1,5
15827,-3,3,-2,1,-2,3,1
15828,3,-3,-1,0,0,0,4
15829,3,0,0,-3,3,0,5
15830,-1,0,0,-1,0,0,2
15831,3,-2,1,-1,1,0,3
15832,-1,0,0,1,-1,0,2
15833,2,0,0,-1,-1,2,5
15834,1,0,-1,0,0,1,5
15835,0,-1,2,-2,-1,3,2
15836,0,4,-3,-1,0,0,0
15837,1,-1,-1,3,-2,2,4
15838,-2,3,-2,0,-1,0,0
15839,0,-3,0,3,-3,3,4
15840,2,-2,3,-2,-1,0,3
15841,3,-3,3,-2,2,-2,3
15842,-1,2,-2,2,-2,2,1
15843,3,-3,2,1,-2,2,4
15844,0,2,0,-2,0,1,0
15845,0,-2,-1,3,-1,-2,4
15846,3,0,-1,-1,1,0,5
15847,4,0,0,-3,0,3,5
15848,3,-1,-2,3,-3,2,4
15849,0,0,0,4,-3,-1,1
15850,-1,-1,1,0,-2,0,2
15851,-3,2,0,-1,1,-1,0
15852,0,1,-3,1,2,-1,5
15853,3,-1,-1,0,0,1,4
15854,-3,3,0,-3,2,0,0
15855,-2,2,-2,2,1,-3,1
15856,-1,1,-1,1,1,-1,0
15857,1,-1,2,-2,0,0,3
15858,-1,1,2,-3,3,0,3
15859,1,1,-2,2,-1,-2,1
15860,0,-1,3,-1,-2,1,2
15861,0,0,0,0,0,4,2
15862,0,0,0,0,0,0,2
15863,1,0,0,0,0,-2,5
15864,-1,2,1,-2,1,-1,0
15865,2,-2,2,-3,1,1,3
15867,-1,0,1,-3,2,0,3
15868,4,0,-3,-1,0,0,5
15869,-1,0,-1,-1,0,0,2
15870,1,-1,3,-1,-2,-1,2
15871,-1,0,2,-2,0,0,2
15872,0,-1,2,-1,-2,2,2
15873,2,-2,2,-2,1,-1,3
15874,-1,-2,1,0,2,-3,2
15875,-2,3,-2,1,-1,-1,1
15876,-1,0,-1,0,0,-1,2
15877,1,-1,1,-1,1,0,3
15878,0,0,4,-3,-1,0,3
15879,-1,-1,-1,2,-1,1,1
15880,-2,2,0,-3,1,1,0
15881,0,0,0,0,0,0,2
15882,-3,0,3,-3,3,-3,3
15883,1,2,-1,0,-1,0,1
15884,-3,-1,0,4,-3,3,1
15885,1,2,-2,2,0,-2,1
15886,-1,1,-1,1,-1,1,1
15887,0,-1,-1,-1,1,2,5
15888,4,-3,-1,4,0,-3,4
15889,1,0,-2,2,-3,2,1
15890,-1,1,0,0,-2,3,2
15891,3,0,-3,2,1,0,5
15892,0,-1,1,-2,2,-2,3
15893,-3,2,-1,0,0,1,0
15894,0,0,-1,-1,2,-1,5
15895,-1,0,-1,0,0,2,2
15896,2,1,-2,-1,3,0,5
15897,-2,2,0,1,-3,3,1
15898,0,0,-1,2,-3,3,1
15899,-1,0,-1,3,-2,-1,1
15900,0,0,0,0,0,4,2
15901,0,-3,3,-2,2,-2,3
15902,0,-3,3,0,-3,0,2
15903,-1,0,0,2,-2,1,1
15904,-1,-1,-1,3,-2,2,1
15905,4,-3,3,0,-3,-1,4
15906,2,1,-1,0,-2,3,4
15907,-2,0,3,-3,2,-2,3
15908,1,-1,0,1,-1,0,4
15909,-1,0,0,1,-1,-1,2
15910,-1,0,1,-2,2,0,3
15911,3,-1,-2,3,-2,-1,4
15912,-1,0,0,4,-3,3,1
15913,-3,3,-3,2,-2,3,1
15914,-2,3,-3,3,-3,3,1
15915,-1,2,1,-3,2,-2,0
15916,0,0,1,0,0,0,2
15917,-2,-1,2,0,0,0,2
15918,-1,2,-2,2,-2,0,1
15919,3,-3,3,-1,-2,2,3
15920,1,0,-2,2,0,0,4
15921,-1,1,-3,2,-2,2,1
15922,1,-2,3,-3,2,-1,3
15923,0,0,0,0,0,0,2
15924,3,0,-3,3,-2,-1,4
15925,0,4,-1,-2,3,0,0
15926,-3,2,0,-2,2,-1,0
15927,2,-1,0,-2,1,-1,5
15928,4,-3,0,3,-2,2,4
15929,1,-1,-1,3,-1,-1,4
15930,-2,1,0,0,-2,3,2
15931,-2,0,1,-2,1,0,2
15932,3,-3,2,-2,0,0,3
15933,0,-2,1,0,-1,1,2
15934,0,3,-1,-2,3,0,0
15935,3,-3,2,-1,-1,2,3
15936,-1,-1,1,0,0,0,2
15937,-1,0,1,-1,-1,3,2
15938,0,0,0,0,0,0,2
15939,1,0,0,-1,-1,3,2
15940,-3,3,0,-3,3,-1,0
15941,0,0,0,0,0,0,2
15942,0,-2,1,2,-3,1,4
15943,-1,0,0,0,0,3,2
15944,2,-2,1,-1,1,-1,3
15945,1,-1,1,0,-1,-1,2
15946,1,-1,0,-1,0,0,5
15947,-2,3,-2,1,-1,0,1
15948,-1,1,0,-2,0,3,0
15949,-3,3,-3,-1,0,0,0
15950,3,-1,0,0,-1,2,4
15951,0,-1,0,1,0,-1,2
15952,1,0,0,0,0,0,5
15953,-3,3,-1,-1,2,0,0
15956,-1,-1,2,0,-1,1,2
15957,3,-2,0,0,1,0,5
15958,2,-1,-1,0,2,-2,5
15959,1,0,0,-2,3,-3,5
15961,0,0,-1,-1,1,-1,5
15962,0,0,-1,-1,3,-1,5
15963,0,0,-1,1,-2,3,1
15964,-1,0,1,0,-1,0,2
15966,0,-1,-1,1,2,-2,5
15967,-2,0,-1,1,0,0,1
15968,1,-1,-1,1,1,0,5
15969,0,0,0,0,0,0,2
15970,1,-2,1,0,0,0,2
15971,-2,2,0,-1,0,2,0
15972,3,-3,0,3,0,-3,4
15973,3,-1,1,-3,0,0,3
15974,-2,-1,0,3,0,-3,1
15975,4,-3,-1,0,0,0,4
15976,-1,1,-1,-2,0,2,0
15977,-3,-1,0,0,0,0,2
15978,2,1,-3,3,-1,-1,1
15979,-3,3,-2,1,0,-1,0
15980,-2,1,1,0,-2,2,2
15981,2,-2,1,-2,3,-3,3
15982,0,0,-1,1,-1,0,1
15983,-1,-1,0,-1,3,-1,5
15984,3,-1,-1,-1,3,-2,5
15985,-1,-1,1,2,-2,2,2
15986,2,0,-2,2,-2,3,4
15987,0,-1,0,2,-1,-1,4
15988,0,-1,1,0,-2,2,2
15989,0,0,0,0,0,0,2
15990,-1,0,-2,3,-3,3,1
15991,3,-3,2,0,0,-2,3
15992,-1,3,0,-1,-1,2,0
15993,0,0,2,-2,1,-1,3
15994,0,0,4,-3,3,0,3
15995,0,-1,-1,0,-1,2,2
15996,-2,1,-1,2,-1,-2,1
15997,1,0,-2,3,-3,2,1
15998,-3,-1,0,0,0,0,2
15999,0,0,4,0,-3,1,2
16000,0,0,-2,3,-3,1,1
16001,-1,0,1,1,0,-2,2
16002,2,-2,3,-2,-1,3,3
16003,-1,-1,-1,2,1,-3,5
16004,0,2,-3,3,-3,3,1
16006,3,-3,-1,4,-3,3,4
16007,0,0,1,1,-2,0,2
16008,0,0,-1,1,-2,3,1
16009,0,-3,1,1,1,0,2
16010,0,0,0,0,4,-3,5
16011,0,3,-3,3,-2,1,1
16012,2,-2,3,-1,-1,0,3
16013,-2,2,1,0,-3,3,2
16014,3,-3,3,-3,3,-3,3
16015,0,0,0,0,0,0,2
16016,-3,3,-2,1,-2,2,1
16017,2,-3,3,-1,-2,2,3
16018,0,-2,1,1,0,-2,2
16019,2,-2,2,1,-1,1,4
16021,-1,0,2,-1,-2,3,2
16022,-2,0,1,0,0,-1,2
16023,2,-1,0,2,-2,0,4
16024,3,-3,1,2,-3,1,4
16026,-1,4,-1,-1,-1,0,0
16027,3,0,-3,3,-2,1,4
16028,1,-2,0,0,2,1,5
16029,0,-2,2,1,-2,1,2
16030,-3,2,-2,2,0,-2,1
16031,0,-2,1,2,-2,-1,4
16032,1,-2,1,2,-1,-1,4
16033,0,3,-1,-1,0,0,0
16034,1,0,-1,-1,2,-2,5
16035,0,2,-2,0,0,-1,0
16036,0,0,1,0,-2,3,2
16037,4,0,0,-3,1,-1,5
16038,-1,1,-1,1,-1,-1,1
16039,0,0,0,1,-1,0,2
16040,0,0,-1,0,1,0,5
16041,-3,3,-3,3,-2,1,1
16042,3,0,-2,1,1,-1,5
16043,3,-3,3,-3,-1,0,3
16044,0,0,0,0,0,0,2
16045,0,4,0,-3,-1,4,0
16046,-1,1,-1,1,-2,3,1
16047,-1,1,-1,2,-2,-1,1
16048,1,0,-1,0,1,0,5
16049,2,1,-3,1,0,2,5
16050,-1,0,0,0,1,-1,2
16052,3,0,-3,1,2,0,5
16053,-3,3,-3,2,-1,2,1
16054,-1,0,-1,2,0,-3,1
16055,0,0,2,-2,0,1,2
16056,-2,0,2,-3,2,0,3
16057,3,-3,3,-1,-2,-1,3
16058,1,-1,2,-3,3,-2,3
16059,3,-2,-1,3,0,-3,4
16060,-3,0,0,3,-1,0,1
16061,0,0,0,0,0,4,2
16062,3,-3,3,-3,0,3,3
16063,-1,1,-1,0,-1,0,1
16064,0,-2,-1,1,-1,3,4
16065,3,0,-1,-2,1,0,5
16066,4,0,0,-3,-1,0,5
16067,-2,0,0,1,0,-1,2
16068,0,0,0,0,4,-3,5
16069,-2,0,3,-2,-1,3,2
16070,1,-1,1,-1,1,0,3
16071,0,2,1,0,-3,3,2
16072,-1,-2,3,-2,1,0,3
16073,1,-2,2,0,0,-1,3
16074,0,-1,-2,1,2,0,5
16075,3,-2,2,-2,1,-2,3
16076,-3,3,-3,3,-3,3,1
16077,-1,-1,1,1,-1,1,2
16078,4,-3,-1,0,0,0,4
16079,-3,0,3,0,-3,1,2
16080,-1,2,0,-1,0,1,0
16081,0,0,0,0,0,0,2
16083,2,-1,1,-2,0,0,3
16084,3,-3,0,3,-2,-1,4
16085,1,-2,3,-1,0,-2,3
16086,1,-1,-1,2,-1,1,4
16087,2,-1,1,-1,1,-2,3
16088,-3,-1,4,-3,3,0,3
16089,-1,0,1,0,-2,3,2
16090,-3,-1,0,0,4,-3,0
16091,2,0,-1,1,0,0,4
16092,3,-1,-1,1,1,-2,5
16093,-1,-1,0,1,-1,1,2
16094,0,0,-1,0,1,0,5
16095,0,3,-3,3,-3,0,1
16096,4,0,-3,-1,0,0,5
16097,-1,-1,2,-1,2,-2,3
16098,-3,3,-3,3,-3,-1,1
16099,3,-2,2,-3,3,-1,3
16100,0,-2,2,0,-1,1,2
16102,3,0,-3,3,-2,-1,4
16104,2,1,-1,-2,3,-3,5
16105,3,-3,3,-3,2,-1,3
16106,2,1,-2,2,-2,2,1
16107,0,0,1,-1,1,-1,2
16108,4,-3,0,-1,0,4,4
16109,0,4,-3,-1,0,4,0
16110,3,0,-1,-2,3,-3,5
16111,2,1,-3,0,3,0,5
16112,1,-1,0,3,-2,-1,4
16113,1,-1,1,-1,2,-3,3
16114,0,0,-3,1,-1,0,1
16115,1,-3,2,-2,1,2,3
16116,1,-2,-1,3,-3,3,4
16117,-1,-2,0,2,0,0,2
16118,-2,1,2,-2,-1,3,2
16119,-1,-2,3,0,-2,0,2
16120,-1,0,2,0,-3,1,2
16121,1,2,0,-3,1,2,0
16122,-2,0,0,1,0,0,2
16123,0,0,0,-1,1,-1,5
16124,0,-1,3,-2,1,0,3
16125,2,-2,3,-2,2,-3,3
16126,-3,3,-2,2,-3,3,1
16128,1,1,-3,3,0,-2,1
16129,0,0,-3,3,-3,2,1
16130,-1,0,0,2,-2,2,1
16131,0,4,-3,-1,4,-3,0
16132,0,1,0,-1,0,1,2
16133,1,2,0,-3,3,0,5
16134,-1,0,2,-3,0,0,2
16135,1,-1,1,0,-2,3,2
16136,-3,2,0,1,-3,2,1
16137,-1,1,-2,1,2,-1,0
16139,-1,0,4,-3,3,-3,3
16140,-1,1,-3,0,2,-1,0
16141,1,1,-1,-1,3,-1,5
16142,3,-1,-2,1,2,-1,5
16143,0,-1,2,1,-1,-2,2
16144,-3,0,1,2,-1,-2,2
16145,-3,3,-1,-2,1,-1,0
16146,4,-3,-1,0,4,-3,5
16147,-1,0,-1,2,-2,0,1
16148,3,0,-1,-1,0,2,5
16149,4,-3,-1,4,-3,-1,4
16150,-1,1,0,-1,0,1,2
16151,0,0,0,0,4,-3,5
16152,1,0,-1,0,-1,2,4
16153,-2,2,0,-1,2,-3,0
16154,2,0,-2,2,1,-3,5
16157,1,2,-1,-1,-1,2,0
16158,-2,-1,3,-2,0,0,2
16159,0,1,0,-1,2,0,5
16160,1,-1,1,-1,1,-1,3
16161,-3,3,-1,-1,0,1,0
16162,-1,0,4,-3,-1,0,3
16163,-2,0,3,-2,2,-1,3
16165,2,-1,-2,2,1,0,5
16166,0,0,-3,-1,4,-3,5
16167,0,4,-1,-1,2,-1,0
16169,3,-1,1,0,-3,3,4
16170,0,-3,2,-2,2,0,3
16171,-2,0,1,-2,1,-1,2
16172,-1,0,0,1,-1,1,2
16173,-3,3,-3,1,2,-3,0
16175,-1,1,-1,-1,3,-2,0
16176,-1,-2,0,3,0,-3,4
16177,0,-3,0,3,-2,-1,4
16178,3,-1,0,0,-2,3,4
16179,-3,-1,0,0,0,4,2
16180,-1,0,1,0,0,-1,2
16181,2,0,0,0,-1,1,4
16182,0,-1,3,-2,1,0,3
16183,2,-2,1,-1,1,-2,3
16184,-1,2,-1,-1,1,0,0
16185,0,1,0,-2,1,2,0
16186,-1,3,0,-1,-2,3,0
16187,3,-1,1,-1,-1,1,4
16188,0,0,1,-2,2,0,3
16189,0,0,0,0,0,0,2
16190,0,0,0,1,-1,2,2
16191,-1,-2,1,1,-2,3,2
16193,-2,3,-2,1,1,-1,0
16195,1,-2,2,-1,2,0,3
16196,-3,3,0,-3,3,-3,0
16197,1,0,-1,0,1,-2,5
16198,-2,2,-1,2,-2,-1,1
16199,-1,-1,1,1,-1,0,2
16200,0,1,-1,1,-2,3,1
16201,-1,1,0,0,0,0,2
16202,0,4,-2,-1,-1,0,0
16203,0,1,-3,3,-3,3,1
16204,-1,-1,0,1,-1,1,2
16205,-3,3,-3,0,3,0,0
16207,-2,3,-1,-1,-1,0,0
16208,2,-3,1,1,-2,3,4
16209,0,4,0,-2,-1,3,0
16210,-1,0,-2,3,-3,3,1
16211,1,1,-2,1,2,-1,5
16212,1,1,-1,2,-3,1,1
16213,1,-1,0,-1,1,-1,5
16214,-1,1,2,0,-2,-1,2
16215,-1,0,1,-1,0,1,2
16216,0,-1,-1,0,2,-1,5
16217,-1,-2,3,-3,3,-3,3
16218,-1,2,-3,2,-1,1,1
16219,-1,0,0,0,0,0,2
16220,-1,3,0,-2,0,0,0
16221,1,1,0,-2,1,1,5
16222,1,2,0,-2,0,1,0
16223,3,-3,3,-3,2,0,3
16224,2,0,-1,1,-2,2,4
16225,3,0,-2,1,-2,3,4
16226,3,-3,1,2,-3,2,4
16227,0,-1,-1,2,-3,2,4
16228,-1,3,-2,1,0,0,1
16229,0,-1,1,0,-1,1,2
16230,-1,-2,0,1,0,0,2
16231,3,-1,-2,0,3,-3,5
16232,-2,1,0,2,-2,0,1
16233,-2,-1,3,-3,1,0,3
16234,1,2,-1,0,-2,0,1
16235,3,-1,-1,2,-1,0,4
16236,-2,1,1,-2,3,-3,0
16237,-2,1,1,-2,2,-2,0
16238,0,4,-3,-1,0,0,0
16239,-1,0,0,2,-2,1,1
16240,-1,2,0,-1,1,0,0
16241,-1,3,0,-1,1,-3,0
16242,3,0,-2,0,1,-1,5
16243,1,0,0,0,-1,1,2
16244,0,0,1,-2,1,1,3
16245,1,0,-1,1,1,-3,5
16246,-2,3,-1,1,-3,3,1
16247,0,-1,0,1,-1,2,2
16248,-2,3,-3,2,-2,3,1
16249,2,-1,2,-2,0,1,3
16250,0,2,0,1,-3,3,1
16251,1,0,2,-1,0,-2,2
16252,-3,3,0,-3,3,-3,0
