CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_고가_clust_id
13729,-1,1,-1,1,0,-1,2
13731,0,-1,-1,3,-3,2,4
13732,0,0,-1,-1,2,-1,1
13733,2,-2,-1,1,2,-2,1
13734,0,2,-3,2,-1,0,2
13736,4,-1,-2,3,-3,3,4
13737,1,0,0,1,-1,0,4
13738,-2,3,-2,1,1,-3,5
13739,1,0,-1,1,-1,1,4
13740,0,0,2,-3,3,-3,3
13741,1,-2,0,1,0,-2,1
13742,-3,1,1,1,-2,2,0
13743,3,-3,3,-3,2,0,3
13744,-3,-1,4,-2,2,-3,0
13745,-3,3,-2,0,0,0,5
13746,1,-2,3,-3,2,-1,3
13747,-3,2,-1,2,-3,2,2
13748,-1,0,0,0,-1,1,0
13749,-2,2,-2,2,0,-1,2
13750,1,0,-1,0,0,0,1
13751,1,-1,0,1,-1,1,4
13752,2,-1,1,0,-2,3,4
13753,2,-3,0,3,-1,0,4
13754,-1,1,-1,2,-3,1,2
13755,4,-1,-1,-1,3,0,1
13756,-1,1,0,0,-2,2,0
13757,1,2,-1,-2,2,0,5
13758,0,0,0,0,4,0,1
13759,3,0,-3,2,-1,1,4
13760,1,0,-1,1,0,-1,1
13761,0,0,2,-1,0,-1,0
13762,-3,3,-2,1,-2,2,2
13763,0,-3,0,-1,4,0,3
13764,2,1,-3,1,2,-3,1
13765,0,1,-1,2,-1,-1,2
13766,3,0,-1,0,0,-2,1
13767,2,0,-1,1,-1,0,4
13768,-3,2,-1,1,-2,2,2
13770,0,0,1,-1,1,-1,0
13771,2,0,-2,3,-3,3,4
13772,3,0,-3,0,3,0,1
13773,-1,0,0,-2,2,0,5
13774,-3,0,-1,4,-3,-1,2
13775,0,1,-1,2,-3,0,2
13776,1,-3,3,-2,-1,2,3
13777,-3,3,-1,-1,0,2,5
13778,2,-1,2,-2,1,-2,3
13779,-1,1,-1,1,-1,-1,2
13780,4,-3,-1,0,0,4,1
13781,-2,0,2,0,-3,1,0
13782,-3,2,-1,0,1,0,5
13783,0,4,-3,3,-3,3,2
13784,2,-1,2,-2,0,1,3
13785,-2,1,1,-2,0,1,0
13786,3,-3,1,2,-1,0,4
13787,1,-1,0,1,1,-2,1
13788,0,1,0,-1,-1,0,0
13789,-2,1,-1,3,-1,-1,2
13790,3,0,-3,3,-3,3,4
13791,-2,3,-2,0,2,-3,5
13793,1,-1,1,-1,0,1,3
13794,-1,1,-2,0,1,0,5
13795,-1,2,-2,1,-1,1,2
13796,1,1,-1,-2,3,-2,1
13797,-3,1,2,0,-2,0,0
13798,-2,3,-3,3,-1,0,2
13799,-1,-1,-1,0,3,0,1
13800,-2,2,-2,0,1,-1,5
13801,2,-2,0,1,-2,3,4
13803,1,-2,0,2,-1,-1,4
13804,0,2,-3,3,-2,0,2
13805,0,4,-1,-2,3,-3,5
13806,3,-2,1,1,-1,-1,4
13807,3,-2,2,-2,1,-2,3
13808,3,0,-2,1,-2,2,4
13809,1,0,-2,2,-1,-1,4
13810,-3,3,-1,-2,3,-2,5
13811,-1,0,1,0,0,-1,0
13812,2,-1,-1,-1,1,-1,1
13813,3,0,-2,1,-2,0,4
13814,0,0,0,1,1,-2,1
13815,-1,0,0,0,2,-1,5
13816,-1,2,-1,0,1,-1,5
13817,3,-3,3,-1,0,-2,3
13818,0,0,-1,0,0,0,1
13819,1,-1,-1,4,0,-1,4
13820,1,0,-1,2,-3,1,4
13821,0,1,-1,1,0,-1,1
13822,2,0,-2,2,-2,2,4
13823,-3,3,-2,1,-1,1,2
13825,0,0,-2,1,-1,0,4
13826,0,0,-1,1,-2,2,4
13827,0,1,-2,3,-3,1,2
13828,2,-1,1,-1,0,1,3
13829,2,-3,3,-3,2,0,3
13830,1,0,-3,3,-2,1,4
13831,-2,2,-1,-1,1,-1,5
13832,1,0,0,-1,-1,-1,1
13833,2,0,-2,1,0,0,1
13834,2,-2,3,-1,0,-2,3
13835,-1,-2,0,2,-1,-1,4
13836,-1,-1,1,0,0,-1,0
13837,0,-2,-1,3,-2,0,4
13838,2,0,-3,0,0,3,1
13839,1,-2,3,0,-3,1,0
13840,3,0,-3,2,-2,3,4
13841,-1,1,-1,1,-2,2,2
13842,-1,2,-1,-1,-1,2,5
13843,-1,0,1,-3,1,2,0
13844,1,-1,1,-1,-1,2,0
13845,2,-1,-1,0,2,-1,1
13846,-1,-1,1,-1,1,-2,0
13847,0,-3,2,-1,2,-3,3
13848,-1,0,2,-2,1,0,0
13849,3,-3,3,-3,2,0,3
13850,-1,1,0,1,-3,2,2
13851,0,0,-3,3,0,-1,4
13852,1,-1,-1,2,1,-3,1
13853,-1,-1,-1,2,-1,1,4
13854,2,1,-2,-1,3,0,1
13855,-2,0,3,0,-2,-1,0
13856,-2,3,-3,0,3,-3,5
13857,-2,3,-2,2,-2,1,2
13858,2,-3,3,-1,-2,1,3
13859,3,-3,2,-1,0,0,3
13860,-1,2,-2,2,1,0,2
13861,2,-2,-1,2,0,-1,4
13862,-1,3,-2,1,-1,1,2
13863,-1,-2,0,3,-3,3,4
13864,0,1,-1,0,0,2,1
13865,1,2,-2,-1,3,-3,5
13866,0,0,-1,-2,3,-3,1
13867,-2,0,-1,0,3,0,5
13868,-2,2,-2,1,-1,1,2
13869,-3,3,-3,1,2,-2,5
13870,0,2,-3,1,-1,3,2
13871,1,2,-1,-2,0,3,1
13872,3,0,-3,1,2,0,1
13873,4,-1,0,-2,3,-2,3
13874,-2,2,-2,0,-1,3,2
13875,2,-2,0,1,-2,3,4
13876,-1,0,-1,3,-2,-1,2
13877,1,-1,2,-3,1,2,3
13878,-2,3,-1,0,-1,0,2
13879,1,0,-1,1,-1,0,4
13880,-2,1,1,-1,1,-1,5
13881,-2,3,0,0,-3,3,2
13882,1,-3,3,-2,-1,2,3
13883,-1,0,1,0,-1,0,0
13884,0,1,-1,0,2,-2,1
13885,-2,2,-1,-1,0,-1,5
13886,0,-1,0,2,-2,0,4
13887,-2,1,0,0,0,-1,5
13888,-2,2,-3,0,3,0,5
13889,-1,2,-3,0,3,-1,5
13890,-2,-1,1,-1,0,3,0
13891,3,-1,-1,1,-2,2,4
13892,3,-1,0,-2,2,-2,3
13893,0,0,1,0,-1,0,0
13894,3,-3,0,3,-2,0,4
13895,-2,1,0,-2,3,-3,5
13896,0,-1,0,0,1,-2,1
13897,2,-1,0,-2,1,2,3
13898,-2,3,-2,2,-2,2,2
13899,1,1,-2,3,-1,0,4
13900,0,0,-2,2,0,-1,4
13901,1,-2,-1,3,-1,-2,4
13902,-1,1,-2,2,0,-1,2
13903,-1,0,0,-2,3,-1,5
13904,2,-2,2,-3,3,-3,3
13905,-1,1,-1,1,-1,1,2
13906,-2,0,-1,3,-1,-1,2
13907,-1,1,-2,1,-1,2,2
13908,-1,2,0,0,1,-1,5
13909,-2,2,-2,3,-3,3,2
13910,2,-1,-1,3,-3,3,4
13911,0,0,0,4,-3,-1,4
13912,1,1,-3,2,0,0,4
13913,1,-3,3,0,0,-3,3
13914,0,-1,0,1,0,-1,1
13915,4,-1,1,-2,1,0,3
13916,-1,3,-2,-1,1,1,5
13917,-2,2,0,0,-2,3,2
13918,0,0,0,0,0,0,1
13919,-1,1,-1,0,1,-1,5
13920,-2,3,-2,1,-1,1,2
13921,-2,2,-3,2,-2,2,2
13922,2,-2,1,-1,1,-2,3
13923,-3,3,-3,3,-3,1,2
13924,-2,3,-3,3,-3,1,2
13925,-1,1,-1,1,-1,1,2
13926,-2,2,-1,2,-3,1,2
13927,0,2,-2,-1,2,-2,5
13928,3,-3,1,0,-1,3,3
13929,-1,0,0,0,4,-2,5
13930,-3,1,0,0,-1,2,0
13931,-3,3,-3,2,-1,0,2
13932,2,1,-3,3,-3,2,4
13933,0,0,-2,2,-1,1,4
13934,-1,0,-1,3,-2,2,2
13935,2,0,0,0,-2,2,4
13936,-1,2,-3,-1,4,-3,5
13937,1,0,-2,2,-1,2,4
13938,0,1,-1,1,1,-3,1
13939,-3,2,1,-3,1,0,5
13940,0,0,-1,-1,3,-1,1
13941,-1,0,2,-1,1,-1,0
13942,-1,0,1,0,-2,3,0
13943,2,0,0,0,-1,-1,1
13944,-1,3,-2,0,1,0,5
13945,-1,2,-2,0,1,-1,5
13946,-1,1,-3,3,-2,2,2
13947,1,1,-2,3,-2,-1,4
13948,-1,-1,0,2,-3,3,4
13949,-2,3,-1,-1,1,0,5
13950,1,0,-1,1,-1,0,4
13951,1,-1,-2,3,-3,3,4
13952,-2,1,-2,1,2,-1,5
13953,2,-1,-2,2,-2,3,4
13954,-3,3,-3,3,-3,2,2
13955,-1,3,-3,0,3,-2,5
13956,-3,3,-3,2,-1,2,2
13957,-3,2,0,-1,0,-1,5
13958,1,-1,-1,-1,0,2,1
13959,0,-2,2,1,-3,3,0
13960,0,-1,2,-2,1,-2,3
13962,-3,3,-1,1,-2,-1,2
13963,-2,3,-3,2,0,0,2
13964,3,-3,3,0,-2,0,3
13965,3,-3,2,1,0,-3,3
13966,-1,3,-1,-1,-1,3,5
13967,0,0,-2,2,-1,1,4
13968,0,-1,0,2,-3,1,4
13969,4,-2,1,1,-2,1,4
13970,-2,1,0,0,-2,3,0
13971,3,-3,2,0,-1,0,3
13972,3,-2,-1,3,-2,1,4
13973,1,2,-2,-1,3,-3,5
13974,-1,1,-1,2,-3,0,2
13975,0,2,-2,-1,0,2,5
13976,-1,3,-1,1,-3,3,2
13977,-1,0,0,2,-1,-1,4
13978,3,-3,0,-1,4,-1,3
13979,-3,3,-3,2,-2,2,2
13980,-1,0,-1,1,-1,0,2
13981,-2,3,-1,0,-2,2,2
13982,-1,2,-3,3,-3,3,2
13984,1,-1,2,-1,-2,2,0
13985,-3,3,0,-2,-1,2,5
13986,0,2,-1,-1,2,-1,5
13987,0,1,0,-1,1,0,5
13988,0,2,-3,2,-2,3,2
13989,0,0,0,2,-3,3,4
13990,-1,-1,0,2,-3,2,4
13991,-1,3,-3,2,-1,2,2
13992,-2,2,-1,-1,0,3,5
13993,-2,2,-2,1,1,0,5
13994,-1,0,-1,2,-1,-2,2
13995,-1,1,-1,1,-1,0,2
13996,0,2,-2,0,0,1,5
13997,-1,-2,2,-1,0,2,0
13998,-1,1,-1,1,-2,3,2
14000,2,0,1,-2,-1,0,3
14001,-1,3,-1,0,-1,1,2
14002,-3,3,-2,2,-2,0,2
14003,0,2,-2,1,-1,2,2
14004,-2,3,-1,0,0,-2,5
14005,-1,0,-1,1,-2,3,2
14006,-1,0,-2,3,0,-3,2
14007,-2,3,-3,3,-3,2,2
14008,-1,-1,3,-3,1,0,3
14009,0,1,-2,1,-1,1,2
14010,1,1,-3,0,2,1,1
14011,-3,3,-3,0,3,-3,5
14012,3,-2,-1,3,-3,0,4
14013,0,0,-1,2,-3,2,4
14014,-1,2,-3,2,0,-1,2
14015,2,-2,2,-1,2,-2,3
14016,-1,3,-1,-1,2,-2,5
14017,0,0,-2,3,-2,1,4
14019,1,-1,-1,1,1,0,1
14020,-3,2,-2,3,-3,1,2
14021,3,-2,-1,3,-3,-1,4
14022,-2,3,-1,-1,-1,3,5
14023,1,-2,2,1,-3,2,0
14024,1,0,-1,2,-1,-1,4
14025,0,-1,0,0,2,-1,1
14026,-1,-1,-1,1,2,-1,1
14027,0,1,0,1,-3,2,4
14028,3,0,-2,0,0,2,1
14029,0,0,-1,1,-1,0,4
14031,-1,1,-2,3,-3,3,2
14032,-3,3,-2,2,-3,3,2
14033,0,-2,0,1,-1,1,4
14034,-1,3,-2,-1,3,-1,5
14035,2,-2,3,-3,3,0,3
14036,1,-1,1,-1,0,2,3
14037,-2,-1,3,-1,-2,0,0
14038,-1,1,0,0,-1,0,0
14039,-2,3,-2,0,0,0,5
14040,0,-2,3,-2,2,-1,3
14041,2,-3,2,0,0,-1,3
14042,-2,1,2,-1,1,-3,0
14043,2,-2,0,2,-3,3,4
14044,-1,2,0,-1,2,-3,5
14045,0,0,-1,1,-2,2,4
14046,-3,1,-1,3,-3,1,2
14047,2,-1,-1,-1,3,-3,1
14048,-2,1,-2,3,0,-3,2
14049,0,-1,1,0,0,-1,0
14050,3,-3,0,1,1,0,1
14051,-2,2,-1,2,-3,1,2
14052,0,-1,3,-3,3,-2,3
14053,3,-2,-1,-1,4,-1,1
14054,-2,1,-2,3,0,-2,2
14055,-2,0,1,0,0,-1,0
14056,-2,2,0,-1,1,0,5
14057,-1,-1,2,1,-2,-1,0
14058,0,-1,-1,2,0,1,4
14059,-1,3,-3,2,1,-1,2
14060,0,-1,0,2,-3,2,4
14061,0,-1,-2,1,2,-3,1
14062,1,2,-2,0,2,-2,1
14063,0,1,-2,3,-3,1,2
14064,1,-1,1,1,-3,1,4
14065,1,-2,3,-3,3,-2,3
14066,1,0,-1,-1,3,-3,1
14067,-1,2,-3,0,3,-2,5
14068,1,2,0,-3,2,0,5
14069,-3,2,0,-1,1,-1,5
14070,0,-1,3,-2,2,-3,3
14071,0,0,-2,3,-2,1,4
14072,-1,0,-2,2,-1,0,2
14073,-3,3,-2,0,1,0,5
14074,-1,1,-2,2,-2,1,2
14075,-1,-2,3,-1,0,1,0
14076,-1,1,-1,0,0,2,5
14077,0,-2,3,-2,1,-1,3
14078,-2,3,-2,-1,3,-1,5
14080,-1,1,0,-1,0,1,5
14081,2,-2,1,-1,0,1,3
14082,-3,2,-2,3,-1,0,2
14083,-1,1,-1,0,1,-1,5
14084,-3,2,0,0,-1,1,5
14085,1,0,-1,1,-1,2,4
14086,-1,-1,0,0,2,-2,1
14087,0,0,-2,3,-2,-1,4
14088,0,-2,1,-2,3,-1,3
14089,-2,3,-3,2,0,-2,2
14090,-2,1,0,-1,0,1,5
14091,1,1,0,-2,2,-1,1
14092,-3,2,-1,1,0,-1,2
14093,1,0,-1,1,0,0,1
14094,-2,3,-3,3,-2,1,2
14095,0,-1,2,-1,2,-2,3
14096,-2,0,1,-2,2,-1,5
14097,1,1,-2,1,-1,1,4
14098,0,-1,1,-1,1,-2,3
14099,-3,2,0,0,0,-1,5
14100,-3,3,-1,0,-2,0,2
14101,0,0,0,-1,1,0,1
14102,-1,0,-2,3,-2,0,2
14103,3,-1,-2,0,3,0,1
14104,-2,1,-2,2,0,-1,2
14105,1,-1,0,0,1,0,1
14106,-2,0,1,-1,1,0,0
14107,0,-1,-1,3,-3,3,4
14108,0,2,-2,0,1,-1,5
14109,0,2,-2,0,0,2,5
14110,-2,2,-2,1,-2,0,2
14111,2,-2,1,0,-1,0,3
14112,-1,1,-1,1,-1,1,2
14113,4,-3,3,-1,-1,-1,3
14114,1,1,-1,-1,1,0,1
14115,2,-2,3,-3,3,-3,3
14116,0,0,-2,2,-2,2,4
14117,-1,-2,3,-2,1,0,3
14118,2,1,-1,0,-1,-1,1
14119,3,0,-3,3,0,-2,4
14120,1,1,-3,1,0,2,1
14122,0,0,-3,3,-1,-1,4
14123,0,1,-2,2,0,0,2
14124,-2,0,3,-1,-2,3,0
14125,-1,2,-1,-1,0,0,5
14126,1,1,-2,1,0,0,1
14127,2,0,0,-2,2,-1,1
14128,-1,3,-2,-1,3,-1,5
14129,1,0,-2,2,0,0,4
14130,-3,2,0,0,0,-2,5
14131,0,-1,-1,3,-3,3,4
14132,3,-3,3,-3,3,-3,3
14133,-1,2,0,-1,0,2,5
14134,-3,3,-1,-2,2,-1,5
14135,-1,1,0,-1,0,1,5
14136,-1,1,0,1,-2,1,2
14137,-3,3,-2,2,-2,-1,2
14138,-1,3,-3,-1,4,-2,5
14139,-3,3,-1,1,-3,0,2
14140,1,-1,1,-1,0,1,3
14141,-1,0,0,0,0,2,0
14142,2,1,-3,2,-2,3,4
14143,0,1,-2,2,0,-1,2
14144,-2,2,-3,-1,4,-1,5
14145,3,-3,3,-3,3,-2,3
14146,-2,3,-1,-2,1,0,5
14147,0,-1,2,-3,2,1,3
14148,1,0,-2,2,-2,3,4
14149,-3,1,0,0,2,-3,5
14150,1,0,0,-1,1,0,1
14152,-1,1,-2,3,-2,2,2
14153,-2,0,0,3,0,-3,2
14154,-2,0,3,0,-2,-1,0
14155,-3,3,-3,3,-3,0,2
14156,-2,3,-3,1,-1,3,2
14157,0,-1,0,1,-1,0,4
14158,1,0,-1,1,-1,2,4
14159,0,0,-3,3,-1,-1,4
14160,2,1,-2,2,-3,1,4
14161,4,-1,1,-3,3,-2,3
14162,2,-1,-1,-1,2,0,1
14163,0,2,-1,-1,1,-1,5
14164,-3,3,-2,1,-2,3,2
14165,-3,3,-3,1,1,0,5
14166,3,-2,1,1,-3,2,4
14167,1,0,-1,0,1,0,1
14168,-3,1,1,1,-1,0,0
14169,-3,3,-2,0,0,2,5
14170,3,-3,0,3,-3,2,4
14171,-1,3,-2,1,0,0,2
14172,-1,2,-3,2,-2,3,2
14173,-2,3,-3,3,-2,1,2
14174,-1,0,4,-3,-1,4,0
14175,0,-1,0,2,-2,1,4
14176,-1,3,-3,2,0,0,2
14177,0,0,0,0,0,0,1
14178,-2,2,0,-2,0,0,5
14179,1,1,-3,2,0,-2,4
14180,-2,0,2,-1,-1,1,0
14181,-3,3,-1,-2,0,3,5
14182,-2,3,-2,1,0,-1,2
14183,-2,3,-1,-2,2,-1,5
14184,-2,3,-2,0,2,-1,5
14185,0,-1,-1,3,0,-2,4
14186,-1,2,-3,1,0,1,2
14187,0,2,-2,0,1,0,5
14188,1,1,-3,1,1,0,1
14189,3,0,-2,0,1,1,1
14190,-1,1,-1,0,1,0,5
14191,-1,1,1,0,-1,-1,0
14192,2,0,-2,3,-2,0,4
14193,2,-2,1,-2,3,-1,3
14194,1,-2,3,-3,3,-3,3
14195,-2,2,-1,0,2,-3,5
14196,-3,1,0,0,2,-2,5
14197,0,1,-1,1,-1,1,2
14198,1,-1,-1,3,-2,2,4
14199,-1,3,-1,-2,-1,4,5
14200,-1,0,0,-1,1,0,5
14201,-1,2,-3,3,-2,1,2
14202,-3,3,-3,3,-3,2,2
14203,0,-3,3,0,-3,1,0
14204,-2,3,-3,3,-3,0,2
14205,-1,1,-1,1,-1,1,2
14206,0,1,0,0,-2,3,0
14207,-1,4,0,-2,0,1,5
14208,0,1,0,-1,-1,2,0
14209,-1,-1,1,-1,1,0,0
14210,3,-2,-1,3,-3,3,4
14211,0,1,-3,0,3,-1,5
14212,0,0,0,0,0,0,1
14213,0,3,-3,2,0,-1,2
14214,3,-2,1,-2,3,-2,3
14215,0,0,-2,1,1,1,1
14217,-1,3,-1,0,-1,1,2
14218,-3,3,-1,-1,0,0,5
14219,0,4,-2,-1,2,1,5
14220,-2,0,1,-1,1,-1,0
14221,0,1,-2,1,-1,3,2
14222,0,-1,1,-2,1,2,3
14223,-1,1,0,-2,2,-1,5
14224,-2,1,-1,1,1,-1,5
14225,-3,2,-2,0,3,-2,5
14226,-1,2,-2,0,0,-1,5
14227,3,-1,-1,1,0,0,1
14228,2,0,1,-2,0,1,3
14229,0,-1,0,-1,1,2,1
14230,1,2,-1,0,-2,2,2
14231,0,-1,1,-1,2,-2,3
14232,1,-1,0,1,-1,2,4
14233,-2,3,-1,1,-2,-1,2
14234,1,-1,-1,2,-1,2,4
14235,0,0,1,-1,0,1,0
14236,2,-2,1,1,-3,3,4
14237,1,-1,2,-2,0,1,3
14238,-2,1,-2,2,-1,0,2
14239,2,1,-2,1,-1,0,4
14240,-2,-1,2,-2,2,-1,3
14241,2,0,-2,3,-3,3,4
14242,-1,-2,3,0,-3,3,0
14243,-1,1,-2,2,-2,2,2
14244,-1,0,-1,2,-2,3,2
14245,-2,1,-1,0,0,2,5
14246,-2,1,-2,3,-1,0,2
14247,0,0,0,4,-3,-1,4
14248,-1,2,-2,0,0,0,5
14249,0,2,-2,0,0,1,5
14250,3,-2,1,0,-2,0,4
14251,-2,3,-2,0,0,2,5
14252,0,-1,1,0,-2,3,0
14253,-2,3,-1,0,-2,1,2
14254,-2,2,-3,3,-3,2,2
14255,0,-1,1,-1,1,0,3
14256,-2,3,-2,1,-2,3,2
14257,-2,1,-1,2,-3,2,2
14259,0,-1,0,1,0,-1,1
14260,2,1,-1,0,-1,-1,1
14261,-1,0,-1,0,0,2,1
14262,-2,0,0,1,-1,1,0
14263,0,-1,1,-2,0,0,0
14264,-1,2,-2,-1,3,-1,5
14265,-2,0,3,-1,-2,3,0
14266,0,1,-1,0,1,1,1
14267,3,-2,0,0,2,-2,1
14268,-2,1,-1,1,-1,1,2
14269,-1,1,-1,0,0,0,5
14270,-3,3,-2,-1,3,-2,5
14271,1,-1,0,1,-1,1,4
14272,2,-1,1,0,-2,3,4
14273,-1,0,0,1,-2,3,0
14274,2,-2,1,0,-2,2,4
14275,0,0,1,-1,1,0,0
14276,-1,0,-1,3,-2,2,2
14277,-2,3,-1,-1,1,0,5
14278,-2,2,-1,1,-3,1,2
14279,-2,-1,2,-1,0,0,0
14280,1,0,-1,1,-2,3,4
14281,2,-1,1,-1,1,-1,3
14282,4,-1,-1,2,-3,2,4
14283,0,2,-2,0,1,-1,5
14284,-3,2,-1,2,-1,-2,2
14285,4,-1,-2,0,3,0,1
14286,1,0,-2,2,0,1,4
14287,-1,0,0,2,-1,-1,4
14288,-3,2,-1,2,0,-3,2
14289,0,2,-2,2,-3,0,2
14290,0,1,0,0,-1,0,0
14291,-2,2,-3,3,-3,2,2
14292,0,2,-3,3,-1,-2,2
14293,-1,0,1,0,-1,0,0
14294,3,-3,3,-3,3,-3,3
14295,1,-1,1,-1,1,0,3
14296,1,-2,3,-3,3,-1,3
14297,-1,-1,-1,4,-2,-1,4
14298,0,1,-1,1,-1,2,2
14299,1,0,-1,3,-3,3,4
14300,-1,1,-3,3,-3,3,2
14301,-2,2,-1,-2,2,1,5
14302,2,-2,0,1,-2,0,4
14303,-1,3,0,-3,3,0,5
14304,4,0,-3,3,-3,3,4
14305,-2,0,0,1,-2,3,0
14306,0,0,3,-3,3,-3,3
14307,3,-2,2,-3,2,0,3
14308,3,-3,3,-3,3,-3,3
14309,-2,3,-3,2,-1,0,2
14310,-1,1,-1,1,-1,-1,2
14311,-2,-1,1,1,1,-1,0
14312,1,-2,-1,4,-2,1,4
14313,0,0,0,0,-1,0,0
14314,0,1,-1,0,1,-1,1
14315,2,0,-2,3,-2,-1,4
14316,-1,-1,1,0,-1,1,0
14317,1,-2,0,3,-3,0,4
14318,-3,2,-2,2,0,-1,2
14319,-1,1,-1,2,-3,2,2
14320,1,0,-2,2,-2,2,4
14321,-1,1,-1,0,1,0,5
14322,-1,-1,1,-2,2,1,3
14323,-2,0,1,-2,2,0,5
14324,-2,2,-2,2,-2,3,2
14325,-2,1,-2,1,0,1,2
14326,1,0,0,-1,2,-3,1
14327,0,0,0,1,0,0,1
14328,0,-1,1,0,-2,2,0
14329,-1,2,-2,2,1,-1,2
14330,1,0,-1,0,-1,2,1
14331,-2,2,0,-1,-1,3,5
14332,-3,3,-3,-1,0,0,5
14333,-3,3,-3,3,-3,3,2
14334,1,2,-1,1,-3,3,2
14335,-1,0,1,0,-1,-1,0
14336,-2,3,-2,0,0,1,5
14337,-3,3,-3,3,-1,-2,2
14338,0,1,-1,1,-1,0,2
14339,0,0,0,1,0,-1,1
14340,3,-1,-2,3,-2,1,4
14341,-1,0,-2,0,3,0,5
14342,-2,2,1,-3,3,-1,5
14343,0,3,-2,0,2,-2,5
14344,0,2,-2,1,-1,1,2
14345,3,-3,2,1,-3,3,4
14346,-2,3,-2,-1,3,-1,5
14347,2,-2,-1,1,1,0,1
14348,2,0,-1,2,-3,3,4
14349,0,0,-1,0,1,0,1
14350,-2,1,-2,2,-2,1,2
14351,0,-1,0,-1,0,1,1
14352,0,1,-1,0,-1,3,1
14353,1,0,-2,3,-2,0,4
14354,0,1,-1,2,-1,-2,2
14355,3,-1,0,-2,3,-3,3
14356,0,0,0,1,-1,-1,0
14357,-1,2,-2,-1,2,1,5
14358,0,-1,1,0,-2,0,0
14359,-1,0,-2,3,-3,1,2
14360,-1,-1,-1,3,-3,3,4
14361,4,0,-3,3,-2,0,4
14362,0,0,-1,1,-3,1,4
14363,-1,2,0,-2,3,-2,5
14364,-2,1,0,-1,0,2,5
14365,-2,3,0,-2,1,-1,5
14367,-1,0,-1,-1,2,0,5
14368,0,-1,0,0,2,-2,1
14369,1,-2,-1,3,-2,1,4
14371,2,-1,-2,1,2,-3,1
14372,0,-1,0,0,2,-2,1
14373,3,-1,-2,3,-2,0,4
14374,2,-3,3,-2,2,-3,3
14375,3,-2,0,1,0,0,1
14376,-1,0,-2,3,-2,0,2
14377,1,0,-2,2,-2,-1,4
14378,0,-2,2,0,-1,2,0
14379,3,-2,0,0,2,-1,1
14380,1,-3,2,0,-1,0,3
14381,-2,1,-1,3,-2,1,2
14382,1,-2,3,-3,3,-3,3
14383,0,0,-1,1,0,-1,1
14384,-1,3,-1,-1,0,1,5
14385,-3,3,-3,3,-1,-1,2
14386,0,1,-3,3,-1,1,2
14387,1,0,-1,1,-1,1,4
14388,1,2,-3,3,-3,-1,2
14389,1,0,-1,0,2,-2,1
14390,-1,1,-2,3,-2,1,2
14391,2,-1,-2,2,0,0,4
14392,0,2,-3,3,-3,1,2
14393,1,0,0,-1,1,-1,1
14394,-3,0,3,-3,3,0,3
14395,-3,3,-3,1,1,0,5
14396,1,-2,2,-2,-1,0,3
14397,2,-3,0,3,-2,2,4
14398,0,-1,1,-2,3,-2,3
14399,-3,3,-3,3,0,0,2
14400,0,-2,1,-1,0,1,0
14401,0,0,-1,-1,2,1,1
14402,-1,1,0,0,-1,0,0
14403,1,0,-1,1,-1,1,4
14404,-3,3,-3,3,-1,1,2
14406,-1,1,-1,0,-1,1,2
14408,1,-1,1,-1,1,-2,3
14409,1,-2,1,-1,2,-3,3
14410,1,1,-3,3,-3,3,4
14411,0,0,-1,1,-2,1,4
14412,3,-3,2,0,-2,0,3
14413,1,-3,2,-1,0,0,3
14414,2,-3,2,1,-1,-2,3
14415,0,1,-1,0,2,-1,1
14416,1,-1,1,-1,1,-1,3
14417,-2,3,-3,3,-3,3,2
14418,1,0,-2,2,-2,2,4
14419,-3,3,-2,1,-2,2,2
14420,-1,1,-1,0,1,-1,5
14421,-2,3,-1,-1,1,0,5
14422,2,-1,-1,0,1,-1,1
14423,-3,3,-2,0,-1,2,2
14424,0,4,-1,0,-1,-1,2
14425,-2,1,-2,1,-1,3,2
14426,-1,0,-1,0,0,0,1
14427,1,0,0,1,-2,1,4
14428,1,1,-3,2,-1,1,4
14429,2,-2,1,-1,-1,1,3
14430,-2,3,-1,0,-2,2,2
14431,1,-1,1,0,-1,1,0
14432,0,-1,-1,0,-1,3,1
14433,0,-2,3,-2,0,1,3
14434,0,3,-3,3,-3,3,2
14435,-1,3,-2,0,2,-2,5
14436,-1,3,-3,3,-3,3,2
14437,0,1,0,-1,-1,-1,0
14438,3,-1,-1,0,0,0,1
14439,0,0,4,-3,0,-1,3
14440,0,-1,1,0,-1,0,0
14441,2,0,0,0,-1,-1,1
14442,0,-1,3,-2,0,2,3
14443,3,-3,0,3,-3,-1,4
14444,-3,3,-3,3,-3,2,2
14445,3,-2,0,1,1,-3,1
14446,4,0,-2,-1,3,-3,1
14447,-1,3,-3,3,-3,1,2
14448,0,0,0,-1,0,2,1
14449,0,-2,0,0,1,-2,1
14450,1,-1,1,0,-2,3,0
14451,-1,2,-3,2,-1,2,2
14452,0,-1,2,-3,2,0,3
14453,0,-2,3,-2,0,2,3
14454,-1,0,1,0,-1,1,0
14455,-3,2,0,-1,-1,2,5
14456,-2,1,0,2,-3,2,2
14457,-1,0,0,1,0,1,0
14458,-3,2,-1,1,0,-1,2
14459,0,-2,3,-2,2,-2,3
