CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_고가_clust_id
15249,3,0,-1,0,-2,2,3
15250,0,0,0,0,0,0,0
15251,0,0,0,0,0,0,0
15252,0,0,0,0,0,0,0
15253,0,0,0,0,0,0,0
15254,0,0,0,0,0,0,0
15255,-1,-2,3,-2,1,-2,1
15256,1,0,-2,2,-1,-1,3
15257,0,0,0,0,0,0,0
15258,0,0,4,-3,-1,0,1
15259,0,0,0,0,0,0,0
15260,0,0,0,0,0,0,0
15261,-3,-1,0,0,0,0,0
15262,0,0,0,0,0,0,0
15263,-1,0,0,4,-3,3,3
15264,0,0,4,-3,3,-3,1
15265,0,0,0,0,0,0,0
15266,4,-1,-2,-1,0,0,2
15267,0,0,0,0,0,0,0
15268,4,-3,1,2,-3,-1,3
15269,0,0,0,0,0,0,0
15270,0,0,4,-3,-1,0,1
15271,1,-1,2,-3,3,-2,1
15272,0,0,0,0,4,-3,0
15273,0,0,0,0,0,0,0
15274,0,0,0,0,0,0,0
15275,0,0,0,0,0,0,0
15276,0,0,0,0,0,0,0
15277,4,-3,-1,0,0,4,2
15278,1,0,-1,-1,3,-2,0
15279,-1,-1,1,-1,0,-1,0
15280,0,0,0,0,0,0,0
15281,0,0,0,0,0,0,0
15282,-3,-1,0,4,-3,-1,3
15283,0,0,0,0,0,0,0
15284,0,0,4,-3,-1,0,1
15285,0,0,0,0,0,0,0
15286,1,-1,-1,2,-2,0,3
15287,-3,2,-2,3,-3,3,5
15288,-1,0,4,-3,3,-3,1
15289,0,0,0,0,0,0,0
15290,0,0,4,-1,-2,-1,1
15291,-1,-1,4,-3,2,0,1
15292,-1,0,4,-3,-1,0,1
15293,0,0,0,0,0,0,0
15294,-2,-1,3,-3,3,-2,1
15295,0,0,0,0,0,4,0
15296,0,0,0,0,0,0,0
15297,-3,-1,0,4,-3,-1,3
15298,-3,1,-1,0,-1,4,5
15299,1,0,0,-1,1,-1,0
15300,-1,-2,3,-1,-2,-1,1
15301,0,0,0,0,0,4,0
15303,0,-1,-2,3,-3,3,3
15304,0,0,0,0,0,0,0
15305,0,0,0,0,0,0,0
15306,0,-2,-1,1,-1,2,3
15307,0,0,0,0,0,0,0
15309,0,0,0,0,0,0,0
15310,3,-3,3,-3,3,-2,2
15311,0,4,-3,-1,0,0,4
15312,1,-3,1,0,1,-2,2
15313,-3,-1,0,0,4,-3,0
15315,-1,0,0,0,0,0,0
15316,4,-3,-1,0,0,0,2
15317,0,0,0,0,0,0,0
15318,0,-1,0,-1,3,-3,0
15319,0,4,-3,-1,0,0,4
15320,4,-3,-1,0,4,-3,2
15321,-2,0,2,0,-2,2,1
15322,0,2,-3,1,1,-2,4
15323,-2,-1,-1,4,0,-1,3
15324,-3,3,-2,-1,-1,0,4
15325,0,0,0,0,0,0,0
15326,3,-2,-1,-1,0,0,2
15327,0,0,0,0,4,-3,0
15328,0,0,0,4,-3,-1,3
15329,0,0,0,0,0,0,0
15330,0,1,0,-2,1,1,0
15331,0,0,0,0,0,0,0
15332,0,0,4,-3,-1,0,1
15333,0,4,-3,-1,0,0,4
15334,-3,2,0,-1,0,0,4
15335,3,-3,-1,4,-1,-2,3
15336,-1,2,-1,1,1,-3,4
15337,1,-2,2,1,-2,0,3
15338,0,0,0,0,0,0,0
15339,0,0,0,0,0,0,0
15340,1,-2,0,2,-3,1,3
15341,0,0,0,0,0,0,0
15342,3,-3,3,-1,-1,0,2
15343,0,0,0,0,0,4,0
15344,-2,-1,3,-1,-1,0,1
15345,0,0,0,0,0,0,0
15346,0,0,4,-3,3,-3,1
15347,0,0,0,0,0,0,0
15348,0,0,0,0,0,0,0
15349,0,0,0,0,0,0,0
15350,0,-2,0,1,-2,2,3
15353,0,0,0,0,0,0,0
15354,-1,1,-3,3,-2,0,5
15355,0,0,4,-2,1,-2,1
15356,-2,3,-2,0,1,1,4
15357,-3,-1,0,4,-1,-1,3
15358,0,0,0,0,0,0,0
15359,4,-3,-1,0,4,-3,2
15360,-3,2,0,0,0,-1,4
15361,-1,-1,0,0,0,0,0
15362,-3,3,-1,-1,0,2,4
15363,-2,2,0,1,-2,0,5
15364,0,0,0,0,4,-3,0
15365,0,0,0,0,4,-3,0
15366,0,0,0,0,0,0,0
15367,-3,1,0,1,-1,0,5
15368,0,0,0,0,0,0,0
15369,0,0,0,0,0,0,0
15370,-2,2,1,-2,-1,1,4
15371,0,0,0,0,0,0,0
15372,0,0,0,0,0,0,0
15373,0,0,0,0,0,0,0
15374,-1,1,1,-2,0,0,0
15375,-3,3,-1,-1,2,-3,4
15376,0,0,0,0,4,-3,0
15377,0,4,-3,3,-3,-1,5
15378,0,0,0,0,0,0,0
15379,4,-3,-1,0,0,0,2
15380,0,0,4,-3,-1,0,1
15382,1,0,-1,0,-1,3,0
15383,-2,2,-1,0,1,0,4
15384,-2,-1,2,1,-1,-1,0
15385,0,0,4,-3,-1,4,1
15386,0,0,0,0,0,0,0
15387,0,0,0,0,0,0,0
15388,-2,-1,-1,0,0,0,0
15389,-3,3,-1,-1,-1,-1,4
15390,0,0,0,0,0,0,0
15391,0,3,-1,1,-3,3,5
15392,-3,-1,0,0,0,0,0
15393,0,0,0,0,0,0,0
15394,0,0,0,0,0,0,0
15395,0,0,0,0,0,0,0
15396,-3,0,-1,0,0,0,0
15397,-2,2,-3,0,3,-2,4
15398,-1,2,-1,0,2,-2,4
15399,-2,3,-2,2,-3,2,5
15400,0,0,0,0,0,0,0
15401,0,0,0,0,0,0,0
15403,-3,-1,4,-3,3,-3,1
15404,0,0,0,0,0,0,0
15405,1,-1,1,-2,2,-1,2
15406,0,0,0,0,0,0,0
15407,-3,-1,4,-3,3,-3,1
15409,0,0,0,0,4,-3,0
15410,0,0,0,0,0,0,0
15412,3,0,-2,1,-1,-1,3
15413,0,0,0,0,0,0,0
15414,0,0,0,0,0,0,0
15416,0,0,0,0,0,0,0
15417,-1,3,-3,3,-1,-2,5
15418,-1,0,0,0,4,-3,0
15419,1,-2,3,-1,-2,3,1
15420,-3,-1,0,4,-3,-1,3
15421,0,0,0,0,0,0,0
15422,-3,1,-1,3,-3,0,5
15423,1,1,0,-1,-1,3,0
15424,0,0,0,4,-3,-1,3
15425,-3,3,-1,1,-1,0,5
15426,0,0,0,0,0,0,0
15427,0,0,0,4,-3,-1,3
15428,0,0,0,0,0,0,0
15429,-1,-2,3,0,-2,1,1
15430,0,0,0,0,0,0,0
15431,0,0,0,0,0,0,0
15432,4,-3,3,-3,3,-3,2
15433,4,-3,-1,0,0,0,2
15434,0,0,0,4,-3,-1,3
15435,0,4,-3,-1,4,-1,4
15436,-1,3,0,-3,-1,0,4
15437,0,0,4,-3,-1,0,1
15438,0,0,4,-3,-1,0,1
15439,0,0,0,0,0,0,0
15440,0,-1,1,-1,0,1,0
15441,-3,3,-1,-2,3,-3,4
15442,0,0,0,0,0,0,0
15443,0,-2,3,-2,0,1,1
15444,4,-3,-1,0,0,0,2
15445,0,0,0,0,0,0,0
15446,0,0,0,0,0,0,0
15447,0,0,0,0,0,0,0
15448,3,-3,-1,0,4,0,2
15449,0,0,0,0,0,0,0
15450,0,0,0,0,0,0,0
15451,-1,4,-3,-1,0,0,4
15452,0,4,-3,3,-3,3,5
15453,0,0,4,-3,3,-3,1
15454,0,0,0,0,0,0,0
15455,0,0,4,-3,-1,0,1
15456,0,-1,1,-1,2,-2,0
15457,0,0,0,0,0,0,0
15458,0,0,0,0,0,0,0
15459,-3,-1,0,4,-3,-1,3
15460,0,0,0,0,0,0,0
15461,-1,1,2,-3,3,-1,1
15462,0,0,0,0,0,0,0
15463,0,0,0,0,0,0,0
15464,-1,0,0,0,0,0,0
15465,0,0,0,0,0,0,0
15466,-1,0,0,0,0,4,0
15467,0,0,0,0,0,0,0
15468,-1,-1,1,-1,1,-1,0
15469,-2,2,1,-2,1,-2,4
15470,0,0,0,0,0,0,0
15471,4,-3,-1,4,-3,0,3
15472,0,0,0,0,0,0,0
15473,0,0,0,0,0,0,0
15475,0,-1,0,2,-2,1,3
15477,0,0,0,0,0,0,0
15478,0,0,0,0,0,0,0
15479,-1,3,0,-2,0,1,4
15480,0,0,0,0,0,0,0
15481,0,0,0,0,0,0,0
15482,-2,1,-2,0,3,-2,4
15483,0,0,0,0,0,0,0
15484,4,-3,3,-3,3,-2,2
15485,0,0,0,0,0,4,0
15486,-1,-1,3,-1,-1,0,1
15487,0,0,0,0,0,0,0
15488,0,0,0,0,0,0,0
15489,0,-2,-1,3,0,-3,3
15490,0,0,0,0,0,0,0
15491,0,0,0,0,0,0,0
15493,3,-2,0,-1,2,-1,2
15494,4,-3,-1,0,0,0,2
15495,-2,1,-1,0,-1,3,0
15496,4,-3,3,-3,0,-1,2
15497,-3,-1,0,4,-3,-1,3
15498,-2,1,1,-2,3,-3,4
15499,0,0,0,0,0,0,0
15500,0,0,0,0,0,0,0
15501,-2,0,1,0,1,-3,0
15502,0,0,0,0,4,-3,0
15503,-2,-1,3,0,-1,-1,1
15504,0,0,0,0,0,0,0
15505,0,4,-3,3,-3,-1,5
15506,-3,3,-3,3,-3,3,5
15507,0,0,0,0,4,-3,0
15508,-1,0,1,0,-1,1,0
15509,1,-3,1,0,-1,3,2
15510,-1,-1,3,-2,-1,3,1
15511,3,-3,-1,0,0,0,2
15512,-2,0,0,1,-1,0,0
15513,0,0,0,0,0,0,0
15514,0,0,0,0,0,0,0
15515,0,0,0,0,0,4,0
15516,0,0,0,0,0,0,0
15517,1,-1,1,-1,-1,3,0
15518,0,0,0,0,0,0,0
15519,0,4,-3,-1,0,0,4
15520,0,0,0,0,0,0,0
15521,0,0,0,0,0,0,0
15522,-3,2,1,-3,3,-2,4
15523,-2,0,0,1,0,-1,0
15524,0,0,4,-1,-2,-1,1
15525,0,0,0,0,4,-3,0
15526,4,-3,3,-3,-1,4,2
15527,-1,4,-3,-1,4,-3,4
15528,0,0,4,-3,3,-3,1
15529,0,0,0,0,0,0,0
15530,0,0,4,-3,-1,0,1
15531,4,-3,3,-3,3,-3,2
15532,3,-2,1,-2,1,0,2
15533,0,-1,0,4,0,-2,3
15534,0,0,0,0,0,0,0
15535,-1,0,0,0,0,4,0
15536,0,0,0,0,0,0,0
15537,0,1,-2,3,-3,3,5
15538,0,0,0,0,0,0,0
15539,-3,-1,0,0,0,0,0
15540,-1,0,0,0,0,0,0
15541,0,2,-3,3,-1,0,5
15542,0,0,0,4,-3,-1,3
15543,0,0,0,0,0,0,0
15544,0,0,0,0,0,0,0
15545,-2,0,0,0,1,0,0
15546,0,0,0,0,0,0,0
15547,-1,1,0,-1,1,-1,0
15548,0,0,0,0,0,0,0
15549,0,-1,0,1,-1,1,0
15550,-3,-1,4,-3,-1,4,1
15551,0,-1,0,0,0,0,0
15552,0,0,0,0,0,0,0
15553,0,0,0,0,4,-3,0
15554,0,0,0,0,0,4,0
15555,0,4,-3,-1,0,0,4
15556,0,0,0,0,0,0,0
15557,0,0,0,0,0,0,0
15558,-3,3,-2,2,-2,1,5
15559,0,0,0,0,0,0,0
15560,0,0,0,0,0,0,0
15561,0,0,0,0,0,0,0
15562,0,0,0,0,0,0,0
15564,0,4,-3,-1,0,0,4
15565,0,3,-3,0,0,3,4
15566,0,0,0,0,0,0,0
15567,4,-3,3,-3,-1,4,2
15568,0,0,0,0,0,0,0
15569,0,0,0,0,0,0,0
15570,-2,3,-3,3,-3,3,5
15571,0,0,0,0,0,0,0
15572,-3,-1,0,0,0,0,0
15573,-3,-1,4,-3,3,-2,1
15574,3,0,-3,0,-1,0,0
15575,0,1,0,0,0,-2,0
15576,0,0,0,0,0,0,0
15577,0,4,0,-3,-1,0,4
15578,0,0,0,0,4,-3,0
15579,0,0,0,0,0,0,0
15580,0,0,4,-3,-1,4,1
15581,0,0,0,4,-3,-1,3
15582,0,0,0,0,0,0,0
15583,0,0,0,0,0,0,0
15584,-3,-1,0,0,0,0,0
15585,0,0,0,0,0,4,0
15586,0,0,0,0,0,0,0
15587,0,-1,3,-1,-2,3,1
15588,0,0,0,0,0,0,0
15589,0,0,0,0,0,0,0
15590,-2,-1,4,-3,-1,4,1
15592,-2,3,-3,2,-1,1,5
15593,-2,3,-3,-1,0,0,4
15594,3,-1,1,-3,0,3,2
15595,1,-2,-1,1,2,-3,0
15597,0,0,0,0,0,0,0
15598,0,0,0,0,0,0,0
15599,-1,-1,3,-3,0,0,1
15600,2,0,0,0,-2,1,0
15602,0,0,1,0,-2,3,0
15603,0,0,0,0,0,0,0
15604,0,0,0,0,0,0,0
15605,0,0,0,0,4,-3,0
15606,-2,2,-3,2,-1,0,5
15607,1,-1,1,-1,1,0,0
15608,-3,-1,0,0,0,0,0
15609,0,-2,2,0,0,-2,1
15610,-1,-2,1,2,-2,-1,3
15611,0,0,4,-3,-1,4,1
15612,-1,0,-1,0,1,-1,0
15613,0,-3,3,-2,-1,0,1
15614,1,-2,1,0,-1,0,0
15615,3,0,-2,1,-2,0,3
15616,2,-1,-2,2,0,-1,3
15617,1,-2,2,0,1,0,2
15618,0,0,0,0,4,-3,0
15619,0,0,0,0,0,0,0
15620,2,-2,2,-2,0,0,2
15621,-1,-1,3,-1,0,-2,1
15622,1,1,0,0,-1,1,0
15623,-1,2,-3,3,-3,2,5
15624,-1,2,-3,3,-3,0,5
15625,0,0,0,0,0,0,0
15626,-1,3,-2,0,1,-1,4
15627,1,-1,-1,3,-2,2,3
15628,0,0,0,0,0,0,0
15629,0,0,0,0,4,-3,0
15630,-2,2,-1,1,0,-2,5
15631,-1,4,-3,0,3,-3,4
15632,0,0,0,0,0,0,0
15633,0,0,0,0,0,0,0
15634,-1,1,0,-1,0,1,0
15635,0,0,0,0,0,0,0
15636,2,-1,0,-1,0,0,2
15637,0,-1,0,1,0,-1,0
15638,2,1,0,-2,-1,1,0
15639,0,0,0,0,0,0,0
15640,-2,0,3,-3,-1,0,1
15641,2,-2,-1,4,0,-3,3
15642,-3,0,-1,4,-3,-1,5
15643,3,-3,2,-1,1,0,2
15644,-1,0,-1,3,-3,2,3
15645,0,0,4,-3,3,-2,1
15646,-2,3,-2,-1,3,-2,4
15647,-3,0,3,-3,0,3,1
15648,-2,2,0,-2,3,-2,4
15649,3,0,-3,3,-2,1,3
15650,0,0,4,-1,0,-2,1
15651,1,-1,0,1,-1,2,0
15652,0,0,0,0,0,0,0
15653,-3,1,1,-1,1,-2,0
15654,3,-3,-1,0,0,0,2
15655,-3,2,1,-3,3,-3,4
15656,-3,-1,4,0,-3,3,1
15657,0,0,0,0,0,0,0
15658,0,0,0,0,0,0,0
15659,-3,3,-1,1,-3,3,5
15660,0,0,0,0,0,0,0
15661,3,-1,-1,1,-1,0,3
15662,0,-2,3,-1,-1,-1,1
15664,-1,1,0,-2,3,0,4
15665,-3,2,0,-1,1,-2,4
15666,4,-3,-1,4,-3,-1,3
15667,0,1,0,-1,1,-1,0
15668,-1,0,0,0,0,4,0
15669,1,-1,0,0,2,-3,0
15670,0,0,4,-3,-1,0,1
15671,0,-2,3,-2,1,-2,1
15672,0,0,0,0,0,0,0
15673,-3,-1,4,0,-3,1,1
15675,-1,2,0,-1,-1,3,0
15676,-2,0,3,-2,-1,3,1
15677,0,0,0,0,4,-1,0
15678,0,0,4,-1,0,-1,1
15679,-2,1,2,-1,-1,0,1
15680,0,0,0,0,0,4,0
15681,-1,0,0,0,0,0,0
15682,4,-3,3,-3,-1,0,2
15683,0,0,0,4,-3,-1,3
15684,0,0,0,0,0,0,0
15685,-1,1,-1,1,0,1,0
15686,-2,3,-3,-1,4,-3,4
15687,-2,0,0,0,2,-2,0
15688,0,0,0,0,0,0,0
15689,1,-1,0,-1,0,2,0
15690,-2,-1,0,4,-3,-1,3
15691,0,0,0,0,0,0,0
15692,0,0,0,0,0,0,0
15693,0,0,0,0,0,0,0
15694,0,0,0,0,0,4,0
15695,-3,2,-2,-1,0,0,4
15696,-3,-1,0,4,-3,-1,3
15698,-1,0,0,0,0,0,0
15699,-1,-2,-1,4,0,-3,3
15700,0,0,0,0,0,0,0
15701,0,0,4,-3,-1,4,1
15702,-1,-1,1,0,-1,-1,0
15703,1,2,-3,1,2,0,4
15704,0,0,0,0,0,0,0
15705,0,0,0,0,0,0,0
15706,0,0,0,0,0,0,0
15707,0,0,0,0,0,0,0
15708,0,0,0,0,0,0,0
15709,-3,-1,0,4,-2,0,3
15710,0,4,-3,-1,0,4,4
15711,1,-2,1,-2,3,-2,2
15712,0,0,0,0,0,0,0
15713,0,0,0,0,0,0,0
15714,0,0,0,0,0,0,0
15715,0,4,-3,3,-3,3,5
15716,0,0,0,0,0,0,0
15717,-1,0,0,0,0,0,0
15718,0,0,0,0,0,0,0
15719,0,-1,3,-2,-1,3,1
15720,-1,0,4,0,-3,-1,1
15721,0,0,0,0,0,0,0
15722,0,0,0,0,0,0,0
15723,-3,-1,0,4,-3,-1,3
15725,0,0,0,0,0,0,0
15726,0,0,0,0,0,0,0
15727,0,0,0,0,0,0,0
15728,0,0,4,-3,-1,0,1
15729,0,0,0,0,0,0,0
15730,0,0,0,0,0,0,0
15731,-1,-2,0,-1,4,-3,0
15732,0,0,0,0,0,0,0
15733,0,0,0,0,0,0,0
15734,0,0,0,0,0,0,0
15735,-2,3,-1,0,0,-2,4
15736,-1,-2,2,0,-1,0,1
15737,1,0,-1,0,0,0,0
15738,0,0,0,0,4,-3,0
15739,2,-3,1,-1,3,-3,2
15740,-1,-2,-1,0,0,0,0
15741,0,0,4,-3,-1,0,1
15742,0,2,-3,0,-1,0,5
15743,-1,-1,0,2,0,-2,0
15744,0,0,0,0,0,0,0
15745,3,-3,0,3,-3,3,3
15746,0,0,0,0,0,0,0
15747,4,-3,3,-3,-1,4,2
15748,0,0,0,0,0,0,0
15749,0,0,0,0,0,0,0
15750,-1,4,-2,-1,3,-3,4
15751,1,-3,3,-2,-1,1,1
15752,-3,-1,0,4,-3,-1,3
15753,0,0,0,0,0,0,0
15754,-2,2,-1,1,-1,1,5
15755,3,-3,3,-2,-1,3,2
15756,0,0,0,0,0,0,0
15757,-1,0,4,-3,-1,0,1
15758,2,-2,3,-1,-2,3,2
15759,-1,0,2,-2,1,-1,1
15760,1,-3,1,-1,3,-3,2
15761,0,0,0,4,-3,-1,3
15762,1,-1,1,-1,2,-2,0
15763,0,0,0,0,0,0,0
15764,0,0,0,0,0,0,0
15765,-1,-1,1,-1,-1,0,0
15766,0,0,0,0,0,0,0
15767,0,1,0,-2,3,0,4
15769,0,4,-3,-1,0,0,4
15770,-1,0,0,4,-3,3,3
15771,4,-3,-1,4,-1,-2,3
15772,4,-3,3,-3,-1,0,2
15773,0,0,0,0,0,0,0
15774,0,0,0,0,0,4,0
15775,3,-3,3,-2,-1,2,2
15776,-1,3,-2,-1,3,-2,4
15777,0,0,0,0,0,0,0
15778,-2,3,-3,-1,0,4,4
15779,2,-1,0,2,-1,-2,3
15780,-1,0,1,0,-2,2,0
15781,0,0,0,0,0,0,0
15782,0,0,0,0,0,0,0
15783,0,0,0,0,0,0,0
15784,-1,0,0,0,0,0,0
15785,0,0,0,0,0,0,0
15786,1,1,-3,3,-3,3,3
15787,0,0,0,0,0,0,0
15788,-2,-1,0,0,0,0,0
15789,0,0,0,0,0,0,0
15790,0,0,0,0,0,0,0
15791,0,0,0,0,0,0,0
15792,0,0,0,0,0,0,0
15793,3,-3,-1,0,0,0,2
15794,0,0,0,4,-3,3,3
15795,0,0,4,-3,3,-3,1
15796,0,4,-3,3,0,-3,5
15797,0,0,0,4,-3,-1,3
15798,0,0,0,0,0,0,0
15799,0,0,0,0,0,0,0
15800,0,0,0,0,0,0,0
15801,4,-3,3,-3,3,-2,2
15802,-1,-1,3,-1,-2,2,1
15803,-3,3,-1,0,-1,-1,5
15804,-1,0,4,-3,3,-3,1
15805,1,-2,3,-3,3,-2,1
15806,0,0,0,0,0,0,0
15808,-3,3,-3,3,-2,0,5
15809,-3,0,3,-2,2,-3,1
15810,0,0,0,0,0,0,0
15811,4,-3,2,-2,3,-3,2
15812,0,0,0,0,0,0,0
15813,0,0,0,0,4,-3,0
15814,0,0,0,0,0,0,0
15815,3,-2,-1,2,-2,3,3
15816,-1,0,4,-3,-1,0,1
15817,0,0,0,0,0,0,0
15818,0,0,0,0,4,-3,0
15819,0,0,0,0,0,0,0
15820,0,0,0,0,0,0,0
15821,-1,0,0,0,4,-3,0
15822,0,0,0,4,-3,-1,3
15823,0,0,0,0,0,0,0
15824,0,0,0,0,0,0,0
15825,1,0,-2,3,-1,-1,3
15826,0,0,0,4,-3,-1,3
15827,0,0,0,0,0,0,0
15828,-1,3,-3,2,1,-2,5
15829,-2,1,-1,1,0,-1,0
15830,0,0,0,0,0,0,0
15831,-3,-1,0,0,0,0,0
15832,0,0,0,0,0,0,0
15833,0,0,4,-3,3,-3,1
15834,0,0,0,0,0,0,0
15835,0,0,0,0,0,0,0
15836,-3,1,2,-3,3,-3,1
15837,-1,0,0,0,0,4,0
15838,3,-3,3,-1,-2,0,2
15839,4,-3,-1,0,4,-3,2
15840,0,-3,2,-2,-1,0,1
15841,-1,0,0,0,0,0,0
15842,0,0,0,0,0,0,0
15843,4,-3,-1,0,0,4,2
15844,0,0,0,0,0,0,0
15845,0,0,0,0,0,0,0
15846,0,0,0,0,0,0,0
15847,0,4,-3,-1,4,0,4
15848,0,0,0,0,0,0,0
15849,-1,2,-2,0,0,2,4
15850,0,0,0,0,0,0,0
15851,0,0,0,0,0,0,0
15852,0,0,0,0,0,0,0
15853,-2,-1,0,3,-1,-2,3
15854,-1,1,-1,1,-2,1,5
15855,-2,-1,4,-1,-1,-1,1
15856,0,0,0,0,0,0,0
15857,0,0,0,0,0,0,0
15858,0,0,0,0,0,0,0
15859,0,0,0,4,0,-3,3
15860,-3,0,0,3,-1,1,5
15861,0,2,-3,2,0,-1,5
15862,-2,0,0,1,1,-2,0
15863,0,0,0,0,0,0,0
15864,0,0,0,0,0,0,0
15865,0,0,0,0,4,-3,0
15867,0,0,0,0,0,0,0
15868,-2,0,3,-1,-2,0,1
15869,0,0,0,0,0,4,0
15870,0,-3,3,-3,3,-3,1
15871,4,-3,3,-3,-1,0,2
15872,0,0,0,4,-3,-1,3
15873,0,0,0,0,0,0,0
15874,-2,2,0,-2,3,-1,4
15875,-1,-1,3,-3,3,-2,1
15876,0,4,-3,3,-2,1,5
15877,0,0,0,0,0,0,0
15878,-1,0,1,-1,1,0,0
15879,-2,-1,0,3,0,-1,3
15880,-3,3,-3,2,-2,0,5
15881,-3,3,-3,3,-3,3,5
15882,1,-1,1,-1,2,-2,0
15883,0,0,0,0,0,4,0
15884,4,-3,-1,0,0,4,2
15885,0,0,4,-3,-1,0,1
15886,0,0,0,0,0,0,0
15887,0,0,0,0,0,0,0
15888,0,-1,4,-3,-1,4,1
15889,-3,-1,0,0,0,0,0
15890,0,0,0,0,0,0,0
15891,3,-2,-1,3,-3,3,3
15892,0,0,0,0,0,0,0
15893,0,-2,2,-3,0,3,1
15894,0,0,0,0,0,0,0
15895,0,0,0,0,0,0,0
15896,-3,3,-2,1,-2,3,5
15897,0,0,0,0,0,0,0
15898,0,0,0,0,0,0,0
15899,0,0,0,0,0,0,0
15900,0,0,-1,0,2,-3,0
15901,1,-1,1,-2,2,-2,2
15902,0,-3,2,-1,1,0,1
15903,-1,0,0,0,0,0,0
15904,0,0,0,0,0,0,0
15905,1,-1,2,-2,0,1,1
15906,0,0,4,-3,3,-1,1
15907,-1,0,1,-1,0,-1,0
15908,0,0,0,0,0,0,0
15909,0,0,0,0,0,0,0
15910,0,0,0,0,0,0,0
15911,-1,1,0,-1,0,0,0
15912,-1,1,-1,1,-1,1,5
15913,-3,0,3,-1,-2,3,1
15914,0,0,4,-3,-1,4,1
15915,0,0,0,0,0,0,0
15916,0,0,0,0,0,0,0
15917,0,0,0,0,4,-3,0
15918,0,0,0,0,0,0,0
15919,-1,2,1,0,-3,2,5
15920,4,-3,-1,0,0,0,2
15921,0,0,0,0,0,0,0
15922,0,0,0,0,0,0,0
15923,0,-3,3,0,-2,1,1
15924,0,-1,1,-2,3,-3,0
15925,-1,0,0,0,0,0,0
15926,4,-3,-1,4,-3,-1,3
15927,-1,-2,3,-1,-1,0,1
15928,-1,0,-1,3,-2,-1,3
15929,0,0,0,0,0,4,0
15930,0,0,0,0,0,0,0
15931,-2,1,-1,0,2,-3,4
15932,0,0,0,0,0,0,0
15933,-1,0,0,0,0,4,0
15934,0,0,0,0,0,0,0
15935,-2,3,-1,-1,1,-1,4
15936,0,0,0,0,0,0,0
15937,0,0,0,0,4,-3,0
15938,-2,0,3,-1,0,-2,1
15939,0,0,0,0,0,0,0
15940,0,4,-3,-1,4,-2,4
15941,3,-3,3,-1,-1,-1,2
15942,4,-3,-1,0,0,0,2
15943,0,0,0,0,0,0,0
15944,0,0,0,0,0,0,0
15945,0,0,0,0,0,0,0
15946,0,0,0,0,0,0,0
15947,4,-3,-1,0,0,0,2
15948,0,0,0,0,0,0,0
15949,2,-2,-1,2,0,-1,3
15950,0,0,4,-3,-1,0,1
15951,0,4,-3,-1,0,0,4
15952,0,0,0,0,0,0,0
15953,0,0,0,0,0,0,0
15956,0,0,0,0,0,0,0
15957,0,0,0,0,0,0,0
15958,0,0,0,0,0,0,0
15959,0,0,0,0,0,0,0
15961,0,2,-3,1,2,-3,4
15962,4,-3,1,2,-3,-1,3
15963,0,0,0,0,0,0,0
15964,0,0,0,0,0,0,0
15966,3,-2,1,-1,1,-2,2
15967,-2,2,1,-2,1,0,4
15968,0,0,0,0,0,0,0
15969,3,-3,3,-2,-1,3,2
15970,0,0,0,0,0,0,0
15971,0,0,0,0,0,0,0
15972,-2,1,-1,3,0,-1,5
15973,0,-3,0,-1,0,0,0
15974,3,-1,-2,3,0,-2,3
15975,-2,-1,3,-3,3,-2,1
15976,0,0,0,4,-3,-1,3
15977,3,-2,-1,3,-3,3,3
15978,1,1,0,0,-1,0,0
15979,4,-3,-1,0,0,0,2
15980,1,-2,0,1,-2,3,3
15981,0,0,0,0,0,0,0
15982,0,0,0,0,0,0,0
15983,0,4,-3,-1,0,0,4
15984,3,-2,0,-1,3,-3,2
15985,3,-2,-1,-1,4,-2,2
15986,3,-3,1,2,-3,3,3
15987,0,0,0,4,-3,-1,3
15988,0,0,0,0,0,0,0
15989,-2,3,-1,-1,1,1,4
15990,-3,-1,0,0,0,0,0
15991,0,0,4,-3,-1,0,1
15992,3,-3,3,-3,3,-3,2
15993,0,0,0,0,0,0,0
15994,-2,0,2,-2,1,-1,1
15995,0,0,0,0,4,-3,0
15996,0,0,0,4,-3,-1,3
15997,0,0,4,-3,-1,0,1
15998,0,2,-1,-2,2,0,4
15999,0,4,-3,3,0,0,5
16000,4,-3,3,-2,-1,-1,2
16001,0,0,4,-3,-1,0,1
16002,0,0,0,4,-3,-1,3
16003,0,0,0,0,0,0,0
16004,0,0,0,0,0,0,0
16006,3,-2,0,2,-2,1,3
16007,-1,0,0,4,-3,-1,3
16008,0,0,0,0,0,0,0
16009,4,-3,-1,0,0,4,2
16010,3,-2,-1,2,0,-1,3
16011,1,-3,3,-3,-1,4,1
16012,-3,-1,0,0,0,0,0
16013,0,0,0,0,0,0,0
16014,-3,2,1,-3,1,2,4
16015,-2,2,0,0,0,-2,4
16016,-2,3,-3,3,-3,3,5
16017,0,0,0,0,0,0,0
16018,0,0,0,0,0,0,0
16019,0,0,0,0,0,0,0
16021,-1,0,0,0,0,0,0
16022,-1,0,0,0,0,0,0
16023,0,0,0,0,0,0,0
16024,-3,-1,4,-3,0,-1,1
16026,2,-2,0,2,-2,1,3
