CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_중가_clust_id
15615,3,-2,1,-2,0,0,4
15616,1,-2,-1,3,-2,0,3
15617,1,-2,3,-1,-1,0,4
15618,-1,0,1,0,1,-3,1
15619,3,-3,1,1,1,-3,4
15620,-2,1,2,-1,-2,2,1
15621,-1,3,-2,-1,3,0,2
15622,-2,2,-3,3,-3,1,0
15623,1,1,-3,0,3,-1,5
15624,0,-2,2,0,-2,1,1
15625,-3,2,1,-2,1,-2,2
15626,-2,3,-3,2,-1,0,0
15627,3,-2,1,-1,1,-1,4
15628,-1,1,0,0,0,-1,2
15629,1,0,1,-3,1,0,4
15630,1,-2,3,-2,1,-2,4
15631,0,1,-3,2,1,0,5
15632,1,-1,-2,2,0,-1,3
15633,2,-2,0,1,-1,0,3
15634,-1,2,-2,-1,0,2,2
15635,-1,0,1,-1,0,0,1
15636,0,0,3,-1,-2,3,1
15637,1,-2,0,1,1,1,5
15638,-1,3,-2,0,-1,1,0
15639,-1,1,0,0,-2,3,1
15640,0,0,2,-2,2,-1,4
15641,0,1,0,-2,1,1,2
15642,0,2,-2,2,-3,1,0
15643,0,-2,0,-1,2,1,4
15644,-1,1,-1,0,0,0,2
15645,1,-1,0,1,-2,3,3
15646,-3,2,0,1,-2,0,0
15647,1,-2,0,0,3,-3,4
15648,0,-3,3,-3,3,-3,4
15649,-3,3,-2,0,2,-2,2
15650,-1,3,-1,-1,2,-3,2
15651,-2,3,-3,3,-2,1,0
15652,-3,1,2,-1,-1,1,1
15653,-1,-1,2,-3,0,0,4
15654,1,0,-2,2,-1,1,3
15655,-3,2,0,-2,2,0,2
15656,-3,3,-1,-2,2,0,2
15657,-1,1,-1,0,0,1,2
15658,-1,1,-1,0,-1,0,0
15659,2,-1,-1,3,-3,0,3
15660,-1,3,-2,-1,1,2,2
15661,0,3,0,-1,-2,3,2
15662,-1,-1,0,1,1,-3,1
15664,-2,1,-2,1,1,-2,2
15665,1,-3,3,-3,2,0,4
15666,1,0,0,-1,0,0,5
15667,-1,0,2,-1,-2,3,1
15668,-3,1,1,-2,1,2,2
15669,1,0,-2,2,0,-1,5
15670,-3,3,-1,-2,2,-2,2
15671,2,-2,1,0,-2,1,3
15672,0,1,-1,0,1,0,5
15673,3,0,-2,1,0,-2,5
15675,-3,2,-2,1,0,0,0
15676,0,0,-1,-1,3,-1,5
15677,-1,0,0,2,-1,0,0
15678,0,1,-1,-1,3,-3,2
15679,-2,0,0,2,-3,2,0
15680,1,0,-1,1,-1,1,3
15681,1,-2,2,0,-1,0,1
15682,2,-2,1,-1,1,0,4
15683,0,1,0,0,-1,1,1
15684,-3,2,0,0,-2,1,0
15685,-2,2,-2,2,-3,2,0
15686,-2,2,-1,1,-2,3,0
15687,0,-1,1,-1,1,0,4
15688,0,0,-2,2,0,-1,5
15689,-1,-1,-1,3,-1,-2,3
15690,2,1,-1,-2,1,1,5
15691,-2,1,0,1,0,-1,2
15692,1,0,-1,1,-1,1,3
15693,1,1,-1,-1,0,1,5
15694,1,1,-3,2,-2,2,0
15695,1,-1,0,0,1,-2,5
15696,0,1,-1,-1,2,1,2
15698,-2,1,2,-1,-1,1,1
15699,0,1,0,-1,1,0,2
15700,0,0,1,0,-1,1,1
15701,-2,3,-2,0,-1,3,0
15702,0,-1,-1,0,0,0,5
15703,3,0,-2,-1,3,0,5
15704,2,-2,0,0,1,0,4
15705,0,-1,1,0,0,-2,1
15706,3,0,-3,3,-3,3,3
15707,-2,0,1,-1,0,1,1
15708,1,0,-2,1,0,1,5
15709,0,1,0,-2,3,0,2
15710,-1,1,-2,3,-2,0,0
15711,1,0,-1,0,2,-2,5
15712,-1,1,-1,1,-2,2,0
15713,0,2,-2,1,0,0,0
15714,-1,1,-1,0,1,-1,2
15715,-1,2,-1,-1,0,-1,2
15716,-1,-2,3,-2,0,1,4
15717,0,1,-2,3,-1,0,0
15718,0,1,-1,1,0,0,5
15719,-2,1,-1,0,1,-1,2
15720,3,-2,2,-3,1,2,4
15721,-1,0,0,2,-3,3,0
15722,-1,2,0,-3,3,-2,2
15723,0,1,0,0,-2,3,1
15725,-1,0,0,-1,1,0,2
15726,0,0,0,0,0,-1,1
15727,-3,2,1,0,-3,1,1
15728,0,-1,1,-1,0,1,1
15729,1,-1,0,0,-1,3,3
15730,3,0,-2,0,1,-1,5
15731,1,0,-1,0,0,0,5
15732,0,1,-1,2,-3,3,0
15733,-2,1,2,-2,-1,0,1
15734,1,-1,-1,2,0,0,3
15735,3,-3,3,-3,3,-3,4
15736,-3,2,0,1,-3,2,0
15737,3,0,-2,0,-1,0,5
15738,1,-2,-1,1,2,0,5
15739,0,-1,0,2,-3,3,3
15740,1,0,-1,1,-2,1,3
15741,0,1,-1,-2,1,2,2
15742,2,0,-2,2,-2,0,3
15743,0,2,-3,2,1,-2,0
15744,-1,-2,2,-1,0,2,1
15745,1,-2,0,2,-3,1,3
15746,0,2,-1,0,0,0,2
15747,3,0,-3,3,-3,0,3
15748,1,-1,0,0,1,-1,5
15749,1,-2,-1,1,0,1,3
15750,-1,1,0,-1,-1,3,1
15751,-1,3,-2,-1,3,0,2
15752,-1,1,-1,2,-2,1,0
15753,1,0,2,-2,0,-1,4
15754,0,3,-3,3,-3,0,0
15755,3,-1,-2,0,0,3,5
15756,1,-2,1,2,-2,0,3
15757,1,0,-3,1,2,-3,5
15758,2,-1,-1,0,-1,3,3
15759,0,0,1,1,-3,1,1
15760,1,0,-1,0,0,0,5
15761,-1,2,-2,-1,2,1,2
15762,0,-1,1,0,-2,2,1
15763,0,0,0,1,-1,0,1
15764,-1,0,0,1,-1,0,1
15765,0,0,-1,-1,0,0,5
15766,-2,1,-1,1,-1,0,0
15767,0,2,-1,-2,2,0,2
15769,-1,1,0,0,-2,0,1
15770,2,-1,1,1,-3,2,3
15771,-1,-1,2,-2,3,-2,4
15772,3,-1,-2,3,0,0,3
15773,-1,0,1,1,-2,0,1
15774,-1,-1,2,0,-1,2,1
15775,-2,3,-3,0,3,-2,2
15776,1,-2,2,-2,3,-1,4
15777,-2,1,1,0,0,1,1
15778,0,1,-2,3,-2,0,0
15779,-1,3,-1,0,-1,0,0
15780,0,0,0,-1,0,1,1
15781,-1,2,-3,2,-2,1,0
15782,1,-1,-2,2,1,-2,5
15783,2,-1,-1,1,-1,0,3
15784,1,0,-2,2,0,0,5
15785,1,1,1,-1,-1,1,1
15786,-1,0,2,-2,0,0,1
15787,3,-1,0,-2,2,-2,4
15788,-3,3,-2,0,-1,1,0
15789,1,-1,0,1,-1,1,3
15790,0,0,-1,0,-2,3,3
15791,1,2,-1,0,-2,0,0
15792,2,-1,-1,1,1,-1,5
15793,1,-1,0,2,-1,-1,3
15794,2,-1,0,0,-2,3,3
15795,2,0,1,-2,0,0,4
15796,1,-1,-2,2,-2,3,3
15797,0,3,-3,3,-3,1,0
15798,-2,0,-1,3,-1,-2,0
15799,1,-1,-1,3,-1,0,3
15800,-1,3,0,-2,1,-2,2
15801,0,2,-1,-1,0,1,2
15802,0,0,0,-2,2,1,2
15803,2,0,-2,0,-1,3,5
15804,0,-2,2,1,-2,0,1
15805,0,-1,1,-1,1,-1,4
15806,2,1,-3,3,0,-3,5
15808,-1,0,-2,1,-1,3,0
15809,-3,3,-1,-1,1,-2,2
15810,1,-1,2,-3,2,0,4
15811,3,-1,0,-1,-1,1,3
15812,0,0,-1,1,0,-1,5
15813,2,0,-1,-1,2,-2,5
15814,-2,3,-1,-1,0,2,2
15815,3,-3,3,-2,2,-2,4
15816,-2,0,1,-1,-1,3,1
15817,-1,-2,2,-2,3,-3,4
15818,2,-2,1,-2,2,1,4
15819,-2,1,-1,1,-2,3,0
15820,-1,1,-2,2,-1,1,0
15821,0,1,-1,0,0,2,5
15822,-1,0,1,-1,1,-1,1
15823,0,1,0,-1,-1,2,1
15824,0,3,-1,0,-1,1,0
15825,0,2,-2,0,0,2,5
15826,-1,0,1,1,-2,1,1
15827,-3,2,1,-3,0,3,2
15828,-3,3,-3,0,1,1,2
15829,-3,3,-1,-2,3,-1,2
15830,-1,1,1,-2,0,0,2
15831,3,-1,-1,1,0,0,3
15832,0,0,-1,0,0,1,5
15833,2,0,1,-2,1,0,4
15834,0,1,-1,1,-1,1,0
15835,2,-3,0,3,-3,3,3
15836,0,0,2,-2,1,-2,4
15837,0,1,-1,2,-2,-1,0
15838,1,0,1,-1,-2,0,1
15839,3,-1,-1,1,-2,3,3
15840,-1,-2,1,-1,0,3,1
15841,-1,0,1,0,0,-1,1
15842,-2,2,0,1,-2,1,0
15843,2,-3,3,-1,-1,1,4
15844,0,1,0,-1,0,1,2
15845,2,0,-2,-1,3,-3,5
15846,2,0,-1,0,1,-1,5
15847,3,0,-1,-2,1,2,5
15848,2,-3,3,-2,1,-2,4
15849,-2,3,-1,1,-3,3,0
15850,1,-2,2,-2,-1,0,4
15851,-1,-1,1,0,-2,1,1
15852,-1,0,1,-1,1,0,1
15853,1,-3,0,2,0,-1,3
15854,1,-1,1,-1,0,2,4
15855,1,1,-3,2,0,-2,5
15856,-1,1,0,-2,3,-1,2
15857,2,-2,2,-2,1,0,4
15858,0,1,0,-2,3,-1,2
15859,1,1,-2,1,0,-2,5
15860,-2,0,1,-2,2,0,2
15861,1,1,-2,3,-2,1,0
15862,0,-1,-1,2,-1,-1,3
15863,0,0,0,1,1,-3,5
15864,-1,2,-1,1,0,0,0
15865,-1,1,-1,2,-3,3,0
15867,0,-2,-1,1,-1,2,3
15868,-1,0,-2,0,0,3,5
15869,0,-2,0,1,-2,2,3
15870,-1,0,0,2,-3,1,0
15871,-1,0,-1,0,1,0,5
15872,0,0,-1,2,-2,1,3
15873,0,-1,-1,3,-1,-1,3
15874,0,-2,2,-1,2,-2,4
15875,-1,0,-1,0,1,-1,5
15876,-1,0,-1,2,-2,1,0
15877,0,-1,0,1,1,-2,5
15878,-2,2,0,-2,3,-3,2
15879,-1,-1,0,0,2,0,5
15880,-1,2,-1,0,-1,0,0
15881,1,-1,1,-1,-1,2,1
15882,3,-3,3,-2,0,0,4
15883,0,3,-1,-1,1,0,2
15884,-3,3,-1,1,-3,3,0
15885,0,3,0,-2,2,-1,2
15886,-1,1,-1,1,0,-1,0
15887,0,0,-2,2,0,-1,5
15888,-3,3,-2,-1,3,0,2
15889,0,1,-1,0,-1,2,5
15890,-1,2,-3,3,-3,1,0
15891,1,1,0,0,0,0,5
15892,-1,0,-1,2,0,-2,0
15893,0,2,-1,-1,0,2,2
15894,2,-3,2,0,-1,0,4
15895,0,0,-1,0,0,0,5
15896,-2,0,0,2,-2,2,0
15897,0,-1,0,2,-2,2,3
15898,0,1,-1,1,-2,3,0
15899,1,0,-2,3,-3,2,3
15900,2,-2,-1,1,2,-2,5
15901,0,-1,2,-1,2,-2,4
15902,1,-1,0,2,-3,3,3
15903,-1,1,-1,2,-3,2,0
15904,-1,-1,0,0,0,2,1
15905,3,-3,3,-2,1,1,4
15906,-1,1,0,-1,1,0,2
15907,-3,2,1,-3,3,-2,2
15908,1,-1,1,-1,0,1,4
15909,-1,2,0,-1,-1,1,2
15910,-1,0,1,-1,1,0,1
15911,0,2,-3,1,-1,3,0
15912,3,-3,3,0,-3,2,3
15913,1,0,-2,3,-3,2,3
15914,1,0,-1,3,-3,2,3
15915,-2,3,-1,1,-1,-1,0
15916,0,0,2,-1,-1,1,1
15917,0,-2,2,-1,1,0,4
15918,2,-1,2,-1,0,0,4
15919,2,-1,-2,3,-2,1,3
15920,0,0,-1,1,0,0,5
15921,0,0,-3,1,-1,3,0
15922,3,-2,2,-2,1,-1,4
15923,1,-1,1,-2,1,-2,4
15924,0,0,-1,3,-3,2,3
15925,-2,2,-3,3,-1,-1,0
15926,0,0,-1,-1,2,-2,5
15927,-2,-1,3,-3,0,2,1
15928,1,-2,1,2,-2,1,3
15929,1,-1,0,0,2,-1,5
15930,2,0,0,0,-2,3,3
15931,0,-1,2,-2,1,-1,4
15932,3,-3,3,-3,0,0,4
15933,-3,1,1,1,-3,2,1
15934,0,2,-1,-1,0,2,2
15935,3,-2,1,-1,1,0,4
15936,-2,-1,1,0,1,1,1
15937,1,0,-1,0,2,-2,5
15938,0,0,1,0,-2,3,1
15939,0,-1,1,0,-2,2,1
15940,-3,3,0,-3,3,-1,2
15941,-1,-1,3,0,-2,-1,1
15942,1,-1,0,1,0,-2,3
15943,3,-3,3,-3,0,3,4
15944,2,0,-1,1,-2,2,3
15945,0,2,-2,-1,2,-1,2
15946,0,1,-1,-1,0,1,5
15947,-1,3,-2,1,-1,0,0
15948,0,0,0,0,-1,1,1
15949,-1,1,2,0,-3,3,1
15950,0,0,2,-2,-1,3,1
15951,-1,1,-1,0,1,-1,2
15952,3,-2,0,2,-2,0,3
15953,0,1,-2,2,1,-1,5
15956,-2,0,0,2,-2,-1,0
15957,0,0,0,2,-3,2,3
15958,2,0,-1,0,1,0,5
15959,0,-1,1,-2,2,-2,4
15961,1,1,0,1,-3,2,3
15962,-1,1,0,0,-1,1,1
15963,1,0,-1,1,0,0,5
15964,-1,1,-1,1,-1,2,0
15966,1,-1,0,0,1,-1,5
15967,0,-1,-1,1,0,1,5
15968,-1,0,-1,2,0,-2,0
15969,-1,0,3,0,-2,1,1
15970,-1,0,1,1,-3,2,1
15971,0,2,-3,3,-2,1,0
15972,-1,2,0,-1,1,0,2
15973,0,3,-3,1,0,-1,0
15974,1,-2,0,-1,3,0,4
15975,0,-1,1,0,0,-1,1
15976,2,-2,2,-3,2,-2,4
15977,-1,-1,0,1,-1,-1,1
15978,0,-1,-1,0,0,0,5
15979,-2,1,0,-1,0,0,2
15980,-1,1,-1,1,-1,0,0
15981,3,-3,3,-3,3,-3,4
15982,1,0,-2,3,-2,0,3
15983,-2,1,-1,0,2,-2,2
15984,0,-1,0,-2,3,-3,4
15985,1,0,2,-3,3,0,4
15986,-2,2,0,-2,2,-1,2
15987,1,-1,1,0,0,-1,1
15988,2,-2,0,1,-1,1,3
15989,1,-1,0,0,-1,3,3
15990,-1,0,0,1,0,-1,1
15991,-1,2,-3,3,-2,0,0
15992,2,0,0,-1,1,0,5
15993,-2,2,0,-1,2,-2,2
15994,1,0,1,0,-2,2,1
15995,2,0,-2,0,1,-1,5
15996,-2,0,1,-1,-1,2,1
15997,1,-1,-2,3,-1,-1,3
15998,-3,3,-3,1,0,2,0
15999,0,0,0,-2,2,-3,2
16000,0,1,-3,3,-3,3,0
16001,-1,3,-1,-1,1,-1,2
16002,2,1,-1,1,-1,-2,3
16003,-2,0,-1,3,-3,1,0
16004,-3,3,-3,3,-2,2,0
16006,3,-1,-2,3,-3,3,3
16007,1,-1,1,-1,0,1,4
16008,2,-2,0,1,-2,3,3
16009,1,-3,3,-1,0,0,4
16010,-1,0,0,2,-2,2,0
16011,0,3,-2,0,-1,3,0
16012,1,-2,3,-1,-1,0,4
16013,-2,1,0,0,-1,1,1
16014,-1,-1,1,-2,3,-3,4
16015,0,0,1,-1,2,-3,4
16016,-1,2,-2,0,1,-1,2
16017,2,-3,3,0,-3,3,3
16018,1,-1,1,0,-2,1,1
16019,3,-3,1,2,-1,-1,3
16021,-1,1,-1,0,1,-1,2
16022,-2,1,-1,2,-2,0,0
16023,0,-2,3,-1,-2,2,1
16024,0,1,-1,-1,-1,0,5
16026,1,0,0,-1,1,0,5
16027,2,0,-2,3,-2,1,3
16028,-1,2,1,-1,-2,2,1
16029,0,-2,3,-3,3,-2,4
16030,-1,-1,3,-2,0,0,1
16031,1,-1,0,2,-2,0,3
16032,1,-1,2,-1,0,-1,4
16033,0,1,0,0,-1,0,1
16034,1,-1,1,-1,-1,0,1
16035,-2,2,-3,2,-2,2,0
16036,-1,0,0,1,-2,3,1
16037,1,-1,0,-1,0,1,5
16038,1,-1,0,0,0,-1,5
16039,3,-2,1,-1,2,-3,4
16040,-1,1,-1,-1,2,-1,2
16041,-1,0,2,-1,-2,0,1
16042,-3,3,-1,0,1,-3,2
16043,3,0,0,-3,1,-1,4
16044,-1,0,0,-2,3,-1,2
16045,-2,3,-2,-1,2,0,2
16046,0,1,-1,2,-3,2,0
16047,-1,0,0,2,-2,0,0
16048,0,0,-1,1,-1,1,3
16049,1,-1,1,-1,0,2,4
16050,-3,3,-2,0,2,-2,2
16052,0,-1,-1,0,0,2,5
16053,0,1,-1,-1,0,1,5
16054,-2,2,-2,0,0,1,2
16055,-1,1,-1,2,-3,2,0
16056,0,-2,2,-2,2,0,4
16057,0,2,-3,1,1,-2,5
16058,-2,1,0,-2,3,-2,2
16059,0,-1,1,-1,1,-2,4
16060,-2,2,-1,0,1,0,2
16061,1,1,1,-3,3,0,4
16062,0,-1,-1,3,-3,3,3
16063,1,0,-1,1,-2,0,3
16064,0,-3,0,1,-1,3,3
16065,3,-2,1,1,-3,1,3
16066,-1,0,-2,3,-1,1,0
16067,-1,-1,0,1,0,0,1
16068,1,-2,0,2,-3,2,3
16069,-1,1,-1,0,1,-1,2
16070,1,2,-2,0,1,1,5
16071,0,0,3,-1,-1,2,1
16072,0,-1,0,-1,1,1,5
16073,2,-3,2,-2,3,-2,4
16074,1,0,-2,-1,3,-1,5
16075,3,-2,1,-1,2,-2,4
16076,-3,2,-2,3,-3,3,0
16077,0,0,0,2,-2,-1,3
16078,-2,3,-2,0,1,1,2
16079,-3,2,-2,3,-2,0,0
16080,0,1,-1,0,0,2,5
16081,-1,0,1,-1,2,0,2
16083,3,-3,2,0,-1,1,4
16084,1,-3,2,0,-1,-1,4
16085,1,-1,2,-3,3,-2,4
16086,-1,0,-2,3,-1,-1,0
16087,3,-3,3,-3,3,-3,4
16088,-1,2,0,1,0,-1,2
16089,1,0,0,-1,-1,3,1
16090,-3,-1,0,4,-2,-1,0
16091,0,1,-1,1,-1,0,0
16092,0,1,0,-1,2,-1,2
16093,0,-2,3,-1,-1,0,1
16094,1,1,-2,0,2,-3,5
16095,0,1,-1,1,-1,1,0
16096,2,-1,0,0,0,0,5
16097,0,0,0,0,0,-1,1
16098,-2,3,-2,0,-1,3,0
16099,1,-1,0,0,1,1,5
16100,-1,-1,1,0,0,0,1
16102,3,-2,0,1,-2,0,3
16104,1,2,-3,0,3,-1,5
16105,0,1,0,0,-2,2,1
16106,-1,1,-1,2,-2,1,0
16107,0,1,-1,0,0,1,5
16108,-1,1,-2,3,-3,0,0
16109,-3,3,-1,0,-2,1,0
16110,0,3,-1,-2,3,-3,2
16111,-1,3,-2,-1,2,-1,2
16112,-2,1,-2,1,0,1,0
16113,1,0,-1,0,1,-1,5
16114,1,0,-1,-2,0,0,5
16115,1,-2,0,-1,3,-2,4
16116,1,-1,0,2,-1,-1,3
16117,-1,-1,1,-2,2,1,4
16118,-2,1,1,1,-3,2,1
16119,-2,1,-2,3,-2,0,0
16120,1,2,0,0,-2,1,1
16121,0,1,-2,-1,2,1,5
16122,0,-1,0,1,-1,2,3
16123,0,0,0,-1,1,-1,5
16124,2,0,-1,0,0,2,5
16125,2,0,-1,0,1,-1,5
16126,-1,1,0,-1,1,0,2
16128,-1,0,-2,2,0,-1,0
16129,-3,3,0,-2,-1,3,2
16130,-2,2,-1,2,-3,3,0
16131,1,1,-2,3,0,-3,0
16132,1,2,-3,1,-1,2,0
16133,-1,1,0,-1,1,0,2
16134,-3,1,2,-3,0,1,2
16135,1,0,-2,2,-2,3,3
16136,-1,1,0,1,-2,0,0
16137,-1,-1,-1,2,0,0,3
16139,0,-2,0,2,-3,0,3
16140,2,-3,3,-3,3,-3,4
16141,0,1,0,0,0,-1,5
16142,3,-1,-2,1,1,1,5
16143,2,-1,1,1,-3,1,3
16144,-3,3,-3,1,2,-3,2
16145,1,1,-2,0,0,-1,5
16146,2,-2,1,0,-1,1,3
16147,-2,2,-1,0,-1,2,0
16148,1,1,-2,1,0,0,5
16149,-1,-2,3,-2,0,-1,4
16150,1,-1,0,0,1,0,5
16151,3,-2,2,-2,-1,3,4
16152,-1,0,1,-1,-1,2,1
16153,-1,1,-1,1,0,-1,0
16154,0,-2,2,1,-1,-2,1
16157,-1,3,-1,0,-2,3,0
16158,-2,2,0,0,-1,0,2
16159,0,0,2,-2,1,1,4
16160,-1,1,0,0,-1,1,1
16161,2,1,0,-2,0,0,5
16162,-1,0,1,1,-3,3,1
16163,-1,-1,3,-3,2,1,4
16165,-2,2,-3,2,-1,1,0
16166,-1,1,-2,1,-1,1,0
16167,-1,4,-1,0,0,-2,2
16169,-1,3,-1,-1,1,0,2
16170,-3,2,-1,1,0,1,0
16171,0,0,-1,-1,0,2,5
16172,1,-1,1,0,0,-1,1
16173,-3,3,-3,2,0,1,0
16175,-2,3,-2,0,1,0,2
16176,2,-3,0,3,-2,2,3
16177,0,0,-3,3,-3,3,0
16178,1,-1,0,1,-2,2,3
16179,2,0,1,-2,1,1,4
16180,0,1,0,0,-1,1,1
16181,0,0,0,2,-3,3,3
16182,0,1,-1,0,-1,2,5
16183,2,-1,1,-2,1,-1,4
16184,-1,1,0,0,0,0,2
16185,1,2,-1,-2,2,0,2
16186,2,0,1,0,-2,2,3
16187,3,0,-1,0,0,0,5
16188,0,0,1,-2,0,3,1
16189,-2,1,-1,2,-2,0,0
16190,0,1,0,-1,1,0,2
16191,-3,2,-1,1,-2,3,0
16193,-2,3,-2,2,-1,0,0
16195,-2,0,0,1,1,-2,2
16196,-1,0,1,1,-1,-2,1
16197,-1,1,-1,0,0,1,2
16198,-2,3,-3,3,-1,-2,0
16199,0,-1,-1,2,0,-1,3
16200,1,0,-2,2,-1,1,3
16201,0,1,0,-1,1,0,2
16202,1,0,-2,2,-2,3,3
16203,0,1,-2,3,-3,0,0
16204,-2,1,-1,2,-2,0,0
16205,-2,2,-2,-1,2,0,2
16207,-2,2,-1,0,0,1,2
16208,1,-3,0,3,-2,1,3
16209,-1,1,1,-1,-1,1,1
16210,2,1,-3,2,0,-1,5
16211,0,3,-2,2,0,-1,0
16212,1,-2,2,1,-1,-1,1
16213,1,-2,0,1,0,-1,3
16214,0,1,-1,1,0,-1,5
16215,-2,1,-1,2,-2,1,0
16216,1,-3,3,-1,0,1,4
16217,-3,0,3,-3,1,-1,1
16218,3,-1,-2,1,2,-2,5
16219,1,2,-2,2,-1,-1,0
16220,3,-1,-1,1,-1,0,3
16221,0,1,-1,0,1,0,5
16222,-1,2,1,-2,1,-1,2
16223,0,1,-2,3,-3,2,0
16224,0,-1,-1,3,-2,1,3
16225,0,2,-2,1,-2,1,0
16226,0,0,0,-1,1,0,5
16227,-1,0,-1,2,-3,2,0
16228,0,1,0,-1,2,-3,2
16229,-1,1,0,0,0,-1,2
16230,1,-1,1,-2,3,-1,4
16231,0,0,-2,3,-1,-1,0
16232,-1,2,-1,0,1,-1,2
16233,-1,-1,0,0,1,0,1
16234,0,1,0,1,-3,0,0
16235,3,-2,0,2,-1,-1,3
16236,-2,3,-3,1,2,-3,2
16237,1,-2,0,1,1,-2,5
16238,-2,-1,0,2,0,0,1
16239,0,0,1,1,-3,1,1
16240,-2,1,1,0,0,-1,1
16241,-1,3,-2,0,1,0,2
16242,1,1,-1,0,-1,1,5
16243,0,0,-1,2,-2,1,3
16244,0,0,1,-1,1,-1,1
16245,0,1,-1,1,0,-2,5
16246,0,0,0,0,0,1,1
16247,-2,1,-1,2,-3,3,0
16248,-1,1,-1,0,1,0,2
16249,1,-1,1,0,0,0,1
16250,-2,1,1,0,-1,2,1
16251,0,1,0,0,0,-1,5
16252,-1,3,-3,1,1,0,0
16253,-1,-1,1,-2,1,1,4
16254,-1,1,-1,0,2,-2,2
16255,0,-1,0,1,-1,0,3
16256,-1,-1,3,-2,-1,3,1
16257,-1,-2,1,0,2,-1,4
16258,1,-1,-1,2,1,-3,5
16259,1,1,-1,-2,0,1,5
16260,2,0,0,0,-2,0,3
16261,-1,-1,1,1,-2,1,1
16262,1,0,-1,2,-1,-2,3
16263,-1,0,-1,1,-1,1,0
16264,0,-3,2,-2,1,2,4
16265,-2,1,1,1,-2,1,1
16266,0,-1,0,0,0,0,1
16267,-1,1,-1,-1,2,0,2
16268,-2,2,0,-1,-1,2,2
16269,-1,1,0,1,-3,1,0
16270,2,-2,0,3,-2,2,3
16271,-3,2,-2,3,-3,3,0
16272,-2,1,0,-1,0,0,2
16273,-2,0,-1,3,-2,0,0
16274,1,-2,2,-1,1,-2,4
16275,1,1,-2,0,1,-2,5
16276,0,-1,0,0,2,-1,5
16277,1,-1,0,-1,1,-1,5
16278,1,-1,-1,2,0,-1,3
16279,0,-1,0,1,-1,0,3
16280,0,0,-1,1,0,-2,5
16281,-2,2,1,-2,2,-3,2
16282,1,-1,0,1,-1,0,3
16283,0,-1,1,1,-1,0,1
16284,2,1,-3,3,0,-2,5
16285,0,-1,0,1,-2,2,3
16286,0,2,-1,-1,1,-1,2
16287,0,-1,2,-1,1,0,4
16288,1,0,-2,1,-1,0,3
16289,-2,2,0,-1,2,-2,2
16290,1,2,-3,0,3,-1,5
16291,-1,3,-2,2,-2,0,0
16292,0,-1,-1,2,-1,-1,3
16293,0,-1,1,0,-1,-1,1
16294,-1,0,0,1,-2,2,1
16295,2,-1,0,-1,2,1,4
16296,1,-1,-1,1,-2,2,3
16297,2,-1,0,1,0,-2,3
16298,-1,0,1,1,-3,2,1
16299,-2,2,-2,3,-2,1,0
16300,2,-1,0,0,0,-2,5
16301,0,-1,0,-1,1,0,5
16302,2,-2,1,-1,1,-1,4
16303,1,1,-2,0,1,0,5
16304,-1,0,-2,2,-1,1,0
16305,2,1,-1,1,-3,0,3
16306,-2,-1,1,2,0,-3,1
16307,2,-1,1,-1,1,-1,4
16308,0,-3,3,-1,-1,1,4
16310,0,0,0,-1,2,-2,5
16311,1,-1,-1,2,1,-2,5
16312,-2,0,1,-1,1,-1,2
16313,-1,1,-1,1,-2,1,0
16314,-3,2,-1,1,-1,1,0
16315,-2,1,0,-1,1,0,2
16316,2,-1,0,2,-1,-2,3
16317,1,-1,0,-1,2,-2,4
16318,1,-3,2,1,-3,3,3
16319,-1,-1,0,1,-1,1,1
16320,0,0,-2,0,0,3,5
16321,1,-1,-1,1,-2,2,3
16322,-1,1,-1,0,2,-1,2
16323,0,1,-2,3,-2,0,0
16324,1,0,-2,3,0,-2,3
16325,0,0,-1,0,1,0,5
16326,0,-3,0,3,-1,-1,3
16327,2,-1,0,-1,3,-1,4
16328,2,-2,-1,3,-2,0,3
16329,1,0,1,1,-2,0,3
16330,0,-3,3,-3,1,0,4
16331,-1,0,-1,0,0,1,5
16332,0,1,0,1,-2,-1,0
16333,-2,1,1,-2,2,-2,2
16334,3,-3,3,-3,3,-3,4
16336,0,-1,1,-1,0,1,1
16337,1,-2,1,-1,0,1,4
16338,0,1,-2,2,-1,2,0
16339,3,0,-3,3,-1,-1,3
16340,-2,2,-1,2,-3,0,0
16341,2,1,-3,3,0,-3,5
16342,0,0,0,-1,0,0,1
16343,1,-1,0,1,0,0,3
16344,-2,2,1,-1,0,0,2
16345,2,0,1,-2,1,1,4
16346,-2,1,-2,3,-2,1,0
16347,-3,2,1,-2,-1,2,2
16348,3,-2,1,-1,1,-1,4
16349,1,0,0,0,-2,3,3
16350,-1,1,-2,3,-3,2,0
16352,1,-1,0,-2,1,1,4
16353,-1,1,-1,-1,1,-1,2
16354,-2,0,0,2,-1,-1,0
16355,4,0,-3,3,-3,3,3
16356,-3,2,-2,3,-3,1,0
16357,0,1,0,0,-1,-1,1
16358,-1,0,-2,0,0,2,5
16359,2,0,-1,-2,0,0,5
16360,-1,0,1,-1,1,-1,1
16361,-1,-2,2,-1,2,-2,4
16362,-2,1,0,-1,-1,2,2
16363,0,0,-1,0,3,-2,5
