CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_저가_clust_id
13872,0,0,0,0,0,0,3
13873,-3,2,-2,3,-2,0,0
13874,0,0,0,0,0,0,3
13875,3,0,-3,0,3,-3,1
13876,-1,0,0,0,0,0,3
13877,4,-3,3,-2,-1,3,5
13878,-1,2,-2,0,2,-3,1
13879,-1,-2,0,3,-2,2,4
13880,-1,-2,0,-1,0,4,3
13881,-3,-1,0,0,0,0,3
13882,4,-3,3,-3,0,-1,5
13883,-1,0,0,1,-1,1,3
13884,3,-3,1,-1,3,-3,5
13885,0,1,-3,3,-3,0,4
13886,0,0,4,-3,-1,4,2
13887,-3,3,-3,-1,4,-3,1
13888,4,-2,0,2,-2,-1,4
13889,4,-3,3,-3,3,-2,5
13890,0,0,0,0,0,0,3
13891,0,4,-3,3,-1,-2,0
13892,1,-1,0,-1,3,-3,1
13893,-3,-1,4,-3,0,-1,2
13894,-1,0,-2,1,2,-1,1
13895,0,4,-3,3,-3,-1,0
13896,4,-3,3,-2,2,-1,5
13897,0,0,0,0,0,0,3
13898,0,0,4,-3,-1,0,2
13899,0,-3,-1,0,4,-1,1
13900,0,0,0,0,0,0,3
13901,0,0,0,0,0,0,3
13902,4,-3,-1,0,4,-3,5
13903,0,0,4,-3,3,-3,2
13904,-3,3,-3,-1,0,0,0
13905,0,0,0,0,0,4,3
13906,-3,3,-3,3,-3,0,0
13907,-1,4,-3,-1,4,-3,1
13908,-1,0,3,-2,-1,3,2
13909,0,0,0,0,0,4,3
13910,1,-2,3,-3,3,-2,2
13911,-1,0,0,0,0,0,3
13912,0,2,-1,0,-2,-1,0
13913,-1,-1,4,0,-2,-1,2
13914,-1,-1,1,0,0,-2,3
13915,0,0,0,0,0,0,3
13916,4,-3,-1,4,-3,-1,4
13917,2,-2,-1,3,-3,-1,4
13918,0,0,0,4,-3,-1,4
13919,0,0,0,0,0,0,3
13920,4,-3,-1,0,0,0,5
13921,4,-3,-1,4,-3,3,4
13922,0,4,-1,-2,3,-3,1
13923,0,4,-1,-2,3,-3,1
13924,-1,-1,4,-2,2,-3,2
13925,0,4,-3,-1,0,0,0
13926,0,0,0,0,4,-3,1
13927,0,0,0,0,0,0,3
13928,4,-3,3,-3,-1,4,5
13929,0,0,0,0,4,-3,1
13930,-1,-1,1,2,-3,0,4
13931,3,-3,3,-3,0,-1,5
13932,0,0,4,-3,-1,0,2
13933,0,0,0,0,4,-2,1
13934,4,-3,-1,4,-3,-1,4
13935,0,0,0,4,0,-3,4
13936,-3,3,-1,-1,1,0,0
13937,-3,3,-3,3,-3,-1,0
13938,3,0,-1,-2,2,-2,5
13939,0,0,0,0,0,0,3
13940,0,-2,0,3,-3,3,4
13941,0,0,4,-3,-1,0,2
13942,2,-2,0,1,-1,1,5
13943,-3,3,-2,-1,3,-3,1
13944,0,0,4,-3,-1,4,2
13945,-2,1,-1,1,-2,1,0
13946,-3,0,3,-3,3,-3,2
13947,-3,-1,0,4,-3,0,4
13948,-2,-1,-1,0,0,0,3
13949,-1,3,-2,1,0,-2,0
13950,0,0,0,0,0,0,3
13951,0,0,0,0,0,0,3
13952,1,-2,3,-2,-1,3,2
13953,0,0,0,0,0,0,3
13954,4,-3,-1,4,-3,-1,4
13955,4,-1,-2,-1,0,0,5
13956,-3,3,-3,-1,4,-3,1
13957,-1,0,-1,-1,3,-3,1
13958,0,4,-3,-1,0,0,0
13959,4,-3,-1,0,0,0,5
13960,4,-3,-1,0,4,-3,5
13962,1,1,-2,2,-1,0,4
13963,3,0,-1,0,-1,1,5
13964,0,0,0,0,0,4,3
13965,-1,0,0,0,0,4,3
13966,-1,0,0,0,0,4,3
13967,-3,3,-3,-1,4,-3,1
13968,0,-2,2,-2,-1,4,2
13969,0,0,0,4,-2,1,4
13970,0,0,4,-3,2,-2,2
13971,3,-3,0,-1,0,0,5
13972,3,-3,-1,4,-3,3,4
13973,4,-3,-1,0,0,0,5
13974,-3,-1,4,-3,-1,0,2
13975,1,-2,3,-3,3,-3,2
13976,0,4,0,-3,-1,0,0
13977,0,0,0,0,0,0,3
13978,1,0,-2,3,0,-3,4
13979,-3,3,-3,3,-1,0,0
13980,-2,-1,0,0,4,-3,1
13981,0,0,0,0,0,0,3
13982,0,0,0,0,0,0,3
13984,0,0,0,0,0,0,3
13985,0,0,0,0,0,0,3
13986,-3,1,-1,3,-2,1,4
13987,2,-3,2,-1,-1,3,5
13988,0,0,4,-1,-2,-1,2
13989,-1,0,0,4,-3,-1,4
13990,0,4,-3,-1,0,0,0
13991,1,-1,0,1,-1,1,3
13992,3,-2,-1,-1,0,0,5
13993,2,1,-2,-1,3,-3,1
13994,-1,3,0,-3,3,-2,1
13995,3,-3,3,-3,2,-2,5
13996,-3,-1,4,-3,-1,0,2
13997,-1,-2,3,-2,1,-2,2
13998,3,-2,0,1,-1,0,5
14000,0,0,4,-3,3,-3,2
14001,0,4,-3,3,-3,-1,0
14002,0,0,4,-3,-1,0,2
14003,0,0,0,0,0,0,3
14004,0,0,0,0,0,0,3
14005,0,0,4,-1,-2,3,2
14006,-2,0,0,1,0,-1,3
14007,-2,2,-1,1,-2,0,0
14008,0,0,0,0,0,0,3
14009,1,-1,1,-1,1,-1,3
14010,3,-2,-1,3,-3,3,4
14011,0,0,0,0,0,0,3
14012,-2,3,-2,-1,-1,4,0
14013,0,0,4,0,-2,1,2
14014,3,-3,3,-3,3,-2,5
14015,0,0,0,4,-3,-1,4
14016,0,0,0,0,0,0,3
14017,0,0,0,0,0,0,3
14019,1,-1,2,-3,3,-3,2
14020,0,0,0,0,0,4,3
14021,-1,0,0,4,-1,-2,4
14022,-3,-1,0,4,-1,-2,4
14023,0,0,0,0,0,0,3
14024,0,0,0,0,0,0,3
14025,-2,2,-1,-2,-1,4,0
14026,3,0,-3,0,-1,4,3
14027,0,0,4,-3,3,-3,2
14028,-1,4,-3,3,-3,-1,0
14029,0,0,0,0,0,0,3
14031,1,-1,3,-3,3,-3,2
14032,0,0,0,0,0,0,3
14033,1,1,-2,-1,1,2,3
14034,0,0,0,0,4,-3,1
14035,4,0,-3,2,-2,3,4
14036,3,0,-3,-1,0,4,5
14037,0,0,0,0,0,0,3
14038,0,0,0,0,0,0,3
14039,3,-2,0,2,-3,3,4
14040,0,4,-1,0,0,0,0
14041,-1,0,0,0,0,0,3
14042,0,0,0,0,0,0,3
14043,0,0,0,0,0,0,3
14044,-1,1,-3,3,-3,-1,4
14045,4,-3,3,-2,0,1,5
14046,0,0,0,0,0,0,3
14047,0,0,0,0,4,-3,1
14048,3,-3,-1,4,-3,-1,4
14049,-1,-1,2,-1,-2,-1,2
14050,-1,-1,3,-3,3,-2,2
14051,3,-3,0,-1,0,0,5
14052,3,-3,-1,4,-2,-1,4
14053,0,0,0,0,0,4,3
14054,0,0,0,0,0,0,3
14055,0,-1,-1,4,-3,-1,4
14056,2,-3,2,-2,2,-2,5
14057,1,-2,3,-2,1,-2,2
14058,1,-1,1,-1,0,1,3
14059,0,0,4,-3,3,-3,2
14060,3,-3,2,-1,2,-3,5
14061,-3,-1,0,4,-3,-1,4
14062,4,-2,1,0,-2,3,5
14063,0,-2,3,-2,1,-2,2
14064,0,0,0,0,0,0,3
14065,-3,3,-3,3,-3,0,0
14066,3,-3,-1,4,-3,3,4
14067,-3,3,-3,0,3,-3,1
14068,1,-3,2,1,-3,3,4
14069,-1,-2,3,-3,3,-2,2
14070,0,0,0,0,0,0,3
14071,4,-3,-1,4,0,-3,4
14072,0,-3,0,-1,4,0,1
14073,0,0,0,0,0,0,3
14074,0,0,0,0,0,0,3
14075,3,0,-2,0,1,-2,5
14076,4,0,-3,-1,0,0,5
14077,0,0,0,0,0,0,3
14078,3,-2,-1,3,-3,-1,4
14080,-1,0,0,0,4,-3,1
14081,-2,-1,-1,4,-1,-2,4
14082,0,1,-1,0,1,0,3
14083,0,3,-1,-2,2,-1,1
14084,0,-2,2,-2,1,1,2
14085,0,-1,1,-2,1,1,3
14086,-2,0,2,-3,2,-2,2
14087,-3,-1,4,-1,-2,3,2
14088,0,0,0,4,-2,0,4
14089,-1,-1,0,0,0,0,3
14090,-3,0,-1,0,0,0,3
14091,2,-2,0,-1,0,3,5
14092,-1,0,0,0,0,0,3
14093,0,0,0,0,0,0,3
14094,0,4,-3,-1,0,0,0
14095,3,-2,-1,1,0,2,5
14096,-1,0,0,0,0,4,3
14097,-3,-1,0,4,-3,-1,4
14098,0,0,0,0,0,0,3
14099,-2,2,-3,3,-1,-2,0
14100,-3,-1,4,-3,3,-3,2
14101,2,-2,2,-2,3,-1,5
14102,0,4,-2,1,0,-2,0
14103,-3,1,-1,3,-2,2,4
14104,-1,2,-3,2,-1,2,0
14105,-1,0,0,0,0,0,3
14106,0,2,-1,-2,1,1,1
14107,0,0,0,0,0,0,3
14108,-1,3,-2,-1,3,-1,1
14109,0,4,0,-3,3,-3,1
14110,0,0,4,-3,3,-3,2
14111,-2,-1,3,-2,1,0,2
14112,0,0,0,4,-3,-1,4
14113,4,-2,1,-1,2,-3,5
14114,0,0,0,0,0,0,3
14115,0,0,4,-3,-1,0,2
14116,-2,3,-3,1,1,0,0
14117,4,-3,-1,0,0,0,5
14118,0,4,-2,0,-1,-1,0
14119,0,0,0,0,0,0,3
14120,0,0,0,0,0,4,3
14122,0,3,-3,3,0,-2,0
14123,4,-3,-1,0,4,0,5
14124,-1,0,4,0,-2,2,2
14125,-3,0,3,-1,-1,0,2
14126,-1,0,4,-2,-1,3,2
14127,-1,-2,3,-3,3,0,2
14128,-2,1,0,0,-2,3,3
14129,0,0,0,0,0,0,3
14130,0,0,0,0,0,0,3
14131,-3,-1,0,0,0,0,3
14132,0,0,0,0,0,0,3
14133,0,0,0,0,0,0,3
14134,0,4,-3,-1,4,-3,1
14135,2,0,-3,3,-3,-1,4
14136,4,-3,3,-3,-1,4,5
14137,0,0,0,0,0,0,3
14138,0,0,0,0,0,0,3
14139,0,4,-3,-1,4,-1,1
14140,0,0,-2,2,-1,0,4
14141,3,-3,-1,0,0,0,5
14142,0,0,0,0,0,0,3
14143,0,0,0,0,0,4,3
14144,0,1,0,-1,1,-1,3
14145,0,4,-3,-1,4,-3,1
14146,4,-2,-1,-1,0,0,5
14147,0,0,0,0,4,-3,1
14148,0,4,-1,-2,3,-2,1
14149,-3,2,-1,2,-3,-1,0
14150,0,0,0,0,0,0,3
14152,-1,-1,2,-3,0,0,2
14153,2,-2,0,1,-2,3,4
14154,3,0,0,-3,-1,0,5
14155,0,0,0,0,0,0,3
14156,0,0,4,-3,-1,0,2
14157,3,0,-2,0,1,-1,5
14158,4,-3,-1,0,0,4,5
14159,0,0,0,4,-3,-1,4
14160,4,-2,-1,-1,4,-3,5
14161,3,-3,3,-3,-1,4,5
14162,-3,-1,0,4,-2,2,4
14163,3,-3,3,-3,1,2,5
14164,0,0,4,-1,-2,-1,2
14165,0,-1,-2,-1,0,4,3
14166,-1,0,0,4,-3,3,4
14167,-3,3,-3,-1,0,4,0
14168,0,0,0,0,0,0,3
14169,0,0,0,0,0,0,3
14170,3,-3,-1,0,4,-3,5
14171,0,0,4,-3,3,-3,2
14172,0,0,0,0,0,0,3
14173,-1,0,0,0,0,0,3
14174,-1,0,0,0,0,0,3
14175,0,0,0,0,0,0,3
14176,-1,3,-3,3,-2,2,0
14177,3,-2,1,0,0,-1,5
14178,0,0,0,0,0,0,3
14179,0,0,0,0,0,0,3
14180,0,0,0,0,0,0,3
14181,4,-3,-1,4,-3,3,4
14182,4,-3,3,-3,3,-3,5
14183,-1,1,-1,-1,3,-3,1
14184,0,0,0,0,0,0,3
14185,-3,-1,0,4,-3,-1,4
14186,-1,-2,2,0,0,0,3
14187,-3,1,-1,3,-1,0,0
14188,0,4,-3,0,-1,0,0
14189,0,0,0,0,0,0,3
14190,0,0,-1,0,0,1,3
14191,0,0,4,-3,-1,0,2
14192,1,-1,0,0,0,-1,3
14193,-2,1,-1,3,0,-2,3
14194,-2,2,-2,3,-2,-1,0
14195,2,0,0,0,0,-2,3
14196,0,0,4,-1,-2,-1,2
14197,0,0,0,0,0,0,3
14198,-1,4,-3,-1,0,0,0
14199,-3,-1,0,0,0,0,3
14200,-1,0,4,-3,0,3,2
14201,0,0,0,0,0,0,3
14202,0,4,-3,-1,0,4,0
14203,3,-3,-1,4,-3,-1,4
14204,1,0,1,-3,2,-1,2
14205,0,-1,2,-3,2,-1,2
14206,0,0,4,-3,3,-3,2
14207,0,0,0,0,0,0,3
14208,0,4,-3,-1,0,0,0
14209,1,0,0,-2,3,-3,1
14210,-1,1,-1,2,-2,1,4
14211,4,0,-3,-1,0,4,5
14212,-1,0,0,0,0,0,3
14213,0,0,4,0,-3,2,2
14214,1,-2,3,0,-3,-1,2
14215,3,-3,3,-3,0,3,5
14217,-1,-1,-1,0,0,0,3
14218,4,-3,-1,4,-2,-1,4
14219,0,0,0,0,0,0,3
14220,0,0,0,0,4,-3,1
14221,-1,1,-1,1,-1,2,3
14222,-3,-1,0,0,4,-3,1
14223,-1,3,-1,-1,-1,-1,0
14224,0,0,0,0,0,0,3
14225,-2,0,-1,0,0,0,3
14226,0,0,0,0,0,0,3
14227,0,0,0,4,-2,1,4
14228,3,-3,-1,4,-1,-1,4
14229,-1,-2,1,1,1,-3,3
14230,-1,2,-3,1,2,-2,1
14231,0,0,0,0,0,0,3
14232,-1,2,-2,-1,4,-2,1
14233,-3,-1,0,0,0,0,3
14234,-1,1,-1,0,0,0,3
14235,2,0,-1,-1,-1,0,3
14236,0,0,0,0,0,0,3
14237,0,3,-3,-1,4,-3,1
14238,-1,0,0,0,-1,1,3
14239,0,0,0,0,0,0,3
14240,3,-1,-2,-1,0,0,5
14241,-2,-1,3,-2,0,-1,2
14242,-1,0,0,0,0,0,3
14243,-3,-1,4,-3,-1,0,2
14244,-2,2,0,-1,2,-2,1
14245,-2,-1,-1,0,0,0,3
14246,3,-2,1,-1,1,0,5
14247,0,0,0,0,0,4,3
14248,-3,0,3,-3,-1,0,2
14249,0,4,-2,2,-3,-1,0
14250,0,0,0,0,0,0,3
14251,-1,4,0,-1,-2,-1,0
14252,0,0,4,-3,3,-3,2
14253,-2,1,-2,3,-3,3,4
14254,2,-3,-1,0,0,4,5
14255,-1,0,0,0,0,4,3
14256,0,0,0,0,0,0,3
14257,0,0,0,0,0,0,3
14259,0,0,0,0,0,0,3
14260,-1,0,-1,4,-3,3,4
14261,0,0,0,0,0,0,3
14262,-1,4,-3,-1,4,-3,1
14263,0,-3,3,-3,3,-3,2
14264,1,2,-3,0,3,-3,1
14265,-1,3,-3,3,-3,3,0
14266,0,0,0,0,4,-3,1
14267,3,-2,0,-1,0,-1,5
14268,4,-3,3,-2,1,-2,5
14269,4,0,-3,3,-2,2,4
14270,3,-3,0,-1,0,4,5
14271,0,0,0,0,0,0,3
14272,4,-3,3,-2,-1,3,5
14273,0,0,0,0,4,-3,1
14274,1,-1,1,0,-2,3,3
14275,-1,-1,3,-3,3,-3,2
14276,-2,-1,0,0,4,-2,1
14277,-3,0,3,-1,-2,2,2
14278,0,-3,-1,4,-3,-1,4
14279,1,0,-2,2,1,-2,3
14280,0,0,1,-1,1,0,3
14281,0,1,-1,1,-1,1,3
14282,0,0,0,0,0,0,3
14283,-1,2,-2,1,-2,3,0
14284,0,0,0,0,0,0,3
14285,0,4,-3,-1,0,0,0
14286,0,0,0,0,0,0,3
14287,4,-3,-1,4,-3,1,4
14288,0,0,0,0,0,0,3
14289,0,0,0,0,0,0,3
14290,-1,0,0,0,0,0,3
14291,1,-2,1,-1,1,-1,5
14292,-3,-1,0,0,0,0,3
14293,-1,0,0,0,0,0,3
14294,0,0,0,0,0,0,3
14295,0,4,-1,-2,-1,0,0
14296,4,-3,3,-3,3,-3,5
14297,-3,3,-1,-2,3,-2,1
14298,4,0,-3,2,-2,-1,4
14299,0,0,0,0,0,0,3
14300,0,-1,4,-1,-2,1,2
14301,-1,3,-2,1,-2,2,0
14302,4,-3,-1,0,0,0,5
14303,-3,3,-2,1,-1,1,0
14304,-3,3,0,-3,3,-2,1
14305,3,-3,3,-3,3,-2,5
14306,0,0,0,0,0,0,3
14307,-1,0,-2,-1,4,0,1
14308,0,4,-3,-1,4,-3,1
14309,0,0,0,0,0,0,3
14310,-1,4,-1,-2,0,-1,0
14311,0,0,0,0,0,0,3
14312,-3,-1,4,-3,3,-3,2
14313,0,4,-3,-1,4,-1,1
14314,0,4,-3,0,-1,4,0
14315,0,0,0,0,4,-3,1
14316,-2,-1,0,0,0,4,3
14317,1,0,0,-1,1,0,3
14318,0,0,0,0,0,0,3
14319,-2,-1,4,-3,3,-3,2
14320,0,0,0,0,0,0,3
14321,-3,-1,0,0,0,0,3
14322,-2,3,-1,-1,1,-2,0
14323,-1,3,0,-2,1,-2,1
14324,0,0,0,0,0,0,3
14325,-1,-1,1,-2,3,-2,1
14326,0,0,0,0,4,-1,1
14327,4,-3,-1,4,-3,-1,4
14328,0,0,-1,3,-2,2,4
14329,-2,3,0,-3,2,-1,1
14330,-1,-2,3,-2,0,-1,2
14331,-3,-1,0,0,4,-3,1
14332,0,0,0,0,0,0,3
14333,0,0,0,0,0,0,3
14334,0,0,0,0,0,0,3
14335,4,-3,-1,0,0,0,5
14336,-3,-1,0,4,-3,-1,4
14337,4,-3,-1,0,0,4,5
14338,0,0,4,-3,-1,0,2
14339,-1,-1,0,0,0,0,3
14340,0,4,-3,-1,0,0,0
14341,-1,-1,0,1,0,-2,3
14342,0,0,0,0,0,0,3
14343,2,-2,2,-1,0,0,5
14344,-1,0,0,0,0,0,3
14345,0,0,0,0,0,0,3
14346,1,-1,0,1,0,0,3
14347,3,-3,2,-2,3,-3,5
14348,3,-3,0,3,-3,3,4
14349,-3,3,-1,-2,3,-3,1
14350,-2,2,1,-3,0,-1,2
14351,0,0,0,0,0,0,3
14352,-3,2,-1,-1,-1,0,0
14353,0,0,4,-2,0,0,2
14354,1,-1,0,2,-1,-1,4
14355,0,0,0,0,0,0,3
14356,0,-1,1,-2,3,-3,1
14357,-1,-1,1,-1,1,-1,3
14358,-3,3,0,-3,0,0,0
14359,3,-3,-1,4,-3,2,4
14360,0,0,0,0,0,0,3
14361,3,-2,0,2,-2,0,4
14362,0,0,0,0,0,0,3
14363,0,0,0,0,4,-3,1
14364,-2,-1,0,-1,4,0,1
14365,-1,0,4,-1,0,-2,2
14367,0,0,0,4,-3,-1,4
14368,3,-3,3,-3,2,-2,5
14369,0,0,0,0,0,0,3
14371,0,0,0,0,0,0,3
14372,0,0,1,-1,1,0,3
14373,-3,1,1,1,-2,0,3
14374,4,-1,-1,-1,-1,4,5
14375,-1,0,0,0,4,-1,1
14376,-3,-1,0,0,0,0,3
14377,0,0,0,0,0,0,3
14378,0,4,-3,-1,0,4,0
14379,3,-3,3,-2,1,1,5
14380,0,0,0,0,0,0,3
14381,-2,-1,-1,0,0,0,3
14382,0,0,0,0,0,4,3
14383,-2,1,0,2,-3,1,4
14384,0,4,-3,-1,0,0,0
14385,-3,3,0,-3,1,2,1
14386,-2,3,-3,3,-3,2,0
14387,0,4,-3,-1,0,0,0
14388,1,-2,-1,0,0,0,3
14389,0,0,0,0,4,-3,1
14390,1,-1,-1,3,-1,-1,4
14391,2,-1,0,-1,3,-1,5
14392,0,4,-3,-1,0,0,0
14393,-2,-1,0,0,0,0,3
14394,0,0,0,0,0,0,3
14395,-1,-1,4,-3,3,0,2
14396,0,0,4,-3,-1,0,2
14397,0,0,4,-3,3,-3,2
14398,-1,-1,0,4,-3,2,4
14399,-2,3,-3,3,-3,3,0
14400,4,-3,3,-3,3,-3,5
14401,-3,-1,0,0,0,0,3
14402,-2,1,2,-2,-1,3,2
14403,3,-3,0,-1,4,-3,5
14404,0,4,-3,-1,0,0,0
14406,0,0,0,0,0,0,3
14408,-2,0,1,-1,1,-1,3
14409,0,0,0,0,0,0,3
14410,0,0,0,0,4,-1,1
14411,-3,3,-2,0,0,1,0
14412,0,0,0,0,0,0,3
14413,-2,2,-2,-1,3,-3,1
14414,0,0,-1,0,0,2,3
14415,1,0,-1,-1,2,-1,1
14416,3,0,-3,2,-1,0,4
14417,4,0,-3,-1,4,-2,5
14418,-2,1,-2,-1,0,0,3
14419,0,0,0,4,-3,-1,4
14420,4,-3,3,-3,3,-3,5
14421,-1,3,-2,-1,3,-1,1
14422,0,1,-2,1,2,-2,1
14423,-2,2,-3,0,3,-3,1
14424,3,-3,-1,4,-3,-1,4
14425,0,0,0,0,0,0,3
14426,0,0,0,0,0,0,3
14427,0,0,0,0,0,0,3
14428,0,0,0,0,0,0,3
14429,0,0,0,-2,-1,0,3
14430,-3,-1,4,-3,-1,0,2
14431,0,-1,0,3,-2,-1,4
14432,0,0,0,0,0,0,3
14433,3,-3,3,-3,-1,0,5
14434,0,-2,-1,0,-1,4,3
14435,-1,4,-3,-1,4,-3,1
14436,0,0,0,0,0,0,3
14437,-1,-1,1,0,-2,-1,3
14438,0,4,0,-3,3,-3,1
14439,0,0,0,0,0,0,3
14440,1,-2,3,-3,-1,0,2
14441,-1,3,-3,0,-1,4,0
14442,-2,3,0,-3,3,-3,1
14443,0,0,0,0,0,0,3
14444,0,0,0,0,0,0,3
14445,3,-3,3,-3,2,-1,5
14446,0,0,0,0,0,0,3
14447,0,0,0,0,0,4,3
14448,-1,-2,3,-2,-1,3,2
14449,0,-3,0,-1,0,4,3
14450,-1,0,3,-3,3,-3,2
14451,0,0,0,0,0,0,3
14452,-3,0,-1,4,-2,-1,4
14453,4,-3,-1,0,4,-3,5
14454,-1,2,-3,0,-1,4,0
14455,0,0,0,4,0,-3,4
14456,0,0,0,0,0,0,3
14457,4,0,-3,-1,0,0,5
14458,0,0,0,0,0,0,3
14459,0,0,4,-3,-1,0,2
14460,0,0,0,0,4,-3,1
14461,0,3,-3,3,-1,-2,0
14462,4,-3,3,-3,0,0,5
14463,4,-3,3,-3,-1,0,5
14464,0,0,0,0,0,0,3
14465,0,-2,-1,4,-1,-2,4
14466,0,-1,0,-1,-1,0,3
14467,4,0,-3,-1,4,-2,5
14468,0,0,0,0,0,0,3
14469,-2,-1,0,0,0,4,3
14470,0,0,0,0,0,0,3
14471,0,4,-1,1,-2,-1,0
14472,0,0,0,0,0,0,3
14474,0,0,0,0,0,0,3
14475,-1,-2,-1,0,0,0,3
14476,-1,0,0,0,0,0,3
14477,0,0,0,4,-3,-1,4
14478,1,-1,1,-1,0,-1,3
14479,-3,-1,4,-3,3,-1,2
14480,-3,3,-3,-1,4,0,1
14481,-3,0,-1,0,0,0,3
14482,3,-3,0,3,-3,-1,4
14483,-1,-2,3,-3,-1,0,2
14484,4,-3,3,-3,-1,4,5
14485,0,0,0,0,0,0,3
14486,-1,-2,3,-2,2,-2,2
14487,0,0,0,0,0,0,3
14488,-1,-2,3,-1,-1,1,2
14489,-1,0,0,0,0,0,3
14490,4,-3,-1,0,0,4,5
14491,0,0,0,4,-3,-1,4
14492,-3,-1,0,0,0,0,3
14493,-2,3,-3,3,-1,-2,0
14494,-3,3,-3,-1,0,0,0
14495,4,-3,-1,0,0,0,5
14496,2,-2,3,0,-2,-1,5
14497,0,0,0,0,0,0,3
14498,0,-1,1,-2,3,0,1
14499,0,-3,-1,4,-3,3,4
14500,0,0,0,4,-3,0,4
14501,4,-3,3,0,-2,0,5
14502,0,0,4,-3,-1,0,2
14503,0,0,0,4,0,-2,4
14504,3,-3,2,0,0,-2,5
14505,0,4,0,-1,1,-3,0
14506,1,0,-1,0,1,0,3
14507,0,4,-3,-1,0,0,0
14508,0,0,0,0,0,0,3
14509,0,0,0,0,0,0,3
14510,0,-3,3,-3,-1,4,2
14511,0,0,0,0,0,0,3
14512,0,0,0,4,-3,-1,4
14513,-3,0,3,-3,0,3,2
14514,1,-1,-1,-1,4,-2,1
14515,-1,-2,3,-2,-1,-1,2
14516,0,0,0,0,0,0,3
14517,3,-2,1,1,-3,3,4
14518,1,-2,3,0,-3,2,2
14519,-2,0,0,0,1,-2,3
14520,0,0,0,4,-3,-1,4
14521,0,-2,-1,3,-3,3,4
14522,0,0,4,-3,-1,0,2
14523,0,0,0,0,0,0,3
14524,0,0,0,0,0,4,3
14525,-1,-1,0,4,-3,-1,4
14526,0,0,0,0,0,4,3
14527,-1,4,-3,3,0,-1,0
14528,-3,-1,0,0,0,0,3
14529,-3,3,-3,-1,0,0,0
14530,3,-3,-1,4,-3,-1,4
14531,3,-1,-2,3,-1,-2,4
14532,3,-3,3,-1,-2,0,5
14533,0,0,0,0,0,0,3
14534,3,-2,2,-3,-1,4,5
14535,-3,0,3,-3,0,-1,2
14536,0,0,0,2,-1,0,3
14537,0,0,0,0,0,0,3
14538,4,-2,2,-3,3,-1,5
14539,-2,-1,0,4,-3,3,4
14540,4,-3,3,-3,-1,4,5
14541,4,-3,-1,0,0,4,5
14542,-1,0,0,4,-1,1,4
14543,0,0,0,0,0,0,3
14544,0,0,0,4,0,-3,4
14545,1,-2,3,-1,-1,1,2
14546,0,0,0,0,0,0,3
14547,0,1,0,-1,1,-1,3
14548,-1,0,0,0,0,4,3
14549,0,0,0,0,0,4,3
14550,0,0,0,4,-3,-1,4
14551,0,0,0,0,0,0,3
14552,0,0,0,1,-1,0,3
14554,0,0,0,0,0,0,3
14555,4,-3,-1,4,-3,0,4
14556,-1,0,0,0,0,0,3
14557,-3,0,-1,0,0,0,3
14558,-1,-2,0,3,-3,3,4
14559,-1,3,-1,-2,3,-2,1
14560,0,0,0,0,0,0,3
14561,1,2,-3,3,-3,3,4
14562,0,-3,3,-3,-1,4,2
14563,0,-2,3,-3,3,-3,2
14564,-1,4,-2,2,-1,-1,0
14565,4,-3,3,-3,-1,0,5
14566,0,0,4,-3,3,-3,2
14567,-3,2,-1,1,-1,2,0
14568,-1,-1,0,0,0,0,3
14569,0,-1,0,0,1,-1,3
14570,0,0,0,0,0,0,3
14571,0,0,0,0,0,0,3
14572,0,-3,-1,0,0,0,3
14573,0,0,0,0,0,0,3
14574,-3,-1,0,0,4,-3,1
14575,2,-1,2,-2,1,-1,5
14576,-1,3,-1,-1,2,-3,1
14577,-1,4,-3,3,-3,3,0
14578,0,0,0,0,0,0,3
14579,0,4,-3,3,-3,-1,0
14580,0,0,0,0,0,0,3
14581,4,-3,3,-3,-1,4,5
14582,0,0,4,-3,-1,0,2
14583,-1,4,-3,3,-3,-1,0
14584,0,0,4,-3,-1,0,2
14585,-2,1,2,-1,-1,1,2
14586,0,0,0,0,0,0,3
14587,-3,-1,4,-3,3,-1,2
14588,3,0,-1,-2,3,-1,5
14589,0,4,-3,-1,0,4,0
14590,0,0,0,0,0,0,3
14591,3,-2,-1,3,-3,2,4
14592,-3,3,-1,0,0,-2,0
14593,0,0,0,0,0,0,3
14594,0,0,0,0,0,0,3
14595,0,0,0,0,0,0,3
14596,0,0,0,0,0,0,3
14597,0,0,0,0,0,0,3
14598,4,-3,0,-1,0,0,5
14599,-1,0,0,0,0,4,3
14600,-1,3,-2,0,1,-2,0
14601,0,4,0,-2,-1,3,0
14602,0,4,0,-2,-1,3,0
14603,-2,2,-1,-1,1,-2,1
14604,-2,0,3,-2,2,-2,2
14605,-2,-1,1,1,-1,-1,3
14606,0,0,0,0,0,0,3
14607,-3,-1,0,0,0,0,3
14608,-1,1,-1,3,-2,0,4
14609,0,4,-3,3,-3,1,0
14610,0,0,0,0,0,0,3
14611,-1,0,2,-3,1,1,2
14612,0,0,4,-3,3,-3,2
14613,1,-1,1,0,-1,0,3
14614,-3,0,-1,4,-3,-1,4
14615,-3,1,0,2,-3,3,4
14616,0,0,0,0,0,0,3
