CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_저가_clust_id
16253,0,0,0,0,4,-3,3
16254,2,0,-1,1,-2,2,4
16255,-1,1,-1,0,0,1,0
16256,-3,-1,0,0,4,-3,3
16257,4,-2,-1,-1,4,-2,1
16258,0,0,-1,3,-1,-1,4
16259,4,-3,3,0,-3,0,1
16260,0,-2,2,0,-1,0,0
16261,-1,1,-2,3,-3,3,5
16262,0,4,-3,3,0,-3,5
16263,-2,0,2,-2,1,-1,2
16264,0,-3,1,-1,3,0,1
16265,0,0,4,-3,3,0,2
16266,-3,3,-3,3,0,-3,5
16267,-3,1,2,0,-2,-1,0
16268,-1,0,0,4,-3,-1,4
16269,0,0,4,-3,0,3,2
16270,-2,3,-2,1,0,-1,5
16271,-3,-1,0,0,0,0,0
16272,1,2,-2,-1,3,-2,3
16273,1,1,-3,2,-2,3,4
16274,-1,0,0,1,-1,-1,0
16275,3,0,-3,3,-2,-1,4
16276,-1,0,-1,-1,2,0,3
16277,-1,0,0,0,0,0,0
16278,1,-1,1,0,-1,0,0
16279,-3,2,1,-2,-1,2,0
16280,-1,4,-3,3,-3,3,5
16281,-1,0,4,-3,3,0,2
16282,-1,2,-2,0,1,-2,3
16283,0,0,0,4,-3,-1,4
16284,3,-2,-1,3,-3,2,4
16285,-1,3,-2,0,-1,3,5
16286,-3,3,0,-3,3,-3,3
16287,-2,0,0,-1,2,-1,3
16288,0,0,0,0,4,0,3
16289,0,0,4,-3,3,0,2
16290,-1,-1,4,-3,-1,0,2
16291,0,0,1,-1,1,-1,0
16292,0,0,0,0,0,0,0
16293,1,1,-3,3,-3,3,4
16294,2,-1,-1,-1,2,-1,1
16295,3,-3,-1,4,-3,-1,4
16296,0,1,-2,3,-2,1,4
16297,1,-2,3,0,-2,-1,2
16298,1,-1,3,0,-3,2,2
16299,0,1,0,-1,0,1,0
16300,0,4,-3,3,0,0,5
16301,-2,1,-1,2,-3,0,5
16302,-2,3,-3,3,-3,2,5
16303,1,0,-1,1,0,-1,0
16304,0,0,4,-3,-1,0,2
16305,3,-2,0,-1,1,2,1
16306,0,0,0,0,4,-3,3
16307,3,-3,3,-3,3,-3,1
16308,0,-1,-2,2,-2,3,4
16310,1,-1,0,0,1,-3,0
16311,-1,3,-2,1,-1,1,5
16312,3,-3,2,1,-2,-1,1
16313,1,-2,-1,3,-3,-1,4
16314,-2,0,1,0,-2,3,0
16315,0,0,0,0,0,4,0
16316,3,-1,1,-2,-1,2,1
16317,1,-1,1,-1,1,-1,1
16318,0,0,0,0,0,0,0
16319,-3,3,-3,-1,0,0,5
16320,0,2,-1,-2,3,-3,3
16321,1,0,-1,3,-3,3,4
16322,3,-1,0,1,-2,0,4
16323,0,-1,4,-3,0,3,2
16324,0,4,-3,3,0,-2,5
16325,-2,1,-1,3,-2,2,5
16326,-1,0,0,0,0,0,0
16327,0,0,0,0,0,4,0
16328,0,-3,1,2,0,-3,4
16329,-2,-1,-1,0,4,-3,3
16330,0,0,0,0,0,0,0
16331,-3,2,0,-2,-1,4,0
16332,1,-2,3,-2,-1,0,2
16333,-1,2,-2,0,1,1,3
16334,-1,3,-3,0,3,-3,3
16336,3,-3,3,-2,-1,3,1
16337,-1,1,-2,2,-1,1,5
16338,-1,0,4,0,-3,0,2
16339,-1,0,0,0,4,-2,3
16340,1,0,-1,0,0,0,0
16341,-3,-1,0,0,0,0,0
16342,0,-2,3,-1,-2,3,2
16343,-2,-1,-1,4,0,-3,4
16344,-1,2,-2,-1,3,-2,3
16345,0,0,0,0,4,-3,3
16346,2,-3,1,2,-3,1,4
16347,-3,3,0,-2,0,2,3
16348,-1,1,-2,3,-1,-1,5
16349,0,-3,3,-3,1,2,2
16350,-3,-1,0,4,-3,-1,4
16352,-1,0,1,-2,0,1,2
16353,3,-2,0,1,-1,1,1
16354,-3,3,-2,2,-3,2,5
16355,4,-1,-2,1,2,-2,1
16356,3,-3,0,3,-3,2,4
16357,-3,0,3,0,-1,-2,2
16358,0,0,0,0,0,0,0
16359,1,-3,2,-2,2,-1,1
16360,-3,3,-3,-1,4,-1,3
16361,2,-1,1,0,0,0,1
16362,-1,2,-3,1,-1,3,5
16363,1,1,-3,0,-1,4,5
16364,0,-3,3,0,-3,0,2
16365,-1,0,-1,2,-1,0,0
16367,3,-2,2,-3,0,3,1
16368,-1,4,-3,3,-2,2,5
16369,-1,0,-2,0,3,-3,3
16370,2,-1,-1,3,0,-3,4
16371,-2,2,-1,-1,3,-3,3
16372,1,-1,0,-1,3,-1,3
16373,1,0,-3,-1,4,-3,3
16375,0,0,4,0,-2,-1,2
16376,-1,0,-2,3,-1,0,4
16377,0,0,4,-3,-1,0,2
16378,0,1,-2,-1,2,1,3
16379,-3,3,-3,2,-2,-1,5
16380,0,0,0,0,4,-3,3
16381,-1,0,0,0,0,1,0
16382,0,4,-3,-1,4,-2,3
16383,-1,0,0,0,0,4,0
16384,-1,4,-1,1,-3,3,5
16385,-1,-1,2,-1,-2,2,2
16386,0,-1,-1,0,3,-3,3
16388,-3,2,-1,1,-2,1,5
16389,-1,0,4,0,-3,3,2
16390,4,-3,-1,0,0,0,1
16391,4,-2,-1,-1,0,0,1
16392,0,-3,3,-3,0,3,2
16393,-1,0,0,4,-2,-1,4
16394,1,0,-1,-1,3,-2,3
16395,-1,0,0,4,-1,-2,4
16396,-2,0,1,-1,2,-3,3
16397,-3,3,-3,3,0,-3,5
16398,-2,0,0,0,1,-1,0
16399,-3,-1,4,-2,2,-2,2
16400,0,0,2,-2,1,0,2
16401,-2,-1,3,-3,-1,4,2
16402,1,0,-2,3,-2,2,4
16403,2,-1,-1,-1,4,-2,3
16404,2,-1,1,0,0,-2,1
16405,0,0,4,0,-1,-1,2
16406,-3,-1,0,0,0,0,0
16407,0,0,0,4,-3,-1,4
16408,0,0,0,0,0,0,0
16409,4,0,-3,-1,4,-3,3
16410,-2,3,-3,3,0,-3,5
16411,-3,3,-3,3,-3,-1,5
16412,3,-1,-1,1,0,1,1
16413,-3,-1,4,-3,3,0,2
16414,-1,0,0,4,-3,-1,4
16415,-3,3,-3,3,-3,0,5
16416,0,0,0,0,4,0,3
16417,2,1,-3,2,0,-1,4
16418,3,-3,3,-3,3,0,1
16419,0,0,-1,0,2,-2,3
16420,4,-3,3,-3,1,-1,1
16421,-2,1,0,0,-1,0,0
16422,-1,0,0,0,0,0,0
16423,3,-3,0,-1,0,0,1
16424,-2,3,-1,0,-1,0,5
16425,-3,3,-3,1,1,-1,5
16426,0,-2,2,-2,1,1,2
16427,0,-3,0,-1,0,0,0
16428,0,4,-3,3,-3,0,5
16429,-2,1,0,-1,1,0,3
16430,0,0,0,0,0,0,0
16431,0,0,0,0,0,0,0
16432,0,-1,4,0,-3,3,2
16433,3,-2,-1,2,1,-3,1
16434,-3,3,-2,0,0,-1,5
16435,-1,-1,0,1,1,-3,0
16436,-2,3,0,-2,1,-1,3
16437,2,-3,1,2,-1,-2,4
16438,1,0,-1,1,-2,3,4
16439,4,-2,-1,3,-3,0,4
16440,0,4,-3,3,-2,-1,5
16441,3,-3,-1,4,-3,-1,4
16442,3,-1,-2,3,-2,1,4
16443,0,1,-1,1,-1,0,0
16444,1,-3,0,3,-2,1,4
16445,0,4,-1,1,-2,0,5
16446,2,1,0,-2,1,-1,0
16447,0,1,1,-3,2,0,3
16448,0,-1,-1,3,-2,1,4
16449,0,0,0,0,0,0,0
16450,4,-3,3,-2,2,-2,1
16451,0,0,0,0,0,0,0
16452,-2,3,-3,3,-3,2,5
16453,4,-3,0,3,-3,2,4
16454,-2,2,-3,3,0,0,5
16455,-1,-1,3,-2,-1,0,2
16456,-1,0,0,4,0,-3,4
16457,0,0,0,0,0,0,0
16458,0,0,4,-3,-1,0,2
16459,3,0,-3,-1,0,4,1
16460,-3,3,-3,3,-3,3,5
16461,0,0,0,0,0,0,0
16463,-1,-1,0,-1,3,-3,3
16464,3,-1,-1,1,-1,0,4
16465,-3,-1,4,-2,-1,0,2
16466,-3,3,-1,0,0,-2,5
16467,-3,3,-3,-1,4,0,3
16468,0,0,0,0,4,-3,3
16469,-1,-1,4,0,-3,2,2
16471,3,-3,2,-1,0,2,1
16472,-1,0,-1,0,3,0,3
16473,2,-1,1,-2,0,-1,1
16474,2,-2,0,-1,4,-2,1
16475,-3,3,-1,0,-2,1,5
16476,0,0,0,0,0,0,0
16477,2,-2,-1,0,4,0,1
16478,-1,0,-1,1,2,-2,3
16479,-3,3,-3,-1,0,0,5
16480,0,4,-3,3,-3,3,5
16481,0,0,4,0,-1,-1,2
16482,-1,-2,-1,0,0,0,0
16483,1,-2,1,-2,2,0,1
16484,0,0,0,0,0,0,0
16485,0,0,0,0,0,0,0
16486,-2,2,-1,1,-1,0,5
16487,-3,-1,4,0,-3,2,2
16488,-2,0,1,1,-2,-1,0
16489,1,-3,2,-1,0,2,1
16490,0,-2,0,1,-2,2,4
16491,-3,3,-3,0,-1,0,5
16492,-1,-1,3,-2,1,0,2
16493,3,-3,-1,0,0,0,1
16494,-2,0,3,-2,2,-2,2
16495,-2,2,-3,-1,0,0,5
16497,1,1,-2,-1,4,-3,3
16498,0,0,0,4,-1,-2,4
16499,-2,0,2,-3,3,-2,2
16500,-3,0,3,-3,3,-3,2
16501,2,0,0,-2,2,-1,1
16502,-1,-1,0,3,-2,-1,4
16503,-2,3,-2,1,0,-1,5
16504,-3,3,-3,0,3,-1,3
16505,-1,3,-3,-1,0,0,5
16506,-1,0,0,0,4,-3,3
16507,3,-2,-1,0,3,0,1
16508,-3,3,-3,0,-1,4,5
16509,0,-1,3,-2,-1,0,2
16510,2,-1,-1,2,0,0,4
16511,-2,1,-1,3,0,-3,5
16512,2,-2,3,-3,3,-2,1
16513,3,-3,3,0,-3,-1,1
16514,-1,1,-1,0,1,-2,0
16515,-2,3,-1,-2,3,-2,3
16516,-2,-1,1,2,-3,-1,4
16517,1,-2,0,0,2,-1,1
16518,-1,0,-1,-1,4,0,3
16519,0,0,1,0,0,-1,0
16520,4,-3,3,-2,-1,3,1
16521,0,4,-3,3,-3,-1,5
16522,-2,-1,3,-2,0,1,2
16523,-1,1,0,-1,0,0,0
16524,3,-2,0,-1,2,-2,1
16525,2,-1,2,-3,3,-3,1
16526,0,0,0,4,-3,-1,4
16527,-2,0,-1,-1,4,-3,3
16528,-1,0,2,-3,1,0,2
16530,-3,3,-3,3,-2,-1,5
16531,0,-1,4,-2,-1,-1,2
16532,0,0,0,0,0,0,0
16533,0,0,0,0,0,0,0
16534,0,4,-3,0,3,-3,3
16535,1,-1,0,-2,3,-1,3
16536,1,-3,3,-2,2,-3,1
16537,-2,-1,0,4,-3,-1,4
16538,0,4,-2,2,-2,-1,5
16539,3,-3,-1,4,-3,-1,4
16541,0,-1,0,2,-2,1,4
16542,0,0,0,0,0,0,0
16543,-1,0,0,0,0,0,0
16544,-2,2,-3,2,0,-2,5
16545,0,-2,3,-1,-1,0,2
16546,-1,0,-1,1,-2,1,0
16547,-1,0,4,-3,2,0,2
16548,-1,1,-1,-1,3,-3,3
16549,0,0,0,0,4,-2,3
16550,-1,4,0,-1,0,0,5
16551,0,0,0,0,0,0,0
16552,1,-2,2,-3,0,-1,2
16553,0,0,-3,3,-3,3,4
16554,0,0,4,-3,-1,0,2
16555,0,3,-3,3,-2,1,5
16556,0,0,0,0,0,0,0
16557,-3,2,1,0,0,-3,0
16558,-3,3,0,-3,3,0,3
16559,-1,0,0,0,0,0,0
16560,-3,1,-1,3,-3,3,5
16561,-2,-1,3,-1,-1,1,2
16562,0,0,-1,2,-2,0,4
16563,4,-3,3,-3,-1,4,1
16564,0,0,0,0,0,0,0
16565,0,0,0,0,0,0,0
16566,4,-1,0,0,-1,0,1
16567,-3,0,3,-2,0,0,2
16568,0,0,0,4,-1,-2,4
16569,-3,3,-3,3,0,-3,5
16570,3,-3,-1,4,-3,-1,4
16571,4,0,-2,-1,3,-3,1
16572,-1,0,0,0,1,0,0
16573,0,0,0,4,-3,-1,4
16574,1,2,-1,-2,1,1,3
16576,3,0,-3,3,0,-1,4
16577,-1,2,-3,3,-3,0,5
16578,-2,2,-2,3,-2,1,5
16579,0,4,-3,3,-1,1,5
16580,4,0,-3,-1,4,0,3
16581,0,1,1,-1,-2,3,0
16582,0,1,-1,2,-2,0,4
16583,-2,1,0,0,-2,0,0
16584,0,-1,1,-1,1,0,0
16585,2,-1,1,-2,2,-1,1
16586,-1,4,0,-3,-1,4,5
16587,0,3,-1,-2,1,0,3
16588,-3,3,-2,-1,3,-3,3
16589,3,-3,-1,4,-2,-1,4
16590,3,-2,2,-3,1,2,1
16591,0,4,-3,-1,0,0,5
16592,-2,-1,-1,0,4,-1,3
16593,3,-3,2,1,-2,-1,1
16594,-2,0,3,-3,-1,0,2
16595,-1,1,-1,1,-2,2,5
16596,-1,0,1,-1,1,-1,0
16597,1,-2,3,0,-3,2,2
16598,0,4,-2,-1,3,-3,3
16599,-1,-1,-1,3,-1,1,4
16601,-1,-1,2,1,-1,-2,0
16602,0,4,-3,3,-3,-1,5
16603,3,-3,3,-1,-1,-1,1
16604,-3,3,-3,3,-3,3,5
16605,0,-3,3,-3,0,3,2
16606,1,2,0,-3,3,-3,3
16607,4,-3,2,-2,3,-3,1
16608,3,-2,-1,3,-1,1,4
16609,0,0,1,-2,0,2,0
16610,-3,3,0,-2,-1,3,5
16611,0,3,0,-3,1,1,3
16612,0,0,-2,2,0,0,4
16613,2,-2,-1,2,1,-3,4
16614,-3,3,-3,0,-1,4,5
16616,0,4,-3,-1,0,0,5
16617,2,-1,-1,1,2,-1,1
16618,2,-2,0,-1,-1,4,1
16619,3,-3,2,0,0,0,1
16620,0,-1,0,1,-1,1,0
16621,1,2,-3,3,0,-2,5
16622,-1,1,-1,0,2,-3,3
16623,0,4,-3,-1,0,0,5
16624,0,0,4,-3,3,-3,2
16625,2,0,-1,-1,3,0,3
16626,1,2,-3,2,1,-3,5
16627,3,0,-3,3,0,-3,4
16628,0,4,-3,3,-3,-1,5
16629,-3,3,-3,0,-1,0,5
16630,0,4,-1,0,0,-2,5
16631,-3,3,-3,3,-1,-2,5
16632,-1,2,0,-1,0,0,0
16633,1,-2,3,-1,-2,2,2
16634,0,4,-3,-1,0,0,5
16635,0,3,-3,3,-3,2,5
16636,2,1,-3,0,3,-2,3
16637,-1,1,0,0,-1,0,0
16638,-1,-2,0,-1,0,0,0
16639,4,-3,-1,0,0,0,1
16640,0,2,-2,-1,0,3,0
16641,1,-3,0,3,-2,2,4
16643,2,-2,0,0,0,2,1
16644,-1,1,-2,3,0,-1,5
16645,-3,1,-1,-1,0,4,0
16646,2,0,-2,1,2,-1,0
16647,-1,4,-3,-1,4,-3,3
16648,1,-2,3,0,-3,0,2
16649,0,-1,1,0,0,0,0
16650,1,-1,1,0,-2,3,0
16651,2,-1,2,-2,2,-3,1
16652,3,-3,0,3,-2,2,4
16653,0,0,2,-3,3,-3,2
16654,3,0,-1,-1,1,-1,1
16655,-3,2,0,1,-3,3,5
16656,0,0,0,0,4,-3,3
16657,-1,0,-1,3,-3,3,4
16658,3,-3,2,-1,1,-2,1
16659,-1,0,0,2,-3,3,4
16660,-2,-1,3,-3,0,3,2
16661,-2,2,0,0,-1,1,0
16663,2,-2,3,-1,-2,2,1
16665,0,3,0,-3,1,2,3
16666,-3,1,2,-1,0,-2,2
16667,0,0,0,0,4,-3,3
16668,-2,3,-2,-1,0,-1,5
16669,3,-2,2,-3,3,-1,1
16670,1,-1,3,-1,-2,3,2
16671,0,-3,3,-1,0,0,2
16672,3,-2,-1,-1,4,-3,1
16673,-3,3,-2,0,0,0,5
16674,0,0,0,0,4,-3,3
16675,1,0,-1,1,-1,0,0
16676,0,-1,0,0,0,0,0
16677,1,0,-2,3,-2,1,4
16678,0,0,0,0,4,-2,3
16679,0,0,0,0,0,0,0
16680,-3,3,-1,1,-2,-1,5
16681,4,-2,1,0,-1,0,1
16682,0,2,-1,-1,1,-1,3
16683,-2,1,0,1,-2,1,0
16684,2,-1,-1,0,0,-1,0
16685,-2,3,-3,3,-2,-1,5
16686,3,-2,1,-2,2,-1,1
16687,0,0,0,0,0,0,0
16688,0,0,-3,0,2,1,3
16689,0,-1,0,1,-1,0,0
16690,0,0,-1,3,0,0,4
16691,-3,2,-2,2,-1,0,5
16692,0,-2,2,-1,0,0,2
16693,-1,1,-1,1,-2,0,5
16694,4,-3,3,-3,3,-3,1
16695,1,-1,2,-2,0,1,2
16696,4,-3,-1,0,0,0,1
16697,-1,4,-3,-1,0,0,5
16698,0,0,0,4,-3,-1,4
16699,-1,0,0,4,-3,3,4
16700,0,-3,1,-1,-1,0,0
16701,-1,2,1,-1,-1,0,0
16702,3,-2,-1,0,3,-3,1
16703,-1,4,-1,-2,3,-3,3
16704,0,0,0,4,-3,3,4
16705,0,0,0,4,-3,-1,4
16706,0,-1,1,0,0,-1,0
16707,0,0,1,-2,-1,0,0
16709,-1,0,0,0,0,0,0
16710,-1,-2,3,-1,-1,0,2
16711,0,0,4,-3,-1,0,2
16712,3,-3,3,-1,0,0,1
16713,-2,2,1,-1,-1,0,0
16714,1,-2,0,1,0,-2,0
16715,0,1,1,-3,0,2,2
16717,0,4,0,-2,0,-1,3
16718,-2,2,-2,3,-3,3,5
16719,2,-2,1,-2,3,-2,1
16720,-1,2,-2,0,2,-2,3
16721,0,0,0,0,0,0,0
16723,2,0,-2,3,-2,0,4
16724,0,0,4,-3,-1,0,2
16725,3,-3,3,0,-3,3,1
16726,-1,-1,4,-3,3,-3,2
16727,-3,0,3,0,-3,0,2
16728,-1,3,-1,-2,0,2,3
16729,-1,0,0,0,0,4,0
16730,4,-3,-1,4,-3,0,4
16731,0,0,0,0,4,0,3
16732,4,0,-3,3,-2,2,4
16733,4,-1,-2,1,2,-3,1
16734,0,0,4,-3,-1,0,2
16735,0,0,0,0,0,0,0
16736,3,-1,-1,1,-2,1,4
16737,-1,4,-3,-1,4,-3,3
16739,3,-3,0,-1,0,0,1
16740,1,-1,3,-2,2,-3,2
16741,-3,3,-2,-1,3,-3,3
16742,0,-1,-1,3,0,-2,4
16743,3,-3,3,-2,0,0,1
16744,4,-3,-1,4,0,-3,4
16745,3,-3,3,0,-1,-2,1
16746,2,0,-1,-1,3,-2,3
16747,0,-3,0,3,0,0,4
16748,-1,3,-3,3,-3,-1,5
16749,0,0,0,0,0,0,0
16750,4,-1,-2,0,3,-3,1
16751,1,1,1,-3,2,-2,3
16752,0,0,0,4,-3,-1,4
16753,-2,-1,1,2,-3,3,4
16754,4,-3,-1,4,-3,0,4
16756,-2,0,2,-3,3,-1,2
16757,0,4,-3,-1,0,0,5
16758,-1,0,1,1,-3,2,0
16759,0,-1,1,-2,1,-1,2
16760,-1,4,0,-3,3,-3,3
16761,0,4,-3,-1,0,4,5
16762,0,0,0,0,0,0,0
16763,2,-2,2,-3,3,-2,1
16764,4,-3,3,-2,-1,-1,1
16765,-1,4,-3,3,-1,-2,5
16766,3,-2,-1,3,0,-3,4
16767,0,1,-1,2,-3,3,4
16768,1,2,-3,1,2,-2,3
16770,2,-1,1,-1,1,-1,1
16771,3,-2,2,-3,0,3,1
16772,-1,1,-1,1,-1,1,0
16773,0,0,4,-3,-1,0,2
16774,-3,3,-2,2,-3,3,5
16775,0,4,-3,-1,4,-3,3
16776,0,0,-1,0,4,-3,3
16777,1,0,1,-3,3,-1,3
16778,-3,3,-3,3,-3,-1,5
16779,-3,-1,4,0,-1,-2,2
16780,2,1,-2,1,-1,2,4
16781,0,4,-3,3,0,-2,5
16782,-1,-2,2,-2,-1,0,2
16783,0,0,1,-2,1,2,2
16784,3,-3,3,-3,3,-2,1
16785,0,0,0,0,0,0,0
16786,-1,0,0,0,0,0,0
16787,0,1,-1,2,-2,2,4
16788,-3,-1,0,0,4,-3,3
16790,-1,2,-2,0,-1,3,5
16791,1,-3,3,0,-2,-1,2
16792,4,-3,-1,0,0,4,1
16793,0,0,0,4,-3,-1,4
16794,4,0,-1,-2,-1,0,1
16795,-3,3,-3,3,-1,-2,5
16796,3,-1,0,-2,3,-3,1
16797,3,-3,0,3,-2,1,4
16798,-2,2,-2,1,-1,-1,5
16799,-2,2,-2,2,1,-3,5
16800,-2,2,0,0,-1,0,0
16801,3,-3,2,-1,-1,3,1
16802,-1,2,1,-3,3,-2,3
16803,-1,0,4,-3,2,0,2
16804,-1,1,1,1,-2,1,0
16805,-1,3,0,-2,0,0,3
16806,0,1,-2,3,-3,3,4
16807,1,-1,-1,2,0,0,4
16808,-1,0,3,-2,1,1,2
16809,0,-1,4,-3,0,1,2
16810,3,-2,1,-2,3,-2,1
16811,0,-1,-1,2,0,-2,4
16812,-1,0,0,0,1,0,0
16813,-2,-1,3,-3,3,-3,2
16814,-1,-1,2,0,-2,3,0
16815,4,-3,0,-1,0,4,1
16816,-3,3,-2,-1,3,-1,3
16817,0,0,0,0,0,0,0
16818,0,0,0,0,4,-3,3
16819,2,0,-1,1,0,0,0
16820,-1,0,4,-2,-1,3,2
16822,3,-3,3,-3,3,-3,1
16824,1,1,-2,3,-1,0,4
16825,-3,-1,0,0,0,0,0
16826,-3,3,-3,0,3,-3,3
16827,1,-1,0,0,2,-2,0
16828,3,-1,-1,2,-3,0,4
16829,-1,0,4,-3,3,-1,2
16830,0,4,-3,3,0,-3,5
16831,2,0,-2,1,2,-2,0
16832,0,-3,1,1,-2,3,4
16833,0,0,0,0,4,-3,3
16834,-3,3,-3,3,-1,-2,5
16835,3,-2,-1,3,0,-3,4
16836,0,0,3,-2,-1,-1,2
16838,-1,2,-3,1,0,1,5
16839,-2,1,-1,1,-1,0,5
16840,-3,3,-3,3,-1,-2,5
16841,-2,2,0,0,1,-1,3
16842,0,0,0,0,0,0,0
16843,-3,3,-2,1,-1,1,5
16844,0,0,0,0,0,0,0
16845,0,4,-3,-1,4,-3,3
16846,0,-2,0,0,1,-2,0
16847,0,-2,3,-1,0,-1,2
16848,1,-2,0,1,-1,1,4
16849,-1,1,-2,2,-1,0,5
16850,-1,-1,1,-1,1,0,0
16851,-1,0,0,0,0,0,0
16852,0,0,0,0,4,-1,3
16853,-3,3,-2,-1,-1,4,5
16854,4,-3,-1,0,0,0,1
16855,-2,-1,3,-3,1,0,2
16856,0,2,-1,-1,0,1,0
16858,0,0,-3,3,-1,-1,4
16859,0,3,0,-1,-1,1,0
16860,2,0,-2,3,0,-3,4
16861,-1,1,-1,2,-3,3,5
16862,-1,2,1,-2,1,0,3
16863,2,-1,1,-3,3,-2,1
16864,0,-1,0,-2,3,-1,3
16865,0,0,0,0,0,0,0
16866,0,4,0,0,-3,1,5
16867,0,4,0,-3,-1,4,0
16868,-3,3,-3,3,-3,3,5
16869,0,2,-2,0,0,2,5
16870,2,-3,2,0,-2,3,1
16871,-3,-1,4,-3,0,-1,2
16872,0,0,0,0,0,0,0
16873,-2,2,-2,3,-1,0,5
16874,0,3,0,-2,-1,1,0
16875,3,-1,1,-2,-1,3,1
16876,0,0,0,0,0,0,0
16877,3,-1,1,-3,2,0,1
16878,-1,1,2,-3,2,-1,2
16879,-1,0,-1,-1,3,-3,3
16880,3,-3,2,0,-2,0,1
16881,4,0,-3,2,-2,3,4
16882,0,-3,3,-3,3,-1,2
16883,1,-1,-1,2,-3,1,4
16884,-3,2,0,-2,3,-3,3
16885,-3,3,-3,0,3,-3,3
16886,0,0,0,4,-3,-1,4
16887,-1,-1,3,-1,0,0,2
16888,-2,2,-1,1,-2,3,5
16889,-2,1,-2,3,-1,0,5
16890,0,-2,3,-2,0,-1,2
16891,-3,3,-2,0,0,1,5
16892,0,0,0,0,0,0,0
16893,0,0,0,0,0,0,0
16894,0,0,0,4,-3,-1,4
16895,-2,3,0,-3,0,3,3
16896,0,0,4,-1,1,-3,2
16897,0,0,0,4,0,-3,4
16898,0,-3,0,3,-3,3,4
16899,-1,2,-2,0,-1,0,5
16900,-1,-2,3,-3,-1,4,2
16901,0,0,0,0,0,0,0
16902,0,0,0,0,4,-3,3
16903,0,-3,3,-3,3,-2,2
16904,-3,3,0,-3,3,0,3
16905,1,-3,1,0,1,0,1
16906,0,0,4,-1,1,0,2
16907,0,1,-3,3,-3,3,4
16908,-2,2,0,1,-1,-1,5
16909,3,-2,-1,-1,4,-3,1
16910,-1,0,0,4,-3,-1,4
16911,1,2,-3,1,1,-2,5
16912,1,-3,3,-3,3,-3,2
16913,3,0,0,-3,2,-2,1
16914,2,-2,1,-1,1,-2,1
16915,0,0,0,4,-3,3,4
16916,-2,3,0,-3,2,0,3
16917,-1,-2,3,-3,2,-2,2
16918,1,0,0,-1,-1,3,0
16919,4,-1,-2,-1,4,0,1
16920,1,-1,2,-2,0,1,2
16921,2,-2,-1,3,0,-2,4
16922,-3,0,-1,0,4,-2,3
16923,3,-2,1,0,-2,0,1
16924,0,3,-2,1,0,0,5
16925,0,0,0,4,-3,3,4
16926,3,0,-3,1,-1,3,4
16927,0,0,0,0,0,0,0
16928,-1,0,0,0,0,0,0
16929,-2,2,0,-2,3,-1,3
16930,-3,3,-2,0,0,-1,5
16931,4,-3,0,3,-3,-1,4
16932,-1,0,0,0,0,4,0
16933,0,0,0,2,-3,3,4
16934,2,-3,1,-1,-1,4,1
16936,3,-2,2,-3,0,2,1
16937,0,-3,2,1,-3,3,4
16938,0,1,-2,2,0,-2,5
16939,4,-3,-1,0,4,-3,1
16940,0,0,0,0,0,0,0
16941,0,0,-2,1,0,0,0
16942,1,-2,2,0,-1,0,1
16943,2,0,0,-2,3,-3,3
16944,0,-3,-1,0,0,4,0
16945,3,-3,3,-2,-1,-1,1
16946,-1,4,0,-1,-2,0,5
16947,0,3,-3,3,-3,0,5
16948,0,4,-3,-1,0,0,5
16949,0,-1,1,0,-2,2,0
16950,-3,0,3,-3,1,1,2
16951,-3,0,3,0,-2,-1,2
16953,3,-2,0,0,-1,3,1
16954,0,0,4,-3,-1,0,2
16955,0,0,0,0,0,4,0
16956,-3,0,-1,4,-3,-1,4
16957,-3,-1,0,0,0,0,0
16958,-3,3,-1,-1,-1,0,5
16959,-3,1,1,-2,3,-2,3
16960,-2,0,1,-1,1,1,0
16961,0,1,0,1,-3,3,0
16962,-2,3,-3,3,-3,3,5
16963,-3,0,3,-3,2,-2,2
16964,3,-3,-1,4,0,-3,4
16965,2,-1,0,-1,2,-3,1
16966,0,0,4,-3,-1,0,2
16967,1,-1,1,-3,2,-2,1
16968,-3,2,-2,-1,4,0,3
16969,4,-3,-1,0,0,0,1
16970,0,4,-1,1,-3,-1,5
16971,-1,0,0,0,4,-3,3
16972,1,-1,1,0,-1,2,0
16973,0,-3,-1,0,0,0,0
16974,-3,2,0,0,-2,3,5
16975,0,-1,0,1,0,0,0
16976,1,1,-1,2,-2,0,4
16977,4,-3,-1,4,-3,0,4
16978,-1,0,1,-1,1,0,0
16979,3,-3,1,0,2,-2,1
16980,-1,-2,-1,0,0,0,0
16981,-1,-1,3,-2,2,-2,2
16982,0,0,4,-3,-1,0,2
16983,0,1,-3,2,-1,1,5
16984,0,4,-3,3,0,-3,5
16985,-2,2,-3,1,2,-2,3
16986,1,-2,1,-1,1,0,1
16987,-1,0,0,4,-3,-1,4
16988,0,0,0,0,0,0,0
16989,0,4,-2,-1,-1,4,5
16990,0,-2,3,-1,-1,-1,2
16991,4,-3,0,3,-3,3,4
16993,0,0,4,-1,1,-3,2
16994,0,3,-3,-1,4,-2,3
16995,3,-1,-1,1,1,-2,1
16996,-1,-1,-1,0,3,0,3
16997,-3,-1,0,0,0,0,0
16998,-1,0,4,-2,-1,-1,2
16999,-2,3,-1,-1,1,-1,3
