CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_중가_clust_id
16292,-3,3,-3,3,-2,-1,3
16293,4,-3,3,-3,-1,4,1
16294,0,0,4,-3,-1,0,5
16295,0,0,0,0,0,0,0
16296,-1,0,-1,2,-2,-1,4
16297,1,-2,3,-2,-1,3,5
16298,0,0,0,0,0,0,0
16299,4,-3,-1,0,0,0,1
16300,4,0,-3,0,3,0,1
16301,0,0,4,-3,-1,0,5
16302,-3,-1,4,-3,-1,4,5
16303,4,-1,-2,3,-3,-1,4
16304,-2,-1,3,-3,3,-1,5
16305,0,4,-3,-1,0,0,3
16306,-1,-2,3,-2,2,-3,5
16307,0,0,0,4,-3,-1,4
16308,0,0,0,0,4,-2,2
16310,0,0,0,0,4,-3,2
16311,0,0,0,0,4,-3,2
16312,0,4,-3,-1,0,0,3
16313,0,0,0,0,0,0,0
16314,4,-3,-1,4,-3,-1,4
16315,0,0,0,0,0,0,0
16316,0,0,0,0,0,4,0
16317,-2,1,-2,-1,4,-3,2
16318,1,0,-1,1,0,-1,0
16319,0,0,0,0,0,0,0
16320,0,4,-3,-1,0,0,3
16321,0,0,0,0,4,-3,2
16322,-3,-1,0,0,0,0,0
16323,0,0,0,0,0,0,0
16324,0,1,-1,1,-2,3,0
16325,-2,-1,3,-3,-1,4,5
16326,1,-1,3,-3,3,-1,5
16327,-1,4,-3,-1,4,-1,2
16328,0,4,-3,-1,0,0,3
16329,0,0,0,0,0,0,0
16330,3,-1,-1,0,0,2,1
16331,0,0,0,0,0,0,0
16332,0,0,0,0,0,0,0
16333,-1,4,-3,-1,0,0,3
16334,0,0,0,0,0,0,0
16336,4,-3,-1,0,0,0,1
16337,-2,-1,-1,0,0,0,0
16338,0,0,0,0,0,0,0
16339,3,-3,-1,0,0,0,1
16340,0,0,0,0,0,0,0
16341,1,-3,3,-1,-1,-1,5
16342,-2,-1,3,-2,-1,-1,5
16343,0,0,0,4,-2,-1,4
16344,0,0,0,0,0,0,0
16345,0,0,0,4,-3,-1,4
16346,-3,-1,0,0,4,-3,2
16347,1,0,1,-2,-1,4,0
16348,4,-3,-1,0,0,0,1
16349,0,0,0,0,0,0,0
16350,0,0,0,0,0,0,0
16352,0,0,0,0,0,0,0
16353,-3,-1,4,-3,-1,4,5
16354,0,0,4,-3,-1,0,5
16355,0,0,0,0,0,0,0
16356,-3,-1,0,0,0,0,0
16357,0,0,0,0,0,0,0
16358,4,-3,-1,0,0,0,1
16359,-3,3,0,-3,3,-3,2
16360,0,0,0,0,0,0,0
16361,0,0,4,-1,-2,-1,5
16362,-1,0,0,0,0,0,0
16363,0,0,0,0,0,0,0
16364,0,0,0,0,0,0,0
16365,0,0,0,0,0,0,0
16367,-1,0,0,0,0,0,0
16368,0,0,0,0,0,0,0
16369,0,0,0,4,-3,-1,4
16370,3,-3,3,-3,1,-1,1
16371,0,-1,0,4,-3,3,4
16372,-1,-2,-1,4,-3,-1,4
16373,0,0,0,0,0,0,0
16375,-2,1,-2,3,0,0,3
16376,0,0,0,0,0,0,0
16377,4,-3,-1,4,-2,-1,4
16378,-1,0,0,0,0,0,0
16379,-1,0,4,-3,-1,0,5
16380,0,4,-1,-1,-1,-1,3
16381,0,0,4,-3,-1,0,5
16382,-1,4,-3,-1,4,-3,2
16383,0,-1,1,0,-1,1,0
16384,-2,-1,3,-2,1,-2,5
16385,-1,4,0,-2,0,2,3
16386,0,0,0,0,0,0,0
16388,0,0,0,4,-1,0,4
16389,0,0,0,0,0,0,0
16390,4,-3,-1,0,4,-3,1
16391,-3,-1,0,0,0,0,0
16392,4,-3,-1,0,0,0,1
16393,2,-3,3,-3,3,0,1
16394,0,4,-3,-1,0,0,3
16395,0,0,0,0,0,0,0
16396,0,0,0,0,0,0,0
16397,0,0,0,0,0,0,0
16398,3,-3,-1,0,0,0,1
16399,0,0,0,0,0,0,0
16400,0,4,-3,-1,0,0,3
16401,0,-2,3,-2,0,0,5
16402,-3,-1,0,0,4,-3,2
16403,0,0,0,0,0,0,0
16404,0,0,0,0,0,0,0
16405,-1,2,1,-2,2,-2,2
16406,2,-1,-1,2,-2,3,4
16407,-3,3,-3,-1,4,-3,2
16408,-1,-1,3,-1,-2,2,5
16409,0,0,0,0,0,0,0
16410,0,0,0,4,-2,-1,4
16411,-1,0,0,4,-3,-1,4
16412,0,0,0,0,0,0,0
16413,-2,0,3,-2,-1,3,5
16414,0,0,0,0,0,0,0
16415,0,0,0,0,4,-3,2
16416,0,0,0,0,0,0,0
16417,-3,-1,0,4,-3,-1,4
16418,0,0,0,0,0,0,0
16419,0,0,0,0,0,4,0
16420,0,0,0,0,0,0,0
16421,3,-1,-1,-1,-1,4,1
16422,-2,-1,-1,4,-3,0,4
16423,0,0,0,1,-2,3,0
16424,0,4,-3,-1,0,0,3
16425,-3,-1,0,0,0,0,0
16426,0,0,0,0,0,0,0
16427,0,4,-3,3,-1,-2,3
16428,3,-3,3,-2,-1,3,1
16429,0,0,0,0,0,0,0
16430,0,0,0,0,0,0,0
16431,0,0,0,0,0,4,0
16432,0,0,0,0,0,0,0
16433,0,0,0,0,0,0,0
16434,0,0,4,-3,-1,0,5
16435,4,-1,-2,-1,0,0,1
16436,0,0,0,4,0,-3,4
16437,0,0,0,0,0,0,0
16438,0,0,0,4,-3,-1,4
16439,-2,3,-2,0,1,-2,3
16440,0,4,-3,-1,4,0,2
16441,3,-2,1,0,-1,1,1
16442,0,4,-3,-1,0,4,3
16443,0,0,4,-3,-1,0,5
16444,-1,0,0,0,0,0,0
16445,0,0,0,0,0,0,0
16446,-3,3,-3,-1,4,-3,2
16447,0,4,-3,-1,4,-3,2
16448,-3,3,-1,-1,-1,3,3
16449,3,-2,-1,3,0,-2,4
16450,0,4,-3,3,-2,-1,3
16451,-1,3,-1,-1,0,0,3
16452,-3,3,0,-2,0,-1,3
16453,-3,-1,0,4,-3,3,4
16454,0,0,0,0,0,0,0
16455,0,0,0,0,0,0,0
16456,4,-3,0,3,-3,-1,4
16457,3,-3,-1,4,-3,3,4
16458,3,-3,-1,0,4,-3,1
16459,0,0,0,0,0,0,0
16460,0,0,0,0,0,0,0
16461,-1,-1,3,0,-3,3,5
16463,0,0,0,4,-3,-1,4
16464,4,-3,3,-1,-2,3,1
16465,-3,3,-3,-1,4,-3,2
16466,0,0,0,0,0,0,0
16467,4,-1,-1,-1,-1,4,1
16468,-3,-1,0,0,4,-3,2
16469,0,0,0,0,0,0,0
16471,0,0,0,0,0,0,0
16472,4,-3,-1,0,0,0,1
16473,0,0,0,0,0,0,0
16474,-1,-1,0,0,0,0,0
16475,-1,0,0,0,0,0,0
16476,4,-1,-2,1,-1,-1,1
16477,0,0,0,0,4,-3,2
16478,0,0,0,0,4,-3,2
16479,0,0,0,0,0,4,0
16480,0,0,0,0,0,0,0
16481,2,-3,3,-2,0,1,1
16482,0,0,0,0,0,0,0
16483,-3,0,-1,0,0,0,0
16484,-1,0,0,0,0,0,0
16485,0,0,0,0,0,0,0
16486,0,0,0,0,0,0,0
16487,-3,3,-1,-1,0,-1,3
16488,0,0,0,0,0,0,0
16489,-1,-2,-1,0,4,-3,2
16490,-2,0,2,-3,2,-2,5
16491,0,0,0,0,0,4,0
16492,0,0,0,0,4,-3,2
16493,-2,3,-2,0,-1,2,3
16494,-1,0,4,-1,-2,3,5
16495,0,0,0,0,0,0,0
16497,0,-1,0,0,0,0,0
16498,0,0,0,0,0,0,0
16499,0,-2,3,-3,3,-2,5
16500,0,4,-3,3,-1,-2,3
16501,0,0,0,0,0,0,0
16502,0,0,0,0,0,0,0
16503,0,-1,4,0,-2,-1,5
16504,0,0,0,0,0,0,0
16505,4,-2,1,-2,3,-2,1
16506,-2,3,-3,2,-1,-1,3
16507,0,0,0,4,-3,-1,4
16508,0,0,0,4,-3,-1,4
16509,3,-3,3,-2,-1,-1,1
16510,0,0,0,0,0,0,0
16511,0,0,0,0,0,0,0
16512,-1,0,0,0,4,-3,2
16513,-1,0,0,-1,4,-3,2
16514,0,0,0,0,0,0,0
16515,0,4,-3,-1,4,-3,2
16516,-2,2,-3,3,-3,3,3
16517,4,0,-3,-1,0,4,1
16518,3,0,-3,-1,0,0,1
16519,0,0,4,-2,1,-2,5
16520,-2,3,-3,-1,0,0,3
16521,0,0,0,0,0,0,0
16522,0,0,4,-3,-1,0,5
16523,0,4,-3,3,-3,3,3
16524,0,0,0,0,0,0,0
16525,-1,-2,-1,0,0,0,0
16526,4,-1,-1,-1,2,1,1
16527,0,0,0,0,4,-3,2
16528,-1,4,0,-2,-1,3,3
16530,0,0,0,0,4,-3,2
16531,0,0,0,0,0,0,0
16532,-3,3,0,-2,-1,3,3
16533,-2,0,-1,4,-3,0,4
16534,0,0,0,0,4,-3,2
16535,1,-2,-1,0,4,-2,2
16536,-1,3,-3,3,-1,0,3
16537,0,0,0,4,-1,-2,4
16538,4,-3,-1,4,-3,3,4
16539,3,-3,-1,0,0,0,1
16541,0,0,0,0,4,-3,2
16542,-1,0,1,-1,1,-2,0
16543,0,0,0,4,-3,3,4
16544,3,-3,-1,0,4,-3,1
16545,-1,0,0,0,0,0,0
16546,-3,3,-1,-2,3,-2,2
16547,-2,3,0,-2,-1,-1,3
16548,0,0,0,0,0,0,0
16549,-3,3,-3,3,0,-3,3
16550,0,0,0,0,0,0,0
16551,0,0,0,4,-3,-1,4
16552,-3,3,0,-3,3,-3,2
16553,4,-3,-1,0,0,0,1
16554,0,4,-3,3,0,-3,3
16555,-3,-1,4,-3,-1,4,5
16556,0,0,0,0,0,0,0
16557,3,-3,-1,4,-3,2,4
16558,0,0,0,0,4,-3,2
16559,1,-2,3,-1,-2,3,5
16560,0,0,0,0,0,0,0
16561,0,0,0,0,0,4,0
16562,0,0,0,0,4,-3,2
16563,0,0,0,0,0,4,0
16564,-1,0,2,-2,0,-1,5
16565,-1,1,-2,1,2,-2,2
16566,0,4,-3,-1,4,-3,2
16567,0,0,0,0,0,4,0
16568,-3,3,-3,1,1,0,3
16569,0,0,0,0,0,0,0
16570,-1,-2,-1,0,0,0,0
16571,0,0,0,0,0,0,0
16572,0,3,-3,-1,0,0,3
16573,0,0,0,0,0,0,0
16574,0,4,-3,-1,4,-3,2
16576,0,0,0,0,0,0,0
16577,0,0,0,0,0,0,0
16578,0,0,0,0,0,4,0
16579,0,-1,0,4,-3,-1,4
16580,3,-3,3,-3,3,-3,1
16581,-1,0,0,0,0,0,0
16582,4,-3,3,-3,3,-3,1
16583,0,0,0,0,0,0,0
16584,-3,0,-1,0,4,-1,2
16585,0,0,0,0,0,0,0
16586,4,-3,-1,0,0,0,1
16587,-1,0,0,0,0,0,0
16588,0,4,-3,-1,0,0,3
16589,-3,-1,0,0,0,0,0
16590,4,-2,-1,-1,0,0,1
16591,-1,3,-2,0,1,-1,3
16592,0,0,0,0,0,0,0
16593,0,4,-3,3,-3,-1,3
16594,0,0,0,0,0,0,0
16595,4,-2,-1,-1,0,0,1
16596,0,0,0,0,0,0,0
16597,0,0,0,4,-3,-1,4
16598,4,-3,-1,0,0,0,1
16599,4,-3,-1,4,0,-2,4
16601,0,0,0,0,0,0,0
16602,0,4,-3,3,-1,-2,3
16603,0,0,0,0,0,0,0
16604,0,0,0,0,0,0,0
16605,0,0,0,0,0,0,0
16606,-1,0,0,0,0,0,0
16607,-2,1,0,0,-1,-1,0
16608,1,-3,1,2,-3,3,4
16609,-1,0,0,0,-1,0,0
16610,-3,-1,0,0,0,4,0
16611,0,0,0,0,0,0,0
16612,-1,-1,4,-3,3,-2,5
16613,0,0,0,0,0,4,0
16614,-3,3,0,-2,-1,3,3
16616,0,0,0,0,0,0,0
16617,4,-3,-1,4,-3,-1,4
16618,0,0,4,-3,-1,0,5
16619,4,-3,-1,0,0,0,1
16620,-1,0,0,0,0,0,0
16621,0,0,0,4,-3,-1,4
16622,0,0,0,0,0,0,0
16623,-1,-2,0,3,-2,1,4
16624,-3,-1,4,-3,0,-1,5
16625,0,0,4,-3,3,-3,5
16626,0,0,0,0,0,0,0
16627,0,0,0,0,0,0,0
16628,-1,3,-3,3,-2,-1,3
16629,0,-1,1,-2,3,-1,2
16630,3,-3,3,-1,-2,2,1
16631,0,0,0,4,-3,-1,4
16632,0,0,0,0,0,4,0
16633,-2,2,-3,-1,4,-3,2
16634,0,-2,3,-1,-1,0,5
16635,0,0,-2,3,-1,-2,4
16636,0,4,-2,1,-2,0,3
16637,-3,-1,0,4,-3,-1,4
16638,0,0,0,0,0,0,0
16639,0,-1,0,0,-1,-1,0
16640,-2,3,-3,-1,0,0,3
16641,0,0,0,0,0,0,0
16643,0,0,0,0,4,-3,2
16644,4,-3,-1,0,0,0,1
16645,-1,0,0,0,0,0,0
16646,-3,3,-3,-1,0,0,3
16647,0,0,0,0,0,4,0
16648,0,0,0,0,0,0,0
16649,4,-3,-1,4,0,-3,4
16650,-1,0,0,0,0,0,0
16651,0,0,0,4,-3,-1,4
16652,-2,-1,-1,0,4,-2,2
16653,0,0,0,0,0,0,0
16654,0,4,-3,-1,0,0,3
16655,-1,0,0,4,-3,-1,4
16656,0,0,3,-3,3,-3,5
16657,-1,-1,0,0,4,-2,2
16658,4,-3,-1,0,4,-3,1
16659,3,-2,-1,-1,4,-1,1
16660,-3,-1,4,-3,-1,0,5
16661,3,-2,-1,-1,4,-2,1
16663,-1,4,-3,-1,0,4,3
16665,0,4,-3,3,-3,-1,3
16666,0,0,0,0,0,0,0
16667,3,0,-2,1,0,-1,1
16668,-1,0,4,-3,0,3,5
16669,-3,3,-3,3,-2,-1,3
16670,0,0,0,0,0,0,0
16671,0,0,0,0,0,0,0
16672,-3,3,-3,3,-1,-2,3
16673,0,0,0,0,4,-3,2
16674,0,0,0,0,0,0,0
16675,0,0,0,0,4,-3,2
16676,3,-3,3,-3,3,-3,1
16677,3,-1,-2,-1,0,4,1
16678,0,0,0,0,0,0,0
16679,-1,4,-3,3,-2,-1,3
16680,0,0,0,4,-3,-1,4
16681,0,0,4,-3,-1,4,5
16682,-1,-1,0,0,4,-3,2
16683,0,0,0,4,-3,-1,4
16684,0,0,0,4,-3,-1,4
16685,0,0,0,0,0,0,0
16686,0,0,0,0,0,0,0
16687,0,0,0,0,0,0,0
16688,0,0,0,4,-3,3,4
16689,-3,-1,0,0,0,0,0
16690,4,-3,-1,0,0,4,1
16691,-3,-1,0,0,0,0,0
16692,0,0,0,4,-3,-1,4
16693,0,3,0,-2,-1,-1,3
16694,-3,-1,4,-3,-1,0,5
16695,0,4,-1,0,-2,3,3
16696,3,-2,-1,3,-2,1,4
16697,0,4,-3,3,-2,1,3
16698,-3,3,-3,-1,0,0,3
16699,-1,-1,0,3,0,-3,4
16700,-1,0,0,0,0,0,0
16701,4,-3,3,-3,0,-1,1
16702,0,0,0,0,0,0,0
16703,0,0,4,-3,3,-3,5
16704,3,-3,2,-2,3,-2,1
16705,0,4,-3,3,-2,0,3
16706,-1,-1,1,0,0,-2,0
16707,-3,3,-3,3,-3,-1,3
16709,0,0,0,0,4,-2,2
16710,0,0,0,0,0,4,0
16711,0,0,0,0,0,0,0
16712,-1,0,0,0,0,0,0
16713,3,-3,-1,0,0,4,1
16714,0,0,0,0,0,0,0
16715,0,0,0,0,0,0,0
16717,0,0,0,0,0,0,0
16718,0,0,0,0,0,4,0
16719,0,0,0,0,0,0,0
16720,0,0,0,0,0,0,0
16721,-1,3,-3,3,-2,1,3
16723,4,-3,-1,0,0,0,1
16724,-1,3,-3,3,-3,3,3
16725,0,0,0,4,-3,-1,4
16726,0,0,0,0,0,0,0
16727,0,0,0,0,0,0,0
16728,0,0,0,4,-3,-1,4
16729,-3,-1,0,0,0,0,0
16730,0,0,4,-3,-1,0,5
16731,-1,-1,0,2,-1,-2,0
16732,3,-3,-1,0,4,-1,1
16733,-1,-2,3,-2,-1,-1,5
16734,0,0,0,0,0,0,0
16735,0,0,0,0,0,4,0
16736,4,-3,-1,4,-3,-1,4
16737,0,0,0,0,0,0,0
16739,0,0,-1,-1,0,4,0
16740,0,4,-3,-1,4,-3,2
16741,0,0,0,0,0,0,0
16742,0,0,0,0,0,0,0
16743,-1,-1,3,-3,-1,4,5
16744,0,-1,0,-1,1,-1,0
16745,0,0,0,0,4,-3,2
16746,0,0,0,0,0,0,0
16747,4,-3,-1,0,0,0,1
16748,0,0,0,0,0,0,0
16749,-3,3,-3,3,-3,3,3
16750,-3,3,0,-1,-1,-1,3
16751,0,0,0,0,0,0,0
16752,0,0,0,0,0,0,0
16753,0,0,0,4,-3,-1,4
16754,0,0,0,0,0,0,0
16756,0,0,4,-3,-1,0,5
16757,-3,-1,0,0,0,0,0
16758,-3,2,0,-2,-1,0,0
16759,0,0,4,-3,-1,0,5
16760,0,0,0,0,0,0,0
16761,-1,0,4,-2,1,-2,5
16762,-2,-1,4,-3,3,-3,5
16763,0,0,0,0,4,-3,2
16764,0,0,0,0,0,0,0
16765,0,0,0,0,0,0,0
16766,0,4,-3,-1,0,0,3
16767,-1,1,-2,-1,0,4,0
16768,0,0,0,0,0,4,0
16770,0,0,0,0,0,0,0
16771,0,0,0,0,0,0,0
16772,-2,0,3,-3,3,-3,5
16773,0,0,4,-3,-1,0,5
16774,0,0,0,0,0,0,0
16775,4,-3,-1,0,4,-3,1
16776,-1,4,-3,-1,4,-3,2
16777,4,-3,-1,0,0,4,1
16778,0,0,0,0,0,0,0
16779,-1,-2,3,-1,-2,3,5
16780,0,0,0,0,0,0,0
16781,3,-3,-1,4,-3,-1,4
16782,4,-3,-1,4,-3,-1,4
16783,-1,0,0,0,0,0,0
16784,0,0,0,4,-1,-1,4
16785,-2,2,0,-3,3,-3,2
16786,1,-1,0,2,-3,2,4
16787,4,-3,-1,0,0,4,1
16788,-1,3,-3,-1,4,-3,2
16790,0,0,0,4,-3,3,4
16791,-3,-1,0,4,-3,-1,4
16792,-2,1,-2,3,-1,-2,3
16793,0,0,0,0,0,0,0
16794,3,-3,1,2,-2,-1,1
16795,-3,-1,4,-3,-1,4,5
16796,0,0,0,0,0,0,0
16797,0,0,0,0,0,0,0
16798,-1,0,4,-3,3,-3,5
16799,4,-3,-1,0,0,0,1
16800,-3,-1,0,4,-3,3,4
16801,-1,4,-2,2,-1,-2,3
16802,-1,0,0,0,0,0,0
16803,0,0,0,0,0,0,0
16804,0,0,0,0,0,4,0
16805,0,4,-3,3,-3,0,3
16806,0,0,0,0,0,0,0
16807,0,0,0,0,0,0,0
16808,0,0,0,0,4,-3,2
16809,-1,-2,3,-3,-1,0,5
16810,0,0,0,0,0,0,0
16811,0,0,0,0,0,0,0
16812,0,0,0,4,0,-3,4
16813,0,0,0,0,0,0,0
16814,-1,0,0,0,4,-2,2
16815,0,0,0,0,4,0,2
16816,0,0,0,4,-3,-1,4
16817,-3,-1,0,4,-3,3,4
16818,3,-3,-1,0,0,0,1
16819,0,0,0,0,0,0,0
16820,0,0,0,0,0,0,0
16822,0,0,4,0,-2,-1,5
16824,-1,-2,-1,0,0,0,0
16825,0,4,-1,-1,-1,-1,3
16826,0,0,0,4,-2,-1,4
16827,0,0,4,-3,-1,0,5
16828,0,0,0,0,0,0,0
16829,-3,0,-1,4,-3,3,4
16830,-1,-1,-1,4,-1,-2,4
16831,0,4,-3,-1,4,-3,2
16832,0,0,4,-3,-1,0,5
16833,-1,-1,4,0,-1,-1,5
16834,0,0,0,0,0,0,0
16835,0,0,0,0,0,0,0
16836,0,0,4,-3,3,-3,5
16838,-1,0,0,0,4,-3,2
16839,0,0,0,0,0,0,0
16840,0,0,0,0,0,0,0
16841,0,0,0,0,0,0,0
16842,-1,-1,0,-1,0,0,0
16843,-3,-1,0,0,0,0,0
16844,-3,3,-1,-1,-1,2,3
16845,0,0,0,0,0,4,0
16846,0,0,0,0,0,0,0
16847,0,3,0,-3,2,0,2
16848,0,0,0,0,0,0,0
16849,4,-3,-1,0,0,0,1
16850,0,4,-3,-1,0,0,3
16851,4,-3,0,3,-3,0,4
16852,2,-2,1,-1,-1,2,1
16853,-1,-1,0,2,-1,0,0
16854,0,0,0,0,0,0,0
16855,4,-3,-1,0,0,0,1
16856,4,-3,3,-3,3,-3,1
16858,0,0,0,0,0,0,0
16859,0,0,0,0,4,-3,2
16860,-1,0,0,0,0,0,0
16861,0,4,-3,3,-3,3,3
16862,-1,0,4,-3,-1,0,5
16863,-2,-1,3,-3,3,-3,5
16864,0,0,0,0,4,-2,2
16865,-1,4,-3,-1,4,-2,2
16866,0,0,0,0,0,0,0
16867,0,0,0,0,0,0,0
16868,0,0,0,0,0,0,0
16869,4,-3,-1,0,0,0,1
16870,0,0,0,0,0,0,0
16871,0,0,4,-3,2,-2,5
16872,-3,3,-3,3,-3,3,3
16873,0,0,0,0,0,0,0
16874,4,-3,-1,0,0,4,1
16875,0,4,0,-3,-1,4,3
16876,-3,3,-2,1,-1,1,3
16877,0,4,-3,3,-3,-1,3
16878,4,-3,-1,0,0,0,1
16879,0,0,0,0,4,-3,2
16880,-1,0,4,-3,-1,0,5
16881,0,0,0,0,0,0,0
16882,0,0,0,0,0,0,0
16883,0,0,0,0,0,0,0
16884,-3,3,-3,2,0,0,3
16885,0,0,0,0,0,4,0
16886,-2,3,-3,3,-3,3,3
16887,3,-3,3,-3,3,-2,1
16888,0,0,0,0,4,-3,2
16889,-1,4,-3,3,-3,-1,3
16890,-1,-1,-1,3,-3,0,4
16891,0,0,0,0,0,0,0
16892,0,3,-1,-2,0,3,3
16893,0,0,0,0,0,0,0
16894,-3,-1,0,0,0,0,0
16895,-1,0,4,-3,-1,0,5
16896,0,-3,-1,4,-3,3,4
16897,0,0,0,0,0,0,0
16898,0,0,0,0,4,-3,2
16899,-2,-1,4,-3,-1,0,5
16900,0,4,0,-3,-1,0,3
16901,0,0,0,0,0,0,0
16902,0,0,4,-3,-1,0,5
16903,0,0,0,0,0,0,0
16904,0,0,0,0,0,0,0
16905,0,0,4,-3,-1,0,5
16906,0,0,0,0,0,0,0
16907,0,4,-3,-1,0,0,3
16908,4,-3,-1,0,0,0,1
16909,0,0,0,0,0,0,0
16910,4,-3,-1,4,-3,1,4
16911,-3,-1,0,0,0,0,0
16912,0,0,0,0,0,0,0
16913,-3,-1,0,0,0,4,0
16914,0,0,0,4,-3,-1,4
16915,0,0,4,-3,-1,0,5
16916,-3,-1,0,0,0,4,0
16917,0,0,0,0,0,0,0
16918,-1,-2,-1,0,4,-3,2
16919,0,0,-1,3,0,-3,4
16920,-3,-1,0,0,0,0,0
16921,4,-2,-1,3,-2,-1,4
16922,0,0,0,0,0,0,0
16923,0,0,0,0,0,0,0
16924,0,0,0,0,0,0,0
16925,1,-2,3,-2,-1,0,5
16926,3,-2,1,-2,3,-3,1
16927,3,0,-2,-1,0,3,1
16928,0,0,0,0,0,0,0
16929,0,0,0,0,0,0,0
16930,0,0,0,0,0,0,0
16931,-1,-2,-1,4,-3,3,4
16932,0,0,0,0,0,0,0
16933,0,0,0,0,0,0,0
16934,0,0,0,0,0,0,0
16936,0,0,0,0,0,0,0
16937,0,0,4,-3,-1,0,5
16938,-3,-1,0,0,0,4,0
16939,-1,0,0,-2,3,-2,2
16940,-3,0,3,-3,-1,4,5
16941,0,0,0,4,-3,3,4
16942,0,4,0,-1,-2,-1,3
16943,-2,-1,0,0,0,0,0
16944,0,4,-3,-1,4,-3,2
16945,0,0,0,0,0,0,0
16946,0,0,0,0,0,0,0
16947,-1,0,0,0,4,-2,2
16948,0,-1,-2,3,-3,3,4
16949,-1,0,0,4,-2,-1,4
16950,0,0,0,0,0,0,0
16951,0,0,0,0,0,0,0
16953,0,4,-3,-1,0,0,3
16954,4,-3,-1,4,-3,3,4
16955,-1,-2,2,0,-1,0,0
16956,0,4,-3,-1,0,0,3
16957,0,0,0,0,0,0,0
16958,0,0,0,0,0,0,0
16959,0,0,0,0,0,0,0
16960,-2,-1,-1,0,0,0,0
16961,0,0,0,0,0,4,0
16962,-2,3,0,-1,-1,1,3
16963,0,0,4,-3,-1,0,5
16964,-3,-1,0,0,0,4,0
16965,4,-3,-1,0,0,0,1
16966,-3,-1,0,4,-3,3,4
16967,0,0,0,0,0,4,0
16968,0,2,-2,1,-1,-1,3
16969,0,0,0,0,0,0,0
16970,0,0,0,0,0,0,0
16971,0,0,0,0,0,0,0
16972,-3,3,-1,-2,-1,0,3
16973,-1,1,-3,2,-2,3,3
16974,0,0,0,4,-3,3,4
16975,0,-1,0,0,-2,3,0
16976,-3,3,-3,3,-3,3,3
16977,1,-2,-1,0,0,0,0
16978,-2,-1,-1,0,4,-3,2
16979,4,-3,-1,0,0,0,1
16980,0,4,-3,-1,0,0,3
16981,0,0,0,0,0,0,0
16982,0,0,0,0,0,0,0
16983,0,0,0,0,0,4,0
16984,0,3,-2,1,-1,0,3
16985,4,-1,-2,3,-3,-1,4
16986,0,0,0,0,4,-3,2
16987,-1,3,-3,3,-3,-1,3
16988,-1,-1,0,0,1,-1,0
16989,1,-1,0,1,-2,3,4
16990,-1,2,-2,-1,0,4,3
16991,4,-3,-1,4,-2,-1,4
16993,0,0,0,0,4,-2,2
16994,4,-1,-2,-1,4,-3,1
16995,0,0,0,4,-3,-1,4
16996,-3,3,-3,-1,4,-3,2
16997,0,4,-3,-1,0,0,3
16998,0,0,0,0,0,0,0
16999,0,0,4,-1,-2,-1,5
17001,0,0,0,0,0,0,0
17002,0,0,0,0,0,0,0
17003,0,-2,3,-1,-2,0,5
17004,4,-3,-1,0,0,0,1
17005,0,0,0,4,-3,-1,4
17006,0,0,0,0,0,0,0
17007,1,-1,0,-1,3,-1,2
17008,0,0,0,0,4,-3,2
17009,4,-3,3,-3,-1,0,1
17010,-3,0,3,-1,-2,3,5
17011,0,0,0,0,0,0,0
17012,0,0,0,0,0,0,0
17013,0,0,0,0,0,0,0
17014,0,0,0,0,0,0,0
17015,-1,0,0,0,4,-3,2
17016,0,-1,-1,-1,4,-1,2
17017,0,0,0,0,0,0,0
17018,0,0,4,-3,3,-1,5
17019,-3,3,-3,-1,0,0,3
17020,0,0,0,0,0,0,0
17021,0,0,0,4,-3,3,4
17022,0,0,0,0,0,0,0
17023,0,0,0,0,0,4,0
17024,4,-2,0,-1,-1,4,1
17025,-2,-1,0,4,-3,3,4
17026,0,0,0,-1,0,2,0
17027,-3,-1,0,4,0,-3,4
17028,-2,3,-3,3,-1,-2,3
17029,4,-3,-1,0,0,4,1
17030,0,0,0,0,0,0,0
17031,0,0,0,0,0,0,0
17032,0,0,0,4,-3,3,4
17033,0,0,0,0,0,0,0
17034,0,0,0,0,0,0,0
17035,0,4,-3,3,-3,3,3
17036,2,-3,-1,4,-1,-2,4
17037,1,-2,3,-1,-1,1,5
17038,-1,4,-3,-1,4,-3,2
17039,0,0,0,0,0,0,0
17040,0,0,0,0,0,0,0
17041,-3,-1,0,0,0,0,0
17042,0,0,0,0,0,0,0
17043,1,-3,3,-1,-1,0,5
17044,3,-3,3,-2,-1,3,1
17045,1,-1,-1,0,0,0,0
17046,-1,0,4,-2,0,-1,5
17047,0,0,0,0,0,0,0
17048,0,0,0,0,0,0,0
17049,0,0,0,0,0,0,0
17050,0,4,0,-3,3,-2,2
17051,0,0,0,0,0,0,0
17052,0,0,0,0,0,0,0
17053,0,0,-1,4,-3,1,4
17054,4,-3,-1,0,0,0,1
17055,-1,4,-2,1,0,-1,3
17056,0,0,0,0,0,0,0
17057,0,0,0,4,-3,-1,4
17058,0,0,0,0,0,4,0
17059,-2,1,-1,1,-1,0,0
17060,0,-3,3,-1,-1,-1,5
17061,0,0,4,-1,-2,-1,5
17063,-3,-1,0,0,0,0,0
17064,3,-3,3,-3,3,-3,1
