CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,교육문화_아동_중가_clust_id
15634,-3,3,0,-3,3,-3,3
15635,-1,3,-2,-1,3,0,3
15636,0,0,0,4,-3,3,5
15637,0,0,0,0,0,0,0
15638,-1,0,4,-1,1,-2,4
15639,3,-3,0,3,-3,3,2
15640,-3,0,-1,4,0,-3,5
15641,0,0,0,0,0,0,0
15642,0,0,0,0,0,0,0
15643,0,0,0,0,0,0,0
15644,0,-2,1,2,-2,1,0
15645,0,0,0,4,-3,-1,5
15646,0,4,-3,-1,0,0,3
15647,-1,0,0,0,0,0,0
15648,-1,0,0,0,0,4,0
15649,1,-3,2,1,-1,0,2
15650,0,0,0,0,0,0,0
15651,0,0,0,0,0,0,0
15652,4,-3,3,-3,3,-3,4
15653,-1,4,-3,-1,0,0,3
15654,0,-2,3,0,-2,-1,4
15655,0,0,-1,0,1,0,0
15656,0,-2,-1,3,-3,-1,5
15657,4,0,-3,-1,0,0,2
15658,0,0,0,4,-1,1,5
15659,-3,-1,0,4,-3,-1,5
15660,0,0,0,0,0,4,0
15661,2,1,-1,-1,2,-2,1
15662,1,-1,1,0,-1,0,0
15664,0,0,0,0,0,4,0
15665,2,-3,2,-1,1,-1,4
15666,0,-1,4,-2,-1,3,4
15667,4,-3,2,-2,3,-3,1
15668,0,0,0,0,0,0,0
15669,4,-3,-1,0,0,0,2
15670,2,-3,3,-1,-1,1,4
15671,0,0,0,0,0,0,0
15672,0,0,0,0,0,0,0
15673,0,0,0,0,0,0,0
15675,3,-1,-1,1,0,-1,2
15676,0,0,0,0,0,0,0
15677,0,0,0,0,0,0,0
15678,3,0,0,-3,3,-2,1
15679,0,0,0,0,0,0,0
15680,0,0,0,0,0,0,0
15681,0,0,0,0,0,0,0
15682,3,-2,2,-3,3,-3,1
15683,-2,3,-3,3,-3,3,5
15684,0,4,-3,-1,0,0,3
15685,-3,3,-3,3,-3,3,5
15686,0,0,0,0,0,0,0
15687,1,-1,0,0,1,-1,0
15688,3,-2,-1,2,0,0,2
15689,1,0,1,0,-2,3,0
15690,0,0,0,0,0,0,0
15691,-3,3,-3,3,0,-3,5
15692,1,2,-3,3,-1,-1,5
15693,4,-3,0,3,-3,3,2
15694,4,-3,3,-2,-1,3,4
15695,0,3,-3,3,-3,0,5
15696,-3,-1,0,4,-3,-1,5
15698,0,0,0,0,0,0,0
15699,0,0,1,-2,3,-2,1
15700,0,0,0,0,0,0,0
15701,0,4,-3,-1,0,4,3
15702,-2,0,0,2,-3,2,5
15703,-1,0,0,4,0,-1,5
15704,0,4,-3,-1,0,0,3
15705,4,-3,-1,0,0,0,2
15706,-2,-1,-1,0,0,0,0
15707,-3,3,-3,-1,0,4,3
15708,0,0,0,0,0,0,0
15709,0,4,-3,-1,0,0,3
15710,0,0,0,4,-3,3,5
15711,0,0,0,0,0,0,0
15712,0,0,0,0,0,0,0
15713,0,0,0,0,0,0,0
15714,4,-3,3,-3,-1,0,4
15715,0,0,0,0,0,0,0
15716,-3,-1,4,-3,1,1,4
15717,1,-2,-1,0,3,-1,1
15718,0,0,4,-3,-1,0,4
15719,-3,3,-1,0,-2,2,3
15720,0,0,0,0,0,0,0
15721,0,0,0,0,0,0,0
15722,0,0,0,0,0,4,0
15723,-2,0,2,-2,3,-3,1
15725,0,0,0,0,0,0,0
15726,2,-2,0,3,-3,-1,2
15727,0,2,1,-3,3,-2,1
15728,-1,2,0,-1,-1,3,0
15729,0,0,0,0,0,0,0
15730,0,0,0,0,0,0,0
15731,0,0,0,0,0,0,0
15732,0,0,0,0,0,0,0
15733,0,0,0,0,0,0,0
15734,-3,-1,0,0,0,0,0
15735,0,-1,3,-1,-1,0,4
15736,-1,4,-3,3,0,-3,5
15737,0,0,0,0,0,0,0
15738,-3,3,-3,3,-3,3,5
15739,4,-3,-1,0,4,-3,1
15740,4,-3,-1,4,-3,3,2
15741,1,0,-1,0,2,-2,1
15742,2,1,-3,3,-3,0,5
15743,-2,1,-1,1,-1,0,0
15744,-2,0,-1,-1,0,0,0
15745,0,0,0,0,0,0,0
15746,0,0,0,0,0,0,0
15747,0,0,0,0,4,0,1
15748,0,0,0,0,0,0,0
15749,0,0,4,-3,-1,0,4
15750,0,0,0,0,0,0,0
15751,0,0,0,0,0,0,0
15752,-1,1,-2,2,0,-2,5
15753,0,0,0,0,0,0,0
15754,0,0,0,4,-3,0,5
15755,1,-2,3,-2,-1,3,4
15756,0,0,0,0,0,0,0
15757,0,0,4,-3,-1,4,4
15758,0,0,0,0,0,0,0
15759,0,0,0,0,4,-3,1
15760,0,-1,3,-3,0,-1,4
15761,0,0,0,0,0,0,0
15762,4,0,-3,3,-1,-2,2
15763,-2,1,-2,-1,0,4,3
15764,-1,1,-1,0,0,1,0
15765,-1,0,-1,2,0,-2,0
15766,4,-3,3,-3,-1,0,4
15767,1,-2,1,2,-2,0,2
15769,0,4,0,0,-3,0,3
15770,-2,-1,4,-3,-1,4,4
15771,-1,-1,0,0,0,0,0
15772,0,0,0,0,0,0,0
15773,0,0,0,0,0,0,0
15774,0,0,0,0,0,0,0
15775,-3,-1,0,0,0,0,0
15776,0,0,1,-2,3,0,1
15777,-1,-1,4,-3,-1,4,4
15778,0,0,0,0,0,0,0
15779,4,-3,3,-3,3,-3,4
15780,1,2,0,-2,-1,0,0
15781,0,0,0,0,0,0,0
15782,0,-1,4,-3,-1,0,4
15783,0,0,0,0,0,0,0
15784,3,-1,-2,3,0,-3,2
15785,0,0,0,0,0,0,0
15786,0,4,0,-3,-1,0,3
15787,0,0,0,0,0,0,0
15788,1,-1,2,-3,0,3,4
15789,0,4,-3,-1,0,0,3
15790,0,0,0,0,0,0,0
15791,0,4,-3,-1,0,0,3
15792,0,0,0,0,0,0,0
15793,0,4,-3,-1,0,0,3
15794,-3,-1,0,0,0,0,0
15795,-1,-1,3,-2,0,-1,4
15796,0,0,-1,-2,2,1,1
15797,0,0,0,0,0,0,0
15798,0,0,0,0,0,0,0
15799,0,-2,-1,0,0,4,0
15800,0,4,-2,-1,-1,0,3
15801,2,0,-3,3,-2,2,5
15802,0,0,0,0,0,0,0
15803,0,0,0,0,0,0,0
15804,0,4,-3,-1,0,0,3
15805,1,2,-3,2,0,-2,5
15806,4,-3,-1,0,0,0,2
15808,0,-2,-1,3,-3,3,5
15809,-3,2,0,-1,1,-1,3
15810,0,0,0,4,-3,-1,5
15811,4,-3,3,-3,-1,0,4
15812,-3,3,-1,-1,-1,3,3
15813,4,0,-1,-2,0,3,2
15814,3,-3,-1,0,4,-3,1
15815,0,0,0,0,0,0,0
15816,-1,0,0,0,0,0,0
15817,0,0,0,0,0,0,0
15818,0,0,0,4,-3,-1,5
15819,-3,3,-3,2,-2,-1,5
15820,-2,3,-1,-2,3,-3,3
15821,0,4,-3,0,-1,4,3
15822,0,0,0,0,0,0,0
15823,0,0,0,0,0,0,0
15824,0,0,0,0,4,-3,1
15825,-1,0,0,0,0,0,0
15826,0,4,-3,-1,0,0,3
15827,-3,-1,4,-3,-1,4,4
15828,3,-3,3,-2,-1,3,4
15829,3,0,-2,0,2,-2,1
15830,0,4,-3,-1,0,0,3
15831,0,0,4,-3,-1,0,4
15832,0,0,0,0,0,0,0
15833,0,0,0,0,0,0,0
15834,-1,0,4,-1,-2,-1,4
15835,0,0,0,0,0,0,0
15836,-3,-1,0,4,-3,-1,5
15837,0,0,0,0,0,0,0
15838,0,0,0,4,-3,-1,5
15839,4,-3,-1,0,0,0,2
15840,0,0,0,0,0,0,0
15841,0,0,0,0,0,0,0
15842,-3,-1,0,0,4,-3,1
15843,3,-3,-1,4,0,-3,2
15844,0,0,0,0,0,0,0
15845,0,0,0,0,0,0,0
15846,0,0,0,0,0,0,0
15847,0,0,0,0,0,0,0
15848,0,0,0,0,0,0,0
15849,4,-1,-2,-1,4,-3,1
15850,0,0,0,0,0,0,0
15851,0,0,-3,2,-2,-1,5
15852,0,0,0,4,-3,-1,5
15853,3,-3,-1,0,0,4,2
15854,4,0,0,-3,3,-3,1
15855,0,0,0,0,0,0,0
15856,0,0,0,4,-3,-1,5
15857,-2,-1,4,-1,-2,-1,4
15858,0,-3,-1,4,-3,3,5
15859,-2,2,1,0,-2,-1,0
15860,-1,0,-2,3,0,-3,5
15861,0,1,-2,3,0,-3,5
15862,-1,0,0,4,-3,-1,5
15863,0,4,-2,-1,-1,0,3
15864,0,0,0,0,0,0,0
15865,1,-3,3,-2,1,-2,4
15867,0,0,0,0,4,-3,1
15868,0,0,0,4,-3,2,5
15869,0,0,0,4,-3,-1,5
15870,0,0,4,-3,-1,4,4
15871,0,0,0,0,0,4,0
15872,2,-3,0,3,-1,-2,2
15873,1,0,-2,3,-1,0,5
15874,1,-2,2,0,-2,1,4
15875,-3,-1,0,0,4,-3,1
15876,-1,1,-3,2,-2,0,5
15877,0,0,0,0,0,0,0
15878,0,0,0,0,0,0,0
15879,2,-1,-1,0,0,2,2
15880,0,0,0,0,0,0,0
15881,0,0,0,0,0,0,0
15882,-1,-2,-1,4,-3,-1,5
15883,0,0,0,0,0,0,0
15884,0,0,0,0,0,4,0
15885,-1,0,4,-3,3,-3,4
15886,2,-2,-1,3,-3,3,2
15887,-3,3,-1,0,1,-3,3
15888,-3,2,0,-1,1,-2,3
15889,0,1,-2,3,-3,0,5
15890,-2,-1,4,-3,-1,4,4
15891,4,-3,-1,0,0,0,2
15892,0,-1,1,-1,1,-2,0
15893,0,0,0,0,0,0,0
15894,0,0,4,-3,0,-1,4
15895,-3,0,0,3,-3,3,5
15896,0,4,-3,3,-3,0,5
15897,0,0,0,0,0,0,0
15898,0,-2,3,-3,2,0,4
15899,0,0,0,0,0,0,0
15900,-3,3,-1,-2,3,-3,3
15901,-1,1,0,-2,2,-2,1
15902,0,0,-1,2,1,-2,0
15903,3,-1,-2,3,-3,3,2
15904,1,0,2,-3,3,-3,1
15905,1,-2,3,-1,0,0,4
15906,0,0,0,0,4,-3,1
15907,-3,-1,0,0,4,-2,1
15908,0,0,0,0,0,0,0
15909,0,0,0,0,0,0,0
15910,1,-3,0,1,2,-3,1
15911,2,0,1,-2,0,1,4
15912,-2,0,-1,0,0,-1,0
15913,2,-2,0,1,-1,-1,2
15914,0,0,4,-3,-1,0,4
15915,0,4,-1,-1,2,-3,3
15916,2,-2,3,-2,0,1,4
15917,0,0,0,0,0,0,0
15918,0,0,0,0,0,0,0
15919,0,0,4,-2,-1,-1,4
15920,-2,2,-3,3,0,-3,5
15921,0,0,4,-1,-2,-1,4
15922,0,0,0,0,0,0,0
15923,-2,-1,3,-3,2,-1,4
15924,3,-3,-1,0,0,0,2
15925,0,0,0,4,-3,-1,5
15926,-2,0,-1,2,0,0,0
15927,-2,2,1,-3,3,-1,3
15928,3,-2,2,-3,3,-1,1
15929,0,0,0,0,0,0,0
15930,-1,-1,2,-3,2,0,4
15931,0,1,-1,1,0,-2,0
15932,0,0,0,0,0,0,0
15933,-2,1,2,0,-3,0,0
15934,-1,-2,-1,0,0,4,0
15935,2,0,-2,1,-1,0,2
15936,0,0,0,0,0,4,0
15937,0,4,-3,-1,0,0,3
15938,0,1,0,-1,0,1,0
15939,-2,-1,1,1,-2,1,0
15940,-3,-1,0,0,4,-2,1
15941,0,0,0,0,0,0,0
15942,0,0,0,0,0,0,0
15943,0,0,0,0,0,0,0
15944,0,4,-3,-1,0,0,3
15945,0,0,0,0,0,0,0
15946,0,0,0,0,0,0,0
15947,1,-1,0,1,0,0,0
15948,0,2,-3,0,3,-3,3
15949,0,3,0,-2,-1,3,3
15950,1,-2,3,-1,-1,-1,4
15951,0,0,0,0,0,4,0
15952,0,0,0,0,0,0,0
15953,0,0,4,-3,3,-3,4
15956,0,0,0,0,0,0,0
15957,-1,4,-3,3,-3,2,5
15958,0,0,0,0,0,0,0
15959,0,0,0,0,0,0,0
15961,2,-1,-2,0,-1,4,2
15962,-1,0,0,4,-3,-1,5
15963,-1,0,0,0,0,0,0
15964,0,4,-3,0,-1,0,3
15966,-1,0,0,0,0,0,0
15967,0,1,0,-1,0,1,0
15968,0,0,0,0,0,0,0
15969,2,-3,0,3,-1,-2,2
15970,0,0,0,0,0,0,0
15971,-1,0,0,0,0,0,0
15972,-2,-1,3,-1,-2,3,4
15973,-1,0,0,0,0,0,0
15974,-1,-2,3,-1,-2,0,4
15975,4,-3,3,-3,1,0,4
15976,0,0,0,0,0,0,0
15977,3,-3,1,1,-1,-1,2
15978,-3,-1,4,-3,3,-3,4
15979,0,0,0,0,0,0,0
15980,0,0,0,0,0,0,0
15981,0,0,0,0,0,0,0
15982,0,0,0,0,4,-3,1
15983,3,-3,3,-3,3,-2,4
15984,3,-3,3,-3,-1,4,4
15985,0,0,0,0,0,0,0
15986,0,0,2,-1,1,-3,4
15987,-3,-1,0,0,0,0,0
15988,0,4,-3,-1,0,0,3
15989,0,0,0,4,-2,-1,5
15990,0,0,0,0,0,0,0
15991,0,0,0,0,0,0,0
15992,4,-3,3,-3,0,-1,4
15993,1,-2,3,-1,1,-3,4
15994,-1,1,0,-1,-1,2,0
15995,0,0,0,0,0,0,0
15996,-2,0,-1,0,3,0,1
15997,2,-2,3,-1,0,-2,4
15998,-3,-1,0,4,0,-3,5
15999,0,0,4,-3,3,0,4
16000,-2,-1,0,3,-1,-2,5
16001,3,-3,0,3,-3,0,2
16002,-3,-1,0,0,0,0,0
16003,2,-1,0,1,0,0,2
16004,4,-3,-1,0,0,0,2
16006,-3,3,-2,0,-1,3,3
16007,1,0,0,-2,2,0,1
16008,0,0,0,0,0,4,0
16009,0,0,4,-3,-1,0,4
16010,0,0,0,0,0,0,0
16011,3,-3,0,-1,0,0,2
16012,4,-3,3,-1,1,-2,4
16013,0,0,0,0,0,0,0
16014,0,0,0,4,0,-3,5
16015,0,0,0,0,0,4,0
16016,0,4,-3,-1,0,0,3
16017,2,-2,1,-2,3,-1,1
16018,0,2,1,-3,2,-2,1
16019,0,0,0,0,4,-3,1
16021,3,-3,3,-3,3,-2,4
16022,-1,0,0,0,0,0,0
16023,0,0,0,0,0,0,0
16024,3,-1,-2,3,-1,-2,2
16026,1,-1,1,0,0,-2,0
16027,0,0,0,0,0,0,0
16028,0,0,0,0,0,0,0
16029,0,0,0,0,0,0,0
16030,0,0,0,0,0,0,0
16031,0,0,0,0,0,0,0
16032,1,-3,1,2,-2,0,2
16033,-3,3,-3,-1,0,4,3
16034,-3,2,0,0,-2,0,0
16035,0,0,0,0,4,-3,1
16036,-3,3,-1,-2,3,-3,3
16037,0,4,0,-3,3,-3,3
16038,0,-1,-1,0,0,0,0
16039,0,0,4,-3,3,-3,4
16040,1,-1,-1,0,3,-3,1
16041,3,-3,3,-3,-1,4,4
16042,0,0,0,0,0,0,0
16043,-1,1,-1,-1,-1,3,0
16044,-1,1,-2,3,-2,1,5
16045,4,-2,-1,3,-3,3,2
16046,4,-1,-2,-1,0,0,2
16047,0,3,-3,3,-3,3,5
16048,-3,3,-3,3,-3,-1,5
16049,-1,4,-3,-1,4,-1,3
16050,0,0,0,0,0,0,0
16052,0,-1,1,-1,1,0,0
16053,0,4,-1,-2,-1,4,3
16054,-1,3,-1,-1,0,-1,3
16055,0,0,0,0,0,0,0
16056,1,-1,1,0,0,-2,0
16057,3,-1,-1,1,-1,-1,2
16058,0,1,0,-2,2,0,1
16059,-2,3,-3,-1,4,0,3
16060,0,0,0,0,0,0,0
16061,0,-3,-1,0,0,0,0
16062,-1,-1,1,0,-1,1,0
16063,0,0,0,0,0,0,0
16064,0,0,0,0,0,0,0
16065,-1,0,-1,0,3,-3,1
16066,-1,4,-3,-1,0,0,3
16067,-1,-2,3,-3,3,-3,4
16068,1,2,-3,3,-3,3,5
16069,0,0,0,0,0,0,0
16070,0,0,0,0,0,0,0
16071,0,0,0,0,0,0,0
16072,4,-1,-2,-1,4,0,1
16073,0,0,0,4,-3,-1,5
16074,0,0,0,0,4,-3,1
16075,0,0,0,0,4,-3,1
16076,0,4,-3,3,0,-1,5
16077,0,0,0,0,0,0,0
16078,-1,1,0,0,-2,2,0
16079,-1,4,-3,3,-3,3,5
16080,3,0,-3,-1,4,-3,1
16081,-1,-2,-1,0,0,4,0
16083,0,0,0,0,4,-3,1
16084,0,1,0,0,-2,2,0
16085,0,0,0,0,0,0,0
16086,4,-3,-1,0,0,0,2
16087,0,0,0,0,0,0,0
16088,-1,-2,3,-1,0,-2,4
16089,0,0,0,0,0,4,0
16090,0,0,0,0,0,0,0
16091,-3,-1,0,0,0,0,0
16092,0,-3,-1,0,4,-3,1
16093,0,0,0,0,0,0,0
16094,0,0,0,4,-3,-1,5
16095,0,0,4,-3,-1,0,4
16096,0,0,0,4,-3,-1,5
16097,0,0,0,0,0,0,0
16098,0,0,0,4,-3,-1,5
16099,4,-3,-1,0,0,0,2
16100,-2,0,-1,3,-3,3,5
16102,0,4,-3,-1,0,0,3
16104,0,0,0,0,4,0,1
16105,0,0,0,0,0,0,0
16106,0,-3,0,3,-2,1,2
16107,2,0,1,-3,0,0,4
16108,-1,0,0,4,0,-3,5
16109,0,0,0,0,0,0,0
16110,-3,3,-3,-1,0,4,3
16111,-2,1,2,-2,0,1,4
16112,-1,2,-1,1,-2,3,5
16113,-3,-1,0,0,0,4,0
16114,-1,1,0,-2,2,-1,1
16115,4,-3,-1,0,0,0,2
16116,0,-3,3,-3,3,-3,4
16117,0,0,0,4,-3,-1,5
16118,0,0,0,0,0,0,0
16119,0,0,0,0,0,0,0
16120,3,-1,1,-2,-1,3,2
16121,0,4,-3,-1,4,-3,3
16122,-1,1,0,-2,2,0,1
16123,0,0,0,0,0,0,0
16124,0,0,4,-2,-1,-1,4
16125,4,-3,2,-2,-1,0,2
16126,-1,0,0,0,4,-2,1
16128,4,-3,-1,4,-3,0,2
16129,0,0,0,0,4,-2,1
16130,-3,3,-3,3,-2,-1,5
16131,-1,1,0,-2,2,-2,1
16132,4,-3,3,-3,-1,0,4
16133,0,0,0,0,0,0,0
16134,0,0,0,0,0,0,0
16135,0,0,0,0,0,0,0
16136,-2,1,0,-1,1,-2,0
16137,0,0,0,0,0,0,0
16139,4,-3,-1,0,0,0,2
16140,0,0,0,0,0,0,0
16141,0,0,0,0,0,0,0
16142,-1,4,-3,-1,0,0,3
16143,4,-3,-1,0,0,0,2
16144,0,-1,-1,-1,3,-2,1
16145,-3,-1,0,0,0,0,0
16146,-2,3,-3,0,3,0,3
16147,-1,4,-3,-1,0,0,3
16148,4,-3,-1,4,-3,3,2
16149,-1,1,-1,3,-3,3,5
16150,0,0,4,-1,-2,3,4
16151,-2,3,-1,-1,-1,3,3
16152,-1,4,-3,-1,4,-3,3
16153,0,4,-3,-1,0,0,3
16154,-3,-1,4,-3,-1,0,4
16157,-1,1,-3,1,2,-2,3
16158,0,0,0,0,4,-1,1
16159,1,-1,2,-3,0,0,4
16160,0,0,4,0,-3,-1,4
16161,0,0,0,0,0,0,0
16162,4,0,0,-3,0,-1,2
16163,-3,1,-1,3,-2,2,5
16165,0,0,0,0,0,0,0
16166,2,0,-3,2,-1,1,2
16167,0,4,-2,-1,3,-3,3
16169,0,0,0,0,0,4,0
16170,-1,0,-1,1,1,-1,0
16171,-3,-1,0,0,0,0,0
16172,0,0,0,0,0,0,0
16173,3,-3,3,0,-2,2,2
16175,0,4,-3,3,-3,3,5
16176,0,0,0,0,0,0,0
16177,0,0,4,-3,-1,0,4
16178,0,2,-3,3,-1,-1,5
16179,2,-3,1,2,-1,1,2
16180,0,0,0,0,0,0,0
16181,0,0,0,0,0,0,0
16182,0,0,0,0,0,0,0
16183,1,0,1,-3,2,-2,1
16184,-1,0,0,0,0,4,0
16185,0,0,4,-3,-1,4,4
16186,0,-1,0,-1,3,-1,1
16187,0,0,0,0,0,0,0
16188,0,0,0,0,0,0,0
16189,-3,1,1,0,-1,0,0
16190,0,0,0,0,0,0,0
16191,-1,2,-2,1,-2,2,5
16193,0,0,4,-3,-1,0,4
16195,0,0,0,0,0,0,0
16196,-1,0,0,0,4,-3,1
16197,3,0,-3,-1,4,-3,1
16198,3,0,-1,1,-3,0,2
16199,0,4,-3,-1,4,-3,3
16200,1,-3,3,-2,-1,1,4
16201,-3,-1,4,-3,-1,4,4
16202,0,0,0,0,0,0,0
16203,3,-3,2,1,-3,-1,2
16204,2,-3,1,0,2,-2,1
16205,-1,1,-2,2,1,-3,0
16207,0,0,0,0,0,0,0
16208,4,-3,-1,0,4,-1,1
16209,0,4,-3,-1,0,0,3
16210,-1,4,-3,-1,0,0,3
16211,0,0,0,0,0,0,0
16212,0,0,0,0,0,0,0
16213,-1,0,0,0,0,0,0
16214,0,0,0,0,0,0,0
16215,-3,-1,0,0,0,0,0
16216,0,0,0,0,0,0,0
16217,0,0,0,0,0,0,0
16218,0,0,4,-3,-1,0,4
16219,1,-1,0,0,1,-2,0
16220,0,0,0,0,0,0,0
16221,0,0,4,-3,3,-3,4
16222,0,4,-3,-1,0,0,3
16223,0,0,0,0,0,4,0
16224,0,0,0,0,0,0,0
16225,-1,4,-3,-1,0,0,3
16226,1,-2,-1,3,-1,-2,2
16227,0,0,0,0,0,0,0
16228,0,0,1,-1,2,-3,1
16229,0,0,0,0,0,0,0
16230,0,0,0,0,0,0,0
16231,-2,-1,0,0,0,4,0
16232,-1,-1,-1,3,-3,2,5
16233,0,0,0,0,0,0,0
16234,0,4,-3,-1,0,0,3
16235,0,0,0,0,0,4,0
16236,-2,1,0,-1,-1,2,0
16237,-1,4,-3,0,3,-3,3
16238,0,-3,1,2,-1,-2,2
16239,-1,0,0,0,0,0,0
16240,-1,4,-3,-1,0,4,3
16241,-3,-1,0,0,0,0,0
16242,3,-1,-1,-1,3,-1,1
16243,0,0,0,4,-1,-2,5
16244,0,0,0,0,0,4,0
16245,-1,1,0,-1,2,-3,0
16246,-3,0,-1,0,4,-3,1
16247,0,4,-3,3,-3,-1,5
16248,0,0,-1,3,-3,3,5
16249,2,-1,-1,-1,0,4,2
16250,4,-3,-1,0,0,0,2
16251,0,0,0,0,0,0,0
16252,-1,1,-2,3,-1,-1,5
16253,0,4,0,-2,-1,3,3
16254,3,0,-3,-1,0,0,2
16255,-1,-2,3,-2,0,-1,4
16256,3,-3,3,-1,-2,-1,4
16257,0,0,0,4,-3,-1,5
16258,2,-2,-1,3,0,-3,2
16259,3,-2,1,-1,-1,0,2
16260,0,0,0,0,0,0,0
16261,4,-3,-1,0,0,0,2
16262,0,0,0,0,0,0,0
16263,0,4,-3,3,-3,3,5
16264,0,0,4,-2,-1,3,4
16265,-1,-2,3,-3,0,3,4
16266,0,0,0,0,0,0,0
16267,0,0,0,0,0,0,0
16268,-1,0,4,0,-3,-1,4
16269,-2,3,-2,1,-2,3,5
16270,3,-3,3,-3,-1,4,4
16271,3,-3,0,3,-3,-1,2
16272,1,0,-2,0,2,-3,1
16273,4,-3,-1,0,0,0,2
16274,0,0,0,0,0,0,0
16275,-2,-1,-1,0,0,4,0
16276,0,0,0,0,4,-3,1
16277,4,0,-2,-1,3,-3,1
16278,-1,-1,4,0,-3,-1,4
16279,0,0,0,0,0,0,0
16280,0,0,0,0,0,0,0
16281,3,-3,3,-2,2,-2,4
16282,0,1,-2,3,-1,-2,5
16283,0,0,0,0,0,0,0
16284,-2,1,-1,0,2,-3,0
16285,3,-3,-1,0,0,4,2
16286,0,0,0,0,0,0,0
16287,0,0,0,0,0,0,0
16288,-3,3,-2,-1,2,-2,3
16289,0,0,1,0,0,0,0
16290,0,0,0,0,0,0,0
16291,-1,1,2,-3,2,0,4
16292,-3,2,-2,3,-1,-2,5
16293,0,0,1,-1,0,0,0
16294,3,-3,3,-1,-2,2,4
16295,-1,0,0,0,0,0,0
16296,0,0,0,1,-2,3,0
16297,-1,0,-1,0,0,0,0
16298,-2,-1,-1,0,0,0,0
16299,4,-3,3,-1,-2,-1,2
16300,0,0,0,0,4,-3,1
16301,0,0,0,0,0,0,0
16302,3,-1,-2,3,-1,-2,2
16303,-2,3,-1,-2,-1,4,3
16304,4,-3,-1,0,0,0,2
16305,0,0,0,0,0,0,0
16306,-3,-1,0,0,0,0,0
16307,0,0,0,0,0,0,0
16308,-1,-1,3,-2,-1,-1,4
16310,1,-3,3,0,-3,2,4
16311,0,0,0,0,0,0,0
16312,0,0,0,0,0,0,0
16313,0,0,0,0,0,4,0
16314,0,0,0,0,0,0,0
16315,0,0,0,0,0,0,0
16316,-1,0,0,4,-3,-1,5
16317,-3,-1,0,0,4,-3,1
16318,-3,-1,0,4,-3,3,5
16319,0,0,0,4,-3,-1,5
16320,-2,-1,-1,0,0,4,0
16321,0,0,0,0,0,0,0
16322,-2,-1,-1,0,0,0,0
16323,0,0,0,0,0,0,0
16324,2,-1,-2,2,0,-1,2
16325,-1,-1,0,-1,3,0,1
16326,-1,4,-3,-1,4,-3,3
16327,3,-3,-1,0,0,0,2
16328,0,0,0,0,4,-3,1
16329,0,0,0,0,0,0,0
16330,-1,4,-3,3,-3,-1,5
16331,0,0,0,0,0,0,0
16332,0,0,0,0,0,0,0
16333,-3,-1,0,4,-3,3,5
16334,0,0,0,0,0,0,0
16336,2,-3,0,-1,4,-3,1
16337,-1,-1,1,-1,0,0,0
16338,-3,-1,0,0,0,0,0
16339,0,0,0,0,0,0,0
16340,0,0,4,-3,-1,0,4
16341,0,0,0,0,0,0,0
16342,0,0,0,0,0,0,0
16343,0,0,0,4,-3,-1,5
16344,0,0,0,0,0,0,0
16345,0,0,0,0,0,0,0
16346,-2,2,-2,3,-2,1,5
16347,0,-2,3,-2,0,1,4
16348,1,0,1,1,-2,0,0
16349,0,0,0,0,0,0,0
16350,0,0,0,0,0,0,0
16352,-3,-1,0,4,-3,-1,5
16353,0,0,0,0,0,0,0
16354,-3,3,-2,-1,3,-3,3
16355,0,0,0,0,0,0,0
16356,-1,2,-2,3,0,-3,5
16357,0,0,0,0,0,0,0
16358,0,0,4,-3,3,-3,4
16359,0,4,-3,-1,4,-3,3
16360,0,0,0,0,0,0,0
16361,0,-3,3,0,-2,2,4
16362,-1,4,-3,-1,0,0,3
16363,0,0,0,0,0,0,0
16364,1,-1,3,-2,0,0,4
16365,0,0,0,0,0,0,0
16367,0,0,0,0,0,0,0
16368,0,0,0,4,-3,-1,5
16369,4,-3,-1,0,0,0,2
16370,-1,3,-2,-1,2,0,3
16371,-3,-1,0,0,0,0,0
16372,0,0,0,0,0,0,0
16373,0,0,0,0,0,0,0
16375,3,-2,-1,3,-1,-1,2
16376,4,-3,-1,4,-2,2,2
16377,0,0,0,0,0,0,0
16378,0,0,0,0,0,0,0
16379,-3,-1,0,4,-3,3,5
16380,3,-2,1,0,-2,3,2
16381,0,0,0,0,0,0,0
16382,-1,3,0,-1,-1,2,3
16383,-3,3,0,-1,-1,-1,3
16384,-2,-1,3,-3,-1,4,4
16385,0,0,-1,3,-2,0,5
16386,0,4,-3,-1,0,0,3
16388,4,-3,-1,4,0,-3,2
16389,-3,3,-3,3,0,-3,5
16390,-1,0,0,0,0,4,0
16391,0,0,0,0,0,0,0
16392,4,-3,-1,4,-3,-1,2
16393,0,0,4,0,-3,-1,4
16394,3,-3,0,-1,0,0,2
16395,0,0,0,0,0,0,0
16396,0,0,0,0,0,0,0
16397,0,0,0,0,0,0,0
16398,-2,0,1,0,-2,3,0
16399,0,0,0,0,0,0,0
16400,0,-2,0,-1,0,4,0
16401,0,0,4,0,-3,-1,4
16402,0,-2,3,-1,0,-1,4
16403,0,0,0,0,0,0,0
16404,0,-2,3,-2,1,0,4
16405,4,-1,-2,3,-1,-2,2
16406,3,-3,3,-3,-1,4,4
16407,0,0,0,0,0,0,0
