CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_저가_clust_id
14741,-3,-1,0,0,0,4,1
14742,-2,1,1,-3,2,-1,5
14743,0,-1,3,-2,0,-1,5
14744,-1,2,-3,3,-3,2,0
14745,3,-3,0,3,0,-2,3
14746,0,0,0,0,0,0,1
14747,-1,-1,0,-1,3,0,5
14748,-1,-1,2,-3,2,0,5
14749,-2,3,-2,-1,0,3,4
14750,-2,3,-1,0,1,-2,4
14751,-2,0,2,-3,1,2,5
14753,0,-2,-1,2,1,0,3
14754,0,0,2,-1,-2,3,1
14755,-1,4,-3,3,-3,2,0
14757,0,2,-2,0,-1,3,0
14758,-1,-1,4,-2,-1,-1,5
14759,-3,2,-2,3,-2,-1,0
14760,3,0,-1,-2,-1,4,2
14761,-3,2,-2,3,-3,1,0
14762,1,-2,-1,3,-1,-1,3
14763,3,-2,1,0,-1,0,2
14764,0,2,-1,-2,1,0,4
14765,-1,2,-3,2,-1,0,0
14766,-1,-2,2,-1,1,-2,5
14767,-1,0,0,0,0,4,1
14768,3,-2,-1,3,-3,-1,3
14769,-2,1,1,0,-2,1,1
14770,-3,1,1,-2,3,-3,4
14771,0,1,-2,-1,4,-1,4
14772,1,-3,0,-1,4,-3,2
14773,2,-1,0,2,0,-3,3
14774,0,0,-2,2,0,-1,3
14775,0,4,0,-3,0,3,4
14776,0,3,0,-2,2,-3,4
14777,1,-3,1,-1,-1,0,2
14778,1,-3,3,-3,3,-2,5
14779,-1,-2,1,0,2,-1,5
14780,0,3,-3,-1,0,0,4
14781,2,-2,1,-2,3,-2,2
14782,-1,4,-1,0,-2,2,0
14783,0,4,-1,1,-3,1,0
14784,-3,1,2,-3,3,-3,5
14785,1,0,-2,3,-1,-2,3
14786,-3,0,-1,0,0,0,1
14787,1,-1,1,-1,0,1,2
14788,-1,0,-1,3,-1,-2,0
14789,-1,1,-2,3,-2,-1,0
14790,-1,-2,2,-2,3,-2,5
14791,-2,2,0,0,0,-2,4
14792,-2,2,-1,-1,3,-3,4
14793,-1,-2,3,-2,1,-2,5
14794,-3,0,0,3,0,-2,0
14795,-3,3,-3,-1,4,0,4
14796,-3,3,-3,0,3,-3,4
14797,3,-3,0,-1,0,4,2
14798,1,-2,-1,0,0,4,2
14799,-1,-1,1,1,-3,2,1
14800,3,-3,1,2,-3,3,3
14801,1,-2,2,-2,-1,4,2
14802,0,0,-2,3,-3,2,3
14803,2,-3,2,-1,0,1,2
14804,-1,-2,3,0,-3,0,1
14805,-1,3,-2,0,1,0,4
14806,1,1,-1,-2,2,-1,4
14807,-3,3,-3,-1,0,4,4
14808,-3,1,0,2,-3,-1,0
14809,0,-1,-1,4,0,-3,3
14810,1,-1,1,1,-2,0,1
14811,0,4,-2,0,-1,3,0
14812,-1,1,2,-2,1,-2,5
14813,-1,3,-3,0,-1,0,0
14814,2,1,0,-3,3,-2,2
14815,1,-1,1,-2,2,-1,2
14816,1,-3,3,-3,3,-3,5
14817,-1,-2,3,-3,3,0,5
14818,-1,0,1,-1,1,1,1
14819,2,-3,0,-1,0,0,2
14820,0,3,-1,0,-1,-1,0
14821,1,-2,3,-1,-2,3,1
14822,-2,0,0,2,-2,0,0
14823,3,-1,1,-3,3,-3,2
14824,-1,4,-1,-2,3,-3,4
14825,-3,-1,0,4,-3,0,0
14826,0,3,0,-2,-1,3,4
14827,-2,0,1,-2,2,-1,5
14828,4,-1,-2,-1,0,4,2
14830,0,1,0,-1,1,-1,4
14831,-2,1,0,0,-2,3,1
14832,0,0,0,4,-3,3,3
14833,1,1,-3,0,3,-3,4
14834,3,-3,3,-2,-1,3,2
14835,0,1,-3,3,0,-3,0
14836,0,0,0,0,0,0,1
14837,-2,-1,3,-2,1,-1,5
14838,-2,0,0,0,1,1,1
14839,-3,2,-1,0,-1,3,0
14840,-1,0,-1,0,-1,4,1
14841,4,-3,2,0,1,-3,2
14842,-3,0,3,-3,-1,4,5
14844,-1,0,-2,3,-2,1,0
14845,-3,2,0,-1,2,-3,4
14846,-2,0,1,0,-1,0,1
14847,2,1,-3,3,-3,2,3
14848,1,-1,1,0,-1,1,1
14849,0,-1,0,-1,3,-3,5
14850,-2,2,-3,0,3,-3,4
14851,2,0,-1,-1,-1,3,1
14852,1,-2,0,1,-1,1,3
14853,0,4,-3,-1,0,4,4
14854,-1,0,4,-3,-1,4,5
14855,1,-2,2,0,-1,-1,1
14856,-1,-2,3,-3,-1,0,5
14857,1,-3,2,1,-2,1,1
14858,-3,3,-3,-1,4,0,4
14859,1,0,1,0,-3,3,1
14861,4,-3,-1,4,-1,-1,3
14863,-3,2,-2,3,-3,1,0
14864,-2,2,0,-1,1,-1,4
14865,0,0,0,0,4,-3,4
14866,-3,3,0,-3,3,-3,4
14867,2,-2,3,-1,1,-2,2
14868,3,0,-2,-1,3,-3,2
14869,1,-1,1,0,-2,3,1
14870,3,-3,3,-3,2,1,2
14871,0,3,-3,-1,4,0,4
14872,0,-3,3,0,-2,-1,1
14873,-2,3,-3,2,-1,1,0
14874,-1,-2,3,-1,-1,1,1
14875,4,-3,-1,0,0,4,2
14876,-1,3,-2,-1,3,-3,4
14877,0,-1,-1,-1,0,4,1
14878,0,3,-3,-1,0,4,4
14879,2,-3,3,-3,3,-3,2
14880,-1,1,1,0,0,-1,1
14881,0,0,-2,1,1,1,4
14882,1,-1,2,-2,1,-1,5
14883,0,-2,0,-1,0,3,1
14884,2,-2,-1,3,0,-3,3
14885,0,4,-3,0,3,-2,4
14886,3,-3,1,-1,3,-3,2
14887,4,-3,-1,0,0,0,2
14888,0,0,0,4,-3,-1,3
14889,-1,-1,1,-2,3,-2,5
14890,-1,0,4,-2,-1,3,5
14891,3,-3,-1,0,0,0,2
14892,-2,0,1,2,-3,3,1
14893,-1,3,-2,-1,3,-1,4
14894,-1,-1,0,1,1,-3,1
14895,-2,2,-3,-1,4,-1,4
14896,-1,0,0,0,4,-2,4
14897,0,0,0,0,0,0,1
14898,2,-3,2,-2,3,-3,2
14899,-3,3,-3,-1,0,0,4
14900,4,-3,-1,0,0,0,2
14901,-2,-1,2,-2,3,-2,5
14902,3,-1,-2,-1,0,4,2
14903,2,1,-2,1,-2,-1,3
14905,0,0,0,0,4,-3,4
14906,0,-1,-1,3,0,-1,3
14907,-1,3,0,-3,-1,4,4
14908,-1,3,-2,-1,3,-3,4
14909,-3,0,3,0,-3,3,1
14910,-1,1,-1,3,-3,3,0
14911,-2,3,0,-1,-2,1,0
14912,0,1,-1,0,1,-1,4
14913,2,-3,2,-1,-1,-1,2
14914,-2,2,0,0,0,-2,4
14915,0,3,-3,-1,4,-3,4
14916,-2,3,-2,0,0,2,4
14917,-3,1,0,1,-1,1,0
14918,-3,2,0,-2,3,-2,4
14919,-3,2,-2,3,-3,-1,0
14920,3,-1,0,-2,2,0,2
14921,2,-3,2,-1,0,1,2
14922,3,-3,0,3,-3,-1,3
14924,3,-3,3,0,-3,3,2
14926,-3,0,-1,0,0,0,1
14927,-2,1,-1,-1,2,-2,4
14928,-2,0,2,0,-3,3,1
14929,-1,2,1,-3,3,-3,4
14930,-1,0,4,-2,1,-2,5
14931,3,-2,-1,-1,4,-1,2
14932,0,-2,2,0,0,-2,1
14933,0,-2,-1,-1,4,0,2
14934,-2,-1,0,3,-3,3,0
14935,0,3,-2,1,-2,1,0
14936,-1,3,-1,-1,-1,3,4
14937,3,-3,3,-1,1,-3,2
14938,-1,-2,0,3,-2,1,3
14939,-1,-1,2,-2,2,-2,5
14940,0,-1,1,0,0,-1,1
14941,0,-2,1,1,1,-3,1
14942,-1,-1,0,1,0,-2,1
14943,3,-2,1,-1,-1,3,2
14944,-3,2,-2,3,-3,-1,0
14945,1,2,-3,3,-3,-1,0
14946,4,-2,1,-1,-1,3,2
14947,-1,0,0,0,0,0,1
14948,0,-1,2,-3,3,-1,5
14949,1,0,2,-2,-1,0,1
14950,-1,4,-1,-2,0,3,4
14951,0,-1,3,-2,2,-3,5
14952,-1,1,0,-1,1,-1,4
14953,-1,0,0,0,0,4,1
14954,3,-2,0,0,0,1,2
14955,3,-3,3,-3,3,-3,2
14956,0,-1,-2,3,-2,-1,3
14957,-2,-1,3,-2,1,-1,5
14958,0,-1,-1,3,-2,0,3
14959,-1,0,0,-2,3,-2,4
14960,-1,1,-3,-1,4,-3,4
14961,-1,0,-2,2,-2,3,0
14962,1,-1,-1,4,-1,-2,3
14963,-1,0,0,1,0,0,1
14964,3,-3,0,-1,4,-1,2
14965,4,-3,-1,4,-3,0,3
14966,-1,0,0,2,-3,2,0
14967,0,0,4,-2,2,-3,5
14968,2,-2,-1,4,0,-3,3
14969,3,-2,1,-2,3,-2,2
14970,-1,1,-2,3,-3,3,0
14971,1,1,-2,0,1,0,4
14972,-1,1,0,-1,2,-3,4
14973,1,-1,1,-1,0,1,2
14974,4,0,-3,3,-3,0,3
14975,3,-3,-1,4,-3,-1,3
14976,3,-3,3,-2,0,-1,2
14977,1,-1,1,-2,1,1,2
14978,-2,-1,0,0,4,-3,4
14979,-2,1,-2,3,-1,-2,0
14980,-1,-1,4,-3,3,-3,5
14981,-1,2,-3,0,2,-2,4
14982,1,-1,1,0,-1,1,1
14983,-1,4,-1,-2,3,-3,4
14984,1,0,0,-1,0,0,1
14985,2,-2,3,-3,0,2,2
14986,1,-1,1,-1,1,-2,2
14987,3,0,-3,3,-3,3,3
14988,-1,3,0,-3,0,3,4
14989,0,-2,1,0,-2,3,1
14990,-2,3,-3,2,-2,-1,0
14991,-1,1,-1,0,1,0,4
14992,2,-1,0,1,1,-3,2
14993,-1,4,-3,3,-1,-1,0
14994,2,-2,3,0,-3,1,1
14995,1,-1,1,0,0,-2,1
14996,-1,0,-1,3,-2,1,0
14997,-3,2,-2,2,1,-3,0
14998,4,-2,1,0,-2,3,2
14999,1,-2,3,-1,-2,3,1
15001,-1,0,0,1,0,0,1
15002,-3,3,-1,-1,0,0,4
15003,3,-3,0,0,3,-2,2
15004,0,3,-3,3,-2,0,0
15005,1,0,0,-1,2,-2,2
15006,1,-1,2,-3,-1,4,5
15007,0,-1,4,-1,0,-2,5
15008,3,-1,-2,3,-3,3,3
15009,-2,3,-3,3,-3,1,0
15010,-3,3,-1,0,0,1,4
15011,-1,-2,0,3,-1,0,3
15012,1,-2,3,-2,2,-3,5
15013,-3,3,-2,1,-1,2,0
15014,1,1,-1,-2,3,-3,4
15015,-1,-1,0,1,-1,-1,1
15016,1,-2,3,-2,1,-1,5
15017,-1,-2,3,-3,2,1,5
15018,-3,1,2,-2,2,-2,5
15019,0,-2,-1,0,3,-1,2
15020,-1,0,0,2,-3,0,0
15021,-1,0,2,-1,0,-2,1
15022,3,-3,3,-2,1,-1,2
15023,-2,3,-2,-1,3,-3,4
15024,-3,2,-1,2,-3,3,0
15025,1,1,-2,0,-1,3,0
15026,1,0,-2,2,-2,3,3
15027,0,0,0,0,0,0,1
15028,4,-2,0,-1,1,-1,2
15029,0,0,2,-1,-1,0,1
15030,-1,1,-2,3,-3,-1,0
15031,-1,-2,0,3,-1,0,3
15032,2,-3,0,3,-2,2,3
15033,-3,3,0,-3,2,-1,4
15034,0,-1,0,0,0,2,1
15035,0,1,-1,-2,2,0,4
15036,-3,0,3,-2,1,-2,5
15037,3,-1,0,-2,3,-2,2
15038,1,-1,3,-1,0,1,5
15039,-1,-1,2,-3,2,0,5
15041,1,2,-2,-1,3,-2,4
15043,-2,-1,4,0,-3,3,1
15044,-1,2,-2,1,-1,-1,0
15046,4,-1,-2,3,-3,3,3
15047,1,-3,3,-3,3,-2,5
15049,-1,3,-3,0,0,3,4
15050,1,2,-2,-1,3,-3,4
15051,0,3,-3,3,-3,-1,0
15052,-3,3,0,-3,3,-1,4
15053,0,1,-2,3,0,-1,0
15054,-3,3,-3,-1,0,4,4
15056,0,3,-2,-1,3,0,4
15057,-1,0,2,-2,1,-2,5
15058,-2,2,1,-2,1,-2,4
15059,1,0,1,-3,0,3,5
15060,1,-1,1,0,-1,0,1
15061,3,-2,0,2,-2,1,3
15062,-3,0,-1,4,-3,-1,0
15063,0,3,-2,2,-3,2,0
15064,1,0,-2,2,0,0,3
15065,1,-1,2,-3,2,-2,5
15066,0,-2,2,-1,-1,3,1
15067,-3,-1,0,4,0,-1,0
15068,-1,0,4,0,-3,3,1
15069,-3,-1,4,-2,-1,3,5
15070,-1,2,0,1,-3,0,0
15071,-2,1,-1,1,0,0,0
15072,3,-3,3,-1,1,-2,2
15073,3,-3,1,-1,-1,4,2
15074,2,0,1,-3,3,-3,2
15077,-3,3,-3,3,-1,0,0
15078,0,2,-2,-1,0,3,4
15079,0,-1,-1,3,-3,1,3
15080,4,0,-3,3,-1,-2,3
15081,-1,-2,0,3,-1,-2,3
15082,1,-3,0,3,-3,3,3
15083,-1,0,-1,3,-1,-1,0
15084,1,-2,2,0,1,-2,2
15085,4,-2,2,-3,-1,4,2
15086,-2,3,-1,0,0,-2,4
15087,-1,0,0,1,0,-2,1
15088,-2,1,-2,0,3,0,4
15089,0,0,-2,2,-1,1,3
15090,-2,3,-2,1,-1,1,0
15091,-1,1,-2,-1,0,3,4
15092,-2,3,-3,3,-1,-2,0
15093,-3,3,-2,-1,3,-3,4
15094,3,0,-3,1,-1,3,3
15095,1,-3,0,3,-3,-1,3
15096,-3,3,-3,-1,0,4,4
15097,1,-3,1,2,-3,1,3
15099,0,1,-2,3,-2,2,0
15101,-2,1,-1,0,2,-3,4
15102,-2,-1,4,0,-1,-1,1
15103,-1,1,-1,2,-3,3,0
15104,3,-2,0,0,0,-1,2
15105,2,-2,3,-1,1,-3,2
15107,-1,0,-1,3,0,-3,0
15108,3,-3,0,2,-2,-1,3
15109,-1,1,0,-2,-1,4,1
15110,4,-1,-2,2,-1,2,3
15111,3,-2,1,0,-2,0,2
15112,-2,3,-2,2,0,-2,0
15113,-1,0,0,0,0,4,1
15114,0,-2,0,3,-1,-1,3
15115,-1,-2,3,-3,3,-3,5
15116,4,0,-3,3,-2,-1,3
15117,-3,-1,4,-3,-1,4,5
15118,0,-2,-1,3,-2,0,3
15119,-2,0,3,-3,3,-2,5
15120,0,3,-3,3,-3,1,0
15121,3,-2,1,-1,-1,0,2
15122,-3,3,-3,3,-3,-1,0
15123,3,0,-3,1,-1,3,3
15124,-1,3,-2,0,1,0,4
15125,-3,1,-1,3,-3,-1,0
15126,-3,2,0,1,-3,2,0
15127,2,0,-1,1,-2,2,3
15128,3,-1,-1,0,-1,3,3
15129,3,-3,3,-1,-2,3,2
15130,-1,-1,4,-1,-1,1,5
15131,1,-2,2,0,1,-3,2
15132,0,0,3,-2,0,0,5
15133,1,2,0,-3,3,-2,4
15134,3,-3,3,-2,0,-1,2
15135,3,-3,3,-3,3,-1,2
15136,2,-3,2,0,0,-1,2
15137,-1,-1,-1,0,0,0,1
15138,-1,-1,2,-3,2,-1,5
15139,0,-3,3,-2,1,-2,5
15140,-3,1,-1,3,-1,-2,0
15141,-2,3,-3,2,-1,1,0
15142,2,-3,3,0,-2,-1,2
15143,-1,-2,2,1,-2,1,1
15144,-1,1,-1,1,-2,2,0
15145,-3,-1,4,-1,-2,2,1
15146,1,-1,2,0,-1,1,1
15147,0,2,-3,3,-1,-2,0
15148,-1,0,3,-1,-2,3,1
15149,3,-1,0,0,-2,2,3
15150,3,-1,-1,0,-1,2,3
15151,0,-2,3,-3,2,-1,5
15152,1,-1,1,1,-2,3,1
15153,-3,2,-2,3,-2,1,0
15154,2,0,-2,3,0,-3,3
15155,-1,1,-1,0,0,1,4
15156,3,0,-3,3,-3,-1,3
15158,3,-2,0,-1,2,-1,2
15159,-1,3,0,-1,0,-2,4
15160,-1,0,-2,3,-2,2,0
15161,-1,0,1,-1,0,0,1
15162,1,-2,3,-3,3,-3,5
15163,0,0,4,-3,-1,0,5
15164,1,-1,-1,2,0,-1,3
15165,-3,2,-1,1,-1,1,0
15166,4,-3,-1,0,0,4,2
15167,-1,4,0,-2,0,0,4
15168,-2,0,-1,3,-3,-1,0
15169,0,-2,-1,0,0,0,1
15170,3,-1,-2,3,-3,3,3
15171,-3,3,-3,3,-3,3,0
15172,0,1,-2,0,0,0,4
15173,2,-1,1,-2,3,-3,2
15174,0,-1,3,-1,1,-3,5
15175,-2,3,-3,1,0,2,0
15176,3,-1,-2,3,-1,-1,3
15177,0,-2,-1,3,-2,0,3
15178,2,-1,2,-3,2,-2,2
15180,1,-1,1,-1,0,0,2
15181,-3,3,-3,-1,0,0,4
15182,-2,3,-3,0,3,0,4
15183,4,-3,-1,0,4,-3,2
15184,-1,0,0,-2,3,0,4
15185,-1,0,2,-3,0,2,5
15186,0,-1,-2,3,-2,-1,3
15187,2,-2,-1,0,0,-1,2
15188,1,0,0,1,1,-3,1
15189,0,-2,1,1,-3,0,1
15190,2,1,-3,2,0,0,3
15191,0,-1,0,1,-2,3,1
15192,-2,-1,4,-1,-2,-1,1
15193,0,3,-2,2,-3,3,0
15194,-2,3,-1,-2,3,-3,4
15195,-3,3,-3,2,0,0,0
15196,2,-3,2,0,-2,3,2
15197,-1,2,-2,3,-1,-1,0
15198,0,-2,1,-1,3,-2,5
15199,1,-1,0,1,1,-2,1
15200,2,-2,3,0,-3,2,1
15201,2,-2,-1,1,2,-2,2
15202,1,2,-1,-1,0,1,4
15203,0,0,4,-3,-1,0,5
15204,2,-3,3,-2,0,2,2
15205,-3,0,-1,0,4,-3,4
15206,-3,-1,0,0,0,0,1
15207,-3,3,0,-3,2,0,4
15208,-3,2,-1,1,-1,2,0
15209,-3,-1,0,4,-3,-1,0
15211,2,-3,0,-1,4,-3,2
15212,-2,1,0,-2,3,-2,4
15213,0,4,-3,3,-3,-1,0
15214,1,-2,3,-3,3,-3,5
15215,-1,4,-3,2,0,-2,0
15216,1,0,-1,0,-1,2,1
15217,-3,3,-3,1,2,-2,4
15218,-1,4,-3,3,-1,-2,0
15219,-1,0,0,2,-2,1,1
15220,-1,0,4,-3,3,-3,5
15221,1,-2,3,0,-2,-1,1
15222,-3,3,-3,3,-1,-2,0
15223,3,-3,1,0,-1,3,2
15224,2,-1,1,-1,-1,3,2
15225,-1,0,0,4,0,-3,0
15226,-1,1,-3,3,-3,0,0
15227,-2,-1,1,2,-1,-2,1
15228,1,-1,1,-1,-1,3,1
15229,-1,3,-2,1,-2,3,0
15230,-2,-1,0,0,3,-3,4
15231,-1,-2,-1,4,0,-2,3
15232,3,-2,-1,2,0,0,3
15233,0,-3,2,0,-1,-1,1
15234,-3,3,-2,2,-3,3,0
15235,0,4,-3,-1,4,-3,4
15236,0,2,-3,2,-1,1,0
15237,-2,2,1,-1,-1,0,1
15238,0,-1,0,3,-1,-2,3
15239,-3,3,-2,2,0,-3,0
15240,3,-1,-2,2,-1,2,3
15241,2,-1,1,0,-2,3,1
15242,2,-2,-1,4,-3,-1,3
15243,-1,-1,0,3,-3,-1,3
15244,-1,2,-3,2,-2,2,0
15245,0,-1,3,0,-3,2,1
15246,-1,-2,1,-1,3,-2,5
15247,3,-3,0,-1,0,4,2
15248,2,1,-3,-1,0,4,4
15249,0,3,0,0,-2,1,0
15250,-2,-1,-1,0,0,0,1
15251,2,-3,3,0,-3,0,1
15252,1,-2,0,-1,3,-1,2
15253,-3,0,0,-1,0,4,1
15254,1,0,-2,3,-3,-1,3
15255,-1,-1,0,-1,3,-3,5
15256,3,-1,-2,3,-3,3,3
15257,3,-1,-1,-1,3,-1,2
15258,-3,3,-3,-1,4,0,4
15259,-1,1,-1,1,0,-2,0
15260,-1,-2,3,0,-3,3,1
15261,2,-1,-2,2,0,0,3
15262,-2,3,-1,-2,3,-3,4
15263,-3,3,-1,0,1,-3,4
15264,1,-2,3,-3,3,-1,5
15265,-1,0,0,0,0,4,1
15266,0,-1,-1,-1,0,-1,1
15267,3,-2,1,-1,0,-1,2
15268,1,2,-2,1,0,-2,0
15269,-1,0,0,0,0,4,1
15270,3,-3,-1,0,4,-3,2
15271,1,-1,1,-2,3,-1,2
15272,-3,2,-2,0,-1,4,0
15273,0,-1,3,-1,-1,0,1
15274,0,3,0,-2,0,-1,4
15275,0,1,-1,3,-3,3,0
15276,-1,4,-1,1,-1,0,0
15277,4,-3,2,-2,-1,4,2
15278,3,-3,1,-1,3,-3,2
15279,0,-2,2,1,-2,-1,1
15280,3,-3,-1,0,4,-3,2
15281,-1,-1,1,0,0,-1,1
15282,1,-3,3,-2,0,1,2
15283,3,-3,3,-2,0,0,2
15284,3,-3,3,-2,2,-2,2
15285,-2,3,0,-1,-2,2,0
15286,-1,-1,1,-1,-1,3,1
15287,2,-2,-1,3,0,-2,3
15288,-3,0,0,3,-3,0,0
15289,-1,1,-1,0,-1,3,1
15290,-3,0,2,-2,0,3,5
15291,0,-1,1,0,-1,1,1
15292,-1,4,0,-2,-1,-1,4
15293,-3,3,-2,-1,-1,4,4
15294,-3,3,-3,3,0,-3,0
15295,-2,-1,-1,4,0,-3,0
15296,3,0,-3,1,-1,-1,3
15297,3,-2,-1,2,1,-3,3
15298,4,0,-3,0,-1,0,3
15299,2,-2,-1,3,-3,0,3
15300,3,-3,3,0,-3,0,2
15301,0,4,-3,-1,0,0,4
15303,-3,1,1,-2,3,-2,4
15304,-3,-1,4,-1,1,-2,5
15305,3,-3,2,-1,1,-1,2
15306,0,4,-3,3,-1,-1,0
15307,2,-3,0,3,-3,3,3
15309,-1,-1,0,4,-3,3,3
15310,3,-2,1,-2,0,-1,2
15311,-2,-1,3,-2,0,1,5
15312,2,0,0,-2,2,1,2
15313,1,0,1,-3,2,-2,5
15315,0,-1,-1,4,-3,3,3
15316,0,-1,-2,3,-3,-1,3
15317,-3,0,2,-1,-1,3,1
15318,0,1,1,-2,0,1,1
15319,1,-1,-2,2,-2,3,3
15320,1,-3,0,-1,4,-1,2
15321,3,-2,0,0,0,1,2
15322,1,-1,1,-2,1,0,2
15323,3,-1,-2,3,-3,2,3
15324,1,2,-3,3,-3,-1,0
15325,-1,-2,2,-1,1,-1,5
15326,0,-3,0,-1,4,-3,2
15327,1,-2,2,-1,0,-1,2
15328,3,-2,-1,3,-3,3,3
15329,0,0,0,0,0,0,1
15330,-1,-2,2,1,-2,0,1
15331,1,-2,0,1,-1,-1,3
15332,-3,-1,4,-3,0,3,5
15333,-3,3,-3,3,-3,3,0
15334,-1,0,0,-1,1,-2,1
15335,0,1,-1,-1,3,0,4
15336,-2,3,-3,3,-2,1,0
15337,0,0,-1,1,-1,1,1
15338,3,-2,2,-2,0,0,2
15339,1,0,-2,3,-2,-1,3
15340,1,-1,1,0,-1,1,1
15341,3,-3,3,-1,-2,3,2
15342,1,-3,2,-1,1,-1,2
15343,-3,3,-3,0,3,-3,4
15344,3,-3,0,3,-3,3,3
15345,1,0,-2,3,-2,1,3
15346,-3,3,-1,0,-2,0,0
15347,-1,1,0,0,-2,3,1
15348,0,4,-1,-2,2,-2,4
15349,0,1,0,-2,3,-3,4
15350,-3,3,-2,0,1,-1,4
15353,-3,3,-3,3,-3,3,0
15354,2,1,-3,-1,4,-3,4
15355,0,-3,0,3,0,-3,3
15356,-1,3,0,-2,1,0,4
15357,-3,-1,0,4,-1,0,0
15358,-3,-1,4,-2,1,-2,5
15359,0,-1,0,2,-3,3,3
15360,0,-3,-1,4,-1,-1,3
15361,-2,1,-2,3,-3,3,0
15362,-1,-2,3,-2,-1,3,5
15363,-2,-1,3,-3,3,-1,5
15364,1,-3,0,2,-2,3,3
15365,-3,3,-3,3,-1,-1,0
15366,-3,0,0,-1,0,4,1
15367,0,1,0,-2,3,-3,4
15368,-2,0,2,-2,1,0,5
15369,0,0,1,-1,2,-3,5
15370,-1,3,-1,0,-1,0,0
15371,3,-3,2,-2,0,-1,2
15372,0,4,0,-2,0,0,4
15373,0,0,0,0,0,0,1
15374,3,0,-3,3,-3,3,3
15375,-1,4,-3,3,0,-1,0
15376,0,0,0,4,-1,-2,3
15377,-2,-1,2,-1,-1,0,1
15378,0,-2,1,0,2,-1,2
15379,0,0,2,-1,-2,2,1
15380,0,4,-2,0,-1,3,0
15382,-1,0,-2,3,-2,1,0
15383,-1,0,2,-3,1,1,5
15384,3,-2,1,-2,0,3,2
15385,-3,-1,0,0,4,-2,4
15386,0,0,0,0,0,0,1
15387,1,-1,-1,3,-3,0,3
15388,-1,0,0,-1,3,-2,4
15389,-3,2,-2,3,-3,3,0
15390,0,0,4,-3,3,-2,5
15391,-1,1,1,-1,1,1,4
15392,-3,3,-3,-1,0,4,4
15393,0,-2,1,2,-1,-2,1
15394,4,0,-2,-1,-1,0,2
15395,-1,2,0,1,-3,2,0
15396,-3,3,-3,0,3,0,4
15397,-2,1,-2,3,0,-3,0
15398,-1,1,1,1,-1,-1,1
15399,-2,3,-3,3,-1,-2,0
15400,-3,3,0,-2,1,-1,4
15401,0,0,0,0,0,4,1
15403,0,-2,0,2,-3,-1,3
15404,0,0,0,0,0,0,1
15405,2,-2,-1,3,-3,3,3
15406,2,-1,-2,2,1,-2,3
15407,1,1,-2,2,1,-1,3
15409,3,-3,0,0,3,-1,2
15410,0,-3,-1,4,-3,3,3
15412,3,-2,-1,3,-2,-1,3
15413,0,-2,3,-3,1,1,5
15414,-3,-1,4,-3,-1,0,5
15416,-3,3,-3,3,-3,3,0
15417,3,-1,-1,0,1,-2,2
15418,1,-2,3,-1,-2,3,1
15419,1,1,-2,0,1,-2,4
15420,-1,-2,3,-3,3,-3,5
15421,3,-2,1,0,-1,0,2
15422,0,0,4,-3,-1,4,5
15423,-2,-1,3,-1,-2,3,1
15424,-1,-1,3,-1,1,-3,5
15425,0,-1,1,-1,1,-2,1
15426,-1,4,-3,3,-3,3,0
15427,0,4,-1,0,-2,-1,0
15428,1,0,-2,3,0,-3,3
15429,-3,3,-2,-1,3,-3,4
15430,1,-1,0,1,-1,-1,3
15431,-1,0,-1,1,-1,0,1
15432,2,-2,-1,3,-3,1,3
15433,4,-1,-2,3,-1,-1,3
15434,0,0,0,0,0,0,1
15435,-1,-2,0,3,0,-1,3
15436,-3,3,-3,3,0,-3,0
15437,3,-3,3,-1,-2,3,2
15438,-1,4,-2,2,-3,0,0
15439,0,0,0,0,4,-3,4
15440,0,3,-2,1,1,-3,4
15441,0,-2,-1,0,-1,0,1
15442,1,-3,0,3,0,-3,3
15443,-2,0,1,-1,1,-1,1
15444,0,0,2,-3,1,1,5
15445,-3,2,1,-1,0,-1,4
15446,-1,-2,3,0,-2,-1,1
15447,2,-3,0,0,3,-3,2
15448,-3,-1,0,0,0,4,1
15449,-1,1,1,-3,3,-2,5
15450,4,-3,-1,4,0,-3,3
15451,4,-3,0,3,-2,1,3
15452,1,-1,0,2,-1,-2,3
15453,0,0,1,0,-1,-1,1
15454,-1,-1,1,-2,3,-3,5
15455,-1,-1,4,-2,-1,-1,5
15456,4,-1,1,-3,3,0,2
15457,0,0,0,0,4,-3,4
15458,3,-1,1,-3,0,-1,2
15459,3,-2,0,-1,3,-1,2
15460,-1,-2,0,3,-1,-2,3
15461,-2,3,-1,-2,3,-2,4
15462,-1,3,-2,1,-1,1,0
15463,4,-3,3,-3,3,-1,2
15464,-1,-2,3,-2,0,-1,5
15465,-3,3,-2,0,1,0,4
15466,0,-3,-1,4,-1,-2,3
15467,3,-3,2,-1,1,-1,2
15468,-3,1,0,0,1,-1,4
15469,0,-2,2,1,-3,2,1
15470,-3,1,2,-3,3,-2,5
15471,4,-3,3,-3,2,-1,2
15472,-1,4,-1,-2,-1,4,4
15473,3,-3,3,-3,-1,0,2
15475,-2,-1,3,-3,0,0,5
15477,3,-1,-1,1,0,0,3
15478,3,0,-3,3,-2,-1,3
15479,1,1,0,-2,-1,4,1
