CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids,전체_clust_ids
17213,0,0,0,4,4,5,0,2,4,4,3,4,2,1,4,4,4,0,2
17214,1,3,4,0,0,5,0,2,4,1,3,1,1,5,0,0,0,3,0
17215,1,2,2,5,1,2,0,1,3,1,2,5,2,3,5,0,5,3,3
17216,1,1,3,0,1,0,4,1,0,0,1,1,1,5,4,0,4,5,1
17217,2,4,3,0,1,4,0,1,4,1,1,0,1,2,3,0,1,3,3
17218,1,0,2,0,4,4,0,1,0,3,4,3,2,3,0,0,3,0,1
17219,5,4,2,0,0,3,0,3,0,3,3,4,3,3,1,3,1,1,1
17220,1,0,3,0,4,3,0,3,0,0,4,5,0,5,0,0,1,1,5
17221,1,0,4,0,0,3,1,3,2,4,0,1,0,2,5,0,0,1,3
17222,4,2,3,0,4,3,0,4,0,0,1,5,1,4,0,0,4,1,1
17223,2,1,2,0,3,0,2,5,1,3,5,4,0,1,0,2,1,2,0
17224,1,5,1,0,1,0,2,1,0,2,5,3,0,3,4,0,5,0,5
17225,1,0,0,0,2,5,0,3,4,4,0,2,0,3,3,0,0,5,5
17226,1,0,4,0,1,5,0,5,2,4,5,1,3,3,5,4,0,4,2
17227,2,3,0,0,0,3,0,0,2,0,5,3,5,0,3,1,1,2,2
17228,1,1,2,0,4,3,0,1,0,2,2,5,0,3,0,0,1,1,3
17229,3,3,1,0,1,3,0,1,4,1,3,2,3,4,0,3,5,2,2
17231,1,2,0,1,2,3,0,2,0,4,1,2,3,1,0,0,5,1,0
17232,1,5,5,0,0,4,0,1,3,3,1,2,0,3,5,0,2,4,3
17233,1,0,4,0,0,5,0,0,0,5,1,1,0,3,1,0,1,4,3
17234,4,5,4,0,1,3,0,0,0,5,1,3,1,2,0,5,4,1,1
17235,0,3,0,4,5,2,3,3,5,5,2,1,4,3,2,1,0,0,3
17236,1,0,1,0,4,0,0,3,2,0,5,0,0,5,1,0,4,3,4
17237,1,0,0,0,4,5,0,1,0,1,2,0,0,3,3,0,1,4,3
17238,1,0,0,0,4,1,0,1,1,1,4,0,0,5,0,0,1,2,3
17239,1,0,0,0,3,0,1,3,0,2,1,2,0,3,5,0,1,4,4
17240,1,0,1,0,1,2,0,2,0,2,1,5,0,5,5,0,1,2,0
17241,1,0,2,0,3,3,0,0,1,5,5,5,0,1,1,0,1,0,2
17242,1,1,4,1,1,3,0,0,0,2,0,2,2,5,0,1,1,5,5
17243,1,0,2,0,4,2,0,2,4,4,0,1,0,3,2,0,1,3,4
17244,1,0,1,5,3,3,0,3,0,2,3,5,1,5,1,0,1,2,0
17245,1,0,1,0,2,3,0,0,0,4,1,4,0,0,5,0,1,4,2
17246,3,0,1,5,0,3,0,4,0,5,0,2,2,5,0,3,5,1,1
17247,2,5,4,2,2,2,0,3,0,2,3,0,5,3,0,3,3,5,2
17248,1,4,0,0,5,4,0,0,2,5,0,0,0,3,5,0,1,2,2
17249,1,0,5,0,4,4,0,0,0,4,1,3,0,3,5,0,1,3,4
17250,1,0,2,0,4,4,0,0,0,0,2,0,0,3,1,0,1,0,3
17251,0,3,3,3,1,5,0,0,2,2,5,5,2,0,3,0,1,4,1
17252,1,0,3,0,4,3,0,0,0,3,5,1,0,3,5,0,1,2,2
17253,1,5,4,0,3,2,4,0,0,1,1,2,5,5,2,0,1,3,0
17254,0,5,2,0,0,4,0,0,0,2,4,4,3,1,5,0,1,2,3
17255,1,5,5,0,1,2,2,4,1,2,0,4,0,3,5,5,4,0,3
17256,1,2,2,0,4,3,2,2,4,0,5,4,0,5,4,0,2,2,0
17257,1,4,3,1,0,1,5,5,0,4,1,2,3,4,0,0,1,5,4
17258,5,4,2,5,0,3,0,0,0,2,0,0,3,0,5,2,5,4,3
17259,1,4,2,0,2,2,4,2,0,2,0,4,0,1,0,0,3,2,4
17260,3,4,0,0,3,5,0,4,5,2,3,1,2,1,4,0,1,2,0
17261,1,5,1,0,4,2,0,0,5,0,0,0,0,5,3,0,2,0,4
17262,2,2,4,3,0,3,0,0,0,2,3,2,2,1,0,3,5,1,1
17263,1,0,3,0,2,0,0,4,1,2,2,2,0,5,1,0,1,5,1
17264,0,5,4,0,1,3,5,0,5,2,1,2,0,0,5,1,1,1,3
17265,1,2,3,0,4,0,4,4,4,1,4,2,0,0,4,0,1,4,5
17266,1,0,2,0,4,0,0,5,0,5,5,3,0,3,4,0,1,2,5
17267,1,0,0,0,4,3,1,0,5,0,0,2,0,3,5,3,1,0,3
17268,1,1,3,3,0,4,0,1,5,2,1,2,2,3,5,0,1,1,3
17269,1,1,2,0,4,4,0,0,2,1,5,0,4,4,0,0,1,4,4
17270,1,1,2,0,4,0,0,2,2,3,3,4,5,1,4,4,5,1,0
17271,0,3,5,4,2,4,1,3,5,5,0,5,4,3,4,2,5,2,3
17272,1,0,3,0,4,3,0,4,2,2,0,4,0,3,5,0,1,5,5
17273,5,4,3,0,4,2,0,5,0,2,3,1,4,1,5,5,2,5,5
17274,1,0,3,0,4,5,2,0,2,2,0,2,0,3,1,0,5,2,2
17275,1,0,4,0,2,1,1,5,2,2,0,1,0,4,5,0,3,1,2
17276,5,5,5,0,2,5,0,0,1,3,0,2,0,2,4,0,2,5,3
17278,1,0,5,0,4,0,0,0,0,5,1,2,0,0,2,0,1,1,2
17279,1,2,3,0,0,5,0,0,2,1,4,3,3,5,0,0,1,2,0
17280,5,3,1,2,5,3,0,5,0,5,0,1,4,4,2,3,5,1,3
17281,4,1,0,0,4,3,0,0,4,2,0,1,0,5,5,0,4,4,5
17282,4,0,3,5,1,3,4,2,0,5,4,2,3,2,0,4,2,1,4
17283,1,3,2,0,2,4,0,0,0,1,4,0,0,2,1,0,1,2,5
17284,1,5,3,3,3,5,0,0,0,2,0,2,0,0,2,2,3,3,2
17285,1,5,1,0,3,0,0,4,2,2,2,0,0,3,2,0,1,4,3
17286,1,0,5,0,2,4,0,2,1,1,5,5,0,3,5,0,0,3,5
17287,5,4,0,1,4,3,0,3,0,2,3,2,1,3,0,2,0,4,4
17288,1,0,1,0,4,5,0,0,0,2,2,2,0,3,4,0,1,4,3
17289,1,4,5,0,0,1,0,4,5,3,3,1,0,3,3,0,5,1,1
17290,4,3,1,4,0,3,0,3,0,4,0,5,3,1,1,3,3,1,4
17291,1,0,3,0,1,2,1,2,3,2,2,1,0,0,1,0,1,1,2
17292,1,0,0,0,5,2,0,3,2,2,4,4,4,3,0,0,5,5,4
17293,1,1,4,0,3,2,0,0,0,5,0,2,3,0,4,3,1,1,5
17294,1,5,1,0,3,4,0,5,3,2,2,0,2,1,5,5,4,5,5
17295,3,1,4,0,2,5,0,0,5,0,1,2,0,1,4,1,1,1,0
17296,1,0,0,2,0,2,0,2,2,2,5,4,3,4,5,0,0,3,4
17297,5,4,0,0,2,3,0,1,3,0,1,0,5,3,5,2,0,0,2
17298,1,3,5,4,4,4,0,0,0,4,5,1,0,5,3,0,1,4,2
17299,2,4,3,5,5,5,0,1,4,0,1,3,3,2,5,1,0,1,0
17300,1,0,1,0,4,5,4,2,2,0,2,2,1,1,0,0,0,3,3
17301,1,0,4,0,4,0,0,0,0,1,4,5,0,3,5,0,1,3,5
17302,1,0,1,0,4,2,3,1,0,2,3,2,0,3,0,0,1,0,4
17303,1,3,2,0,5,2,0,0,0,4,3,5,0,5,0,0,5,2,5
17304,5,2,1,0,3,3,0,2,0,2,3,2,3,2,0,2,2,1,4
17305,1,0,5,0,4,5,0,3,2,1,2,5,0,0,5,0,0,4,3
17306,1,0,2,0,4,3,0,2,0,2,4,2,0,3,4,0,1,3,5
17307,1,0,4,0,1,1,5,1,2,2,2,2,0,0,0,0,1,5,3
17308,3,5,3,0,0,3,1,0,0,4,4,4,1,1,0,5,5,1,0
17309,1,0,4,0,3,4,0,0,0,1,5,5,0,0,2,0,1,3,3
17310,3,3,1,2,4,0,0,4,0,4,2,0,3,1,5,1,3,3,0
17311,1,4,3,0,4,4,0,0,0,1,0,3,0,0,3,0,1,4,3
17312,1,0,4,0,4,4,0,0,0,2,4,4,1,3,5,1,1,0,4
17313,1,0,2,0,5,4,0,0,1,2,3,5,0,5,1,5,3,3,0
17314,1,0,5,0,5,5,4,4,5,0,4,2,0,1,1,0,1,0,1
17315,1,0,3,0,1,5,0,0,4,4,1,0,0,3,0,0,3,2,5
17316,1,0,0,0,0,3,0,0,4,1,1,5,0,3,0,0,5,1,1
17317,1,4,3,0,3,3,1,1,1,5,0,1,0,3,3,0,2,0,2
17318,1,3,2,1,4,1,0,4,0,4,0,3,0,2,4,2,3,3,4
17319,1,0,0,0,4,5,0,5,5,1,5,1,2,3,2,0,1,0,5
17320,1,4,4,0,4,1,0,0,4,3,1,5,0,0,4,0,1,0,5
17321,3,5,0,5,5,3,4,2,0,2,3,2,3,2,0,1,3,1,1
17322,1,0,3,0,4,0,0,0,0,3,3,4,0,4,4,0,1,0,0
17323,1,0,2,0,4,0,3,1,1,3,5,5,0,0,0,0,2,3,5
17324,4,5,5,0,3,3,0,3,0,1,4,4,2,4,5,5,2,2,5
17325,2,1,4,0,1,1,0,0,4,5,2,0,2,1,4,0,3,3,0
17326,1,1,1,0,0,5,2,0,0,1,4,5,2,3,4,0,5,5,0
17327,1,3,2,2,2,3,0,3,0,4,5,2,0,5,3,5,0,1,5
17328,2,2,3,0,0,3,0,3,5,4,5,5,0,5,1,0,1,2,1
17329,1,5,0,0,5,2,3,3,2,3,1,2,4,2,0,0,3,5,3
17330,1,4,0,2,1,1,0,3,2,4,5,1,5,1,5,0,0,2,2
17331,1,0,0,0,4,2,3,4,1,4,0,4,0,3,4,0,1,4,2
17332,1,4,2,0,5,2,0,3,1,1,2,5,2,3,0,0,4,1,5
17333,1,1,4,0,5,5,0,3,0,1,1,3,0,3,0,0,2,0,0
17334,0,2,0,0,2,5,0,3,0,2,2,0,4,4,2,0,4,1,2
17335,4,0,3,1,5,1,0,4,5,4,5,3,3,2,0,2,2,5,5
17336,1,4,0,0,4,2,0,0,0,1,5,2,0,4,2,1,1,0,5
17337,1,1,5,0,5,5,1,0,1,3,1,4,0,2,3,0,1,5,1
17338,1,0,4,0,4,1,1,2,3,0,0,2,0,5,3,0,1,5,4
17339,1,0,2,0,3,5,0,5,3,2,3,1,5,3,0,0,5,0,4
17340,1,0,1,0,4,5,0,0,5,5,1,5,0,3,1,0,1,5,5
17341,1,0,1,0,5,4,0,3,1,0,3,0,2,5,5,0,0,1,5
17342,1,3,4,0,3,3,0,4,0,2,1,2,2,2,0,0,5,1,1
17343,0,5,4,1,2,3,0,3,0,5,2,0,2,0,0,0,0,0,3
17344,4,3,4,0,4,2,4,5,5,2,2,0,4,5,3,5,0,2,3
17345,1,1,2,0,3,0,0,0,5,5,3,4,0,2,5,5,2,1,4
17346,5,5,4,3,4,5,0,0,1,4,0,1,1,3,3,0,1,1,1
17347,5,0,3,4,3,3,0,0,3,4,2,1,1,0,3,4,5,1,1
17348,4,3,3,2,2,3,0,5,0,1,3,1,5,2,0,3,5,1,2
17349,1,2,2,0,2,3,0,4,1,3,0,4,0,4,4,0,1,2,5
17350,1,4,0,5,3,0,0,3,1,0,0,1,0,2,4,0,2,1,2
17351,3,0,1,0,0,2,5,5,0,2,0,2,0,5,0,0,2,4,0
17352,1,0,4,0,4,2,0,0,5,2,1,2,0,5,1,0,5,1,4
17353,1,0,0,0,5,3,0,0,2,5,4,5,0,0,3,0,1,3,5
17354,1,5,3,0,2,4,0,1,0,3,1,1,2,2,5,2,0,0,3
17355,1,0,1,0,0,1,0,0,4,5,3,0,4,2,1,0,0,5,3
17356,1,0,4,0,4,5,0,5,3,2,2,2,0,3,4,0,1,0,2
17358,5,4,1,1,4,0,3,0,3,4,1,1,0,1,1,3,3,3,0
17359,1,0,1,0,0,3,2,0,0,5,1,5,0,3,2,0,1,3,3
17360,1,0,1,0,1,3,0,4,5,0,1,2,4,3,2,0,1,0,1
17361,0,4,0,4,2,3,0,3,0,4,0,0,3,1,2,3,1,5,0
17362,2,3,4,0,3,4,0,0,0,4,5,2,0,4,2,0,1,0,2
17363,1,0,5,0,4,1,0,0,0,2,1,2,0,3,5,0,1,2,4
17364,0,4,0,2,2,2,0,0,0,0,2,0,3,1,0,4,5,1,4
17365,1,5,3,0,2,0,0,0,2,4,1,0,3,4,1,0,1,1,0
17366,1,0,4,0,4,5,0,0,0,0,4,4,0,3,5,0,1,4,0
17367,1,1,4,0,2,2,5,5,4,3,4,4,0,4,0,0,1,5,1
17368,3,1,3,2,4,0,2,5,1,1,3,2,0,0,2,5,1,0,5
17369,1,0,5,0,3,5,0,0,2,3,1,1,0,3,5,0,3,1,2
17370,1,4,3,0,4,3,0,4,2,4,3,1,0,5,1,0,4,2,0
17371,1,0,3,0,0,3,0,0,4,1,5,5,0,3,3,0,1,3,1
17372,1,0,1,0,4,0,0,5,2,3,4,3,0,5,0,0,1,2,1
17373,1,1,5,0,3,3,0,0,5,0,0,0,1,5,1,0,0,4,3
17374,1,1,4,0,3,4,0,3,0,2,4,1,0,5,3,0,1,4,4
17375,1,0,3,0,4,1,0,0,0,2,2,1,0,3,4,0,1,5,3
17376,1,0,5,0,4,1,0,0,0,1,5,2,0,5,2,0,1,4,1
17377,1,1,5,2,0,3,0,3,1,5,4,2,0,4,3,0,5,2,1
17378,1,0,3,0,0,4,0,4,0,0,1,2,0,2,2,3,4,4,1
17379,2,1,2,2,2,4,0,4,2,5,1,0,1,1,5,0,0,4,4
17380,1,4,2,0,3,3,0,0,0,0,1,1,5,0,0,4,0,1,2
17381,1,3,3,0,2,1,0,0,1,5,5,0,0,3,3,0,1,2,3
17383,1,0,0,0,4,0,0,4,1,3,2,2,0,3,5,0,4,3,3
17384,1,0,1,0,5,0,5,3,2,0,4,2,0,5,0,0,2,5,4
17385,1,4,1,0,2,3,0,3,0,0,0,0,0,3,4,0,3,1,3
17386,2,5,2,0,5,3,0,0,0,4,3,0,4,3,0,1,5,1,0
17387,1,4,4,0,3,0,0,0,0,2,4,1,0,0,5,0,2,2,4
17388,1,0,5,0,4,2,0,0,0,3,2,2,0,3,2,0,1,1,1
17389,1,3,5,0,0,4,4,4,1,3,1,1,0,2,3,0,1,1,3
17390,1,0,3,0,1,3,0,0,0,5,2,2,0,2,0,0,1,1,3
17391,1,4,5,0,1,3,0,0,5,4,5,0,0,1,0,0,4,5,3
17392,3,5,5,0,0,4,0,3,0,5,2,3,0,5,4,5,4,5,4
17393,1,0,2,0,3,4,5,2,3,5,5,4,0,3,4,0,1,4,2
17394,2,5,5,0,3,3,0,5,3,4,2,4,5,1,5,4,3,0,0
17395,1,0,4,0,4,3,3,2,0,4,3,4,0,2,1,0,1,5,5
17396,1,0,4,0,4,3,0,0,0,1,2,3,0,3,2,0,1,0,3
17397,3,5,1,0,3,5,0,2,0,2,1,0,5,4,5,3,1,1,4
17398,1,0,2,0,4,1,0,0,0,4,2,5,0,3,1,0,1,1,5
17399,1,0,1,0,4,0,0,0,0,0,0,1,0,3,3,0,1,1,2
17401,1,4,5,0,5,3,0,4,0,2,3,4,5,5,0,0,1,2,4
17402,1,5,4,0,0,5,0,0,4,0,1,4,0,3,2,0,3,0,3
17403,1,5,4,2,2,2,4,1,5,2,5,5,2,0,3,0,2,3,3
17404,1,0,1,0,4,5,0,0,0,5,4,0,0,2,1,0,1,5,5
17405,1,2,3,0,4,1,0,0,0,4,2,1,1,1,4,0,1,2,5
17406,1,0,0,0,0,5,5,5,4,2,4,2,1,0,5,0,0,4,4
17407,1,3,0,0,4,3,0,4,1,2,1,5,0,4,4,0,1,1,4
17408,5,5,5,0,1,3,0,3,0,0,1,2,0,4,3,2,3,1,4
17409,5,3,2,0,0,3,0,1,0,5,2,3,2,3,2,0,2,5,1
17410,0,3,0,2,1,1,1,3,3,3,0,2,0,5,5,4,1,1,1
17411,1,0,2,0,4,5,0,0,0,1,2,1,0,5,1,0,1,3,5
17412,1,0,5,0,0,2,0,4,0,2,1,4,0,3,2,0,1,5,4
17413,1,0,2,0,1,1,0,0,3,1,5,3,0,5,5,0,5,2,0
17414,1,0,4,4,2,2,0,1,0,4,1,4,1,2,4,0,2,1,4
17415,0,3,2,2,4,0,0,0,0,0,2,3,1,4,2,0,0,5,2
17416,1,4,1,0,0,2,5,4,3,0,1,4,0,1,0,0,5,3,4
17417,1,2,4,1,2,0,0,0,0,2,1,3,0,5,1,0,1,2,2
17418,1,2,1,0,3,2,0,4,1,4,4,3,0,3,0,0,4,3,4
17419,1,0,2,0,1,1,0,5,3,3,5,3,0,2,2,0,2,3,3
17420,1,0,4,0,5,1,0,2,0,4,0,2,0,3,5,1,5,5,5
17421,1,0,0,0,4,3,0,0,0,3,2,2,0,3,1,0,1,4,2
17422,2,5,0,0,2,3,0,0,0,5,5,0,4,0,0,5,3,1,3
17423,0,3,2,4,3,3,0,0,0,2,2,2,1,3,0,4,2,1,3
17424,1,3,1,0,5,2,0,0,0,2,2,3,0,3,3,0,2,5,3
17425,1,0,3,2,4,0,2,5,3,5,5,1,0,3,5,0,1,3,3
17426,1,0,0,0,4,5,5,1,4,3,1,2,0,3,2,0,1,5,4
17427,1,3,5,0,3,2,3,3,4,2,1,4,0,1,5,0,3,0,2
17428,1,0,1,0,4,2,0,0,0,3,4,3,0,3,4,0,1,3,0
17429,1,0,0,0,4,3,0,2,4,5,4,3,0,5,3,0,1,5,4
17430,1,0,0,0,5,4,0,0,4,3,1,0,0,0,0,0,2,4,3
17431,1,3,3,0,0,0,2,3,3,2,0,2,0,3,3,0,1,3,3
17432,1,1,5,0,1,3,0,2,0,2,5,1,0,3,5,3,1,4,5
17433,1,0,4,0,3,1,0,0,3,3,2,0,2,2,4,0,1,4,1
17434,1,1,0,0,0,3,0,5,1,5,0,1,3,3,4,0,1,3,5
17435,3,0,5,0,4,3,5,3,0,1,5,3,0,3,0,4,5,1,5
17436,1,0,1,0,2,0,0,0,0,2,1,1,2,5,3,0,1,3,5
17437,1,0,2,0,3,3,0,4,3,2,3,1,5,5,1,0,1,2,2
17438,1,5,1,0,3,3,0,4,5,5,4,0,3,4,1,0,1,2,0
17439,1,2,1,5,3,0,0,5,1,4,2,2,0,4,3,3,3,3,4
17440,1,3,0,3,3,3,0,0,0,2,0,2,5,4,0,4,3,1,2
17441,5,0,2,0,3,5,5,1,4,3,2,1,1,2,4,0,1,4,1
17442,1,0,5,0,3,1,0,0,1,0,4,0,0,5,2,0,4,5,1
17443,1,5,2,0,5,4,0,0,5,5,2,1,0,4,0,0,5,4,3
17444,1,3,2,0,1,1,0,3,0,4,2,0,1,0,5,0,3,5,2
17445,1,3,0,0,1,3,0,3,0,2,5,5,0,3,1,0,1,1,5
17446,4,5,1,3,5,1,2,4,0,3,4,2,4,2,0,2,3,3,4
17447,1,2,4,0,2,5,4,0,2,5,4,2,0,0,1,0,5,4,1
17448,1,0,4,0,4,2,0,0,0,0,3,2,0,1,4,0,1,4,4
17449,1,4,3,4,2,4,0,5,1,5,0,4,0,4,4,5,2,0,2
17450,1,3,0,0,0,3,1,1,2,0,5,1,3,0,5,1,1,2,2
17451,1,0,1,0,4,5,0,0,0,2,2,4,0,3,2,2,1,4,2
17452,1,4,4,0,3,4,2,5,0,0,0,5,5,4,0,0,3,0,2
17453,1,2,3,0,4,0,0,0,0,1,3,4,0,3,5,0,1,4,5
17455,1,0,2,0,4,0,1,0,4,2,3,4,0,5,1,0,2,2,5
17456,1,0,2,0,4,5,4,3,0,3,2,2,0,0,5,0,1,3,3
17458,1,1,3,0,0,5,0,5,5,4,3,4,0,3,5,0,1,2,0
17459,1,0,3,0,3,4,0,0,0,3,1,2,0,1,4,0,1,0,4
17460,1,3,3,0,4,4,0,3,5,1,5,1,2,4,0,0,5,3,5
17461,1,5,5,0,5,1,2,1,1,0,1,2,0,0,3,3,2,4,3
17462,3,3,2,0,1,3,0,0,0,2,2,2,2,1,0,2,3,1,5
17463,4,5,4,0,4,3,0,2,0,3,2,3,0,2,2,2,0,1,3
17464,1,0,0,0,4,5,0,0,4,3,5,3,3,3,2,0,1,5,4
17465,1,0,0,0,4,3,0,0,0,2,1,3,0,3,5,0,4,1,4
17466,1,4,2,0,4,5,0,0,0,1,3,4,0,2,1,0,1,1,0
17467,1,1,3,2,2,4,0,0,3,2,5,3,0,3,2,4,5,4,5
17468,1,0,3,0,4,1,0,0,0,5,3,5,0,3,1,0,1,0,4
17469,1,1,3,0,3,3,4,1,4,3,3,3,0,3,5,0,3,1,1
17470,1,0,0,0,4,5,0,0,0,2,4,3,0,3,0,0,1,2,5
17471,1,5,4,0,2,3,3,3,2,1,4,0,3,3,0,0,2,2,3
17472,1,5,3,0,0,2,0,0,5,1,5,3,0,3,5,0,0,5,3
17473,1,0,1,0,5,2,2,4,4,1,4,3,0,5,4,0,1,3,1
17474,1,4,4,0,0,5,0,0,0,2,5,5,0,4,3,0,4,0,5
17475,1,5,5,0,4,2,0,0,4,1,1,5,0,0,5,3,4,5,3
17476,1,0,3,0,4,5,0,0,0,1,2,1,0,3,3,0,1,0,3
17477,1,2,3,0,4,5,0,5,1,2,4,0,2,1,0,0,1,2,5
17478,1,3,1,0,2,3,0,4,2,5,5,2,0,4,5,0,4,2,2
17479,1,0,2,0,4,3,0,0,0,4,0,2,0,3,5,0,1,3,4
17480,1,2,1,0,5,3,0,0,0,1,4,2,0,3,1,0,1,1,3
17481,1,3,5,0,3,3,0,0,4,2,0,0,0,0,0,0,0,0,2
17482,1,0,2,0,4,3,0,0,0,3,0,0,0,3,2,0,1,5,3
17483,1,0,4,0,4,0,0,0,5,1,2,0,0,3,3,0,3,4,5
17484,3,5,0,0,4,5,4,2,3,5,1,2,2,1,4,0,1,4,0
17485,2,5,0,0,0,0,0,0,1,2,3,1,0,2,2,0,5,0,1
17486,1,5,0,0,3,4,0,0,0,2,2,3,3,2,0,0,4,5,3
17487,2,3,4,5,5,3,0,3,0,5,4,2,5,5,0,2,0,1,4
17488,4,4,3,0,4,2,0,0,0,0,5,5,0,1,0,0,1,0,5
17489,1,5,1,4,2,2,5,5,1,0,2,3,0,0,2,0,4,4,3
17490,1,5,0,0,3,3,0,3,5,0,5,4,5,5,5,2,3,1,0
17491,1,0,5,0,4,2,0,2,5,2,4,2,0,3,2,0,1,1,1
17492,0,0,1,0,5,3,3,4,0,2,4,5,2,2,0,1,1,1,3
17493,1,0,1,0,0,2,0,0,0,5,2,0,0,3,0,0,4,1,3
17494,1,4,1,0,0,0,0,1,5,3,1,0,0,3,3,0,3,2,3
17495,1,0,1,0,4,4,2,1,0,4,2,3,0,3,5,0,1,0,5
17496,1,0,3,0,4,3,0,0,0,3,1,2,0,3,2,0,1,3,0
17497,1,0,3,0,2,3,2,3,2,1,1,3,0,5,5,0,2,1,3
17498,1,5,4,0,5,4,0,3,0,5,0,1,0,4,2,0,0,5,4
17499,1,4,0,0,0,3,0,0,0,5,0,0,0,2,3,0,4,4,2
17500,0,3,1,0,2,3,0,5,0,2,2,4,2,3,0,0,5,1,3
17501,1,0,1,0,4,2,0,0,4,2,0,1,3,5,2,2,1,2,4
17502,1,3,0,3,2,2,0,0,4,3,4,3,5,4,0,2,0,2,2
17503,1,4,2,0,4,3,0,0,0,2,0,0,4,1,1,0,3,1,4
17504,1,0,0,0,4,3,1,5,1,4,5,4,0,5,3,0,4,0,5
17505,1,4,2,0,3,3,0,0,0,4,1,0,0,3,0,0,1,1,4
17506,1,0,5,0,4,4,0,3,2,1,2,0,0,3,3,0,2,2,3
17507,1,4,3,0,4,0,0,3,2,4,4,3,0,2,3,0,3,3,5
17508,1,2,4,0,0,0,0,2,3,4,2,3,0,0,4,0,5,2,1
17509,1,1,3,5,2,4,0,0,4,1,1,2,4,4,0,2,5,2,4
17510,1,1,0,0,5,4,0,0,1,4,0,2,0,5,1,0,4,3,4
17511,1,3,0,0,3,2,0,0,2,5,4,0,1,3,5,0,1,0,3
17512,1,4,0,0,4,3,5,2,4,2,3,5,3,1,4,4,2,1,4
17513,4,3,0,0,0,3,1,1,4,0,0,2,0,0,4,3,4,1,3
17514,1,3,3,2,2,3,0,3,0,2,2,3,5,1,0,0,3,4,2
17515,1,1,4,0,4,3,0,0,5,0,1,5,0,0,2,0,5,5,1
17516,1,4,5,0,5,5,0,2,3,2,0,4,0,0,0,0,2,1,5
17517,0,5,1,0,4,3,0,0,0,0,4,4,5,0,2,4,4,0,5
17518,1,0,1,0,4,5,0,0,0,5,0,2,0,5,0,0,3,0,3
17519,1,2,3,0,4,5,0,0,0,0,3,1,0,3,3,0,1,1,4
17520,1,1,0,0,1,4,0,0,0,4,3,3,0,1,5,0,3,3,5
17521,1,3,1,0,2,0,0,4,1,1,0,5,5,5,0,4,3,4,0
17522,4,1,1,0,0,3,0,0,0,2,1,1,1,2,3,4,3,1,4
17523,1,1,4,0,4,3,0,1,4,4,1,2,0,3,5,0,1,1,4
17524,1,1,5,0,4,3,0,4,2,1,2,0,0,3,0,0,0,1,3
17525,1,3,2,0,2,0,0,0,3,1,2,5,4,0,1,0,1,3,3
17527,1,5,5,0,1,2,0,4,3,2,0,4,0,3,0,0,4,3,3
17528,1,3,1,0,4,4,0,1,0,1,3,4,0,3,1,0,3,1,0
17529,1,2,4,0,2,2,5,3,0,4,1,1,0,4,2,3,0,0,4
17530,4,1,4,1,3,3,0,2,0,0,4,2,0,5,0,2,1,1,1
17531,1,2,2,0,5,2,0,4,0,4,5,0,0,3,1,0,3,0,5
17532,1,0,2,0,4,4,1,1,2,3,0,5,0,1,5,0,0,3,5
17533,4,0,4,3,2,3,0,0,0,2,3,1,1,1,5,2,4,1,3
17534,1,0,1,0,4,0,0,1,0,2,2,4,0,3,3,0,1,4,2
17535,3,0,0,0,3,1,0,4,1,1,5,1,2,3,5,3,0,3,5
17536,1,3,1,4,0,4,5,1,3,1,2,0,1,4,0,0,3,2,3
17537,5,3,2,2,2,5,0,5,5,0,1,2,0,2,2,0,1,1,2
17538,1,0,4,0,0,5,0,0,4,3,5,5,0,2,2,0,0,4,3
17539,1,0,2,0,4,3,0,0,0,1,0,5,0,3,0,0,1,1,3
17540,4,0,0,1,4,3,0,5,0,3,5,2,4,5,0,2,4,1,2
17541,1,1,2,0,5,5,0,0,5,4,4,3,1,3,2,5,1,2,1
17542,1,0,5,3,1,0,1,1,2,1,4,5,2,1,4,0,1,3,1
17543,1,0,1,0,4,3,0,0,0,0,2,0,0,1,5,0,4,5,5
17544,1,2,4,0,5,3,0,0,0,2,0,1,3,3,5,0,0,3,2
17545,1,4,3,0,4,5,0,0,4,1,2,3,0,0,0,0,1,4,3
17546,1,0,2,4,4,5,0,0,3,2,2,1,0,3,2,0,4,5,3
17547,3,5,0,0,0,3,0,3,0,3,2,1,1,2,3,3,1,1,1
17548,1,2,0,0,4,3,0,0,0,5,5,5,0,5,1,0,1,2,5
17549,5,5,2,1,5,3,0,3,0,3,1,4,0,4,2,4,1,5,4
17550,0,3,5,0,3,0,0,1,2,2,0,1,3,1,1,4,1,4,2
17551,2,0,4,1,1,3,0,0,0,1,1,5,0,5,3,3,4,1,1
17552,1,1,0,0,5,0,1,1,2,4,1,5,4,4,3,0,5,0,2
17553,0,0,1,0,0,4,0,0,3,0,5,2,1,0,2,0,1,0,3
