CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,전체_clust_id
15592,1,-2,-1,3,-2,1,0
15593,2,0,-1,2,-2,0,0
15594,2,-2,1,-1,-1,1,0
15595,-2,1,0,0,-1,0,4
15597,0,0,-1,0,1,-1,5
15598,1,-1,1,0,-1,0,0
15599,0,1,0,-2,2,-1,3
15600,2,1,-1,-1,-1,3,5
15602,-1,0,1,-1,0,2,3
15603,0,-1,0,0,1,-1,5
15604,-2,2,-1,1,-1,1,2
15605,1,1,-3,2,-1,0,2
15606,-2,3,-3,2,-2,3,2
15607,3,-3,2,0,-1,1,0
15608,1,0,-1,1,-1,1,5
15609,1,-1,3,0,-2,-1,0
15610,0,0,-1,1,-1,1,4
15611,-3,3,-3,3,-1,-1,2
15612,-3,1,1,-1,0,1,3
15613,0,-3,1,1,1,-3,0
15614,-3,2,1,-2,1,-1,3
15615,2,0,0,-2,0,0,1
15616,1,-3,0,3,-1,-2,0
15617,-1,-1,2,1,-3,3,4
15618,-1,1,-1,1,0,-1,2
15619,3,-2,0,1,0,-1,0
15620,2,1,-1,-2,2,-1,5
15621,0,0,0,2,-3,3,4
15622,-2,3,-1,0,-1,1,2
15623,-1,2,-3,3,-3,1,2
15624,-3,1,1,-1,2,-3,3
15625,-3,1,2,-2,1,0,3
15626,-3,3,-3,3,-3,0,2
15627,1,1,-2,3,-1,-2,2
15628,0,1,-1,1,0,-1,5
15629,-2,0,0,0,1,-1,3
15630,-1,3,-2,2,0,-3,2
15631,0,0,-2,3,-3,3,2
15632,-1,0,-1,1,0,-1,4
15633,1,0,-1,1,0,0,5
15634,1,1,0,-3,3,-2,3
15635,0,-1,1,0,-1,0,4
15636,2,0,-1,-1,-1,3,5
15637,2,-1,1,0,0,-1,0
15638,-3,3,0,-3,1,-1,3
15639,2,0,0,1,-3,2,0
15640,0,0,-2,3,-2,0,2
15641,-1,0,0,0,1,-1,3
15642,2,1,-1,1,-3,2,0
15643,1,-2,2,-1,2,-1,1
15644,1,-1,0,2,-3,1,0
15645,1,0,-1,1,-2,3,4
15646,-1,2,0,-1,0,2,3
15647,0,0,0,0,-1,3,4
15648,0,0,-3,1,0,0,5
15649,0,-2,1,2,-2,1,0
15650,-1,1,1,-1,1,-2,3
15651,-1,2,-1,1,-1,1,2
15652,-1,2,-2,0,0,1,2
15653,-2,1,1,-1,-1,0,3
15654,0,-1,-1,3,-2,0,4
15655,-3,2,1,-3,2,0,3
15656,-1,3,-1,-1,0,1,3
15657,-1,1,-1,0,0,1,3
15658,0,1,0,-1,-1,2,4
15659,-2,2,0,0,-1,-1,3
15660,-1,3,-2,0,0,1,2
15661,2,1,-1,0,0,-1,5
15662,2,-3,2,1,-2,-1,0
15664,-2,0,1,-2,2,1,3
15665,2,-1,0,1,0,0,0
15666,-1,1,0,-1,0,1,3
15667,1,1,0,0,-1,1,4
15668,-3,2,-1,1,-1,2,2
15669,1,-1,0,0,1,-2,5
15670,0,0,0,-1,0,1,4
15671,1,-2,3,-1,-1,-1,1
15672,0,1,-1,0,1,-1,5
15673,-1,1,-1,1,-1,0,2
15675,2,-3,1,-1,3,-1,1
15676,0,1,-1,2,-2,1,2
15677,0,0,-1,1,0,0,5
15678,-1,2,0,-2,3,-2,3
15679,0,-1,0,1,-1,0,4
15680,-2,1,0,-1,0,0,3
15681,2,-1,0,1,-1,0,0
15682,-1,1,-1,0,1,0,3
15683,0,1,0,0,-1,1,4
15684,-2,0,1,0,-2,2,4
15685,-3,1,1,1,-3,3,4
15686,-3,1,-1,3,-1,-2,2
15687,-1,1,-1,2,-1,-2,2
15688,0,0,-1,1,0,0,5
15689,-1,2,-3,1,0,2,2
15690,1,-1,0,1,-1,1,0
15691,-3,2,-1,1,0,0,2
15692,-1,1,-1,1,0,0,2
15693,2,0,0,-1,1,-1,5
15694,0,-3,1,1,-2,2,0
15695,-2,2,-1,0,1,-2,3
15696,-3,3,-2,0,0,1,2
15698,-2,3,-2,1,-1,0,2
15699,-1,0,1,-2,2,0,3
15700,1,-1,1,0,-1,1,0
15701,-1,3,-2,-1,2,1,3
15702,-2,0,0,1,-1,0,4
15703,-1,2,-3,0,3,0,3
15704,2,-2,-1,1,1,0,5
15705,0,-1,1,0,-1,0,4
15706,2,-1,1,0,-1,1,0
15707,-2,0,1,0,-1,1,4
15708,1,0,-1,1,-1,1,5
15709,-1,1,-1,0,1,1,3
15710,-1,1,-1,1,-1,0,2
15711,2,-1,0,-1,2,0,1
15712,-1,1,-1,1,-1,1,2
15713,1,0,0,-1,1,-1,5
15714,-1,2,-3,2,0,-1,2
15715,-1,2,-2,1,1,0,2
15716,-1,0,2,-2,1,0,1
15717,2,-3,0,3,-1,-1,0
15718,0,1,-1,1,-1,1,2
15719,1,0,-1,1,-2,3,4
15720,3,-2,2,-2,0,1,1
15721,-1,0,1,0,-1,1,4
15722,-1,3,0,-2,1,-2,3
15723,-1,0,-1,3,-3,2,2
15725,-2,1,0,0,-1,1,4
15726,2,-1,2,-1,-2,1,0
15727,0,-1,1,0,-1,0,4
15728,0,0,1,-1,0,1,4
15729,0,0,0,1,-2,3,4
15730,2,0,-3,1,0,0,5
15731,0,-1,0,1,0,-2,4
15732,0,1,0,0,-1,1,4
15733,-1,1,0,-1,-1,0,4
15734,0,1,-1,0,1,0,5
15735,1,-1,3,-3,2,-1,1
15736,-1,-1,0,1,-1,1,4
15737,3,0,-3,1,0,-1,5
15738,1,-2,-1,1,2,-1,5
15739,1,-3,1,1,-2,0,0
15740,1,0,-1,0,-1,2,5
15741,3,-1,-1,0,2,-2,5
15742,1,-1,1,-2,0,0,1
15743,1,0,-1,1,1,-3,5
15744,-1,-2,1,0,1,0,1
15745,0,0,-1,2,-3,1,2
15746,1,0,0,0,0,0,5
15747,3,0,-3,3,0,-3,5
15748,1,-1,1,-1,1,-1,1
15749,1,0,-2,2,-1,1,5
15750,0,2,-1,-2,2,0,3
15751,1,-1,2,-3,2,-1,1
15752,0,2,-3,3,-3,2,2
15753,2,-3,1,0,0,-1,0
15754,0,3,0,-2,-1,1,3
15755,3,-2,1,0,-2,3,0
15756,1,-1,0,2,-2,1,0
15757,-1,-1,1,-1,2,-3,1
15758,2,-2,2,0,-2,3,0
15759,-1,1,-1,1,-1,0,2
15760,-2,1,-2,2,-1,1,2
15761,-1,1,-1,-1,2,0,3
15762,-1,-2,3,-2,2,-3,1
15763,1,-1,0,1,-1,0,0
15764,0,0,0,1,-1,0,4
15765,0,0,-1,0,2,1,5
15766,-2,0,1,0,-2,1,4
15767,-2,2,0,-1,1,0,3
15769,1,0,-1,1,-2,1,4
15770,0,-2,2,0,-2,1,0
15771,1,-2,3,-2,1,-1,1
15772,3,-3,3,-1,-2,3,0
15773,-1,1,0,0,-1,1,4
15774,-1,-1,2,1,-3,2,4
15775,-1,2,0,-1,1,-2,3
15776,2,-3,2,-2,3,0,1
15777,-1,1,-1,1,-1,1,2
15778,0,0,-1,0,1,-1,5
15779,0,1,0,0,-1,0,4
15780,0,-2,2,1,-1,-2,0
15781,-1,0,-2,2,-2,2,2
15782,0,0,-1,0,1,-1,5
15783,2,-1,-1,1,0,0,5
15784,1,0,-1,1,-1,0,5
15785,-1,2,0,1,-3,2,2
15786,-3,3,-2,1,-1,2,2
15787,3,-1,0,-1,0,0,0
15788,-3,3,-2,0,-1,2,2
15789,0,-1,0,1,-1,0,4
15790,0,0,-3,2,0,0,2
15791,-1,3,-1,-1,0,-1,3
15792,1,-1,-1,2,-2,1,0
15793,2,-1,0,1,-1,1,0
15794,-2,1,-1,1,-1,2,2
15795,1,1,0,-2,2,0,3
15796,0,-1,-2,0,1,1,5
15797,1,2,-2,2,-3,3,2
15798,-2,0,-1,3,-1,-1,2
15799,-3,1,0,1,0,-1,3
15800,-1,1,0,0,-1,-1,4
15801,-1,2,-1,0,-1,0,2
15802,1,-3,3,-2,-1,3,1
15803,2,-2,0,1,-1,0,0
15804,-3,1,2,-1,-1,0,3
15805,1,-2,1,0,1,-1,1
15806,3,0,-3,1,1,-2,5
15808,0,0,0,-1,0,1,4
15809,-3,3,0,-3,2,-1,3
15810,0,0,1,-1,0,1,4
15811,1,-1,0,-1,0,1,5
15812,1,-1,0,1,0,-1,0
15813,2,0,0,-3,3,-2,1
15814,-2,2,-1,0,1,0,3
15815,2,-2,2,0,0,0,0
15816,0,0,0,-1,-1,2,4
15817,-1,-1,0,-1,3,-3,3
15818,3,-2,2,-3,1,1,1
15819,0,-1,0,1,-2,2,4
15820,0,1,-1,1,-1,1,2
15821,-1,2,-1,0,1,0,3
15822,-1,0,1,0,-1,0,4
15823,1,-1,1,-1,0,1,1
15824,0,1,-1,1,0,-2,5
15825,1,0,2,-2,0,1,1
15826,-1,1,0,0,-1,1,4
15827,-2,2,0,-1,-1,2,3
15828,-2,3,-3,2,1,-3,2
15829,-2,3,-2,1,-1,1,2
15830,-1,2,-2,0,0,0,2
15831,0,0,-1,0,1,0,5
15832,0,0,-1,0,0,1,5
15833,1,-1,1,-1,1,-1,1
15834,0,1,-1,1,-1,1,2
15835,1,-2,-1,2,-2,3,0
15836,0,2,1,0,-3,0,4
15837,0,1,0,0,0,-2,4
15838,-2,-1,3,-2,-1,0,1
15839,1,-2,1,2,-1,-1,0
15840,0,-2,1,-1,1,2,1
15841,0,-1,3,-3,3,-2,1
15842,0,1,0,0,0,0,4
15843,1,-3,3,-1,0,0,1
15844,0,2,-2,0,1,0,5
15845,1,0,0,-3,3,-3,1
15846,-3,3,-2,1,1,-2,2
15847,2,0,0,-3,1,0,1
15848,1,-3,2,0,0,0,0
15849,-2,3,0,-1,1,-3,3
15850,0,-1,1,-1,-1,0,4
15851,0,-3,2,-1,1,-2,1
15852,-1,1,-1,0,1,0,3
15853,-1,-1,0,2,-1,0,4
15854,-2,0,1,-2,2,0,3
15855,0,1,-2,2,0,-2,2
15856,-1,1,-1,0,1,0,3
15857,1,0,0,-1,1,-1,5
15858,3,-3,2,-2,3,-1,1
15859,0,2,-2,1,0,-2,2
15860,-2,2,-3,3,0,-1,2
15861,-1,2,-2,2,0,-1,2
15862,1,0,-1,2,-1,-1,5
15863,-1,0,0,1,0,-1,4
15864,0,1,-1,1,0,-1,5
15865,-2,1,-1,1,-1,1,2
15867,-1,0,-1,0,0,1,4
15868,-1,3,-3,3,-3,3,2
15869,0,-1,2,-3,1,2,1
15870,2,-3,2,-1,2,-3,1
15871,1,-2,0,0,1,0,0
15872,0,-1,0,1,-1,1,4
15873,0,-1,0,2,-2,0,4
15874,1,0,-1,-1,3,-3,5
15875,-2,1,-1,0,0,1,3
15876,-1,1,-3,1,1,0,2
15877,0,-1,1,-1,1,-1,1
15878,-3,2,-1,-1,2,0,3
15879,1,-2,0,0,1,0,0
15880,-3,3,-2,1,0,-1,2
15881,-1,0,1,1,-3,2,4
15882,0,-3,1,2,-2,1,0
15883,-1,3,-2,1,0,-1,2
15884,-2,3,-3,3,-3,3,2
15885,1,2,0,-3,1,1,3
15886,-1,0,0,1,0,-1,4
15887,-2,1,-1,1,0,-1,2
15888,-2,3,-2,0,1,0,3
15889,1,1,-2,1,-1,1,5
15890,1,1,0,0,-2,2,4
15891,3,-2,0,2,-1,-1,0
15892,-1,0,0,1,0,-2,4
15893,0,0,0,-1,1,0,3
15894,2,-2,1,-1,1,0,1
15895,0,-1,0,1,-1,0,4
15896,-2,1,1,-2,-1,0,3
15897,-2,0,1,0,-1,1,4
15898,2,-3,3,-3,0,3,1
15899,0,0,-1,2,-3,2,2
15900,1,-3,1,2,0,-3,0
15901,-1,-1,3,-3,3,-3,1
15902,0,-1,1,-1,-1,3,4
15903,-1,1,-1,2,-2,1,2
15904,-1,0,0,1,0,0,4
15905,1,-1,1,-1,0,1,1
15906,1,1,-3,2,0,-1,5
15907,-1,0,1,-2,3,-3,3
15908,1,-1,1,0,-1,1,0
15909,-1,1,-1,1,-2,1,2
15910,-1,0,1,-1,1,-1,3
15911,-1,1,-1,0,-1,1,4
15912,-2,1,2,-1,-2,2,4
15913,1,-2,3,-3,1,1,1
15914,1,0,0,1,1,-2,5
15915,1,2,-2,1,-1,1,2
15916,1,-1,2,-1,-1,1,1
15917,1,-3,1,1,1,-2,0
15918,2,0,-1,1,0,0,5
15919,1,-2,3,-1,0,-1,1
15920,1,-2,-1,2,-1,1,0
15921,-1,1,-3,1,-1,3,2
15922,2,-1,1,-1,0,1,1
15923,1,-3,3,-2,1,1,1
15924,1,-3,2,-1,2,-3,1
15925,3,0,-2,1,0,-1,5
15926,1,0,-1,-1,2,-2,5
15927,-1,-2,3,-3,2,0,1
15928,0,2,-3,3,-3,2,2
15929,-1,1,-1,1,0,0,2
15930,-2,2,0,0,0,0,3
15931,0,0,-1,0,2,-3,5
15932,3,-3,1,0,-1,0,0
15933,-1,-2,2,0,-2,2,4
15934,0,1,0,-1,1,-1,3
15935,2,-1,0,0,0,-1,0
15936,-3,2,-1,0,1,0,3
15937,1,-1,1,-1,2,-2,1
15938,-3,0,3,0,-3,3,4
15939,-1,0,2,-2,-1,2,4
15940,-2,3,-3,1,2,-1,2
15941,-2,2,1,-2,1,-2,3
15942,0,1,-1,1,-2,1,2
15943,3,-3,3,-3,1,2,1
15944,0,1,-1,0,0,1,5
15945,1,-3,1,0,1,-1,1
15946,0,1,-1,-1,0,1,3
15947,-1,3,-2,1,-1,0,2
15948,0,1,-1,0,-1,1,4
15949,1,0,-2,2,0,-2,5
15950,2,-1,1,0,-2,2,0
15951,-1,1,-1,0,1,-1,3
15952,-1,1,-1,2,-2,0,2
15953,0,1,-1,0,2,-1,5
15956,-2,1,-1,1,-1,1,2
15957,0,0,2,-3,1,0,1
15958,1,-1,0,1,-1,0,0
15959,0,0,0,-1,0,-1,4
15961,3,-1,-2,2,1,-3,5
15962,0,-1,1,-1,1,-1,1
15963,0,0,-1,1,-1,1,4
15964,-2,1,-1,1,-1,1,2
15966,2,-2,0,1,-1,0,0
15967,0,0,2,-1,-2,2,4
15968,-1,1,0,0,-1,0,4
15969,1,-2,2,-2,3,-2,1
15970,0,-1,1,0,-1,2,4
15971,2,-3,1,1,-1,1,0
15972,-1,0,-1,3,-1,-1,2
15973,-3,1,2,-2,2,-3,3
15974,-2,2,-3,0,3,0,3
15975,-3,1,1,-1,-1,2,3
15976,1,-1,1,-2,0,0,1
15977,2,-1,0,2,-3,3,0
15978,0,0,-1,1,0,-2,5
15979,-2,0,0,0,1,-1,3
15980,-2,2,-3,3,-2,1,2
15981,3,-3,1,0,1,-2,0
15982,0,1,-1,1,0,-1,5
15983,1,0,0,-1,1,-1,5
15984,3,-2,1,-2,2,-2,1
15985,-1,0,-1,1,2,-2,5
15986,-1,0,-2,3,-3,2,2
15987,2,-2,0,1,0,-1,0
15988,1,-1,0,1,-1,1,0
15989,-2,3,-3,2,1,-3,2
15990,-1,0,0,1,0,-1,4
15991,2,1,-3,2,-2,3,2
15992,3,-3,2,-1,1,1,1
15993,-1,1,0,-1,1,-1,3
15994,-2,2,-1,1,-1,0,2
15995,0,-1,-1,0,1,-1,5
15996,-1,1,0,-1,-1,2,4
15997,0,0,-1,1,0,-1,5
15998,-1,2,-3,3,-3,3,2
15999,1,-2,3,0,-2,1,0
16000,1,0,-2,2,-2,2,2
16001,-1,0,1,1,-2,0,4
16002,2,-2,2,0,-1,-1,0
16003,2,0,-1,1,-2,1,0
16004,-2,1,-1,1,1,-2,3
16006,-2,2,0,1,-3,3,2
16007,1,0,0,-1,0,0,5
16008,1,0,-1,1,-2,3,4
16009,-1,-2,3,-1,0,1,1
16010,1,0,-2,1,2,-3,5
16011,1,1,-2,1,0,2,5
16012,1,-2,2,0,0,0,0
16013,-2,1,0,0,-1,1,4
16014,0,0,-2,-1,3,0,5
16015,1,1,1,-3,2,1,1
16016,-1,2,-2,1,-1,1,2
16017,1,-2,0,0,1,-1,0
16018,1,-1,1,0,-1,0,0
16019,2,-3,2,0,0,-1,0
16021,0,1,-1,0,1,-1,5
16022,-2,2,0,0,0,-1,3
16023,1,-3,2,1,-3,1,0
16024,-3,2,0,0,-2,0,2
16026,1,0,-2,2,-1,0,5
16027,1,0,-1,0,0,1,5
16028,-2,2,0,0,-1,1,3
16029,1,-1,2,-3,2,-1,1
16030,-1,1,-1,1,-1,0,2
16031,0,-1,0,2,-2,0,4
16032,1,-1,1,0,0,-1,0
16033,0,1,0,0,0,-1,4
16034,-1,0,1,0,-2,1,4
16035,1,2,0,-2,-1,2,3
16036,-2,2,-1,1,-1,1,2
16037,-3,1,-1,2,0,-1,2
16038,1,-1,0,0,0,0,5
16039,1,-1,2,-2,2,-3,1
16040,-1,0,1,-2,2,-1,3
16041,2,-1,1,0,-1,-1,0
16042,-1,1,0,0,1,-2,3
16043,0,0,-1,0,1,-3,5
16044,-3,2,-2,2,-2,1,2
16045,1,-1,1,0,-2,2,0
16046,0,1,-1,1,0,0,5
16047,-1,0,0,2,-2,0,4
16048,1,0,-2,2,-1,1,5
16049,0,1,0,-1,1,1,3
16050,-1,1,-1,0,1,0,3
16052,3,-2,1,-1,1,-1,1
16053,1,-1,-1,0,1,0,5
16054,-1,2,-2,-1,2,0,3
16055,-1,1,-1,1,-1,1,2
16056,0,-1,1,-2,2,-1,1
16057,-1,0,-1,3,-2,-1,2
16058,-2,2,0,-2,3,-1,3
16059,-1,1,0,-1,0,0,3
16060,-2,2,-2,1,1,0,2
16061,-1,1,-2,0,0,2,2
16062,-2,1,-2,2,-2,3,2
16063,0,0,-1,1,-2,0,4
16064,0,-2,-1,3,-3,3,0
16065,1,0,1,-2,0,0,1
16066,-1,1,-2,0,1,1,3
16067,-2,0,0,1,0,1,4
16068,2,1,-2,1,-1,1,5
16069,-1,1,0,-2,2,-1,3
16070,2,0,0,-1,1,1,5
16071,0,0,2,-2,-1,3,1
16072,0,-2,0,0,1,0,1
16073,1,-1,1,-2,2,0,1
16074,2,0,-2,0,1,0,5
16075,3,-2,1,0,0,-1,0
16076,-3,3,-2,2,-1,-1,2
16077,0,0,0,1,-1,1,4
16078,-3,3,-1,-1,0,2,3
16079,-2,1,-2,3,-1,-1,2
16080,1,-1,0,1,0,-1,0
16081,-2,2,0,-1,0,2,3
16083,3,-3,2,0,0,-1,0
16084,2,-3,2,0,-2,3,0
16085,1,-1,2,-2,1,-1,1
16086,0,-1,0,1,0,0,4
16087,3,-2,2,-3,2,-2,1
16088,-2,-1,2,0,1,-3,4
16089,0,1,0,-1,0,2,3
16090,-1,3,-1,1,-3,2,2
16091,1,1,-2,2,-1,2,2
16092,-1,1,-1,0,1,-1,3
16093,2,-3,2,0,-1,0,0
16094,1,0,-1,0,2,-2,5
16095,0,1,-1,1,-1,1,2
16096,1,1,1,-3,3,-3,1
16097,-1,1,-1,0,1,-1,3
16098,0,0,1,0,-2,3,4
16099,1,0,0,-1,1,0,5
16100,0,0,-1,1,0,0,5
16102,3,-2,1,-2,1,-1,1
16104,0,1,-3,3,-1,-1,2
16105,3,-3,2,0,-2,3,0
16106,0,0,-2,2,-1,1,2
16107,0,1,1,-3,2,-1,3
16108,2,-2,3,-2,1,-1,1
16109,-2,1,-2,2,0,-1,2
16110,2,0,0,-2,3,-3,1
16111,-2,3,-2,0,0,1,2
16112,1,-3,0,1,0,1,0
16113,2,-2,0,0,1,1,0
16114,-1,1,-2,0,1,-2,3
16115,1,-1,-1,-1,3,-1,5
16116,0,1,-1,-1,2,-1,3
16117,-1,-1,0,2,-2,1,4
16118,-3,2,-1,1,-2,2,2
16119,0,1,-1,1,0,-1,5
16120,0,0,1,-1,-2,3,4
16121,-1,2,-3,0,2,1,3
16122,0,0,-1,0,0,2,5
16123,0,0,0,0,0,-1,4
16124,2,-2,0,1,-1,1,0
16125,1,0,-1,1,-1,0,5
16126,-1,1,-1,0,1,-1,3
16128,-1,0,-2,2,0,-1,2
16129,0,0,-2,0,-1,3,5
16130,-2,0,-1,3,-3,2,2
16131,1,1,0,-2,3,-3,3
16132,2,0,0,-1,0,0,5
16133,0,-1,2,-3,3,-3,1
16134,-2,0,2,-3,0,1,3
16135,1,0,-1,1,-1,1,5
16136,-2,0,1,0,0,-1,4
16137,-2,1,-1,0,1,0,3
16139,-1,0,-1,1,-1,2,4
16140,0,0,-1,-2,0,3,3
16141,1,1,0,0,0,-1,5
16142,2,-2,-1,1,1,-1,5
16143,1,-2,2,0,0,-2,0
16144,0,-1,-1,2,1,-3,5
16145,2,0,-1,1,-1,-1,5
16146,3,-2,1,-2,3,-1,1
16147,-1,1,-3,2,-1,1,2
16148,1,0,0,0,0,0,5
16149,2,-3,3,-2,-1,1,1
16150,1,0,-1,0,1,0,5
16151,0,2,-3,2,0,-2,2
16152,0,1,-1,0,-1,1,4
16153,1,-1,0,2,-1,-1,0
16154,0,-1,-1,3,-2,0,4
16157,-3,3,-1,-1,0,1,3
16158,-1,1,-1,0,0,1,3
16159,1,-1,1,-1,0,1,1
16160,-1,1,0,0,-1,1,4
16161,-2,3,-2,1,0,-2,2
16162,0,2,-2,1,0,0,2
16163,-1,0,1,-1,1,0,3
16165,-1,0,-2,2,0,0,2
16166,-2,2,-2,2,-3,2,2
16167,-2,3,-1,-1,1,-1,3
16169,0,0,2,-1,-1,1,4
16170,0,0,-1,1,0,0,5
16171,-1,1,-1,-1,1,-1,3
16172,0,1,-1,1,-1,1,2
16173,0,-2,3,-2,0,2,1
16175,2,1,-2,0,0,0,5
16176,1,-2,1,2,-2,2,0
16177,0,-2,-1,3,-2,-1,0
16178,2,-2,0,2,-2,0,0
16179,-1,0,1,0,0,-1,4
16180,1,1,0,0,-1,1,4
16181,1,-1,0,2,-3,3,0
16182,0,0,0,1,-1,1,4
16183,2,-2,1,-1,1,-1,1
16184,1,0,-1,1,0,0,5
16185,0,2,-1,-2,2,0,3
16186,1,-2,1,0,-1,2,0
16187,3,0,-1,0,0,-1,5
16188,0,0,1,-2,1,1,1
16189,-3,3,-2,1,-2,1,2
16190,1,-3,2,0,0,-1,0
16191,-1,1,-1,1,-2,3,2
16193,-2,3,-1,-1,1,0,3
16195,-3,1,0,1,1,-2,3
16196,0,-2,2,-1,1,-2,1
16197,0,-1,0,1,0,-2,4
16198,-1,2,-2,2,-2,-1,2
16199,0,-1,0,0,2,-3,5
16200,2,-2,1,-1,0,0,1
16201,-1,1,-1,0,1,0,3
16202,0,-2,3,-2,0,1,1
16203,2,-1,-1,3,-3,0,0
16204,-1,1,-1,1,0,0,2
16205,-3,2,-1,2,-2,0,2
16207,-2,1,0,0,0,-1,3
16208,2,-3,1,0,1,0,1
16209,1,2,-1,-1,0,1,5
16210,0,1,-1,1,-1,0,2
16211,0,2,-2,2,1,-2,2
16212,2,-3,3,-2,1,-1,1
16213,1,-1,1,0,0,-1,0
16214,1,2,-2,1,0,-2,5
16215,-3,2,0,0,0,-1,3
16216,2,-2,0,1,0,0,0
16217,-1,-1,3,0,0,-3,4
16218,-1,1,0,-2,2,-1,3
16219,3,0,0,-3,2,-1,1
16220,1,1,-1,1,-2,2,2
16221,-2,2,0,-1,2,-3,3
16222,0,0,2,-2,1,-1,1
16223,1,0,0,2,-3,1,0
16224,0,0,-2,2,-1,1,2
16225,2,0,0,-1,-1,0,5
16226,1,-2,1,0,-1,1,0
16227,-3,3,-2,2,-2,1,2
16228,0,1,0,-1,1,-2,3
16229,-1,1,-1,1,0,0,2
16230,1,-1,1,-1,1,0,1
16231,-1,-2,1,2,-3,3,4
16232,-1,1,-1,1,-1,0,2
16233,-1,0,-2,1,1,1,5
16234,-1,1,-1,1,-1,0,2
16235,3,-1,0,-2,3,-3,1
16236,-2,3,0,-3,2,-1,3
16237,1,0,-1,0,1,-1,5
16238,-3,1,-1,3,-1,-2,2
16239,-1,0,1,0,-1,0,4
16240,-1,2,0,0,-1,1,4
16241,-2,1,0,-2,2,-1,3
16242,1,1,-1,-1,0,1,5
16243,-2,1,-1,1,-1,1,2
16244,1,0,-2,1,1,0,5
16245,0,1,-1,0,1,-2,5
16246,0,-2,1,1,-1,1,0
16247,-2,2,-3,2,-1,2,2
16248,-1,1,0,-1,0,1,3
16249,2,-3,2,-1,-1,3,0
16250,-1,2,0,0,-1,1,4
16251,-1,0,1,0,0,-1,4
16252,-1,0,2,-3,3,-3,1
16253,1,-2,0,1,-1,1,0
16254,1,0,-1,0,1,0,5
16255,-1,2,-2,0,1,-1,3
16256,1,-1,1,0,-1,2,0
16257,-3,1,0,2,-2,1,2
16258,1,-1,-1,2,0,-1,5
16259,2,-2,0,1,-1,1,0
16260,2,-1,0,1,-1,0,0
16261,-2,2,-3,2,0,0,2
16262,1,0,0,1,-1,-1,4
16263,-1,0,-1,2,-2,0,2
16264,3,-3,0,0,3,0,1
16265,-2,3,-2,1,0,0,2
16266,0,-1,0,1,-1,0,4
16267,-1,1,-1,0,1,-1,3
16268,-1,1,0,0,-1,1,4
16269,-1,0,0,0,-2,3,4
16270,-1,2,-1,1,0,0,2
16271,0,-2,0,3,-3,3,0
16272,-2,3,-1,-1,0,2,3
16273,-2,1,-1,2,-2,0,2
16274,2,-1,1,-1,1,-2,1
16275,0,-2,0,-1,2,0,1
16276,-1,1,-1,0,1,0,3
16277,0,0,1,-3,3,-2,1
16278,1,0,-2,2,0,-1,5
16279,-1,1,-1,1,-1,-1,2
16280,-1,1,-1,1,-1,1,2
16281,3,-1,0,0,-1,-1,0
16282,0,1,-1,0,1,-1,5
16283,-2,2,0,1,-3,3,2
16284,0,0,0,2,0,-3,4
16285,1,-1,1,0,1,-3,1
16286,-1,2,-2,1,0,-1,2
16287,-1,0,2,-2,0,1,1
16288,-1,0,1,-1,-1,1,4
16289,-2,0,2,0,0,-1,4
16290,1,2,-3,0,3,-2,5
16291,-1,3,-1,-1,0,1,3
16292,-1,3,-2,2,-1,-2,2
16293,2,-2,1,-1,0,0,1
16294,0,0,-1,1,-1,1,4
16295,2,-1,0,0,1,0,5
16296,1,-1,1,1,-2,0,0
16297,-1,0,0,2,-2,0,4
16298,-1,0,0,1,-1,1,4
16299,0,1,-2,3,-1,-1,2
16300,2,-2,-1,1,2,-3,5
16301,0,-1,0,0,0,1,4
16302,-1,1,-1,1,0,-1,2
16303,1,1,-3,1,0,1,5
16304,-3,3,-2,-1,3,-3,3
16305,3,0,-3,2,-2,3,5
16306,-2,-1,0,3,0,-3,4
16307,1,-1,1,-1,1,-1,1
16308,-1,-2,1,2,0,-3,4
16310,0,0,0,-1,1,-1,3
16311,0,1,-2,2,1,-2,5
16312,0,-1,1,-1,1,-1,1
16313,1,0,-1,1,-1,0,5
16314,-1,2,-3,1,0,1,2
16315,0,-3,2,0,0,0,1
16316,2,0,-1,1,0,0,5
16317,1,0,-1,1,-2,1,4
16318,-1,-2,1,1,1,-3,4
16319,1,-2,1,-1,1,-2,1
16320,0,0,-1,-1,2,1,5
16321,1,0,-1,1,-2,2,4
16322,1,0,-1,0,2,-2,5
16323,0,1,-1,1,-1,0,2
16324,2,0,-2,3,0,-1,5
16325,-1,0,2,-2,-1,2,4
16326,1,-2,1,2,-2,1,0
16327,-1,1,1,-1,2,-3,3
16328,1,1,-3,2,0,-2,5
16329,0,0,0,1,-1,0,4
16330,-3,2,-1,-1,3,-3,3
16331,-1,0,-1,1,0,0,4
16332,-1,1,-1,1,-1,0,2
16333,-2,2,-1,0,0,1,3
16334,3,-3,3,-3,3,-2,1
16336,2,-3,2,0,-1,1,0
16337,1,-3,2,0,-1,1,0
16338,0,1,-1,1,-1,1,2
16339,-2,2,-1,1,0,-1,2
16340,1,-1,0,1,-2,0,0
16341,2,1,-2,-1,3,-3,5
16342,0,-1,1,-1,0,0,1
16343,-1,0,0,1,0,-1,4
