CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_중가_clust_id
16338,0,0,0,0,0,0,3
16339,-1,2,-2,2,0,-1,4
16340,0,-3,3,-3,0,-1,2
16341,-1,1,-1,1,-1,-1,4
16342,0,0,4,-3,-1,0,2
16343,0,0,0,0,0,4,3
16344,0,0,0,0,0,0,3
16345,-1,0,0,0,0,0,3
16346,-3,3,-3,0,3,-3,0
16347,0,-2,2,-3,1,2,2
16348,-2,3,-3,-1,0,0,0
16349,0,4,-3,-1,0,0,0
16350,0,0,0,0,0,0,3
16352,0,0,0,0,0,0,3
16353,-1,4,-3,0,-1,4,0
16354,-1,0,0,4,0,-3,1
16355,3,-2,-1,3,0,-3,1
16356,-3,0,-1,0,4,-3,3
16357,0,-1,0,0,0,0,3
16358,0,-3,0,0,-1,0,3
16359,0,-3,3,-3,-1,0,2
16360,0,0,4,-3,-1,0,2
16361,-3,3,0,-2,-1,0,0
16362,-1,0,0,0,0,0,3
16363,0,0,4,-3,3,-3,2
16364,-1,0,0,0,0,0,3
16365,0,0,0,0,0,0,3
16367,3,-3,-1,0,0,0,5
16368,4,-3,-1,0,0,0,5
16369,0,0,0,0,0,0,3
16370,0,2,-1,-1,3,-3,0
16371,3,-3,-1,4,0,-2,1
16372,0,0,4,-3,0,3,2
16373,0,0,0,0,0,0,3
16375,0,-3,1,1,0,0,3
16376,-1,0,0,0,0,0,3
16377,0,0,0,0,4,-3,3
16378,3,-3,3,-3,-1,0,5
16379,0,0,-1,3,0,-3,1
16380,-3,2,0,0,0,-1,0
16381,-1,-2,3,-3,3,-3,2
16382,2,-1,-2,3,0,-3,1
16383,0,-1,0,1,0,-1,3
16384,-1,2,-1,2,-1,1,4
16385,1,-2,0,1,-2,1,1
16386,0,0,0,0,0,0,3
16388,3,-3,3,-3,3,-3,5
16389,-3,3,-3,-1,0,0,0
16390,4,-1,-2,0,3,-3,5
16391,0,0,4,-3,-1,0,2
16392,-3,-1,4,-3,-1,0,2
16393,-3,0,3,-3,2,0,2
16394,0,3,0,-2,0,-1,0
16395,0,-3,-1,0,4,-3,3
16396,-1,0,0,0,0,0,3
16397,0,4,-3,-1,0,0,0
16398,3,-3,-1,4,-3,-1,1
16399,-3,-1,0,0,0,0,3
16400,-3,-1,0,0,0,0,3
16401,-1,1,-1,1,0,0,3
16402,0,0,0,0,0,0,3
16403,0,0,0,0,0,0,3
16404,0,-1,0,3,-3,3,1
16405,-1,0,0,-1,1,-1,3
16406,3,0,0,0,-2,1,5
16407,3,-3,3,0,-2,1,5
16408,-2,1,-2,2,-1,1,4
16409,-3,3,-3,3,-3,3,4
16410,4,-3,-1,0,0,0,5
16411,0,4,-3,3,-3,-1,4
16412,0,0,0,0,0,0,3
16413,1,-2,3,-3,0,3,2
16414,2,-3,0,-1,4,-1,5
16415,0,4,0,-3,3,-2,0
16416,0,0,0,0,4,-3,3
16417,-1,-1,3,-3,3,0,2
16418,-1,0,0,4,-3,-1,1
16419,3,-3,0,-1,4,0,5
16420,0,0,0,0,0,4,3
16421,-3,2,-2,-1,0,4,0
16422,3,-3,3,-2,-1,0,5
16423,0,1,1,-3,2,-2,2
16424,3,0,-2,1,-1,0,1
16425,-1,-1,0,0,0,4,3
16426,-1,4,0,-3,-1,0,0
16427,0,1,2,-2,1,-2,2
16428,0,3,0,-1,0,-1,0
16429,4,-3,-1,0,0,0,5
16430,-1,-2,0,3,-1,-2,1
16431,-3,-1,0,4,-3,-1,1
16432,-3,-1,0,0,0,0,3
16433,0,0,0,0,4,-3,3
16434,0,0,4,-3,-1,0,2
16435,-1,0,0,0,0,0,3
16436,-2,0,2,0,-3,3,2
16437,0,0,0,0,0,0,3
16438,0,0,0,0,0,0,3
16439,-2,3,-2,-1,0,0,0
16440,-3,3,-2,1,-2,3,4
16441,-2,3,0,-1,-2,2,0
16442,0,0,0,0,0,0,3
16443,-3,3,-3,1,1,0,0
16444,4,0,-3,-1,0,0,5
16445,0,0,0,0,0,0,3
16446,0,-1,1,-1,-1,-1,3
16447,-1,3,-3,3,-1,1,4
16448,0,-3,2,-1,-1,3,2
16449,0,0,-2,0,3,-2,3
16450,0,3,0,-2,1,0,0
16451,2,-3,3,-2,2,-3,5
16452,-1,-1,1,0,-1,-1,3
16453,-3,2,1,-2,0,2,0
16454,0,4,-3,-1,0,0,0
16455,0,0,0,0,0,0,3
16456,-3,3,-2,-1,3,-1,0
16457,4,-1,-2,3,-3,3,1
16458,3,-1,0,-2,3,-3,5
16459,0,0,0,0,0,0,3
16460,0,0,0,0,0,0,3
16461,0,-2,3,-2,1,-1,2
16463,0,0,0,0,0,0,3
16464,0,2,0,0,-2,3,4
16465,-1,0,4,-2,-1,3,2
16466,-1,0,0,0,0,0,3
16467,1,0,0,-2,0,3,3
16468,-3,0,0,3,0,0,4
16469,-3,3,-3,-1,0,0,0
16471,4,-1,1,-3,0,3,5
16472,0,-3,0,-1,0,0,3
16473,0,0,0,0,4,-3,3
16474,-2,0,0,-1,4,-3,3
16475,-1,0,0,0,0,0,3
16476,0,1,-1,0,2,-3,3
16477,0,4,-3,-1,0,0,0
16478,-1,0,0,0,0,0,3
16479,0,0,0,0,4,-3,3
16480,0,0,0,4,-3,-1,1
16481,3,0,-1,-1,0,0,5
16482,-3,3,0,-3,-1,0,0
16483,3,-3,0,-1,0,0,5
16484,-1,3,-3,2,1,-2,4
16485,0,0,0,0,0,0,3
16486,-1,4,-3,-1,0,4,0
16487,0,1,0,-1,-1,-1,3
16488,0,0,0,4,-3,-1,1
16489,2,-3,2,-1,0,-1,5
16490,4,0,-3,3,-2,-1,1
16491,0,0,4,-3,-1,0,2
16492,0,0,4,-3,-1,0,2
16493,-2,3,-1,-1,-1,2,0
16494,-3,1,0,2,-3,1,4
16495,0,0,0,0,0,0,3
16497,0,4,-3,-1,0,0,0
16498,0,0,0,0,4,-3,3
16499,0,1,-1,2,-2,1,4
16500,1,-2,3,-1,1,-3,2
16501,0,0,0,0,0,0,3
16502,0,0,0,0,0,0,3
16503,0,-2,3,-3,3,-1,2
16504,0,0,0,0,0,0,3
16505,3,-3,3,-3,3,-2,5
16506,-1,0,2,-3,3,-3,2
16507,0,0,0,0,0,0,3
16508,0,0,4,-3,-1,0,2
16509,0,-3,-1,0,0,4,3
16510,0,-3,-1,0,0,0,3
16511,0,0,0,0,4,-3,3
16512,0,0,0,0,0,0,3
16513,-1,2,-1,1,-1,1,4
16514,0,0,0,0,0,4,3
16515,0,4,-3,-1,0,4,0
16516,2,-3,3,0,-3,3,5
16517,4,-3,-1,0,0,0,5
16518,3,-3,3,-3,3,-1,5
16519,4,-3,-1,4,-2,0,1
16520,-3,2,-2,3,-3,-1,4
16521,-2,3,-3,-1,4,0,0
16522,0,0,0,0,0,0,3
16523,3,-3,2,1,-2,0,5
16524,0,0,0,0,0,4,3
16525,4,-3,-1,4,-3,0,1
16526,-1,-2,2,0,-1,2,2
16527,0,0,0,0,4,-3,3
16528,-1,4,-3,3,0,-3,4
16530,0,4,-3,3,-1,-2,4
16531,0,0,0,0,0,0,3
16532,3,-1,0,1,-3,2,1
16533,2,-2,3,0,-3,3,5
16534,0,4,-3,-1,4,-3,0
16535,4,-3,1,2,0,0,5
16536,3,-3,2,0,-1,0,5
16537,3,-3,3,-1,1,-3,5
16538,-3,3,-1,0,-2,2,4
16539,1,-2,2,-1,2,-3,5
16541,0,4,-1,0,-2,3,4
16542,0,-1,0,1,0,-2,3
16543,-3,-1,0,0,0,0,3
16544,4,-3,0,-1,0,0,5
16545,3,-3,-1,4,-3,-1,1
16546,3,-2,0,0,2,-2,5
16547,2,-1,-1,3,0,-2,1
16548,3,-3,3,-3,-1,0,5
16549,2,0,-1,1,-1,0,1
16550,-3,-1,4,-3,3,-1,2
16551,4,-3,0,-1,0,4,5
16552,3,-1,-1,-1,3,-1,5
16553,4,-3,-1,0,0,0,5
16554,1,-1,0,0,-1,0,3
16555,0,0,0,0,0,0,3
16556,0,-1,-2,3,-3,-1,1
16557,3,-2,2,-2,0,0,5
16558,0,0,4,-3,-1,0,2
16559,-1,-1,3,-3,3,0,2
16560,-1,0,4,-3,3,-3,2
16561,-3,-1,0,0,4,-3,3
16562,-1,0,4,0,-1,-2,2
16563,0,0,0,0,0,0,3
16564,2,1,-2,2,-3,0,1
16565,-1,1,-2,3,-2,1,4
16566,-1,3,-3,-1,4,-3,0
16567,1,-3,0,-1,4,0,5
16568,-2,1,2,-2,1,-2,2
16569,0,0,0,4,-3,-1,1
16570,4,-3,-1,4,-3,3,1
16571,-1,0,0,0,4,-3,3
16572,-1,-1,0,3,-3,1,1
16573,0,0,0,0,4,-3,3
16574,2,0,-2,-1,3,0,3
16576,0,0,0,0,0,0,3
16577,0,0,0,0,0,0,3
16578,4,-3,-1,4,-3,-1,1
16579,2,1,-3,2,-2,3,1
16580,1,-3,3,-1,-1,2,2
16581,0,4,-3,-1,0,0,0
16582,-1,4,0,-3,-1,0,0
16583,0,0,0,0,0,0,3
16584,-2,3,-3,3,-1,-2,4
16585,0,-1,0,0,0,4,3
16586,0,0,0,0,0,0,3
16587,-1,0,-1,-1,0,0,3
16588,-2,3,-3,-1,4,-3,0
16589,-3,-1,4,-3,3,0,2
16590,3,-3,1,2,-3,3,1
16591,0,-1,0,1,0,-1,3
16592,1,-3,0,0,2,-2,5
16593,0,4,-3,3,-3,-1,4
16594,0,0,0,0,0,0,3
16595,3,0,-2,-1,3,-2,5
16596,-1,-1,0,4,-2,1,1
16597,0,0,0,0,4,-1,3
16598,4,-3,-1,0,0,0,5
16599,3,-1,-2,0,3,-2,5
16601,0,0,0,4,-3,3,1
16602,0,3,-3,0,3,-2,0
16603,0,0,0,0,0,0,3
16604,0,0,0,0,0,0,3
16605,-1,4,-3,-1,0,0,0
16606,3,-1,-2,3,-3,3,1
16607,2,0,-2,3,-2,2,1
16608,3,-2,0,0,1,0,5
16609,3,-3,-1,0,0,4,5
16610,-2,-1,0,0,0,0,3
16611,0,0,0,0,0,0,3
16612,0,3,0,-3,2,-1,0
16613,-2,-1,-1,4,0,-3,1
16614,-2,3,-1,0,-1,2,0
16616,0,0,0,0,0,0,3
16617,0,-3,3,-3,0,0,2
16618,4,-3,3,-3,-1,0,5
16619,3,-1,-1,2,-2,-1,1
16620,-1,0,0,0,4,0,3
16621,0,-1,0,0,0,4,3
16622,3,0,0,-3,3,-3,5
16623,3,-3,0,3,-3,3,1
16624,0,3,-3,1,2,-3,0
16625,0,0,0,0,0,0,3
16626,0,0,4,-3,-1,0,2
16627,0,0,0,0,0,0,3
16628,-3,2,-2,3,-2,1,4
16629,2,0,1,-3,2,0,5
16630,3,-1,0,-1,1,0,5
16631,0,0,4,-2,-1,3,2
16632,-2,-1,3,-3,-1,0,2
16633,2,-2,-1,3,0,-3,1
16634,1,-2,1,2,-3,3,1
16635,2,-1,2,-3,2,-2,5
16636,1,-2,2,-1,0,-2,5
16637,0,0,-3,1,-1,0,4
16638,0,0,0,0,0,0,3
16639,0,-2,1,1,-1,0,3
16640,-1,-1,0,3,-3,3,1
16641,0,0,0,0,0,0,3
16643,-2,3,-3,3,-1,1,4
16644,0,0,0,0,0,0,3
16645,-3,0,-1,0,0,0,3
16646,-1,-2,3,-2,2,-3,2
16647,-1,0,0,0,0,0,3
16648,0,0,0,4,-3,-1,1
16649,4,-1,-2,0,-1,0,5
16650,0,0,0,4,-3,3,1
16651,-2,-1,3,-3,3,-3,2
16652,4,-3,0,3,-3,3,1
16653,0,-3,3,-3,1,2,2
16654,-1,-2,0,3,-2,-1,1
16655,-3,3,0,-2,-1,-1,0
16656,-2,3,-1,0,0,-1,0
16657,-1,-1,0,0,0,0,3
16658,0,0,0,0,0,0,3
16659,-2,-1,-1,0,0,4,3
16660,0,3,-2,1,-2,2,4
16661,3,-3,-1,4,0,-3,1
16663,-1,0,0,0,4,-3,3
16665,-1,0,0,0,0,0,3
16666,0,0,0,0,0,0,3
16667,2,-2,1,-1,0,0,5
16668,3,-3,3,0,-3,2,5
16669,1,1,0,-1,0,1,3
16670,0,0,0,0,0,0,3
16671,3,-3,-1,4,-3,-1,1
16672,0,3,-3,1,-1,-1,4
16673,-3,0,-1,0,0,0,3
16674,2,-1,-1,3,0,-3,1
16675,0,-1,0,0,4,-3,3
16676,1,-1,0,1,1,-1,3
16677,-3,3,-3,-1,4,-3,0
16678,0,0,0,0,4,-3,3
16679,2,-3,3,-3,2,-1,5
16680,-3,-1,0,4,-3,-1,1
16681,-1,4,0,-1,-2,3,0
16682,3,-3,-1,0,0,4,5
16683,0,0,0,4,-3,-1,1
16684,-1,-2,-1,0,0,0,3
16685,0,4,-3,-1,0,0,0
16686,0,-3,3,-3,-1,0,2
16687,0,0,0,0,0,0,3
16688,-3,-1,0,0,0,4,3
16689,-3,3,-3,-1,4,-2,0
16690,0,-1,-1,3,0,-3,1
16691,0,-1,0,4,-3,-1,1
16692,0,0,4,-3,-1,4,2
16693,-1,-1,-1,0,0,0,3
16694,0,0,4,0,-3,3,2
16695,-2,0,3,0,0,-3,2
16696,-2,2,1,-2,-1,2,0
16697,-3,3,-3,3,-2,1,4
16698,0,0,0,0,0,0,3
16699,-3,2,-1,1,1,-1,0
16700,0,0,0,0,0,0,3
16701,1,-3,1,1,-2,1,1
16702,0,0,0,0,0,0,3
16703,2,-2,2,-2,-1,0,5
16704,1,0,-1,1,0,-1,3
16705,2,0,-1,0,0,2,3
16706,0,0,0,0,0,4,3
16707,-1,0,0,4,0,-2,1
16709,0,0,4,-3,-1,0,2
16710,3,-3,-1,0,0,0,5
16711,0,0,0,0,0,0,3
16712,-1,0,0,0,4,-3,3
16713,3,0,-1,-2,3,-3,5
16714,0,-2,-1,3,-2,1,1
16715,0,4,-3,-1,4,-3,0
16717,0,0,4,0,-3,-1,2
16718,-1,-1,-1,0,0,0,3
16719,3,-3,3,-2,1,-2,5
16720,2,-2,-1,0,0,0,5
16721,0,-1,1,-2,2,1,3
16723,1,-3,1,0,-1,3,5
16724,0,-1,-2,3,-1,-1,1
16725,0,0,0,0,0,0,3
16726,0,4,0,-3,-1,0,0
16727,0,0,0,0,0,0,3
16728,0,0,4,-3,-1,4,2
16729,-3,0,3,-3,3,-2,2
16730,0,0,0,0,0,0,3
16731,-1,-2,3,-3,3,-1,2
16732,4,-1,-2,2,-2,3,1
16733,-1,0,0,1,0,-2,3
16734,0,0,0,0,0,0,3
16735,0,4,-3,-1,4,-3,0
16736,0,0,0,4,-3,-1,1
16737,0,4,-3,-1,0,0,0
16739,0,-2,3,-3,3,-1,2
16740,-1,4,-3,-1,4,-3,0
16741,0,0,0,0,0,0,3
16742,3,-3,-1,0,0,4,5
16743,1,-1,3,-3,3,0,2
16744,-1,-1,2,-2,0,3,2
16745,0,0,0,0,0,0,3
16746,-1,4,0,-3,-1,0,0
16747,0,0,0,4,-3,3,1
16748,0,0,0,0,0,4,3
16749,-1,3,0,-3,0,3,0
16750,4,-3,3,-2,1,-1,5
16751,-3,3,-1,-2,-1,0,0
16752,4,-3,-1,0,0,0,5
16753,0,0,0,4,-3,-1,1
16754,0,0,4,-3,-1,0,2
16756,3,-3,3,-3,-1,4,5
16757,-3,0,3,-3,-1,4,2
16758,-2,0,2,-3,-1,0,2
16759,0,0,0,4,-3,3,1
16760,0,0,4,-3,-1,4,2
16761,-1,0,-1,-1,3,-3,3
16762,-3,3,-1,1,-3,2,4
16763,-1,0,0,0,0,0,3
16764,0,0,0,4,-3,-1,1
16765,-2,-1,-1,0,0,0,3
16766,0,4,-3,-1,4,-3,0
16767,-2,3,-2,2,-3,3,4
16768,4,-3,0,-1,0,0,5
16770,-1,-2,2,1,-3,0,1
16771,0,0,0,0,0,0,3
16772,-1,1,-1,1,-1,-1,4
16773,0,0,0,0,0,0,3
16774,0,0,0,0,0,0,3
16775,-1,3,-3,3,-3,2,4
16776,-1,3,-3,3,-2,0,4
16777,-1,0,3,-3,3,-3,2
16778,0,0,4,-3,-1,0,2
16779,-2,-1,3,-3,0,3,2
16780,-1,0,4,-3,-1,4,2
16781,3,-3,3,-3,3,-2,5
16782,4,0,-3,-1,0,4,5
16783,4,-3,-1,0,0,0,5
16784,0,0,4,-3,0,3,2
16785,3,-2,1,-2,1,2,5
16786,1,-1,0,2,-1,-2,1
16787,3,0,-3,0,0,-1,3
16788,-3,3,-3,-1,4,0,0
16790,1,0,-1,-1,4,-3,3
16791,1,-3,3,-2,1,1,2
16792,3,-2,2,-3,3,0,5
16793,0,4,-3,-1,0,4,0
16794,0,-2,3,-3,2,-2,2
16795,0,0,0,0,0,0,3
16796,-2,-1,0,-1,4,0,3
16797,0,0,0,4,-3,-1,1
16798,2,-2,0,-1,3,-2,5
16799,-3,-1,4,-3,3,-2,2
16800,-2,3,-3,3,-3,3,4
16801,3,-2,-1,2,1,-3,5
16802,0,0,3,-3,3,-3,2
16803,0,0,0,0,0,0,3
16804,3,-3,-1,4,-3,-1,1
16805,3,-1,1,-3,-1,0,5
16806,-3,-1,0,4,-3,-1,1
16807,0,0,0,0,4,-3,3
16808,0,4,-1,-2,3,-3,0
16809,-1,0,4,-3,-1,4,2
16810,0,0,0,0,4,-3,3
16811,2,-1,-1,-1,0,4,5
16812,1,1,-3,2,-2,3,4
16813,-3,-1,4,-3,-1,4,2
16814,-1,-2,-1,4,-3,3,1
16815,-3,0,-1,4,0,-3,4
16816,0,-3,-1,0,0,0,3
16817,-3,2,-2,3,-2,2,4
16818,-2,3,-3,1,2,-3,0
16819,-1,0,0,0,0,0,3
16820,0,0,0,0,0,0,3
16822,2,-2,3,-2,2,-3,5
16824,0,0,0,0,0,0,3
16825,-1,3,-3,3,-3,3,4
16826,0,-1,4,-1,-2,3,2
16827,1,0,1,-3,0,-1,2
16828,0,0,0,0,0,0,3
16829,-3,3,0,-3,3,0,0
16830,-3,0,2,1,-3,2,3
16831,-3,-1,4,-3,3,-3,2
16832,0,0,0,0,0,0,3
16833,-1,3,-3,3,-1,-2,4
16834,-1,0,0,0,0,0,3
16835,-3,-1,0,0,0,0,3
16836,-3,0,3,-3,2,-2,2
16838,-3,-1,0,0,0,0,3
16839,-3,-1,0,0,4,-3,3
16840,0,0,4,-3,-1,0,2
16841,4,-3,-1,0,0,0,5
16842,-3,3,-3,-1,0,0,0
16843,0,-3,3,-3,3,-3,2
16844,0,1,0,-2,1,1,3
16845,0,0,0,0,4,-2,3
16846,4,-3,-1,0,4,-1,5
16847,-1,3,-3,3,0,-3,4
16848,-3,2,-2,3,-3,-1,4
16849,-2,-1,-1,0,4,-3,3
16850,-3,3,0,-2,2,-3,0
16851,-1,0,-1,0,1,-1,3
16852,-1,0,-2,3,-3,3,4
16853,2,0,0,-2,2,0,5
16854,-1,0,0,4,-3,-1,1
16855,0,4,-3,0,-1,0,0
16856,1,-2,2,1,-3,2,1
16858,0,0,0,4,-3,3,1
16859,-1,-2,-1,0,4,-3,3
16860,0,0,0,0,0,0,3
16861,-1,0,4,-3,-1,0,2
16862,0,4,-3,-1,4,-3,0
16863,3,-1,-2,1,1,-2,5
16864,3,-1,-2,3,-3,-1,1
16865,3,0,-3,2,1,-3,1
16866,0,0,0,0,0,0,3
16867,0,0,0,0,0,4,3
16868,0,0,0,0,0,0,3
16869,3,-3,-1,0,0,0,5
16870,3,-3,-1,0,0,0,5
16871,0,0,4,-3,-1,0,2
16872,-1,3,-3,3,-3,3,4
16873,0,0,0,0,0,0,3
16874,0,-1,0,-2,3,-3,3
16875,0,0,-3,3,-2,-1,1
16876,-2,2,0,-1,1,-1,0
16877,0,4,0,-3,-1,0,0
16878,2,-3,1,-1,-1,4,5
16879,-1,-2,-1,0,4,-3,3
16880,3,-3,-1,4,-2,-1,1
16881,0,0,0,0,0,0,3
16882,0,0,0,0,0,0,3
16883,-3,-1,0,0,0,0,3
16884,3,-3,3,0,-3,2,5
16885,0,0,0,4,-3,3,1
16886,-2,1,-1,1,-1,2,4
16887,-1,1,-2,1,2,-2,3
16888,0,-1,0,0,4,-3,3
16889,-1,2,-2,3,-3,3,4
16890,-2,1,-1,3,-1,-2,4
16891,2,-2,-1,0,0,0,5
16892,0,0,1,1,-3,3,1
16893,0,0,0,0,0,0,3
16894,-1,4,-3,-1,0,0,0
16895,0,0,0,0,0,0,3
16896,4,0,-2,0,1,-1,5
16897,0,0,0,0,0,0,3
16898,0,0,0,0,0,0,3
16899,4,-3,-1,4,-3,3,1
16900,0,0,0,0,0,0,3
16901,0,0,0,0,0,4,3
16902,0,-2,3,-1,-2,3,2
16903,0,0,4,-3,-1,0,2
16904,-3,-1,0,0,0,0,3
16905,0,0,0,0,0,0,3
16906,0,0,0,0,0,4,3
16907,0,0,0,0,0,0,3
16908,-3,3,0,-2,-1,3,0
16909,0,0,0,0,4,-2,3
16910,4,-3,3,0,-3,0,5
16911,-2,3,-3,3,0,-3,4
16912,-3,-1,0,0,0,0,3
16913,-1,3,-3,-1,0,0,0
16914,3,-3,0,-1,0,4,5
16915,-2,3,-2,2,-2,-1,4
16916,0,0,0,0,4,-3,3
16917,0,4,0,-3,3,-3,0
16918,3,-3,-1,0,4,-3,5
16919,3,-2,-1,2,0,1,1
16920,0,-3,3,-3,3,-3,2
16921,4,-3,3,0,-2,-1,5
16922,4,-3,-1,0,0,4,5
16923,4,0,-3,3,-3,-1,1
16924,-1,-2,3,-3,3,-3,2
16925,-2,2,0,0,-2,3,4
16926,3,-2,0,1,-1,0,5
16927,3,-3,3,-3,3,0,5
16928,0,-3,-1,0,0,4,3
16929,0,0,0,0,0,0,3
16930,0,4,-1,-2,0,-1,0
16931,-2,3,-2,1,0,-1,4
16932,-1,0,0,0,0,0,3
16933,0,0,0,0,0,0,3
16934,-1,0,0,0,0,0,3
16936,3,-3,-1,4,-3,-1,1
16937,-3,2,-1,1,-2,0,4
16938,-2,3,-1,-2,0,3,0
16939,0,-2,0,-1,-1,0,3
16940,-3,3,-1,-1,0,-1,0
16941,0,0,0,0,0,4,3
16942,-3,3,-2,-1,-1,4,0
16943,-1,0,0,0,0,0,3
16944,-1,4,-3,3,-3,3,4
16945,3,-3,-1,4,-3,-1,1
16946,0,0,0,0,0,0,3
16947,-2,0,-1,3,-3,0,4
16948,3,-2,1,-2,3,-2,5
16949,3,-3,2,1,-3,3,1
16950,-1,4,-3,3,-3,3,4
16951,0,0,0,0,0,0,3
16953,0,0,0,0,0,0,3
16954,0,4,0,-3,3,-3,0
16955,-1,-1,-1,3,-3,2,1
16956,3,-2,-1,3,-3,-1,1
16957,-1,4,-3,-1,0,0,0
16958,-1,0,0,0,0,4,3
16959,-1,0,0,4,-2,1,1
16960,1,-2,1,2,-2,-1,1
16961,0,-3,0,-1,4,-3,3
16962,0,0,0,0,1,0,3
16963,0,3,-3,0,3,-1,0
16964,4,-3,0,3,-1,0,1
16965,-1,0,0,0,0,0,3
16966,-3,-1,0,0,0,4,3
16967,0,0,0,4,-3,-1,1
16968,0,0,0,4,-1,-1,1
16969,0,4,0,-3,3,-3,0
16970,0,0,0,0,0,4,3
16971,0,0,0,0,0,0,3
16972,-2,-1,0,4,-3,-1,1
16973,-1,1,-1,-1,4,-3,0
16974,2,-3,3,-3,0,3,5
16975,3,-3,3,-3,2,-1,5
16976,-1,-1,0,0,4,0,3
16977,0,-2,3,-1,0,0,2
16978,-2,-1,-1,4,0,-3,1
16979,0,-2,0,-1,0,0,3
16980,4,-2,0,-1,-1,0,5
16981,3,-3,-1,0,4,-3,5
16982,0,0,0,4,-3,-1,1
16983,0,0,0,0,0,4,3
16984,0,1,1,-2,1,0,3
16985,-1,4,-3,3,-3,-1,4
16986,-3,-1,0,0,0,4,3
16987,-2,1,0,-1,3,-2,3
16988,-2,1,-2,3,-1,0,4
16989,2,-2,1,-2,3,-3,5
16990,1,1,0,-2,2,-2,3
16991,-2,3,-2,-1,1,0,0
16993,4,-3,0,3,-1,-2,1
16994,1,1,-2,1,2,0,3
16995,0,0,0,4,-3,3,1
16996,-1,0,0,-2,1,2,3
16997,0,-3,-1,4,-3,-1,1
16998,-1,0,0,0,0,0,3
16999,0,0,0,4,-3,-1,1
17001,-3,3,-3,-1,0,0,0
17002,4,-3,-1,0,0,0,5
17003,0,-1,0,1,-1,0,3
17004,0,0,0,0,0,0,3
17005,2,-2,-1,0,0,0,5
17006,-3,3,-3,3,-3,-1,4
17007,2,-2,0,0,1,0,5
17008,-1,4,-3,3,-3,-1,4
17009,3,0,0,-2,-1,-1,5
17010,-3,3,-3,3,-3,3,4
17011,0,0,0,0,0,0,3
17012,0,4,-3,-1,0,0,0
17013,-1,0,0,0,0,0,3
17014,0,0,0,0,0,0,3
17015,-2,1,-2,-1,4,-3,0
17016,-3,3,0,0,-2,-1,4
17017,0,0,4,-3,-1,0,2
17018,2,-3,-1,0,0,0,5
17019,0,3,-3,-1,4,-3,0
17020,4,-3,-1,0,0,0,5
17021,-1,4,-3,-1,4,-3,0
17022,0,0,0,0,0,4,3
17023,0,-3,-1,0,4,-2,3
17024,3,0,-3,2,-1,0,1
17025,-3,3,-3,3,-2,-1,4
17026,-1,-1,0,0,-1,3,3
17027,-1,-2,3,-3,1,0,2
17028,1,-1,0,2,-3,0,1
17029,-3,0,-1,4,-3,-1,4
17030,0,0,0,0,0,0,3
17031,0,4,-3,3,-3,3,4
17032,0,0,0,0,0,0,3
17033,0,0,0,0,0,0,3
17034,0,0,0,0,4,-3,3
17035,-3,3,-3,2,-2,3,4
17036,3,-3,3,-2,0,1,5
17037,0,-1,0,1,0,-1,3
17038,-2,0,0,-1,3,-3,3
17039,-2,3,-3,3,-3,0,4
17040,0,0,0,4,-3,3,1
17041,-1,-1,0,0,0,0,3
17042,-3,-1,0,0,0,0,3
17043,-1,1,0,-1,0,1,3
17044,-2,-1,4,-3,-1,0,2
17045,0,0,0,0,0,0,3
17046,-1,3,-2,2,-3,2,4
17047,-3,-1,0,4,-3,-1,1
17048,0,0,0,4,-3,-1,1
17049,-2,-1,-1,4,-3,-1,1
17050,3,-2,1,-2,3,0,5
17051,0,0,0,0,0,0,3
17052,-3,3,-3,3,-3,3,4
17053,3,-2,2,-3,2,0,5
17054,0,-1,-2,3,-2,1,1
17055,3,-3,1,2,-2,-1,1
17056,0,-2,-1,3,0,-3,1
17057,-3,3,-3,-1,0,4,0
17058,0,0,0,4,-3,3,1
17059,0,0,-1,3,-2,1,1
17060,0,-3,2,1,-3,3,1
17061,-3,2,0,-1,-1,3,0
17063,0,0,0,0,0,0,3
17064,2,-1,1,1,-2,0,1
17066,-1,3,-3,-1,0,0,0
17067,1,0,-1,1,-2,3,1
17068,4,-3,3,-3,-1,0,5
17069,-3,3,0,-3,3,-2,0
17070,3,-2,1,-1,0,1,5
17071,0,0,0,0,0,0,3
17072,0,-2,-1,3,-1,0,1
17073,0,0,0,0,4,-1,3
17074,3,-2,-1,3,-2,0,1
17075,4,-2,-1,-1,4,-2,5
17076,-3,0,-1,0,0,0,3
17077,0,0,4,0,-3,-1,2
17078,3,-2,-1,-1,0,0,5
17079,-1,0,4,-3,3,-3,2
17080,0,-2,2,-3,2,-1,2
17081,0,0,0,0,4,-3,3
17082,-3,-1,4,-3,-1,0,2
17083,0,4,-2,-1,-1,0,0
17084,-1,3,-3,3,0,-3,4
17085,-3,3,-1,-1,1,0,0
17086,-3,3,-2,2,-3,2,4
17087,2,-1,1,0,-2,2,5
17088,0,0,0,0,0,0,3
17089,-1,3,-3,3,-2,0,4
17090,-3,3,-2,1,-2,3,4
17091,3,-3,1,2,-2,-1,1
17092,3,-1,0,1,-3,2,1
17093,-3,-1,4,-3,-1,4,2
17095,2,-3,2,-2,0,2,5
