CUSTNO,사치품_구매횟수 등급,일용품_구매횟수 등급,선매품_구매횟수 등급,사치품_구매액 등급,일용품_구매액 등급,선매품_구매액 등급,전체_구매횟수 등급,전체_구매액 등급
15681,4,3,6,5,6,6,7,3
15682,4,4,5,4,5,4,5,4
15683,11,1,7,11,5,8,7,1
15684,11,4,9,11,7,9,9,4
15685,2,10,1,1,1,1,1,10
15686,4,10,2,5,10,4,7,10
15687,1,4,2,1,1,1,1,4
15688,10,4,9,5,6,9,8,5
15689,3,7,4,3,2,3,3,7
15690,11,2,6,11,6,7,7,2
15691,11,2,7,11,3,7,6,2
15692,11,1,11,11,5,11,8,1
15693,11,5,10,11,7,10,9,5
15694,11,6,3,11,5,4,5,6
15695,10,1,5,10,2,4,4,1
15696,10,5,6,10,3,6,5,5
15698,11,10,9,11,10,10,10,10
15699,10,3,4,5,2,6,5,3
15700,11,1,11,11,3,11,7,1
15701,11,10,8,11,10,8,10,10
15702,4,8,4,4,5,5,5,8
15703,2,10,1,1,7,2,2,10
15704,11,6,9,11,9,9,10,6
15705,11,1,10,11,4,8,6,1
15706,10,4,8,10,6,8,8,4
15707,11,1,10,11,6,10,8,1
15708,11,3,8,11,9,9,10,3
15709,5,3,7,4,7,5,6,3
15710,5,1,6,5,2,7,5,1
15711,11,5,5,11,10,5,8,5
15712,11,1,11,11,4,11,7,1
15713,11,4,11,11,7,11,9,4
15714,10,3,8,5,4,8,7,4
15715,1,8,3,2,9,4,4,8
15716,11,3,10,11,5,9,8,3
15717,4,4,5,3,7,5,5,4
15718,11,1,10,11,4,9,7,1
15719,3,7,2,4,5,3,3,7
15720,11,4,5,11,5,5,6,4
15721,11,1,9,11,3,8,6,1
15722,10,6,8,4,9,7,9,6
15723,10,7,3,5,7,4,5,6
15725,11,1,9,11,9,8,10,1
15726,10,4,8,4,7,7,8,4
15727,11,5,7,11,6,8,8,5
15728,11,7,10,11,8,9,9,8
15729,11,1,10,11,3,8,6,1
15730,10,3,9,4,7,9,9,3
15731,5,1,6,5,3,7,5,1
15732,11,6,11,11,9,11,10,7
15733,11,7,8,11,10,9,10,8
15734,11,1,11,11,6,11,8,1
15735,3,7,1,2,1,1,1,7
15736,2,7,2,3,4,2,3,6
15737,2,10,1,4,10,3,5,10
15738,11,7,8,11,6,9,8,8
15739,3,4,2,4,2,2,2,3
15740,5,1,7,4,6,6,7,1
15741,5,6,5,10,9,6,9,6
15742,3,8,4,3,10,4,5,9
15743,11,6,4,11,4,4,4,6
15744,11,6,6,11,7,7,8,6
15745,4,7,5,4,7,6,7,7
15746,11,1,10,11,4,10,7,1
15747,11,8,6,11,1,6,3,9
15748,11,3,8,11,10,9,10,3
15749,11,5,8,11,7,8,8,5
15750,10,5,9,5,9,7,9,5
15751,1,10,1,2,7,1,1,10
15752,5,2,6,10,2,6,5,2
15753,11,5,8,11,8,6,8,5
15754,1,8,1,3,4,2,2,8
15755,2,10,4,2,8,3,4,10
15756,11,5,9,11,10,9,10,6
15757,4,8,6,4,3,5,5,9
15758,11,9,5,11,10,4,7,10
15759,1,10,3,1,10,3,3,10
15760,5,1,2,5,4,2,3,1
15761,5,6,5,5,5,5,5,7
15762,3,9,2,2,2,1,1,9
15763,11,3,8,11,6,9,8,3
15764,11,3,6,11,4,8,7,3
15765,3,10,3,2,10,2,3,10
15766,11,5,6,11,7,6,7,5
15767,5,8,4,5,8,4,5,9
15769,11,5,10,11,10,9,10,6
15770,2,7,5,3,6,4,4,7
15771,11,5,7,11,7,9,9,5
15772,2,10,5,4,10,6,10,10
15773,11,3,9,11,6,8,8,3
15774,11,3,7,11,6,6,7,3
15775,4,10,3,4,10,5,9,10
15776,3,5,2,1,2,3,2,5
15777,11,4,10,11,4,9,7,5
15778,11,3,5,11,4,5,5,3
15779,1,7,1,1,7,2,2,6
15780,1,2,2,1,1,1,1,1
15781,11,3,11,11,10,11,10,3
15782,11,4,10,11,9,10,10,4
15783,11,1,10,11,2,10,5,2
15784,11,3,8,11,6,9,8,3
15785,11,4,9,11,5,9,7,4
15786,4,10,3,5,10,3,4,10
15787,11,7,11,11,10,11,10,7
15788,11,6,9,11,9,9,10,6
15789,11,1,11,11,4,11,7,1
15790,11,10,6,11,10,4,7,10
15791,11,7,10,11,6,9,8,8
15792,11,4,7,11,9,7,10,4
15793,11,4,8,11,6,4,5,4
15794,5,7,5,5,10,6,9,8
15795,11,5,7,11,6,8,8,5
15796,11,9,1,11,4,2,3,9
15797,4,9,6,4,10,6,10,10
15798,11,5,9,11,10,9,10,5
15799,11,7,9,11,9,6,9,7
15800,11,1,10,11,7,9,9,1
15801,5,2,6,5,3,6,5,2
15802,3,10,1,2,9,2,3,9
15803,5,9,2,10,10,3,4,9
15804,11,5,7,11,7,6,8,6
15805,4,1,3,3,1,2,2,1
15806,11,10,6,11,10,7,10,10
15808,11,5,5,11,5,6,6,5
15809,3,6,4,2,2,4,3,6
15810,11,2,9,11,8,8,9,2
15811,5,9,4,5,8,5,7,9
15812,11,1,8,11,3,7,5,1
15813,11,2,8,11,4,9,7,2
15814,11,3,11,11,10,11,10,4
15815,3,6,6,3,7,5,6,6
15816,5,5,6,4,9,6,8,6
15817,11,6,11,11,10,11,10,7
15818,11,7,6,11,10,7,10,8
15819,11,1,8,11,2,8,5,1
15820,11,2,10,11,4,9,7,2
15821,11,1,6,11,3,6,5,1
15822,11,3,10,11,9,10,10,3
15823,10,3,6,5,6,6,7,3
15824,11,2,6,11,10,7,10,2
15825,2,1,2,3,1,2,2,1
15826,11,5,9,11,6,8,8,6
15827,11,6,8,11,8,8,9,7
15828,1,10,3,1,2,1,1,10
15829,2,7,1,2,1,1,1,6
15830,10,5,10,5,10,10,10,6
15831,11,1,9,11,2,7,5,2
15832,11,3,10,11,8,10,10,3
15833,11,1,7,11,6,6,7,1
15834,11,2,7,11,7,7,8,2
15835,4,9,7,2,10,7,8,10
15836,1,10,2,2,1,2,1,10
15837,11,4,8,11,3,9,6,5
15838,11,9,5,11,10,7,10,10
15839,5,7,6,5,9,6,9,7
15840,11,7,6,11,10,7,10,7
15841,11,6,6,11,5,6,6,6
15842,10,3,8,5,6,7,8,3
15843,10,4,10,10,4,9,7,4
15844,11,4,10,11,7,10,9,5
15845,11,7,10,11,9,8,10,8
15846,11,1,6,11,7,6,8,1
15847,11,9,7,11,5,7,7,10
15848,10,5,8,5,6,8,8,5
15849,3,10,4,1,5,2,2,10
15850,11,3,10,11,9,10,10,3
15851,10,5,8,10,1,7,2,5
15852,11,2,10,11,3,9,6,2
15853,11,2,3,11,2,2,2,2
15854,3,9,2,3,5,2,2,9
15855,3,6,6,5,8,6,9,6
15856,11,1,11,11,5,11,8,1
15857,11,2,9,11,7,10,9,2
15858,11,6,7,11,7,7,8,6
15859,10,3,6,5,7,7,8,4
15860,5,3,2,5,4,3,3,2
15861,3,9,2,3,2,1,2,9
15862,4,8,3,5,9,4,6,8
15863,11,2,10,11,5,10,8,2
15864,11,3,9,11,6,9,8,3
15865,11,3,6,11,8,8,9,4
15867,11,4,11,11,7,11,9,4
15868,5,9,5,4,10,4,5,10
15869,11,2,6,11,3,5,5,2
15870,5,8,4,10,10,5,8,9
15871,11,3,7,11,3,6,6,3
15872,11,3,10,11,9,10,10,3
15873,11,3,5,11,2,5,4,3
15874,4,7,1,3,5,2,3,6
15875,10,2,3,10,3,4,4,2
15876,4,4,5,4,4,5,5,4
15877,11,4,11,11,10,11,10,4
15878,5,9,4,5,10,4,6,10
15879,5,2,4,10,4,5,5,2
15880,5,3,6,5,9,6,9,3
15881,4,7,4,3,4,3,3,8
15882,3,9,3,4,10,3,4,9
15883,10,2,8,5,8,7,8,2
15884,4,10,7,5,10,7,10,10
15885,11,7,7,11,3,6,6,7
15886,11,1,11,11,2,11,5,1
15887,11,5,6,11,6,7,7,5
15888,5,9,5,5,9,6,9,9
15889,11,4,10,11,8,10,9,4
15890,11,8,8,11,5,8,7,9
15891,10,8,6,10,10,6,9,9
15892,10,2,8,5,5,9,7,2
15893,3,6,5,5,5,6,6,6
15894,11,7,8,11,10,10,10,8
15895,11,2,7,11,5,9,8,2
15896,11,9,5,11,10,5,9,10
15897,11,4,10,11,5,10,8,4
15898,5,1,6,2,5,6,5,1
15899,10,4,11,10,9,11,10,5
15900,1,9,3,1,3,2,1,9
15901,4,7,5,5,6,5,6,7
15902,10,9,5,10,10,5,9,10
15903,11,2,7,11,8,7,9,2
15904,11,2,6,11,1,6,4,2
15905,5,8,4,5,8,5,6,9
15906,11,1,6,11,4,5,5,1
15907,3,8,1,4,4,1,2,6
15908,11,1,10,11,2,10,6,1
15909,11,5,10,11,10,9,10,5
15910,11,3,10,11,4,10,7,3
15911,3,2,1,5,1,1,1,1
15912,4,10,1,4,8,1,2,10
15913,3,9,4,3,7,3,4,10
15914,4,5,7,3,7,7,7,5
15915,11,7,7,11,6,8,8,7
15916,11,2,9,11,5,9,7,2
15917,11,4,9,11,8,9,9,4
15918,10,4,7,10,6,8,8,4
15919,3,7,1,3,7,2,3,6
15920,11,4,7,11,8,7,9,4
15921,11,8,7,11,9,8,10,9
15922,11,2,10,11,6,9,8,3
15923,2,10,1,2,10,2,2,10
15924,4,8,4,5,4,4,4,8
15925,11,9,8,11,10,8,10,10
15926,11,5,8,11,7,8,8,5
15927,5,8,5,3,8,6,7,9
15928,2,9,3,2,4,3,3,9
15929,11,2,7,11,6,7,8,2
15930,11,3,6,11,5,7,7,3
15931,5,3,4,3,2,5,4,3
15932,11,9,10,11,10,10,10,10
15933,5,6,8,4,2,7,5,6
15934,11,3,10,11,5,10,7,4
15935,3,8,3,3,9,4,6,8
15936,11,6,6,11,8,5,8,7
15937,11,1,6,11,2,7,5,1
15938,3,9,3,3,3,1,2,9
15939,11,1,9,11,1,9,4,1
15940,11,7,6,11,6,6,7,7
15941,3,9,2,2,10,3,3,9
15942,11,4,7,11,5,6,7,4
15943,11,4,9,11,8,9,9,5
15944,11,5,8,11,5,7,7,5
15945,5,6,11,4,9,11,9,6
15946,11,2,10,11,6,10,8,2
15947,4,1,5,4,3,5,5,1
15948,11,7,9,11,8,9,10,7
15949,1,10,3,4,9,4,6,10
15950,5,3,8,5,5,7,7,3
15951,11,1,8,11,2,7,5,1
15952,11,2,10,11,3,9,6,2
15953,11,6,10,11,7,9,9,6
15956,11,5,10,11,5,9,8,5
15957,5,3,6,10,9,6,8,4
15958,11,5,10,11,8,10,10,5
15959,11,6,11,11,6,11,8,6
15961,1,9,2,2,6,2,2,8
15962,5,3,6,5,6,6,7,3
15963,5,1,8,10,3,8,6,1
15964,11,2,9,11,7,9,9,2
15966,11,1,6,11,3,5,5,1
15967,2,6,3,4,4,3,4,5
15968,3,4,5,4,4,5,5,3
15969,2,8,4,2,3,2,2,9
15970,11,4,10,11,10,8,10,4
15971,11,5,10,11,5,10,8,5
15972,3,8,1,2,9,2,3,8
15973,11,8,7,11,1,7,2,9
15974,2,9,2,1,1,1,1,9
15975,3,10,2,3,10,3,4,10
15976,11,7,10,11,9,10,10,7
15977,3,10,4,3,10,4,5,10
15978,2,5,2,3,8,4,5,4
15979,11,4,8,11,9,7,9,4
15980,4,6,3,5,5,4,4,5
15981,11,10,8,11,10,7,10,10
15982,5,1,6,4,2,6,5,1
15983,11,6,10,11,6,10,8,7
15984,3,7,5,2,5,4,3,8
15985,4,4,5,3,1,4,3,4
15986,3,8,2,4,8,3,4,8
15987,5,2,10,10,7,10,9,2
15988,11,1,11,11,3,11,6,1
15989,3,7,4,3,6,4,5,7
15990,11,3,8,11,8,9,9,3
15991,10,6,6,5,3,6,5,7
15992,3,7,3,4,7,4,5,7
15993,11,4,10,11,4,10,7,4
15994,4,9,4,3,8,4,4,9
15995,4,6,8,5,10,8,10,6
15996,10,5,6,5,6,6,7,5
15997,11,2,8,11,6,10,8,2
15998,1,10,1,1,5,3,2,10
15999,4,10,1,2,1,1,1,8
16000,10,1,2,10,1,3,2,1
16001,11,3,9,11,9,9,10,3
16002,11,5,9,11,9,8,10,5
16003,10,10,3,5,10,5,9,10
16004,11,9,9,11,10,8,10,10
16006,2,9,3,2,1,1,1,9
16007,11,1,8,11,3,9,6,1
16008,11,5,11,11,9,11,10,5
16009,10,2,7,5,6,5,6,2
16010,1,9,3,1,2,3,2,9
16011,10,8,6,5,10,6,9,8
16012,11,6,7,11,6,9,8,6
16013,11,3,10,11,5,9,7,3
16014,3,9,1,1,4,1,1,8
16015,1,10,4,2,9,5,4,10
16016,10,1,5,5,4,7,6,1
16017,5,1,3,3,1,4,2,1
16018,11,6,11,11,7,11,9,6
16019,11,3,5,11,1,5,4,3
16021,11,2,8,11,1,6,4,2
16022,11,5,10,11,6,10,8,5
16023,11,9,8,11,10,8,10,10
16024,5,8,4,3,6,3,3,9
16026,2,9,1,3,2,2,2,9
16027,11,6,8,11,6,7,8,7
16028,11,7,9,11,8,9,9,8
16029,10,2,8,4,4,7,6,2
16030,11,5,9,11,10,9,10,6
16031,11,5,10,11,10,9,10,5
16032,10,2,5,10,4,6,6,2
16033,10,1,8,4,1,7,3,1
16034,4,2,5,5,4,5,5,2
16035,5,7,6,5,9,5,8,8
16036,11,3,7,11,8,6,9,3
16037,3,10,2,3,10,2,3,9
16038,11,4,9,11,5,7,7,4
16039,10,3,5,10,2,4,4,3
16040,11,1,5,11,3,5,5,1
16041,4,7,5,4,6,4,5,7
16042,11,5,8,11,4,9,7,5
16043,1,10,1,1,1,1,1,9
16044,5,10,3,4,4,3,4,10
16045,10,10,1,5,9,2,3,9
16046,4,4,7,5,5,8,7,4
16047,11,1,8,11,4,9,7,1
16048,11,1,6,11,6,6,7,1
16049,11,7,11,11,10,11,10,8
16050,11,6,10,11,10,9,10,6
16052,3,10,1,2,6,2,3,9
16053,11,5,8,11,9,8,10,5
16054,11,2,5,11,3,5,5,2
16055,11,3,8,11,6,7,7,3
16056,11,5,10,11,3,9,6,5
16057,11,8,5,11,9,5,7,8
16058,5,2,6,5,2,6,5,2
16059,5,7,8,4,8,8,9,7
16060,11,5,9,11,8,10,9,6
16061,2,10,1,2,10,1,1,10
16062,5,10,4,5,8,4,6,10
16063,11,3,10,11,10,9,10,3
16064,3,10,6,4,10,6,10,10
16065,11,4,8,11,5,8,7,4
16066,10,9,4,5,1,5,2,9
16067,4,1,8,3,2,7,4,1
16068,3,9,2,3,3,1,1,9
16069,11,2,9,11,8,8,9,2
16070,11,4,7,11,10,6,10,4
16071,11,10,6,11,10,7,10,10
16072,11,1,7,11,3,6,6,1
16073,11,4,10,11,7,10,9,5
16074,11,7,10,11,10,10,10,7
16075,11,4,10,11,3,10,6,5
16076,4,8,2,3,4,3,3,8
16077,11,1,7,11,4,8,7,1
16078,3,9,3,3,2,2,2,9
16079,11,6,9,11,8,8,9,7
16080,10,2,7,10,2,6,5,2
16081,3,10,3,3,9,3,3,10
16083,11,8,7,11,7,6,8,8
16084,11,5,6,11,2,5,4,5
16085,11,4,10,11,10,10,10,4
16086,11,5,8,11,8,8,9,5
16087,11,3,10,11,3,9,6,3
16088,3,7,2,4,7,2,3,6
16089,10,2,11,10,6,11,8,2
16090,11,10,5,11,10,6,10,10
16091,5,6,6,5,10,6,9,6
16092,11,1,6,11,4,6,6,1
16093,11,4,10,11,7,9,9,4
16094,11,4,10,11,9,10,10,4
16095,11,6,10,11,7,10,9,7
16096,2,10,1,1,9,1,2,10
16097,11,3,9,11,10,9,10,4
16098,4,10,2,4,9,3,5,10
16099,11,7,9,11,9,9,10,8
16100,11,4,8,11,6,9,8,4
16102,5,9,6,10,7,6,8,10
16104,5,5,6,5,1,6,4,5
16105,11,7,10,11,7,7,8,7
16106,10,4,6,4,8,8,8,4
16107,11,2,8,11,2,8,5,2
16108,2,10,1,2,7,2,2,10
16109,10,7,5,10,9,5,9,8
16110,11,5,5,11,2,5,4,5
16111,10,6,6,10,7,7,9,6
16112,5,8,7,4,8,8,9,9
16113,11,3,5,11,3,5,5,3
16114,2,4,2,2,1,2,2,3
16115,3,5,2,3,1,3,3,4
16116,5,6,7,5,5,6,6,6
16117,5,4,10,4,10,9,10,4
16118,11,6,8,11,10,8,10,6
16119,11,6,7,11,9,7,9,6
16120,3,6,6,1,1,5,2,6
16121,5,7,7,4,10,8,10,8
16122,4,2,1,4,1,2,2,2
16123,11,2,8,11,6,7,8,2
16124,11,2,9,11,4,8,7,2
16125,5,7,6,10,9,7,9,7
16126,11,3,8,11,4,7,7,3
16128,11,5,10,11,8,10,9,5
16129,5,7,6,4,7,5,6,7
16130,5,2,4,5,5,4,5,2
16131,5,10,4,4,5,3,3,10
16132,11,3,10,11,8,10,9,3
16133,10,6,6,5,3,5,5,6
16134,11,1,11,11,4,11,7,1
16135,11,2,10,11,2,10,6,2
16136,11,3,6,11,3,7,6,3
16137,11,2,11,11,6,11,8,2
16139,10,10,6,5,10,6,10,10
16140,11,9,10,11,9,9,10,10
16141,11,4,8,11,5,9,7,4
16142,11,5,9,11,5,8,8,5
16143,11,5,8,11,10,9,10,6
16144,10,5,6,10,10,6,9,5
16145,11,3,7,11,2,6,5,3
16146,2,9,2,1,1,1,1,9
16147,10,1,6,4,7,5,7,1
16148,11,4,11,11,5,11,8,4
16149,2,10,2,2,8,2,3,10
16150,11,2,10,11,7,10,9,2
16151,2,8,2,1,1,1,1,8
16152,11,2,7,11,3,7,6,2
16153,11,7,10,11,9,10,10,8
16154,10,5,5,10,4,4,4,5
16157,5,5,6,5,7,6,8,5
16158,10,1,8,5,3,6,5,1
16159,11,1,8,11,5,9,7,1
16160,11,1,11,11,8,11,9,1
16161,11,6,10,11,5,9,8,6
16162,11,9,2,11,8,1,1,9
16163,11,2,8,11,3,8,6,2
16165,11,3,10,11,7,10,9,3
16166,11,8,4,11,6,4,5,9
16167,10,8,10,5,10,8,10,9
16169,11,9,10,11,10,9,10,10
16170,11,4,7,11,4,8,7,4
16171,10,1,9,10,6,9,8,2
16172,11,2,10,11,8,9,9,2
16173,3,8,4,2,1,2,2,8
16175,11,1,8,11,1,8,3,1
16176,5,8,5,5,1,6,4,8
16177,11,9,8,11,10,8,10,10
16178,11,4,5,11,6,6,7,4
16179,5,9,3,5,2,2,2,9
16180,11,2,10,11,9,10,10,2
16181,11,5,10,11,6,10,8,6
16182,11,2,11,11,2,11,5,2
16183,11,2,8,11,4,8,6,2
16184,10,2,7,5,4,8,7,3
16185,11,5,8,11,9,10,10,5
16186,2,8,3,2,2,2,2,7
16187,11,2,10,11,9,10,10,2
16188,11,1,9,11,4,9,7,1
16189,2,8,2,1,1,1,1,7
16190,5,2,4,3,4,5,5,2
16191,11,3,9,11,4,9,7,4
16193,11,2,8,11,8,9,9,2
16195,11,8,7,11,10,7,10,9
16196,1,8,3,3,9,4,5,9
16197,10,2,8,5,7,9,9,2
16198,11,3,10,11,7,8,8,3
16199,5,2,10,4,6,9,8,2
16200,11,4,7,11,4,6,6,4
16201,10,4,7,10,5,9,8,4
16202,3,9,2,2,3,2,2,9
16203,11,4,7,11,2,8,5,4
16204,11,4,7,11,9,8,10,4
16205,5,9,4,5,9,4,6,9
16207,3,5,3,3,3,2,2,5
16208,11,4,8,11,8,8,9,4
16209,11,7,3,11,8,3,4,7
16210,5,4,7,10,4,6,6,4
16211,11,2,10,11,2,9,5,2
16212,10,4,7,10,9,7,9,4
16213,11,6,11,11,9,11,10,6
16214,11,4,10,11,3,8,6,4
16215,5,1,6,4,6,5,6,1
16216,11,6,10,11,8,8,9,6
16217,5,10,7,5,10,6,10,10
16218,10,5,6,5,8,6,8,5
16219,1,10,2,1,3,2,2,10
16220,11,5,8,11,4,8,7,5
16221,5,4,7,5,6,6,7,4
16222,11,5,9,11,8,8,9,5
16223,5,5,7,4,5,5,5,5
16224,11,4,8,11,6,8,8,4
16225,11,6,9,11,4,9,7,7
16226,5,7,6,5,8,7,9,7
16227,10,8,7,5,10,7,10,8
16228,10,3,8,10,6,9,8,3
16229,11,2,11,11,5,11,8,2
16230,4,9,2,5,9,3,4,8
16231,2,10,2,1,10,1,1,10
16232,10,1,9,5,1,9,4,1
16233,11,6,10,11,6,9,8,7
16234,11,5,8,11,1,7,3,5
16235,10,6,3,10,9,4,5,5
16236,2,8,2,1,2,2,1,8
16237,11,6,8,11,9,9,10,6
16238,1,10,3,1,2,1,1,10
16239,11,3,6,11,6,7,8,3
16240,11,4,7,11,3,6,5,5
16241,2,5,1,2,3,1,2,4
16242,11,2,5,11,4,5,6,2
16243,11,2,10,11,6,10,8,2
16244,11,6,10,11,8,8,9,6
16245,11,3,6,11,6,8,8,3
16246,11,7,8,11,7,8,9,8
16247,11,3,7,11,7,7,8,3
16248,11,5,6,11,3,7,6,5
16249,4,2,4,4,2,3,3,2
16250,11,6,9,11,9,8,10,6
16251,11,2,9,11,9,9,10,2
16252,11,9,4,11,9,4,5,9
16253,5,8,4,5,9,5,8,9
16254,4,1,5,5,3,5,5,1
16255,10,4,6,5,4,7,6,4
16256,5,9,3,10,9,4,6,9
16257,3,5,4,3,5,3,4,5
16258,11,4,11,11,9,11,10,5
16259,1,7,2,1,2,1,1,7
16260,11,6,8,11,7,8,9,6
16261,11,5,4,11,4,4,4,5
16262,11,5,10,11,10,9,10,6
16263,11,6,10,11,9,10,10,6
16264,10,10,6,5,10,7,10,10
16265,5,7,3,5,7,3,4,6
16266,11,3,10,11,9,10,10,3
16267,11,1,8,11,6,8,8,1
16268,11,1,11,11,7,11,9,1
16269,3,6,4,3,3,4,3,6
16270,11,6,8,11,6,8,8,7
16271,2,9,2,4,5,3,4,9
16272,11,3,5,11,3,5,5,3
16273,11,7,6,11,6,6,7,7
16274,11,5,7,11,6,7,8,5
16275,3,8,1,4,9,2,3,7
16276,10,5,5,10,8,5,7,5
16277,5,10,2,4,9,3,4,10
16278,11,2,9,11,7,9,8,2
16279,3,1,6,4,1,5,4,1
16280,11,4,9,11,8,7,9,4
16281,2,8,3,2,6,4,3,8
16282,11,4,6,11,3,6,6,4
16283,3,9,6,4,10,5,8,10
16284,11,6,6,11,3,4,4,6
16285,11,1,5,11,3,5,4,1
16286,11,5,7,11,9,7,9,6
16287,4,4,6,4,7,5,7,4
16288,5,6,3,4,1,3,2,5
16289,2,5,4,2,2,3,3,5
16290,11,4,10,11,8,9,9,4
16291,11,2,8,11,6,9,8,2
16292,4,10,4,3,7,3,4,10
16293,11,5,10,11,7,10,9,5
16294,11,3,9,11,7,9,9,3
16295,11,4,11,11,10,11,10,4
16296,2,7,3,4,2,4,4,7
16297,2,4,2,1,1,1,1,3
16298,11,2,7,11,8,7,9,2
16299,10,7,6,10,9,6,9,7
16300,4,7,4,5,8,5,6,7
16301,11,4,8,11,8,7,9,5
16302,2,2,6,3,1,5,4,2
16303,11,4,7,11,3,5,5,4
16304,4,9,4,3,10,1,2,10
16305,11,9,9,11,10,8,10,10
16306,1,10,1,1,10,1,1,9
16307,11,4,8,11,7,8,8,4
16308,3,10,6,4,10,6,10,10
16310,11,4,7,11,6,8,8,4
16311,11,6,7,11,9,7,9,7
16312,11,3,8,11,8,8,9,3
16313,11,3,10,11,9,9,10,3
16314,5,4,7,3,3,7,5,5
16315,11,8,10,11,10,9,10,9
16316,11,4,8,11,7,7,8,4
16317,11,6,4,11,8,4,5,6
16318,1,10,2,1,7,2,2,10
16319,5,7,5,4,2,4,4,7
16320,11,6,10,11,8,10,10,6
16321,11,5,11,11,9,11,10,5
16322,11,7,8,11,6,8,8,7
16323,11,3,10,11,7,10,9,3
16324,1,8,2,1,1,1,1,8
16325,4,1,5,3,3,5,4,1
16326,4,10,2,4,8,2,3,10
16327,5,6,5,3,10,5,7,6
16328,10,6,10,5,10,8,10,6
16329,11,1,8,11,1,7,3,1
16330,3,8,3,4,6,3,3,8
16331,11,2,10,11,3,10,6,2
16332,4,4,9,4,6,9,8,4
16333,11,5,10,11,4,9,7,6
16334,11,3,11,11,3,11,6,3
16336,11,1,10,11,5,10,7,1
16337,11,3,8,11,2,7,5,3
16338,11,3,10,11,1,10,4,3
16339,4,7,1,4,9,3,4,6
16340,11,5,10,11,7,9,9,5
16341,1,9,2,1,5,3,1,8
16342,11,2,9,11,2,8,5,2
16343,11,1,8,11,9,7,9,1
16344,11,5,11,11,8,11,9,5
16345,11,6,9,11,10,8,10,6
16346,11,4,6,11,7,7,8,4
16347,3,1,3,2,1,2,2,1
16348,11,1,5,11,1,6,4,1
16349,11,2,10,11,3,9,6,2
16350,11,3,10,11,9,7,9,3
16352,11,7,11,11,10,11,10,7
16353,11,5,7,11,6,6,7,5
16354,5,6,9,3,3,9,5,6
16355,11,10,7,11,10,9,10,10
16356,5,4,10,10,4,10,7,5
16357,11,6,10,11,9,10,10,6
16358,11,9,6,11,10,6,10,10
16359,11,6,9,11,6,8,8,7
16360,11,1,9,11,3,8,6,1
16361,10,7,6,5,9,5,8,8
16362,11,2,9,11,3,8,6,2
16363,11,2,9,11,5,8,8,2
16364,11,5,6,11,5,7,7,6
16365,11,1,11,11,3,11,6,1
16367,5,5,9,4,9,9,10,5
16368,11,6,10,11,9,10,10,7
16369,11,4,10,11,7,9,9,4
16370,2,6,3,1,1,2,1,5
16371,11,4,8,11,3,7,6,5
16372,11,5,7,11,6,6,7,5
16373,11,2,11,11,2,11,6,2
16375,2,7,3,2,4,3,3,6
16376,11,3,9,11,5,9,7,3
16377,11,6,9,11,3,8,6,7
16378,3,3,6,5,6,6,7,3
16379,2,8,4,4,8,4,5,8
16380,2,10,2,2,2,1,1,10
16381,11,3,8,11,4,7,6,3
16382,3,9,3,4,1,3,1,9
16383,2,10,1,2,9,1,2,10
16384,3,6,4,5,5,4,5,6
16385,4,2,4,5,1,4,3,2
16386,11,6,10,11,10,10,10,7
16388,10,6,5,5,8,7,8,6
16389,10,5,7,10,8,7,9,5
16390,11,6,7,11,9,7,10,6
16391,11,4,10,11,10,9,10,4
16392,11,3,7,11,9,7,10,3
16393,11,9,5,11,10,6,9,9
16394,11,1,9,11,2,9,5,1
16395,11,4,8,11,4,8,7,4
16396,11,3,11,11,8,11,9,3
16397,11,3,11,11,9,11,10,3
16398,11,2,8,11,6,9,8,2
16399,11,1,8,11,1,7,4,1
16400,11,4,9,11,6,8,8,4
16401,3,9,1,1,9,1,2,8
16402,10,2,11,5,2,11,5,2
16403,11,1,11,11,8,11,9,1
16404,11,4,5,11,7,6,8,4
16405,1,9,1,2,5,3,3,8
16406,2,10,1,2,10,1,1,9
16407,5,9,4,10,7,5,7,9
16408,4,9,2,4,1,3,3,8
16409,10,2,7,10,6,6,8,2
16410,11,6,7,11,8,8,9,6
16411,11,1,8,11,4,8,7,1
16412,11,1,11,11,3,11,7,1
16413,5,10,2,4,10,4,5,10
16414,11,4,6,11,1,6,4,4
16415,5,8,5,10,10,6,10,9
16416,11,3,10,11,8,10,9,3
16417,11,5,8,11,2,7,5,5
16418,11,2,10,11,7,10,9,2
16419,11,6,9,11,6,7,8,6
16420,11,2,9,11,7,9,9,2
16421,11,3,7,11,4,8,6,3
16422,3,9,5,3,9,5,6,10
16423,3,5,3,3,4,4,4,5
16424,10,8,6,10,10,6,10,9
16425,11,1,9,11,2,8,5,1
16426,10,5,7,10,3,6,5,6
16427,11,8,4,11,10,5,9,9
16428,4,9,2,3,9,3,4,10
16429,11,5,10,11,5,10,8,5
16430,11,10,5,11,10,6,10,10
16431,11,1,6,11,5,7,7,1
16432,11,6,8,11,10,9,10,6
16433,11,4,10,11,10,10,10,4
16434,11,4,9,11,10,9,10,4
16435,11,2,9,11,4,9,7,3
16436,5,7,5,5,8,5,7,7
16437,11,2,11,11,8,11,9,2
16438,10,2,10,10,5,9,8,2
16439,2,6,3,1,3,2,2,6
16440,5,6,6,4,3,6,5,6
16441,3,10,2,3,9,3,4,10
16442,11,1,9,11,1,8,3,1
16443,11,3,7,11,6,6,7,4
