CUSTNO,Monetary_의류/이미용_고가_증감여부_q2_q1,Monetary_의류/이미용_고가_증감여부_q3_q2,Monetary_의류/이미용_고가_증감여부_q4_q3,Monetary_의류/이미용_고가_증감여부_q5_q4,Monetary_의류/이미용_고가_증감여부_q6_q5,Monetary_의류/이미용_고가_증감여부_q7_q6,Monetary_의류/이미용_고가_증감여부_q8_q7,Monetary_의류/이미용_고가_q2_q1_로그변환,Monetary_의류/이미용_고가_q3_q2_로그변환,Monetary_의류/이미용_고가_q4_q3_로그변환,Monetary_의류/이미용_고가_q5_q4_로그변환,Monetary_의류/이미용_고가_q6_q5_로그변환,Monetary_의류/이미용_고가_q7_q6_로그변환,Monetary_의류/이미용_고가_q8_q7_로그변환
15848,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15849,3,2,4,2,2,2,4,11.456784059031243,-11.841717445384408,12.79915644767966,-9.616373468531828,-12.391412000404653,-11.415935689731572,14.089088056551862
15850,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15851,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15852,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15853,4,2,1,1,4,3,1,15.715715840160074,-15.3640164366078,-14.901807331943589,-14.158048939477784,11.779675069964016,11.761843546506636,-12.463942370200337
15854,3,2,3,2,3,1,2,13.461963367084941,-12.868524910778529,12.490285959112095,-13.202348129300917,13.732076755397589,-13.810281566713023,-12.952486181820705
15855,3,1,0,4,3,2,1,7.672535638417747,-10.605094005357925,0.0,11.674958872407098,10.68906410346452,-11.06318707562726,-11.489491838319877
15856,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15857,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15858,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15859,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,10.186396560909946,12.400538197625492,-12.504216116832499
15860,4,1,1,1,4,3,4,13.946629208097002,-13.440730842921642,-12.669727731724642,-11.810727040617733,12.381362959171973,12.324829797106485,14.363026761954757
15861,2,2,4,1,3,3,2,-13.102520556666423,-13.522292284817588,14.180457133819514,-14.062716491863927,12.797331609270083,12.629074806740558,-13.252747843828008
15862,4,2,2,2,3,4,2,12.122408712370458,-11.278550209004816,-10.116851826689489,-9.810660934529563,10.806067667452025,12.839241176941321,-11.81844986458138
15863,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15864,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15865,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.377536476838417,-9.377536476838417
15867,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15868,3,1,1,4,3,1,1,12.013305524566194,-13.204887654016796,-12.604775329020837,12.019144623578622,12.38933959818217,-12.773489040091812,-11.618702328938081
15869,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.715353202103774
15870,4,4,1,4,1,4,1,10.031791469427336,12.596659869226437,-12.712512462239442,11.138163804626284,-11.138163804626284,12.131436390356836,-12.013140259452161
15871,0,4,1,4,1,0,0,0.0,12.988372069303578,-12.988372069303578,12.496276482789233,-12.496276482789233,0.0,0.0
15872,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.368711837781223,-10.368711837781223,0.0
15873,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15874,3,1,3,3,1,4,3,12.32526004338297,-12.996488690655754,10.668738953657922,10.060950817955941,-12.031973084983822,12.553632472281052,12.21669916846109
15875,3,2,1,4,1,4,2,12.507880158503605,-11.720653953377338,-12.591289834834901,13.793191442157744,-13.805896441032695,11.696139275954057,-11.620733870382898
15876,0,0,4,1,4,2,3,0.0,0.0,13.214255000679238,-13.214255000679238,11.729665042140466,-11.008416764315182,10.844026912959487
15877,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15878,3,2,2,3,2,3,3,11.373583995142631,-9.39696097146849,-10.521978338409218,9.321568361720397,-11.76209323039574,11.355756360177084,11.813357464796779
15879,4,2,1,1,4,4,3,12.26393863864722,-11.702000644641823,-11.279644675894032,-9.992420092552498,8.759399516308159,9.914632744920755,10.212244900036714
15880,4,1,4,1,3,1,1,12.085938978550352,-12.285607667497363,12.21272630775312,-11.958307513236283,10.867364915884778,-11.288970111428732,-9.782973383426132
15881,4,1,4,1,4,1,4,13.735392529284574,-14.11159637306129,13.2426068899723,-13.02267897034373,14.915941808013182,-14.985614787774365,13.810446273602267
15882,2,3,2,3,2,4,2,-10.301431527531175,11.688248572801806,-10.880502974685896,10.7065565106995,-11.62204593166983,13.307458371608893,-12.821309695480222
15883,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.349081312787694
15884,0,4,1,0,0,0,4,0.0,10.76376738341883,-10.76376738341883,0.0,0.0,0.0,10.078800920920878
15885,0,0,0,4,1,0,0,0.0,0.0,0.0,13.812298910717589,-13.812298910717589,0.0,0.0
15886,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15887,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15888,1,1,0,4,1,0,4,-11.123995293254575,-9.270162346565268,0.0,11.071675063425165,-11.071675063425165,0.0,11.316645485091628
15889,4,1,0,0,0,0,0,10.186396560909946,-10.186396560909946,0.0,0.0,0.0,0.0,0.0
15890,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15891,1,4,2,1,4,1,4,-11.055926953226827,12.373188373962353,-11.352429629715449,-11.926405501432162,11.602221189936277,-11.602221189936277,10.805827973743106
15892,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15893,4,4,2,4,1,1,4,9.740130652729405,10.850610636587913,-7.940448707701374,12.864430187137128,-12.961082520518643,-10.186396560909946,10.737728990294132
15894,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15895,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15896,4,1,4,2,3,1,4,10.974833368653332,-10.761263117736394,11.84924878151351,-10.017351405836804,10.646899898446394,-11.97764266511487,10.560820542893252
15897,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15898,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15899,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15900,3,3,3,2,2,4,1,13.214876670368515,10.84417431280636,14.71703757567978,-14.55482897449036,-13.887001691194817,15.945097008326798,-15.866891943745483
15901,2,3,2,3,1,3,1,-12.305600198767328,11.953341875549226,-11.657999281824944,12.786862125635524,-12.913381787741985,11.923888932876713,-12.47041670785799
15902,4,4,1,3,2,3,3,10.95648454715842,12.19644144274868,-12.170196168492101,11.459884388283761,-11.17469980902522,7.741766831157653,11.36128599271451
15903,1,0,0,0,0,0,0,-10.920127709267359,0.0,0.0,0.0,0.0,0.0,0.0
15904,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15905,2,3,2,4,2,2,3,-10.807208023294605,-4.82110191946298,-11.219698727432252,13.263245564118574,-13.011168152743416,-11.447073256125568,12.08883474651585
15906,0,0,0,4,1,4,3,0.0,0.0,0.0,8.687897412753681,-8.687897412753681,12.647594203988023,12.72306016361117
15907,3,2,2,3,2,2,1,13.065916513620813,-14.056443719847277,-12.668872668338452,13.041354378375205,-10.899632519326982,-12.425075663116413,-13.282041291382779
15908,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15909,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15910,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15911,3,2,3,3,2,2,2,14.55738684830465,-13.576016500982341,13.182931574781042,13.707533501107829,-14.519997918384105,-14.90995685552576,-13.497020697064347
15912,3,2,3,2,3,2,3,13.51135366855228,-13.719521042251714,12.935774429053268,-11.586455705138151,-10.134992981808763,-12.67198294187659,13.23570056676844
15913,4,1,1,4,3,1,4,13.988953652116237,-13.994977260952338,-11.825366927275773,12.811690593096738,12.743602119492333,-13.574809961762867,14.064513799184605
15914,0,0,0,4,1,0,4,0.0,0.0,0.0,11.461386796899356,-11.461386796899356,0.0,11.260075841832778
15915,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15916,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15917,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.845558571720508,-11.845558571720508
15918,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15919,2,1,3,4,4,1,3,-13.989612791967845,-13.12511504553893,11.167903803607665,13.506432975315159,14.610527824214522,-14.894080520617736,13.125671596642913
15920,0,4,1,0,0,0,0,0.0,10.881548068829757,-10.881548068829757,0.0,0.0,0.0,0.0
15921,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15922,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15923,4,4,1,4,4,2,3,12.615295932716572,15.050229347766205,-15.129432898909212,11.051759134520081,12.138837650512071,-11.448502465183081,9.70804788339527
15924,3,3,2,3,1,4,1,12.033122533304576,12.595508733717654,-13.086336856379138,12.568486493809624,-13.294109631373031,12.616012087192788,-12.725116536888322
15925,1,0,0,0,0,0,0,-10.550388776813845,0.0,0.0,0.0,0.0,0.0,0.0
15926,0,4,1,0,4,1,0,0.0,11.775354834525828,-11.775354834525828,0.0,11.572662662067216,-11.572662662067216,0.0
15927,4,3,1,4,3,2,2,10.849066276781056,11.090151352062488,-11.158629214023014,12.018386036469218,10.483890022037874,-9.52417049367612,-11.647799054874506
15928,3,2,2,1,4,2,1,13.059539375498245,-12.053389384044248,-12.321168478808206,-13.005808444035974,13.222466857963791,-11.207531836098331,-13.071189862020109
15929,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.412795150493166
15930,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15931,4,2,3,2,2,4,1,11.244162258468721,-9.760662843839432,10.927145930285825,-10.959097537661112,-9.384862312767556,13.575711318708375,-13.631788370104674
15932,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15933,1,0,0,0,0,0,4,-9.620892965109562,0.0,0.0,0.0,0.0,0.0,11.896058548818539
15934,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15935,3,1,4,3,2,3,2,9.621682176250722,-10.493871286644644,11.245687291002346,11.16464196624083,-11.148876885940467,11.028010788306402,-11.268210570152082
15936,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15937,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.154801908158305,-13.154801908158305
15938,3,1,1,4,3,3,1,11.439344699520957,-13.699473095853088,-12.186486029462046,12.786947739358526,11.74301234726684,12.763672861532374,-13.488231452975459
15939,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15940,0,0,4,1,0,4,2,0.0,0.0,11.688205265031462,-11.688205265031462,0.0,11.900784414686342,-9.480720443376178
15941,1,4,1,4,3,2,1,-13.711171866097153,13.775033335481252,-13.861667150010847,13.650371732552024,13.478109900778081,-13.379103290722536,-13.709471673745282
15942,0,4,1,0,0,0,0,0.0,10.63023901253035,-10.63023901253035,0.0,0.0,0.0,0.0
15943,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15944,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15945,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15946,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15947,0,4,1,0,0,0,0,0.0,11.719265811632777,-11.719265811632777,0.0,0.0,0.0,0.0
15948,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15949,2,4,2,1,3,3,2,-6.9508000942093044,13.70895408032422,-11.304447228010664,-13.79916498284786,12.92989913995303,10.37069700211666,-13.06535619356022
15950,0,0,0,4,1,0,0,0.0,0.0,0.0,11.409258294883594,-11.409258294883594,0.0,0.0
15951,0,0,4,1,0,0,0,0.0,0.0,12.275988200050298,-12.275988200050298,0.0,0.0,0.0
15952,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15953,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15957,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15958,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15959,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15961,2,2,4,1,2,4,1,-8.876903579633389,-10.557522064074906,13.808729683970634,-13.74851743314614,-8.9879304213974,15.870754093906644,-15.579700028177111
15962,0,4,1,2,4,1,0,0.0,13.041015685518953,-12.74192135378367,-9.170484078558797,11.860113711868632,-12.43343524701338,0.0
15963,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15964,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15966,1,4,2,3,2,3,1,-13.451500867501158,13.018431982450824,-12.574710028348019,12.741492637144296,-11.223852319266712,11.375760569912922,-12.992194141670884
15967,3,1,3,4,2,3,3,12.384111561477091,-12.655563133685156,10.578772334929042,13.23643973690575,-12.217208555510666,12.50924063830019,11.908988223681535
15968,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15969,1,4,1,4,2,1,4,-13.633871945686357,13.001852789781411,-13.354071076014781,14.118768193161879,-13.63058124749434,-12.78302468334495,13.083938445421067
15970,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15971,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15972,3,1,2,1,4,4,3,13.299327827193082,-13.554645467436336,-11.890819766260565,-12.740076286796262,12.268034549642808,13.465820102864349,13.469754829781053
15973,4,4,1,1,0,0,0,10.859322578757052,12.508545020814061,-12.604857906957909,-10.112701073938911,0.0,0.0,0.0
15974,1,4,3,1,4,4,2,-12.62852572609143,13.594838207845854,13.833687158361698,-14.513100417480812,13.114370919890918,14.958507915159538,-13.104681687007181
15975,4,2,1,4,1,4,2,13.786148534990092,-13.55078503607713,-13.297345512643261,13.599948624067675,-13.431373450747023,12.235329874876243,-11.421656932779797
15976,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.50846968453339,-10.50846968453339,0.0
15977,1,4,2,1,4,1,4,-13.248834419972555,13.33363280860368,-12.461940792767171,-12.905220670610333,12.876116095020164,-12.985587728859485,12.2172345715269
15978,1,2,3,3,3,2,2,-12.709737696271038,-8.157226733740796,11.374632777609682,12.373298560991964,11.081712900507414,-12.50235524713413,-11.793703521524463
15979,0,4,1,0,0,0,0,0.0,13.429238289180619,-13.429238289180619,0.0,0.0,0.0,0.0
15980,3,4,2,2,3,1,4,10.402323107774095,12.327622070271774,-11.891440022796072,-11.859469261344424,10.60924970812518,-11.763281386777559,12.088135089198023
15981,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15982,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15983,0,0,4,1,0,0,0,0.0,0.0,9.350607376360708,-9.350607376360708,0.0,0.0,0.0
15984,1,4,2,2,1,4,1,-12.26955606202427,12.943176892869399,-10.835793618326926,-11.08915852522146,-12.617228667067593,11.970845488673726,-11.970845488673726
15985,1,4,2,1,0,4,2,-11.23094424915076,11.06386649195451,-8.570085858732067,-10.977675028407575,0.0,12.607627000901326,-11.546870205368801
15986,1,4,1,2,4,1,4,-11.146721221835362,13.473451043983673,-13.211115984564335,-11.288445835690604,12.431497352559775,-12.534055518796729,11.789333305310153
15987,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.201603212895545,-11.201603212895545,0.0
15988,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15989,3,1,4,3,2,3,4,10.19302183076445,-13.18616405940463,11.162813167274376,9.773399190931116,-10.997773564182218,10.335790386757564,12.25037806851236
15990,4,1,0,0,0,0,0,11.177736334765154,-11.271560879049936,0.0,0.0,0.0,0.0,0.0
15991,0,0,0,4,1,0,0,0.0,0.0,0.0,12.431036213093067,-12.431036213093067,0.0,0.0
15992,1,4,1,4,1,4,1,-12.545603379689341,9.888528228536376,-9.888528228536376,10.078293463465855,-10.078293463465855,12.209493033713866,-11.864525450350522
15993,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15994,4,2,2,4,2,3,2,13.22724119493854,-12.873532708725518,-10.946251823759736,13.040810651074649,-12.533959617201548,13.218005068773987,-13.26888535886729
15995,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.63023901253035,-10.63023901253035
15996,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.562612421366444,-11.562612421366444,0.0
15997,0,0,0,4,1,0,0,0.0,0.0,0.0,9.54473685313731,-9.54473685313731,0.0,0.0
15998,2,2,4,3,1,3,3,-13.896567181650356,-13.533491362869427,13.875396910378205,13.851384910554623,-14.348106259756284,12.221955380718724,13.0089112192647
15999,0,0,4,1,4,4,4,0.0,0.0,15.27343869726003,-15.27343869726003,11.909132207221766,13.854794948290902,14.69669735376241
16000,0,4,1,4,2,1,0,0.0,11.493717578680933,-11.11663444300537,10.935246957002665,-10.221568867261855,-10.992851568310247,0.0
16001,0,0,0,4,1,0,0,0.0,0.0,0.0,10.571222323854698,-10.571222323854698,0.0,0.0
16002,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.141884818334553,-11.141884818334553,0.0
16003,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16004,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16006,1,4,2,2,4,2,3,-13.008479086567968,13.799296858622641,-13.276343575141665,-12.587687464474154,13.92511731027914,-13.564440310905338,13.248779164537103
16007,1,0,0,0,4,1,0,-11.8853705504026,0.0,0.0,0.0,12.295363797610413,-12.295363797610413,0.0
16008,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16009,0,4,1,0,0,0,4,0.0,10.712475202303516,-10.712475202303516,0.0,0.0,0.0,13.051824580256396
16010,1,4,2,1,3,3,2,-13.806865389113206,14.069121026030166,-12.399537469889777,-13.926527214491873,11.896846868072561,12.931597485723078,-12.966544928444087
16011,3,4,1,4,1,0,4,8.95971370526591,12.301458450862192,-12.243980694915185,11.61352860816226,-11.956207969643437,0.0,10.771927121410677
16012,4,1,0,0,0,0,0,10.251443257153811,-10.578426428259599,0.0,0.0,0.0,0.0,0.0
16013,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16014,4,1,3,4,1,2,4,14.612043935685078,-14.487917662274846,8.716981217269055,14.747458241013344,-14.726422082763374,-11.229728814076923,15.152722827856412
16015,3,1,3,3,3,3,1,11.378698373652133,-12.398517942267176,10.766664498590252,10.68674139857338,10.219366092536491,11.9904073142432,-12.584153590471054
16016,3,1,4,1,4,1,4,10.814860750002966,-11.45613001009516,10.711519300079223,-10.711519300079223,9.270162346565268,-9.270162346565268,9.41959445365658
16017,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16018,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16019,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16021,1,0,0,0,0,0,0,-12.283419089429314,0.0,0.0,0.0,0.0,0.0,0.0
16022,1,0,0,0,0,0,0,-10.550388776813845,0.0,0.0,0.0,0.0,0.0,0.0
16023,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16024,4,1,0,4,1,1,0,12.560318596742018,-12.918128061678354,0.0,12.814182224083284,-12.588210345696124,-11.215991755314898,0.0
16026,2,4,2,2,4,2,3,-12.26733246553794,13.254180505002303,-12.929348285308448,-12.431852905405426,12.994158143419554,-12.75722404148531,6.945429070178607
16027,0,0,0,4,1,0,0,0.0,0.0,0.0,13.683566998398788,-13.683566998398788,0.0,0.0
16028,4,1,0,0,0,0,0,11.457252962960556,-11.457252962960556,0.0,0.0,0.0,0.0,0.0
16029,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.888371888862785
16030,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16031,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16032,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16033,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16034,0,4,1,4,1,4,1,0.0,8.849962525199098,-8.849962525199098,11.749066237122925,-11.749066237122925,11.43030359114298,-11.43030359114298
16035,1,0,0,4,3,1,4,-11.33883185527644,0.0,0.0,11.24352286563838,11.410686679731542,-11.950180552811696,11.732834282677278
16036,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.71398454077651,-9.71398454077651
16037,1,4,3,4,3,2,2,-12.255115446123268,11.587930951404214,9.698956193335501,12.271882672763859,11.256415564624408,-11.888591407976746,-11.758845099909282
16038,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16039,1,4,1,4,2,1,1,-11.931386477800176,11.174212912128098,-11.174212912128098,12.669470709472511,-9.838900566587817,-12.273133060547025,-11.353625789078778
16040,3,3,2,3,1,3,2,11.934870507058148,12.10276862037452,-13.289265580104011,13.47333503081922,-13.609179548500764,12.428297390822705,-12.064213414198628
16041,3,3,3,3,3,2,2,11.29879339803846,11.279935499601148,11.60109895797078,10.189694304257568,-8.940220229496532,-11.51139399435511,-11.294535543838863
16042,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16043,0,0,4,4,3,1,4,0.0,0.0,13.021383621091395,14.068204019420868,14.044509362282842,-14.78249608548336,13.896054978751403
16044,3,3,3,2,2,2,1,10.772304641419305,12.308597597058823,13.506239182165718,-12.487131307711225,-12.925064986059143,-9.146220709197845,-12.657812438383862
16045,1,4,1,2,3,3,3,-14.39420811079059,14.12975329785445,-14.201275559655093,-11.870809693829544,12.424377068959002,13.104260997020296,9.787627031937399
16046,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,10.334811368853645,11.03479571533279,-11.437976180038252
16047,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16048,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16049,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16050,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16052,2,4,3,2,2,3,2,-13.521508695993607,13.81035245581842,12.005925951109823,-12.399157808759723,-13.151265746848008,12.917555453166257,-13.447679128192963
16053,4,1,0,0,0,0,0,10.493871286644644,-10.493871286644644,0.0,0.0,0.0,0.0,0.0
16054,1,4,3,3,1,4,1,-12.000378910581174,11.308985543814183,11.868587221371692,11.673775433129926,-12.74172497749655,12.180817378695073,-12.180817378695073
16055,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16056,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16057,4,1,1,4,3,1,4,13.313121069409654,-13.188469287654343,-11.169225440774055,11.780318537651768,10.142271954644137,-11.957922050978016,11.24407570817819
16058,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.847010252812378
16059,1,0,0,0,0,0,0,-10.990330741470295,0.0,0.0,0.0,0.0,0.0,0.0
16060,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16061,3,3,2,1,1,0,4,15.233272660332798,15.507373349841812,-14.19245726015971,-15.994932650134526,-15.115231754994017,0.0,12.159067440268785
16062,4,2,3,3,1,4,3,12.591836196613812,-12.317327973756457,9.665244713424393,12.82780000078526,-13.030817339886966,12.41287096067466,12.30515835130779
16063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16064,0,4,3,1,4,1,4,0.0,11.185754511552195,9.670013869764562,-11.384303337483548,13.543953936968352,-13.543953936968352,13.035824273525638
16065,4,1,0,0,0,0,0,10.085474643666076,-10.085474643666076,0.0,0.0,0.0,0.0,0.0
16066,4,3,2,2,4,1,4,12.22278540001782,11.674974478515292,-12.390383558136369,-11.260876431997707,12.193852127934727,-12.24442911913732,13.282975300241931
16067,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,14.412211475491087
16068,1,1,4,4,2,3,1,-13.629481437397226,-12.553900819943545,10.962663733635575,13.385647220929473,-11.653812434521898,13.395735208298042,-13.801982003201498
16069,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16070,0,0,0,4,1,0,4,0.0,0.0,0.0,12.387149915636762,-12.387149915636762,0.0,12.117743100162187
16071,3,2,4,3,1,1,4,9.47756471404337,-11.112813795656356,12.224393369708467,8.52525491389646,-12.399008021249795,-11.141884818334553,11.429972866611115
16072,0,4,1,0,0,0,0,0.0,11.926903650992099,-11.926903650992099,0.0,0.0,0.0,0.0
16073,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16074,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16076,4,1,4,3,3,3,2,13.262333458133927,-12.975894508734205,13.193231630058088,12.364005235089419,12.448660538207193,13.729121972957142,-13.739590907872119
16077,0,4,1,0,4,1,4,0.0,10.738450117798092,-10.738450117798092,0.0,11.729665042140466,-11.729665042140466,10.518152661588942
16078,4,1,3,4,1,3,3,15.017418927047606,-14.994068127516373,12.600171647260227,14.443142172984883,-14.665946300642286,12.621570613498049,10.558334253077613
16079,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.433248396434871,-10.433248396434871,0.0
16080,4,1,0,0,4,1,0,12.845221476404381,-12.845221476404381,0.0,0.0,13.182093038376404,-13.182093038376404,0.0
16081,3,3,1,4,1,3,1,11.843647855192875,11.373138549618378,-12.50746293075805,14.335165861519597,-14.043586999322981,11.020750055590899,-13.015705091659488
16083,0,0,0,4,1,4,1,0.0,0.0,0.0,10.59666834520783,-10.59666834520783,10.399933232571636,-10.399933232571636
16084,0,0,0,4,1,0,4,0.0,0.0,0.0,11.981686893453633,-11.981686893453633,0.0,14.287150964733002
16085,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16086,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.531754509478272
16087,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
