CUSTNO,Moneytary_가구인테리어/잡화_고가_증감여부,Moneytary_가구인테리어/잡화_저가_증감여부,Moneytary_가구인테리어/잡화_중가_증감여부,Moneytary_가전/레저취미/멀티샵_고가_증감여부,Moneytary_가전/레저취미/멀티샵_저가_증감여부,Moneytary_가전/레저취미/멀티샵_중가_증감여부,Moneytary_교육문화/아동_고가_증감여부,Moneytary_교육문화/아동_저가_증감여부,Moneytary_교육문화/아동_중가_증감여부,Moneytary_식품/생활_고가_증감여부,Moneytary_식품/생활_저가_증감여부,Moneytary_식품/생활_중가_증감여부,Moneytary_의류/이미용_고가_증감여부,Moneytary_의류/이미용_저가_증감여부,Moneytary_의류/이미용_중가_증감여부,Moneytary_침구/주방_고가_증감여부,Moneytary_침구/주방_저가_증감여부,Moneytary_침구/주방_중가_증감여부
17038,4,4,4,0,4,4,2,1,4,4,4,3,0,3,2,3,2,0
17039,0,2,0,0,4,4,4,3,3,1,3,3,1,1,4,4,2,4
17040,0,4,0,0,0,0,0,0,0,4,4,4,0,1,0,0,0,0
17041,0,3,0,0,4,0,0,0,0,2,2,4,0,0,0,0,2,0
17042,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,1
17043,1,1,1,1,2,3,0,0,1,2,3,2,3,4,3,2,4,4
17044,0,0,1,0,1,0,0,0,0,4,4,4,0,4,0,0,3,3
17045,0,2,1,0,4,0,0,2,1,1,3,3,0,2,0,0,1,4
17046,4,2,0,0,1,4,0,1,1,1,1,3,3,2,4,0,4,1
17047,0,0,0,0,4,0,0,0,0,3,4,3,0,4,0,0,4,0
17048,0,1,0,0,0,0,0,0,0,4,4,2,0,4,0,0,3,4
17049,0,0,0,0,0,0,0,3,1,3,4,4,0,4,1,0,3,2
17050,0,2,4,0,3,3,1,3,3,3,2,2,4,3,2,0,1,4
17051,0,3,0,0,4,0,0,1,4,4,2,3,0,3,0,0,3,0
17052,0,3,0,0,4,4,0,4,4,3,4,1,0,3,4,1,4,1
17053,0,2,1,0,3,0,0,4,4,2,3,2,4,3,2,0,4,0
17054,4,1,1,4,0,2,0,0,0,3,1,1,1,0,3,0,0,0
17055,0,0,4,0,1,4,0,4,4,3,3,2,4,2,1,0,2,0
17056,0,2,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0
17057,0,0,0,0,4,0,0,4,4,3,1,2,0,4,4,0,3,0
17058,0,2,0,0,2,0,0,0,0,3,2,3,0,4,0,0,3,0
17059,4,4,3,0,2,2,0,3,1,4,2,2,1,3,2,3,3,1
17060,3,2,1,0,0,3,0,1,3,3,3,2,4,3,1,4,4,4
17061,0,2,0,0,0,1,0,0,0,4,0,4,0,0,3,1,0,0
17063,0,2,0,0,4,0,0,0,0,1,1,1,0,2,0,0,3,0
17064,0,1,1,0,0,3,0,0,0,4,0,3,3,0,2,1,0,0
17066,0,4,0,0,1,0,0,4,0,3,4,2,0,3,4,0,4,0
17067,1,1,1,4,0,3,0,1,2,4,3,4,1,1,3,2,4,3
17068,0,4,0,0,2,0,0,0,0,4,2,3,0,0,1,0,1,0
17069,0,3,4,0,0,0,0,2,4,4,3,3,1,3,4,0,2,0
17070,0,2,2,0,4,2,0,1,4,3,2,1,1,4,2,0,3,0
17071,0,4,0,0,4,0,0,4,0,4,1,3,0,1,0,0,2,0
17072,0,2,3,0,4,1,0,1,1,3,2,2,0,2,2,4,2,0
17073,0,2,0,0,1,0,0,2,0,3,3,2,0,4,0,0,2,4
17074,4,2,4,0,0,2,0,0,0,4,1,1,2,1,2,4,0,1
17075,0,1,0,0,4,4,4,1,1,2,2,4,0,2,2,0,2,0
17076,0,1,0,0,4,0,0,0,0,3,4,3,0,4,1,0,1,0
17077,0,4,0,0,4,0,0,0,0,4,4,4,0,4,0,0,3,0
17078,0,4,0,0,1,0,1,1,0,3,3,1,0,1,2,0,4,0
17079,0,0,0,0,1,0,0,1,0,4,3,2,0,2,0,0,1,0
17080,4,1,0,0,0,1,0,0,2,4,0,3,4,0,2,4,0,2
17081,0,1,0,0,0,0,0,0,0,3,2,2,0,4,0,0,1,0
17082,0,2,4,0,3,0,0,0,0,4,4,3,0,1,0,0,4,4
17083,0,3,0,0,4,0,0,0,4,3,3,4,0,3,4,0,4,0
17084,4,2,1,0,0,0,0,0,0,2,4,2,1,4,4,0,0,4
17085,4,0,0,0,0,0,0,0,0,2,0,4,1,0,4,0,0,0
17086,1,4,1,0,0,4,0,0,0,1,0,4,1,0,4,1,0,2
17087,4,2,1,0,0,2,0,0,0,1,0,4,4,0,2,3,0,3
17088,0,3,0,0,3,0,0,0,0,3,2,3,0,1,0,0,2,0
17089,4,3,4,4,0,3,0,0,4,2,4,4,4,0,4,1,4,1
17090,0,3,4,0,0,0,0,0,0,4,4,3,0,1,4,0,0,0
17091,1,2,1,0,0,4,4,0,4,3,1,1,3,0,1,1,0,1
17092,1,1,1,0,2,1,0,0,1,4,3,4,2,3,3,1,4,2
17093,0,2,0,0,4,0,0,4,4,4,4,4,0,4,0,0,1,0
17095,1,2,1,3,0,3,0,0,1,4,4,3,2,3,1,1,1,4
17096,0,1,0,0,2,0,0,0,0,4,1,2,0,0,0,0,2,0
17097,0,1,0,0,0,0,0,0,0,3,2,2,0,4,0,0,1,0
17098,0,4,0,0,3,0,0,0,2,3,2,2,0,3,4,0,1,4
17099,0,4,0,0,1,0,0,1,2,3,2,3,0,4,0,0,1,0
17100,4,3,0,0,0,1,0,0,0,4,0,1,1,0,2,4,0,2
17101,1,3,0,0,3,1,0,0,0,1,2,1,0,1,3,0,3,0
17102,0,4,0,0,1,4,1,1,4,1,4,3,0,1,4,0,3,0
17103,0,2,0,0,2,1,1,4,2,3,4,3,1,1,0,0,1,0
17104,0,3,0,0,2,0,0,0,0,4,1,3,0,4,0,0,0,0
17105,0,1,0,0,0,0,0,0,4,2,2,2,0,3,0,0,1,0
17106,0,0,4,0,4,0,0,0,1,4,3,3,0,3,4,0,3,4
17107,4,2,2,1,4,1,0,0,1,2,4,4,2,4,4,1,1,0
17108,0,0,1,0,4,0,0,0,3,3,1,4,2,0,1,0,0,4
17111,0,1,4,0,1,0,0,2,1,3,3,2,0,1,0,0,1,0
17112,0,2,4,0,0,3,0,0,4,1,3,3,4,4,3,0,0,0
17113,0,1,4,0,4,4,0,0,0,2,2,2,0,4,0,0,2,0
17114,0,2,2,4,0,4,0,0,0,3,4,4,4,0,1,1,0,4
17115,0,1,0,0,1,0,0,0,1,4,3,3,1,3,2,0,3,0
17116,0,1,1,0,1,1,4,4,4,3,2,3,0,2,0,0,3,4
17117,0,0,0,0,2,0,0,0,0,3,3,4,0,1,0,0,4,0
17118,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,4,0
17119,1,3,4,0,4,4,1,2,1,2,4,4,0,3,1,0,3,4
17120,0,4,4,0,0,0,0,2,0,2,3,3,4,3,3,0,1,0
17121,0,2,0,0,0,0,0,0,0,3,3,3,0,1,0,0,1,0
17122,0,2,0,4,2,0,0,0,0,1,2,2,0,4,4,0,3,0
17124,0,0,0,0,3,0,0,0,0,2,1,3,0,0,0,0,1,0
17125,0,4,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0
17126,0,2,3,0,0,1,0,0,4,4,4,3,3,0,2,1,0,4
17127,2,1,1,0,1,0,4,1,1,3,3,2,3,1,1,0,3,1
17128,0,4,0,0,2,1,0,1,0,3,2,2,0,4,1,0,4,4
17129,0,4,4,0,4,4,0,0,0,3,0,3,4,0,4,3,0,1
17130,4,4,4,0,0,3,0,0,4,3,1,4,1,4,2,4,1,0
17131,0,3,1,0,0,1,0,0,2,3,1,4,1,4,4,4,0,4
17132,0,1,0,0,1,4,0,4,4,2,4,2,0,4,3,0,1,0
17133,0,1,0,0,1,0,0,0,0,3,3,3,0,4,0,0,2,0
17134,0,3,1,0,4,4,4,0,1,1,2,3,1,4,1,0,1,0
17135,0,4,0,0,0,1,0,2,0,3,3,3,0,4,1,2,4,0
17136,0,1,0,0,1,0,1,1,2,2,1,2,0,3,1,0,1,0
17138,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0
17139,4,1,4,0,1,2,0,0,0,2,3,2,1,4,1,1,2,4
17140,0,1,4,0,0,4,0,0,0,1,2,3,0,2,4,0,1,3
17141,0,1,0,0,1,0,0,0,1,2,1,1,0,4,1,0,1,0
17142,0,1,0,0,0,0,4,2,3,3,2,3,0,3,4,0,2,0
17143,0,1,0,0,1,0,0,0,0,2,2,2,0,0,0,0,2,0
17144,0,4,0,0,4,4,0,0,0,3,2,3,0,3,1,0,4,0
17145,2,1,1,1,3,2,4,0,3,1,4,3,3,4,2,2,0,1
17146,0,3,4,4,3,3,0,1,1,3,3,2,2,3,1,0,4,0
17147,0,2,3,0,1,0,0,4,1,4,3,3,0,4,2,0,3,1
17148,0,1,0,0,2,0,0,0,0,2,3,3,0,4,0,0,3,0
17149,0,4,0,0,2,0,0,4,0,2,1,3,0,4,0,0,2,0
17150,0,1,1,0,2,0,0,1,0,3,3,1,0,1,2,0,1,1
17151,0,1,1,0,0,0,0,0,0,4,3,3,0,2,2,0,3,0
17152,0,3,0,1,0,1,0,0,0,1,2,3,0,1,1,0,2,2
17153,0,1,0,0,4,1,2,2,2,1,4,4,1,3,4,4,3,0
17154,0,4,0,0,3,0,0,1,4,3,3,3,0,2,0,0,3,4
17155,4,3,2,0,0,3,0,0,2,3,0,4,2,0,1,4,0,1
17156,0,1,3,0,1,2,0,3,4,1,4,2,1,2,3,0,2,0
17157,0,1,0,0,4,0,2,3,2,3,4,3,0,4,0,0,2,0
17158,0,0,0,0,0,1,0,4,0,4,4,3,0,3,1,0,3,0
17160,0,1,0,0,4,0,0,1,0,3,1,3,0,4,0,0,3,0
17161,0,3,0,0,0,1,3,1,3,4,3,3,0,2,1,1,2,0
17162,0,0,4,0,4,0,0,4,4,3,4,3,4,4,4,0,4,4
17163,0,2,0,0,0,0,0,0,0,4,3,3,0,1,0,0,4,0
17164,0,1,4,0,4,0,0,0,4,2,3,4,4,2,4,0,3,0
17165,4,4,0,0,1,2,4,2,2,3,2,3,0,1,1,0,3,4
17166,0,2,1,0,1,1,1,3,1,1,2,3,0,2,1,0,2,0
17167,0,3,4,1,2,0,0,4,1,3,4,3,4,3,4,0,2,3
17168,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0
17169,0,4,0,0,4,0,0,3,4,4,4,3,0,3,4,0,2,0
17170,4,4,2,0,1,2,0,1,3,1,1,1,1,0,1,1,1,1
17171,0,2,0,0,3,4,0,1,2,3,2,2,0,2,1,0,1,1
17172,0,2,0,0,4,0,0,0,0,4,2,1,0,2,0,0,2,0
17173,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,1,0
17174,1,2,2,1,1,3,0,0,0,3,4,2,3,0,2,2,1,1
17175,0,0,0,0,3,0,0,0,0,3,2,3,0,0,0,0,3,0
17176,0,4,0,0,3,0,1,3,4,4,4,3,0,3,0,0,2,0
17177,0,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0
17178,0,4,0,0,0,4,0,1,0,3,3,1,0,4,0,0,1,0
17180,0,2,0,0,0,4,0,0,0,2,1,4,1,1,2,2,1,3
17181,0,4,1,0,0,0,0,0,0,3,4,4,1,0,4,4,0,1
17182,0,4,0,0,0,0,0,4,0,3,2,3,4,4,3,0,0,0
17183,0,4,0,0,4,0,0,0,0,2,2,3,0,1,0,0,0,0
17184,0,3,0,0,0,4,0,0,0,4,3,3,0,3,0,0,1,0
17185,0,2,0,0,2,4,0,4,4,3,3,3,0,3,0,0,3,0
17186,0,3,4,0,1,4,0,0,4,3,2,2,0,1,0,0,2,0
17187,0,2,0,0,2,4,0,0,0,3,0,4,0,0,1,4,1,0
17188,0,1,0,0,0,1,0,0,0,3,4,3,0,4,0,0,0,0
17189,1,1,1,0,1,4,1,4,2,3,4,1,1,0,0,0,1,0
17190,0,3,4,0,0,4,0,0,0,3,2,3,4,0,4,0,0,4
17191,0,4,1,0,1,0,0,4,3,4,3,4,1,3,0,0,4,0
17192,0,2,0,0,2,0,0,0,0,3,2,3,0,0,0,0,4,0
17193,0,1,4,0,1,4,1,2,1,3,3,1,0,1,0,0,2,3
17194,0,4,0,0,0,0,0,0,0,4,3,4,0,4,0,0,4,0
17196,0,4,0,0,4,0,0,4,0,4,3,3,0,2,4,0,1,0
17197,0,3,4,0,4,4,0,4,3,2,2,2,0,3,2,0,4,0
17198,0,1,1,0,0,1,0,0,1,1,0,1,2,0,2,4,0,1
17199,0,1,0,0,0,0,0,1,0,4,2,2,1,2,1,0,3,0
17200,0,4,0,0,4,0,0,4,4,2,3,4,0,1,0,0,0,0
17201,0,4,4,0,3,0,0,0,1,2,2,4,0,3,4,0,3,0
17202,1,1,4,3,1,4,0,0,4,3,4,3,4,4,4,1,0,0
17203,1,1,1,0,0,4,4,1,3,4,4,4,3,0,4,3,4,0
17204,0,0,0,0,0,0,0,0,0,1,4,1,0,4,0,0,0,0
17205,0,2,4,4,0,2,0,0,3,4,0,2,3,0,4,0,0,0
17206,0,1,4,0,2,4,3,2,2,4,3,1,0,3,0,0,1,1
17207,4,1,1,0,4,1,0,2,4,4,2,4,0,0,0,0,2,0
17209,0,0,4,0,1,4,1,0,0,4,4,2,0,2,0,0,1,1
17210,0,1,1,0,1,0,0,1,1,3,2,2,0,2,1,0,3,0
17211,0,2,0,0,2,0,1,1,3,2,1,1,0,1,1,0,2,0
17212,0,2,4,0,1,2,4,4,1,3,1,2,4,1,3,1,1,0
17213,4,3,1,0,2,3,0,1,1,3,1,2,1,1,4,4,1,1
17214,0,3,4,0,1,0,0,1,1,2,4,2,0,2,1,0,3,4
17215,0,2,0,1,1,3,0,2,2,4,4,3,1,4,1,0,3,1
17216,0,1,1,0,4,2,0,1,3,2,4,2,0,3,1,0,2,0
17217,0,1,1,0,4,1,0,1,0,4,4,2,0,4,1,0,2,0
17218,0,3,0,0,4,0,0,0,0,1,1,1,1,3,0,0,4,1
17219,1,2,3,0,0,1,0,0,4,1,4,2,2,1,4,0,0,0
17220,0,3,0,0,2,0,0,3,4,2,2,2,0,1,1,0,1,0
17221,0,3,0,0,3,2,4,2,4,2,4,2,0,4,1,0,3,4
17222,4,4,4,2,0,3,0,0,1,3,0,2,1,0,2,2,0,1
17223,3,1,1,0,4,0,1,3,3,2,3,3,0,2,1,0,3,0
17224,0,1,0,0,4,3,3,3,2,4,1,3,0,3,3,0,2,1
17225,0,0,0,0,1,4,0,2,4,4,2,4,0,4,0,0,3,4
17226,0,4,0,0,1,3,0,4,4,4,4,4,1,4,3,4,4,4
17227,3,3,4,0,0,2,0,4,2,3,1,4,3,4,4,1,1,0
17228,0,1,1,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0
17229,3,2,4,0,0,1,0,1,2,4,1,3,1,2,3,0,1,1
17231,2,2,4,1,0,4,0,0,1,1,0,1,2,0,1,3,0,1
17232,0,3,0,0,1,0,0,1,0,2,2,2,0,4,0,0,4,4
17233,0,3,0,0,1,0,0,0,0,3,3,3,0,1,0,0,4,0
17234,4,4,0,0,0,1,0,0,1,4,1,2,1,0,1,0,0,0
17235,4,4,4,4,1,4,0,0,4,4,2,4,3,1,3,3,0,4
17236,0,1,0,0,4,0,0,4,4,2,3,3,0,2,1,0,3,0
17237,0,4,0,0,1,0,0,0,0,4,3,4,0,4,0,0,4,0
17238,0,4,0,0,4,0,0,2,0,4,4,2,0,2,1,0,1,0
17239,0,2,0,0,4,0,4,1,4,3,1,1,0,4,0,0,3,0
17240,0,0,0,0,0,1,0,0,1,2,2,2,0,4,1,0,2,0
17241,0,1,0,0,0,0,0,1,0,4,1,1,0,1,1,0,4,0
17242,0,4,3,0,0,1,0,0,0,3,2,2,3,0,3,3,0,0
17243,0,2,0,0,0,0,3,4,1,2,3,3,0,1,1,0,4,0
17244,0,0,0,1,2,0,0,0,4,4,3,2,0,1,1,0,3,0
17245,0,2,0,0,3,4,0,0,0,3,3,2,0,4,4,0,3,0
17246,2,1,2,1,0,1,0,0,1,4,0,2,2,0,1,0,0,1
17247,1,4,1,4,0,3,0,0,4,4,4,3,3,0,1,0,0,3
17248,0,4,0,0,1,4,0,4,0,4,3,2,0,4,1,0,3,1
17249,0,1,0,0,2,0,0,0,0,2,1,2,0,4,0,0,4,0
17250,0,3,0,0,4,0,0,0,0,1,3,3,0,3,0,0,3,0
17251,0,0,4,0,1,1,0,4,0,4,4,4,1,4,4,0,4,0
17252,0,0,0,0,1,0,0,0,0,1,2,3,0,4,0,0,1,0
17253,0,4,0,0,0,0,0,0,0,3,2,2,4,0,2,0,4,0
17254,0,1,0,0,2,1,0,0,0,4,2,1,0,4,0,0,2,0
17255,0,0,0,0,0,1,0,0,1,4,4,4,0,4,0,0,0,0
17256,0,2,4,0,3,0,0,2,2,2,2,3,0,2,1,0,1,0
17257,0,1,1,0,4,0,1,1,4,1,2,1,0,2,3,0,1,0
17258,1,4,2,1,0,2,0,0,0,4,4,3,2,4,4,2,4,1
17259,0,2,0,0,1,4,0,1,2,4,2,3,0,2,0,0,1,1
17260,1,4,1,0,1,1,0,2,1,4,3,2,1,2,1,0,1,0
17261,0,1,0,0,0,0,0,1,0,2,4,2,0,4,1,0,4,0
17262,1,4,4,0,0,2,0,0,2,3,0,2,3,0,3,2,0,1
17263,0,0,0,0,4,4,0,3,1,3,1,4,0,1,3,0,1,0
17264,0,4,0,0,3,1,3,0,0,3,2,3,0,4,4,1,2,0
17265,0,2,4,0,4,0,0,3,0,4,3,2,0,3,3,0,4,2
17266,0,3,0,0,4,0,0,0,0,3,2,4,0,2,0,0,4,0
17267,0,3,0,0,3,0,4,2,0,2,2,3,0,4,0,0,3,0
17268,0,2,2,3,4,1,0,0,1,4,3,3,1,4,3,0,2,0
17269,0,2,3,0,3,0,0,4,0,3,4,2,4,1,4,0,4,0
17270,1,1,1,0,4,3,0,4,2,1,2,1,4,0,1,3,0,1
17271,3,1,4,0,0,4,4,0,4,4,2,4,4,4,0,2,3,1
17272,0,1,0,0,2,0,0,4,1,4,2,3,0,4,0,0,1,0
17273,1,1,1,0,0,2,0,0,4,3,3,3,3,4,3,1,0,2
17274,0,1,0,0,3,0,0,4,0,4,2,3,0,2,0,0,1,1
17275,0,4,0,0,1,4,4,4,1,4,4,4,0,4,4,0,3,0
17276,0,1,0,0,1,4,0,0,0,3,2,4,0,3,1,0,1,0
17278,0,2,0,0,4,0,0,0,0,4,2,2,0,1,4,0,0,0
17279,0,1,0,0,1,0,0,4,1,3,2,2,0,2,1,0,1,0
17280,0,3,3,4,0,3,0,0,4,4,4,4,3,1,4,1,0,3
17281,4,4,1,0,2,0,0,1,0,4,4,2,0,4,1,0,4,0
17282,4,3,2,2,0,3,0,0,3,2,1,2,2,0,2,4,0,4
17283,0,3,4,0,3,4,0,0,0,3,2,2,0,1,0,0,3,0
17284,0,2,1,0,1,1,1,2,2,2,1,3,2,1,4,3,4,1
17285,0,0,0,0,4,0,0,4,0,4,4,3,0,1,0,0,4,0
17286,0,1,0,0,1,4,0,4,3,2,3,3,0,4,0,0,3,4
17287,0,4,1,2,0,2,0,0,4,3,1,3,1,0,3,2,4,4
17288,0,2,0,0,1,0,0,0,0,3,2,3,0,0,0,0,4,0
17289,0,2,1,0,4,0,0,0,0,1,3,2,0,3,1,0,1,1
17290,4,1,4,0,0,1,0,0,3,2,0,2,2,1,1,2,0,4
17291,0,2,0,0,0,4,4,1,4,4,3,4,0,2,4,0,3,0
17292,0,4,0,0,1,0,0,4,4,4,3,1,4,3,3,0,1,2
17293,0,4,1,0,0,1,0,0,0,3,1,2,2,1,4,0,0,0
17294,0,1,0,0,1,0,0,1,0,4,4,3,1,4,0,0,1,0
17295,1,3,1,0,1,4,1,1,3,2,3,2,1,1,1,3,2,0
17296,0,4,0,4,1,0,3,4,2,4,1,3,1,4,4,0,4,4
17297,0,3,1,0,0,4,0,0,1,2,4,2,3,4,3,1,0,3
17298,0,2,4,0,0,0,0,0,0,3,4,2,0,2,1,0,4,0
17299,0,2,0,1,3,1,0,1,1,2,1,2,2,4,1,1,0,4
17300,0,3,0,0,2,3,0,4,1,2,3,3,0,3,1,0,4,4
17301,0,3,0,0,4,0,0,0,0,2,3,2,0,4,0,0,4,0
17302,0,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0
17303,0,2,4,0,0,0,0,0,0,3,3,2,0,4,2,0,1,4
17304,1,1,4,0,0,0,0,0,2,4,0,1,1,0,1,0,0,0
17305,0,1,0,0,1,0,0,4,4,4,4,3,0,3,4,0,4,4
17306,0,1,0,0,2,0,0,0,1,4,2,1,0,0,0,0,4,0
17307,0,3,0,0,0,3,4,4,1,3,3,3,0,4,4,0,1,0
17308,1,3,1,0,0,1,4,0,3,3,1,2,0,0,1,2,0,2
17309,0,4,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0
17310,1,2,4,4,4,3,0,0,1,3,4,3,3,4,2,2,4,0
17311,0,2,0,0,2,0,0,0,0,3,2,4,0,4,4,0,4,0
17312,0,4,0,0,0,0,0,0,0,4,1,2,0,4,0,1,2,0
17313,0,1,0,0,1,4,0,4,0,2,3,2,0,2,1,0,3,0
17314,0,3,0,0,1,0,0,0,0,2,2,1,0,2,0,0,1,0
17315,0,4,0,0,1,4,0,1,0,3,4,2,0,2,1,0,2,1
17316,0,2,0,0,0,0,0,2,0,3,3,2,0,2,1,0,3,1
17317,0,2,0,0,3,4,4,4,3,3,4,2,0,3,2,0,1,0
17318,0,2,4,0,2,0,0,1,0,2,2,3,0,3,1,0,3,1
17319,0,0,0,0,1,0,0,0,0,2,4,4,1,1,0,0,2,0
17320,0,4,3,0,4,0,0,2,0,1,4,3,0,3,4,0,1,0
17321,1,3,1,1,0,4,0,0,2,2,0,3,3,0,2,2,0,0
17322,0,2,0,0,4,0,0,0,0,0,1,1,0,2,4,0,2,0
17323,0,2,0,0,4,1,4,3,2,2,3,3,0,3,4,0,4,4
17324,4,2,0,0,0,1,0,0,4,3,4,2,1,4,4,0,1,4
17325,0,4,1,0,3,1,0,1,0,3,4,2,1,2,4,0,3,2
17326,0,1,2,0,2,1,0,2,3,3,3,2,1,2,2,0,1,2
17327,0,3,4,4,0,4,0,0,4,4,0,4,0,0,1,4,0,4
17328,0,4,0,0,0,0,0,0,4,2,4,3,3,1,1,0,1,0
17329,0,4,0,0,1,4,0,4,4,2,2,2,4,3,0,0,1,0
17330,4,3,3,4,4,3,0,4,4,3,4,4,4,4,3,2,2,4
17331,0,3,0,0,1,0,0,0,0,4,1,3,0,0,0,0,3,0
17332,0,1,0,0,0,4,0,3,4,3,3,3,2,3,1,0,2,0
17333,0,4,1,0,1,2,0,1,4,4,1,1,0,2,1,0,4,0
17334,0,3,0,0,1,4,0,0,4,4,3,3,4,3,4,0,2,0
17335,4,3,3,3,0,0,0,0,0,2,0,4,2,0,1,2,0,4
17336,0,4,0,0,0,0,0,0,0,4,2,3,0,0,4,3,2,0
17337,0,2,1,0,2,1,4,3,3,1,3,2,0,3,1,0,1,0
17338,0,3,0,0,3,0,4,2,1,2,3,4,0,4,1,0,0,0
17339,0,2,1,0,2,1,3,2,3,3,4,2,3,3,3,0,1,1
17340,0,0,0,0,1,0,0,1,0,4,3,1,0,1,0,0,1,0
17341,0,3,0,0,1,0,0,1,4,2,3,2,1,4,2,0,3,4
17342,0,4,4,0,0,1,0,0,1,3,0,2,1,0,1,2,0,3
17343,4,4,2,0,0,4,0,0,4,3,4,3,1,0,4,2,0,4
17344,4,4,4,0,0,4,0,0,0,4,4,4,4,4,4,4,4,4
17345,0,1,2,0,4,3,0,1,0,4,3,3,4,4,1,0,3,4
17346,0,0,0,0,1,0,0,0,0,4,3,4,0,2,0,0,3,0
17347,1,2,3,4,0,3,0,0,2,2,0,3,1,0,3,4,0,1
17348,4,4,4,4,0,4,0,0,3,4,0,4,4,0,2,0,0,1
17349,0,1,4,0,1,4,0,3,0,1,3,3,0,3,4,0,1,0
17350,0,3,0,1,4,1,0,4,4,2,4,4,0,3,1,0,3,3
17351,1,1,0,0,0,0,2,3,3,3,2,3,0,3,1,0,4,0
17352,0,4,0,0,1,0,0,1,0,4,3,3,0,3,1,0,3,2
17353,0,4,0,0,3,4,0,4,0,3,4,2,0,4,4,0,3,0
17354,0,3,1,0,0,3,0,0,2,2,0,2,1,4,2,4,0,4
17355,0,2,0,0,4,0,0,2,0,3,3,2,4,2,0,0,1,4
17356,0,0,0,0,1,0,0,3,4,3,1,4,0,2,0,0,2,0
17358,0,1,1,0,4,1,0,2,2,1,4,2,0,1,1,0,3,2
17359,0,2,0,0,3,0,0,0,0,3,3,2,0,0,0,0,3,0
17360,0,1,0,0,0,1,0,0,0,0,1,1,4,1,0,0,0,0
17361,4,3,2,3,0,4,0,0,4,2,4,4,2,0,3,1,0,2
17362,0,4,4,0,0,1,0,0,0,3,2,3,0,1,4,0,2,0
17363,0,2,0,0,4,0,0,0,0,3,3,2,0,4,0,0,1,0
17364,0,4,1,4,0,3,0,0,0,2,3,3,0,0,1,4,3,1
17365,0,2,1,0,4,4,0,4,0,3,4,3,1,1,4,0,1,2
17366,0,0,0,0,1,0,0,0,0,1,1,2,0,4,0,0,4,0
17367,0,4,1,0,2,4,1,1,0,1,2,2,0,3,4,0,1,0
17368,1,1,1,4,4,0,0,0,0,2,2,3,0,0,4,0,1,0
17369,0,1,0,0,1,0,0,4,0,2,4,2,0,4,0,0,3,0
17370,0,1,0,0,2,0,0,4,0,3,4,3,0,1,1,0,2,0
17371,0,1,0,0,1,0,0,1,0,3,3,3,0,4,0,0,3,0
17372,0,0,0,0,4,0,0,4,0,2,1,1,0,3,1,0,1,0
17373,0,1,1,0,1,2,0,1,1,2,4,3,1,1,4,0,4,4
17374,0,4,1,0,0,0,0,0,4,3,3,2,0,3,3,0,4,0
17375,0,3,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0
17376,0,2,0,0,4,0,0,0,0,3,2,3,0,1,1,0,4,0
17377,0,1,1,4,0,1,0,0,4,2,1,1,0,4,4,0,1,1
17378,0,1,0,0,2,0,0,0,1,2,2,2,0,1,0,0,4,0
17379,0,4,2,4,2,4,0,4,1,4,3,2,0,4,1,0,4,4
17380,0,2,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,4
17381,0,4,4,0,4,4,3,4,2,4,4,4,0,3,1,0,2,0
17383,0,4,0,0,4,0,0,4,0,2,1,3,0,3,0,0,2,0
17384,0,2,0,0,4,1,1,4,3,2,1,1,0,2,1,0,1,0
17385,0,1,0,0,0,4,0,2,3,2,4,4,0,2,0,0,3,0
17386,3,2,0,0,0,4,0,0,0,2,4,3,4,0,4,3,0,1
17387,0,4,0,0,4,1,0,0,0,3,2,2,0,4,4,0,4,0
17388,0,2,0,0,1,0,0,0,0,1,1,3,0,3,0,0,2,0
17389,0,1,4,0,1,0,0,3,1,2,3,2,0,3,1,0,2,0
17390,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0
17391,0,0,0,0,0,1,0,1,0,3,3,3,0,2,0,0,2,0
17392,1,1,0,0,3,2,0,0,4,4,2,3,0,2,2,0,1,1
17393,0,1,0,0,0,4,2,1,1,3,1,4,0,1,0,0,3,0
17394,3,1,0,3,0,3,0,0,3,2,4,2,4,4,2,4,0,0
17395,0,0,0,0,0,0,0,0,3,4,4,3,0,1,0,0,1,0
17396,0,4,0,0,2,0,0,0,0,3,1,3,0,1,0,0,4,0
17397,1,1,0,0,1,0,0,0,1,2,2,2,2,3,4,0,3,0
17398,0,1,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0
17399,0,0,0,0,4,0,0,0,0,3,3,3,0,4,0,0,3,0
17401,0,1,0,0,0,4,3,3,1,4,2,3,4,3,3,0,2,0
