CUSTNO,Frequency_가구인테리어/잡화_고가_증감여부,Frequency_가구인테리어/잡화_저가_증감여부,Frequency_가구인테리어/잡화_중가_증감여부,Frequency_가전/레저취미/멀티샵_고가_증감여부,Frequency_가전/레저취미/멀티샵_저가_증감여부,Frequency_가전/레저취미/멀티샵_중가_증감여부,Frequency_교육문화/아동_고가_증감여부,Frequency_교육문화/아동_저가_증감여부,Frequency_교육문화/아동_중가_증감여부,Frequency_식품/생활_고가_증감여부,Frequency_식품/생활_저가_증감여부,Frequency_식품/생활_중가_증감여부,Frequency_의류/이미용_고가_증감여부,Frequency_의류/이미용_저가_증감여부,Frequency_의류/이미용_중가_증감여부,Frequency_침구/주방_고가_증감여부,Frequency_침구/주방_저가_증감여부,Frequency_침구/주방_중가_증감여부
13218,0,0,4,0,0,0,0,4,0,4,4,4,2,0,2,3,0,0
13219,0,1,1,0,4,4,0,4,0,2,2,2,0,3,1,0,2,4
13220,1,1,1,0,4,2,4,2,2,3,2,2,1,2,1,0,1,0
13221,0,4,0,0,0,2,0,4,4,2,3,3,0,4,4,0,4,3
13222,0,1,0,0,3,2,4,3,2,1,1,1,4,2,1,0,1,0
13223,0,0,0,0,2,1,0,0,2,0,3,2,0,0,4,0,1,0
13224,0,1,0,0,1,1,0,4,1,2,4,2,0,2,1,0,1,0
13225,0,3,4,0,1,4,4,3,4,4,1,2,4,3,0,0,1,0
13226,0,1,1,0,1,2,0,2,3,3,4,2,3,3,1,1,1,1
13227,0,4,4,0,0,0,0,4,0,3,3,2,0,3,4,0,3,0
13228,0,4,3,0,1,0,0,4,0,2,3,4,0,3,4,0,2,0
13229,0,2,2,0,2,1,1,3,0,3,4,3,0,3,2,1,1,0
13230,0,4,4,0,1,1,0,0,0,3,4,3,1,1,2,0,4,0
13231,0,3,0,0,0,3,0,0,4,3,0,2,2,0,4,0,0,0
13232,0,4,4,0,2,2,0,0,1,2,1,2,0,4,1,0,4,0
13233,0,4,0,4,2,1,0,0,0,1,1,2,2,0,2,4,4,4
13234,1,1,3,4,0,4,0,0,1,2,0,2,4,4,3,3,0,3
13235,0,2,1,0,2,4,0,4,4,2,4,4,0,3,1,0,4,0
13236,1,1,0,0,1,0,0,0,0,1,2,3,4,3,4,0,1,3
13237,0,4,0,0,4,0,0,0,0,1,2,3,0,4,0,0,0,0
13238,0,2,4,0,1,0,0,0,0,2,2,3,4,1,0,0,2,0
13239,0,4,3,0,1,3,0,1,0,2,1,2,0,2,2,0,1,0
13240,0,2,0,0,3,0,0,3,0,1,2,2,0,3,4,0,2,0
13241,0,2,0,0,2,0,1,1,2,4,2,4,0,3,3,0,3,0
13242,0,4,0,0,4,1,1,2,3,4,4,4,0,4,4,0,3,0
13243,0,0,0,0,4,1,0,0,0,4,2,1,0,1,4,0,1,1
13244,0,4,0,0,0,0,0,4,0,4,4,4,0,1,0,0,1,0
13245,1,1,1,0,4,1,0,0,0,1,1,1,4,2,3,0,1,0
13246,1,1,1,0,2,1,1,3,2,1,1,1,1,4,1,0,4,1
13247,0,4,0,0,4,0,0,0,0,4,4,4,4,4,0,0,2,0
13248,0,2,1,0,1,0,0,1,0,4,4,4,0,1,4,0,2,0
13249,0,4,3,0,3,4,1,3,4,1,1,3,0,3,4,0,1,0
13250,1,4,1,0,0,4,0,0,3,1,0,1,1,0,3,1,0,0
13251,3,1,2,1,0,1,0,1,1,1,1,2,1,1,1,4,1,1
13252,0,1,4,0,2,0,0,4,0,2,2,2,4,1,3,0,1,0
13253,0,4,0,0,0,0,0,0,0,4,1,3,0,3,3,0,4,0
13254,0,0,4,0,0,3,0,0,0,0,0,1,4,0,4,0,0,0
13255,0,2,0,0,0,0,0,2,1,3,3,3,0,1,4,0,2,0
13256,0,4,4,0,0,3,0,0,1,1,4,2,3,1,3,3,0,0
13257,0,4,0,0,4,0,4,2,2,4,1,2,0,1,0,0,2,0
13258,1,2,3,0,0,3,0,2,2,1,4,2,3,1,3,0,2,1
13259,0,2,0,0,3,4,0,2,1,2,4,4,0,3,1,0,3,4
13260,0,1,0,0,0,0,0,0,0,3,1,1,0,1,1,0,3,0
13261,0,1,4,0,3,2,0,2,2,3,4,3,1,3,1,1,2,0
13262,0,1,0,0,2,0,4,1,1,1,2,2,0,1,4,0,1,0
13263,0,1,0,0,4,0,0,0,0,1,1,4,0,0,0,0,2,0
13264,0,2,1,0,1,2,0,0,0,4,4,4,1,2,2,0,2,0
13265,0,1,1,0,0,0,0,0,0,0,3,2,0,2,1,0,0,0
13266,0,4,1,0,4,4,2,3,2,4,4,3,0,1,4,0,3,0
13267,0,0,1,0,2,0,0,1,1,1,1,1,4,0,0,0,1,0
13268,0,2,0,0,3,0,0,0,0,2,3,2,0,0,0,0,4,0
13269,0,4,0,0,1,0,0,1,0,4,1,2,0,2,0,0,1,0
13270,1,3,2,2,0,2,0,0,1,3,0,1,2,2,3,3,0,2
13271,1,2,4,4,0,2,0,0,2,2,1,4,2,0,4,4,0,4
13272,0,4,1,0,2,4,0,1,1,1,1,4,0,2,4,0,4,0
13273,0,4,1,0,0,0,0,2,3,2,2,2,4,2,1,0,2,1
13274,0,1,0,0,3,0,0,0,0,4,2,2,0,1,0,0,3,0
13275,0,1,0,0,4,0,0,0,0,4,4,4,0,1,0,0,0,0
13276,0,4,0,0,0,0,0,3,4,3,3,4,0,3,0,0,2,0
13277,0,0,0,0,4,1,0,1,4,1,3,2,0,4,4,0,2,0
13278,0,4,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0
13279,0,1,4,0,4,4,0,4,4,3,2,3,0,3,1,0,3,0
13280,4,1,2,1,1,2,0,0,4,3,1,1,2,2,2,1,2,3
13281,1,2,4,0,2,4,0,0,2,3,3,2,4,2,4,0,4,1
13282,0,4,0,0,0,4,0,0,0,2,2,3,0,4,4,0,4,4
13283,0,4,0,0,1,0,0,1,0,4,4,3,3,3,3,0,2,4
13284,0,2,1,3,4,2,1,0,2,1,4,3,3,4,3,0,4,1
13285,0,1,0,0,1,1,0,0,0,2,3,3,0,0,1,0,0,0
13286,0,4,0,0,2,0,0,3,0,4,1,1,4,2,3,0,1,4
13287,4,4,0,0,1,4,0,3,0,2,4,4,1,2,4,4,2,3
13288,3,4,3,0,0,4,0,0,4,1,4,4,1,0,4,4,0,3
13289,1,1,3,0,4,4,0,4,0,4,3,3,1,3,3,0,4,0
13290,0,2,0,0,4,1,0,4,1,4,3,4,0,2,0,0,2,1
13291,4,1,3,4,0,2,0,0,1,2,4,1,2,0,3,4,0,3
13292,0,2,3,0,0,2,0,0,1,3,4,3,3,0,3,1,0,4
13293,0,4,0,0,1,1,0,4,0,3,3,4,4,4,4,0,2,0
13294,0,3,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0
13295,0,1,0,0,2,1,0,0,0,4,2,3,1,2,1,0,4,0
13296,2,1,0,0,4,3,2,3,3,2,4,2,3,2,2,1,3,4
13297,0,2,0,0,0,0,0,0,0,4,3,2,0,4,0,0,3,0
13298,0,3,0,1,1,4,0,2,0,3,1,1,0,1,3,0,1,0
13299,0,1,0,0,1,0,0,0,4,3,3,4,0,1,0,0,2,0
13300,0,4,3,0,0,2,2,4,4,1,4,1,2,4,3,1,2,4
13301,3,1,2,4,0,0,0,0,4,1,2,2,1,0,1,1,1,1
13302,1,2,1,1,0,3,0,0,0,2,1,2,1,4,2,0,2,0
13303,4,2,4,3,0,1,0,0,3,4,4,4,1,0,4,0,0,4
13304,0,1,0,0,0,4,0,0,0,2,0,2,0,0,1,0,0,1
13305,4,2,1,0,4,0,2,2,1,2,3,2,0,4,4,4,3,3
13306,1,2,1,4,0,4,0,0,3,1,2,1,4,4,2,3,1,1
13307,0,4,0,0,0,0,0,2,0,4,3,4,0,4,4,0,3,3
13308,0,2,0,0,0,0,0,0,0,3,4,4,3,4,0,0,2,0
13310,3,2,4,1,0,2,0,0,4,1,4,3,4,4,2,0,4,4
13311,0,1,0,0,0,0,0,0,0,0,4,4,1,4,0,0,0,0
13312,4,4,4,0,4,4,0,0,3,4,2,2,4,4,2,2,4,2
13313,0,4,0,0,3,1,2,4,2,1,3,1,1,2,1,0,2,1
13314,4,1,2,4,0,3,0,0,0,2,1,2,3,0,2,2,0,4
13315,0,4,0,0,2,3,0,0,0,2,1,2,4,2,3,3,1,2
13316,0,0,4,0,0,0,0,0,4,3,3,3,0,4,0,4,2,0
13317,1,4,1,0,0,4,0,4,2,3,0,3,1,4,1,3,0,4
13318,4,3,0,0,4,0,1,4,4,3,4,3,1,4,3,0,4,0
13319,1,4,1,1,0,3,0,0,3,4,0,2,3,0,2,2,0,1
13320,0,2,0,0,2,0,0,0,4,1,2,2,0,1,4,0,1,0
13321,0,3,0,0,2,0,0,0,0,4,3,3,0,0,0,0,1,0
13322,0,4,0,0,0,0,0,4,0,1,3,4,0,2,4,0,3,4
13323,0,1,0,0,0,0,0,2,0,3,2,2,0,1,1,0,1,0
13324,0,4,0,0,2,2,0,2,0,1,1,2,0,2,0,0,3,0
13325,4,1,4,0,0,4,0,0,1,3,1,2,3,2,4,4,3,4
13326,0,4,0,0,0,0,0,1,0,2,3,2,0,1,0,0,3,1
13327,0,1,0,0,0,3,3,4,3,2,4,4,2,2,1,3,0,4
13328,0,3,3,0,2,3,2,1,2,3,4,1,4,3,3,4,2,4
13329,4,2,3,4,0,4,0,4,2,3,4,4,1,0,2,4,0,4
13330,4,4,4,0,4,0,0,0,0,2,3,2,4,0,0,4,1,0
13331,0,2,0,0,1,4,0,1,0,2,3,2,0,3,4,0,3,1
13332,0,4,4,0,0,0,0,1,0,3,3,3,4,2,4,0,2,0
13333,1,2,1,1,0,2,0,0,2,2,0,1,1,0,3,2,0,2
13334,0,2,1,0,0,4,0,0,1,2,4,4,2,0,1,0,0,0
13335,0,2,0,0,4,0,0,0,0,4,3,3,0,1,0,0,4,0
13336,0,4,1,0,2,4,3,2,3,2,2,2,0,3,3,0,2,0
13337,0,1,0,0,1,1,0,1,1,1,1,3,0,1,1,0,3,0
13338,0,0,0,0,4,0,4,0,0,0,4,4,0,0,3,0,0,0
13339,0,1,0,0,2,0,0,0,4,4,4,4,0,4,4,0,1,0
13340,0,2,0,0,1,1,4,1,3,1,2,2,0,1,0,0,3,0
13341,0,1,0,4,2,1,0,3,4,4,4,3,0,2,4,0,3,3
13342,2,4,4,1,0,3,2,1,4,2,1,2,1,1,2,1,2,1
13343,0,1,0,0,4,0,0,0,0,3,3,4,0,4,0,0,1,0
13345,0,2,4,0,4,1,1,3,2,3,4,2,3,2,2,4,3,4
13346,0,2,1,0,2,2,2,4,4,2,1,1,0,1,4,0,3,1
13347,0,2,4,0,3,4,0,3,4,3,1,1,1,1,4,0,2,4
13348,0,2,1,0,0,4,0,0,4,1,4,4,3,4,0,4,4,4
13350,4,4,4,0,0,2,0,2,2,2,4,4,2,2,4,1,3,4
13351,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,0,4,0
13352,1,2,4,0,3,2,0,3,4,3,4,3,3,1,2,0,3,0
13353,0,4,0,0,4,3,1,4,4,4,4,4,0,2,0,0,2,1
13354,0,2,4,0,0,1,0,0,0,1,0,3,1,0,4,1,0,1
13356,0,3,4,0,3,3,0,3,1,2,2,3,0,2,4,0,2,0
13357,0,4,0,0,1,4,0,4,0,2,4,3,0,4,0,0,2,0
13358,0,1,1,1,0,1,0,0,0,1,1,3,3,0,3,2,0,3
13359,0,1,0,0,2,0,3,3,2,1,1,2,0,3,0,0,1,0
13360,4,0,0,3,0,4,0,0,4,4,0,4,2,0,1,0,0,1
13361,0,3,1,0,4,1,2,2,4,4,4,4,3,4,1,0,2,0
13362,4,2,3,2,0,1,0,0,3,2,4,1,2,0,2,3,4,4
13363,0,1,0,0,1,0,0,0,0,3,1,2,4,1,0,0,2,0
13364,0,1,2,0,0,3,0,0,0,1,1,3,3,4,2,0,0,1
13365,0,4,2,1,0,1,0,0,0,2,0,4,2,0,2,4,0,4
13366,0,4,0,0,1,1,1,3,2,4,1,2,4,3,3,0,1,1
13367,0,1,1,1,0,1,0,0,0,2,0,2,4,0,2,0,0,1
13368,0,0,0,0,3,0,0,0,1,2,4,4,0,1,0,0,1,0
13369,0,4,1,0,4,0,1,1,3,3,1,2,0,1,4,0,2,0
13370,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0
13371,0,3,0,0,0,0,0,0,0,4,3,4,0,4,1,0,2,0
13372,0,1,1,0,0,0,0,0,0,1,0,4,0,0,1,1,0,4
13373,0,4,0,0,4,0,1,1,1,0,2,3,0,3,0,0,4,0
13374,0,1,0,0,2,1,0,1,3,4,4,3,3,2,1,0,2,0
13375,3,4,3,0,2,1,0,0,4,1,3,3,2,3,4,1,2,2
13376,3,3,2,0,0,4,0,0,0,4,0,2,4,4,4,3,0,0
13377,0,3,0,0,0,1,0,0,0,2,1,1,2,0,3,0,0,0
13378,4,3,3,0,0,3,0,0,0,3,0,1,4,0,4,2,0,1
13379,0,4,0,0,0,0,0,0,0,4,4,4,0,2,0,4,4,1
13380,0,1,0,0,0,1,0,4,4,4,3,3,3,4,0,0,2,0
13381,0,3,4,0,4,0,0,0,4,4,2,3,0,4,0,0,3,0
13382,0,4,0,0,4,0,0,0,0,2,3,3,0,4,4,0,3,0
13383,0,2,1,0,1,2,0,0,1,1,2,1,0,1,4,0,3,0
13384,0,2,1,0,2,4,0,2,0,4,3,4,0,1,1,0,2,0
13385,0,3,0,0,2,0,0,0,0,1,4,3,0,1,0,0,3,0
13386,0,1,4,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
13387,0,0,0,0,3,1,0,0,0,0,4,3,0,0,1,0,0,0
13388,0,4,0,0,4,0,1,1,1,4,2,2,0,3,0,0,3,4
13389,4,2,0,0,0,0,0,0,0,1,0,3,2,0,3,3,0,2
13390,0,1,0,0,2,0,0,0,0,3,3,4,0,1,4,0,3,0
13391,0,2,3,0,4,1,0,0,4,3,4,4,4,0,4,0,4,0
13392,0,2,4,0,4,3,1,4,2,1,1,2,0,2,3,0,2,0
13393,1,1,3,4,0,3,2,1,1,2,1,1,3,2,2,0,0,4
13394,0,1,1,1,1,1,0,1,0,4,2,2,1,2,1,3,1,0
13395,0,0,0,0,2,0,1,1,1,3,2,2,0,0,0,0,1,0
13396,0,2,0,0,1,0,0,4,0,4,1,4,0,3,1,0,4,1
13397,4,2,0,1,0,2,1,0,1,2,0,1,2,1,2,4,0,0
13398,0,3,0,0,0,0,0,3,0,4,4,3,1,1,1,0,3,0
13399,0,2,0,0,3,0,0,0,0,2,3,3,0,4,0,0,3,0
13400,1,1,4,0,3,1,0,1,0,3,3,2,0,2,1,0,2,0
13401,0,4,4,0,4,4,0,4,4,3,1,1,0,2,4,0,3,0
13402,0,4,0,0,3,3,0,0,1,1,3,3,4,2,3,4,1,3
13403,4,1,4,4,0,3,0,0,2,3,1,1,2,2,2,1,1,4
13404,0,1,3,0,1,2,0,4,4,3,1,1,4,2,4,0,2,0
13405,0,3,1,0,3,4,4,3,2,2,2,2,0,1,1,0,3,0
13406,2,4,2,0,2,2,0,1,3,3,1,3,4,0,2,3,4,1
13407,0,0,0,0,4,0,0,0,0,2,3,2,0,2,0,0,3,0
13408,0,2,3,0,0,1,0,0,4,4,4,4,4,0,2,1,1,2
13409,0,0,0,0,0,4,0,1,3,2,1,1,0,2,1,0,1,0
13410,0,0,0,0,0,4,0,0,0,4,1,3,0,4,4,0,2,4
13411,0,4,0,0,4,0,0,4,3,3,3,3,0,3,0,0,1,0
13412,0,2,3,0,0,1,0,2,0,4,3,3,0,2,3,0,1,0
13413,0,2,1,0,1,4,0,1,2,3,3,3,0,1,2,0,2,0
13414,4,1,3,4,0,0,0,0,4,4,0,4,1,0,3,4,0,0
13415,0,4,1,0,1,3,0,3,4,1,4,4,0,4,2,0,2,1
13416,1,2,1,4,1,2,4,0,1,2,4,4,1,4,2,1,4,3
13417,0,3,3,0,4,0,0,2,0,1,3,1,0,3,4,0,1,4
13418,0,2,4,0,4,4,1,3,2,4,3,3,2,1,4,0,1,0
13419,0,0,4,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0
13420,0,4,0,0,0,0,0,0,0,3,2,2,0,4,0,0,2,4
13421,4,4,1,4,1,1,0,0,4,2,1,1,3,0,3,0,1,0
13422,1,2,2,2,2,2,0,2,4,2,4,2,3,2,1,4,2,4
13423,0,0,0,0,4,0,0,0,0,2,3,2,0,4,0,0,3,0
13424,0,1,0,0,4,0,0,0,0,1,2,1,0,4,0,0,1,0
13425,0,2,3,0,0,2,0,0,2,1,0,3,4,0,2,1,0,0
13426,0,4,0,0,2,0,4,0,0,3,4,4,0,1,4,0,1,0
13427,1,2,4,2,0,2,0,0,0,2,0,2,4,0,1,4,0,0
13428,1,2,2,0,0,3,0,0,4,3,4,3,4,4,1,0,4,0
13429,1,2,3,1,3,4,3,2,3,4,4,4,4,1,3,1,4,4
13430,0,1,0,0,0,1,0,4,3,0,3,3,0,1,0,0,3,0
13431,0,4,0,0,4,0,0,4,0,3,4,4,0,2,0,0,4,0
13432,0,2,4,0,0,4,0,0,1,1,2,1,2,1,3,0,1,0
13433,4,2,2,0,4,3,0,0,3,4,2,3,3,4,2,4,2,4
13434,3,1,3,1,1,2,0,0,0,2,3,4,3,4,3,3,2,3
13435,4,2,4,2,0,3,0,0,3,3,2,4,2,4,3,2,2,4
13436,0,4,0,0,4,4,4,4,4,4,4,4,1,0,4,0,4,0
13437,0,1,1,0,1,1,0,0,0,4,3,2,0,2,1,0,1,1
13438,0,4,1,0,0,4,0,0,0,1,4,3,4,0,4,0,0,0
13439,0,2,0,0,3,0,0,4,0,3,3,3,0,1,4,0,2,0
13440,0,2,3,0,3,3,2,1,2,1,2,2,1,2,1,0,2,3
13441,0,1,4,0,1,0,0,0,0,1,1,1,0,1,4,0,1,0
13442,0,1,1,0,1,4,0,2,3,4,3,3,0,4,2,0,3,0
13443,0,4,1,0,3,4,0,1,3,4,4,4,4,2,4,0,3,0
13444,0,1,0,0,1,0,0,0,0,2,2,4,0,4,0,0,1,0
13445,4,4,1,2,0,3,0,3,2,2,1,2,2,2,4,3,3,3
13446,0,1,0,0,2,1,1,3,3,2,1,1,1,2,4,4,2,0
13447,0,2,1,0,4,4,0,1,1,2,3,2,0,3,3,0,1,2
13448,0,0,3,0,0,0,0,2,0,2,3,1,4,2,4,0,3,0
13449,0,1,0,0,2,0,0,0,0,4,2,3,0,4,4,0,3,1
13450,0,2,1,0,2,0,0,0,0,4,4,3,0,2,4,0,2,0
13451,0,2,0,0,4,0,0,0,0,1,2,3,0,0,0,0,1,0
13452,0,2,1,0,3,1,0,1,0,1,3,3,0,2,1,0,3,0
13453,0,1,0,0,4,4,0,4,4,3,3,2,0,1,0,0,1,0
13454,0,3,1,0,0,4,0,0,0,3,4,1,1,0,2,0,0,4
13455,2,1,4,4,0,3,0,0,0,4,0,3,3,0,3,1,0,1
13456,0,4,1,0,3,4,0,1,0,1,4,1,1,1,1,0,2,0
13457,0,3,4,0,0,1,0,0,1,4,4,4,0,4,4,0,2,0
13458,0,1,4,0,2,1,0,3,4,3,3,4,1,1,4,0,2,2
13459,4,2,0,0,0,4,0,0,0,2,0,2,1,4,1,3,0,0
13461,4,2,2,0,0,1,0,0,4,2,1,1,3,0,3,2,0,3
13462,0,2,3,0,1,2,0,0,0,2,2,1,1,1,1,4,0,1
13463,0,2,0,0,4,1,0,1,0,4,3,2,0,1,3,0,1,4
13464,1,4,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0
13465,0,2,1,0,2,0,0,1,0,1,3,3,0,3,2,0,1,0
13466,0,3,0,0,3,0,0,0,1,4,1,2,0,2,1,0,3,0
13467,0,1,0,0,4,1,0,0,0,3,4,2,4,3,2,0,3,1
13468,0,1,4,0,2,1,0,3,0,3,2,2,0,1,1,0,2,0
13469,0,1,0,0,0,0,0,3,3,1,1,2,0,2,0,0,3,0
13470,0,0,0,0,4,0,0,0,0,1,2,2,0,4,4,0,1,0
13471,0,3,1,0,2,4,0,1,3,2,3,1,2,3,2,3,3,1
13472,0,2,0,0,1,0,0,0,0,3,3,4,0,0,0,0,4,0
13473,0,0,0,0,1,0,0,1,1,1,4,1,0,0,0,0,2,0
13474,0,1,0,0,0,0,0,2,0,3,4,3,0,1,2,0,3,4
13475,0,1,1,0,4,0,0,4,0,3,3,4,0,3,1,0,4,0
13476,0,4,0,0,2,0,0,2,0,4,1,3,0,1,2,0,2,1
13477,0,1,0,0,4,0,4,3,4,3,1,1,4,3,0,0,2,0
13478,0,4,0,0,1,0,4,2,1,1,2,2,0,2,1,0,2,0
13479,0,1,0,0,2,1,1,4,2,3,1,1,0,1,2,0,4,0
13480,4,4,2,2,4,3,0,4,0,4,4,4,2,4,1,0,4,4
13481,1,1,3,1,1,3,0,0,0,1,1,1,3,0,1,2,2,2
13482,0,1,0,0,0,0,0,0,0,4,4,4,0,2,0,0,4,1
13483,0,1,0,0,1,0,0,0,0,1,2,2,0,0,4,0,4,0
13484,0,1,0,0,2,0,0,0,0,1,4,3,0,1,0,0,1,0
13485,4,4,2,4,0,4,0,0,4,1,1,4,4,0,4,0,0,0
13487,0,1,0,0,0,4,0,1,1,1,3,4,0,3,2,0,4,0
13488,1,1,4,0,0,4,0,1,3,3,3,1,4,1,1,0,1,0
13489,0,4,0,0,0,0,0,0,4,2,4,1,1,1,3,0,0,0
13490,0,1,2,0,0,1,1,2,0,3,1,2,0,1,1,0,3,0
13491,0,2,4,0,2,1,0,1,2,2,1,1,0,2,0,0,3,2
13492,0,4,1,0,4,0,0,3,3,1,2,3,0,4,4,0,3,1
13493,0,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
13494,0,1,1,0,0,2,0,1,3,4,1,4,1,1,1,1,0,2
13495,0,0,0,0,0,0,0,1,4,1,4,3,0,4,0,0,4,0
13496,0,4,0,0,0,0,0,0,0,1,1,2,0,2,0,0,4,0
13497,0,4,1,0,3,3,0,3,3,3,2,3,0,3,1,1,1,1
13498,4,2,4,2,0,2,0,0,4,4,1,1,1,1,2,4,1,0
13499,0,2,0,0,2,0,0,0,0,3,2,2,0,4,0,0,2,0
13500,0,4,4,0,2,4,0,3,3,4,4,4,0,2,3,0,3,4
13501,0,4,3,0,2,4,4,0,1,3,2,3,0,4,4,0,1,4
13502,0,4,4,0,2,0,0,2,4,4,2,2,0,4,1,0,3,0
13503,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
13504,0,1,4,0,0,0,0,0,0,4,0,2,4,0,1,0,0,0
13505,0,1,0,0,0,4,2,2,3,1,2,3,4,2,2,1,3,0
13506,0,3,0,0,4,0,0,4,4,3,2,2,0,4,0,0,4,0
13507,0,4,0,0,3,0,0,0,4,2,0,4,0,3,4,0,1,0
13508,0,0,0,0,0,0,0,1,0,1,1,3,4,2,0,0,3,0
13509,0,1,3,0,0,2,0,0,0,3,0,1,1,0,2,1,0,0
13510,3,0,4,0,0,0,0,0,4,1,0,2,4,0,2,4,0,3
13511,0,4,0,0,0,0,0,0,0,3,4,2,0,4,0,0,1,0
13512,0,1,0,0,0,4,0,2,2,1,3,2,4,3,1,0,1,1
13513,0,4,3,0,0,3,0,4,0,3,4,3,1,3,2,2,4,1
13514,4,4,3,3,2,2,0,0,1,4,2,1,3,4,2,3,4,3
13515,2,1,2,4,1,3,4,0,3,1,2,1,2,1,1,3,1,4
13516,0,4,4,0,1,4,0,0,0,2,3,3,0,4,4,0,3,0
13517,0,1,0,0,1,0,4,0,1,4,2,2,0,4,0,0,1,0
13518,0,1,0,0,0,0,1,4,4,1,1,2,0,3,0,0,2,0
13519,1,1,1,4,0,3,4,4,1,4,4,3,3,4,1,4,0,0
13520,0,1,0,0,4,0,0,2,4,2,3,3,0,4,0,0,1,0
13521,4,4,0,0,3,0,0,0,4,4,4,4,4,0,4,0,0,0
13522,0,1,0,0,3,0,0,3,1,1,1,1,1,2,2,0,3,4
13523,0,4,1,0,2,1,0,0,0,2,3,3,0,2,1,0,3,0
13524,0,0,0,0,0,0,0,0,0,1,3,3,4,4,0,0,1,0
13525,0,3,3,0,0,1,0,0,0,4,2,3,0,3,4,0,4,0
13526,4,1,2,0,1,1,0,4,0,4,2,2,3,4,1,0,4,0
13527,0,0,0,0,2,0,0,0,0,4,2,2,0,2,0,0,2,0
13528,1,2,0,0,2,3,0,0,0,3,3,3,4,0,4,0,2,0
13529,0,0,0,0,0,4,0,0,0,0,4,4,0,4,4,0,1,0
13530,2,1,0,3,0,4,2,3,3,1,3,3,4,3,4,2,2,2
13531,0,4,3,0,4,4,0,4,0,4,4,4,0,3,4,0,3,4
13532,4,4,2,2,0,4,0,0,3,3,3,1,4,0,3,1,4,3
13533,0,1,4,1,0,3,0,4,3,2,4,4,3,4,3,0,0,0
13534,1,4,3,0,4,4,0,0,2,2,4,4,4,0,4,3,4,4
13535,0,4,0,0,2,0,0,0,0,1,1,2,0,2,0,0,1,0
13536,0,4,0,0,2,0,0,0,0,4,2,3,0,4,1,0,4,0
13537,0,4,0,0,4,0,0,4,2,1,4,4,3,1,2,0,3,0
13538,0,2,1,4,1,0,0,4,0,1,3,2,1,1,2,0,2,4
13539,0,2,1,0,3,2,1,3,4,4,2,3,4,2,4,0,1,0
13540,0,4,4,0,1,0,0,1,0,4,3,3,2,2,0,0,1,0
13541,2,4,4,0,0,4,0,0,0,4,1,4,3,1,3,3,0,1
13542,0,4,4,0,0,3,3,2,3,3,2,2,0,2,1,0,3,1
13543,0,3,2,0,2,3,1,2,3,2,4,3,0,1,1,0,1,0
13544,0,3,2,0,2,4,0,4,4,4,4,3,1,1,3,3,4,2
13545,0,1,0,0,1,4,1,4,3,3,4,2,4,0,2,3,3,2
13546,1,0,0,0,2,0,0,0,0,3,2,2,1,0,1,1,4,4
13547,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,1,0
13548,0,3,3,0,0,4,0,0,0,2,4,3,2,0,1,4,0,1
13549,0,1,0,0,4,0,0,2,0,4,3,1,0,3,0,0,3,0
13550,1,2,3,0,2,2,4,2,2,2,1,2,4,3,2,4,1,4
13551,0,2,4,0,0,1,0,0,4,3,4,4,4,0,4,0,0,0
13552,0,4,1,0,1,4,0,2,4,4,1,2,4,2,2,0,1,4
13553,1,4,2,3,0,3,0,0,4,3,1,1,2,2,3,1,0,4
13554,0,4,4,0,3,1,0,2,3,4,1,1,0,1,4,0,1,0
13555,2,2,2,0,0,2,1,0,4,2,3,1,2,4,3,2,1,2
13556,0,4,0,0,0,4,0,0,0,2,1,1,4,2,2,0,3,0
13557,0,2,0,0,3,0,0,3,4,4,4,4,4,4,4,0,4,0
13558,0,3,0,0,2,0,4,4,0,4,3,2,0,4,2,0,4,4
13559,0,2,4,0,2,2,0,4,4,2,3,2,4,2,3,1,1,3
13560,0,2,1,0,2,0,0,2,2,3,1,1,0,2,0,0,3,1
13561,0,4,4,0,2,0,0,4,1,2,2,4,0,4,1,0,2,0
13562,1,1,1,0,4,0,0,0,0,2,4,3,1,0,1,0,3,0
13563,0,2,1,0,4,0,0,0,0,3,2,2,0,4,1,0,1,0
13564,1,4,1,0,0,4,0,0,0,2,4,2,3,1,3,0,4,0
13565,0,4,4,0,4,0,0,0,0,3,2,2,0,2,4,0,3,0
13566,0,1,0,1,3,0,0,0,4,3,2,2,0,4,0,0,3,0
13567,1,3,0,0,3,0,0,0,0,4,4,4,0,2,0,0,2,0
13568,0,1,0,0,1,0,0,1,0,2,2,1,0,2,1,0,1,0
13569,0,2,0,0,3,1,0,0,0,1,3,3,1,3,1,0,3,0
13570,0,2,1,0,0,4,0,0,1,1,4,1,1,0,4,3,0,0
13571,0,1,0,0,0,0,0,3,3,4,2,1,0,3,0,0,1,0
