CUSTNO,1분기 대비2분기 증감여부,2분기 대비3분기 증감여부,3분기 대비4분기 증감여부,4분기 대비5분기 증감여부,5분기 대비6분기 증감여부,6분기 대비7분기 증감여부,7분기 대비8분기 증감여부
16378,2,3,2,2,2,3,2
16379,2,1,2,2,3,2,3
16380,3,2,2,4,3,4,2
16381,3,2,3,4,1,2,3
16382,3,3,2,3,3,2,4
16383,3,3,1,3,4,2,2
16384,2,1,3,3,3,2,4
16385,4,3,3,2,3,4,1
16386,3,2,3,1,2,3,1
16388,4,4,2,2,3,3,2
16389,4,1,4,3,3,3,2
16390,3,3,2,1,3,4,2
16391,3,2,2,3,3,2,3
16392,3,4,2,2,3,2,4
16393,3,2,2,3,3,1,2
16394,3,2,3,3,2,3,2
16395,3,1,3,3,3,2,1
16396,3,3,2,3,3,1,2
16397,2,2,2,3,2,3,2
16398,3,3,2,3,2,3,3
16399,4,2,3,3,3,2,3
16400,1,2,2,2,2,3,3
16401,3,2,1,2,3,4,1
16402,4,3,3,2,4,2,3
16403,2,3,2,2,2,3,2
16404,3,2,2,3,2,3,2
16405,4,1,2,3,2,4,3
16406,1,4,2,4,4,2,4
16407,4,1,1,4,2,3,2
16408,4,3,1,3,2,2,2
16409,2,2,4,2,3,3,2
16410,3,1,3,2,4,3,2
16411,2,2,3,2,3,2,2
16412,2,2,3,2,3,2,3
16413,2,3,1,4,2,2,4
16414,3,2,1,3,4,2,2
16415,3,3,2,3,3,2,3
16416,2,3,2,3,3,2,3
16417,2,2,4,1,3,2,3
16418,2,2,3,2,2,2,3
16419,2,3,2,3,3,4,2
16420,2,3,2,3,3,2,3
16421,4,3,2,2,2,2,2
16422,1,4,1,4,3,1,1
16423,3,2,3,3,1,4,1
16424,1,1,4,1,3,2,2
16425,2,2,3,2,3,3,2
16426,2,4,3,4,1,2,2
16427,2,2,1,3,1,4,1
16428,1,3,2,4,4,1,3
16429,1,4,2,3,3,3,2
16430,3,2,2,4,2,4,2
16431,2,2,3,3,3,2,3
16432,3,2,3,1,3,2,2
16433,3,2,3,2,2,2,3
16434,4,2,2,4,1,3,3
16435,3,2,3,2,3,3,2
16436,4,2,4,4,3,2,3
16437,2,3,3,2,3,2,2
16438,2,2,3,3,3,1,2
16439,1,1,4,2,4,1,4
16440,3,1,3,1,3,2,4
16441,3,3,2,3,3,1,3
16442,2,3,3,1,3,2,3
16443,3,3,3,2,3,2,2
16444,2,2,2,3,4,2,2
16445,2,3,2,2,3,2,3
16446,3,1,4,3,2,2,3
16447,1,3,3,2,2,3,2
16448,3,4,2,3,3,2,2
16449,3,2,3,1,4,3,4
16450,1,3,2,3,3,2,3
16451,2,3,1,4,1,4,1
16452,4,1,3,3,3,2,2
16453,3,1,3,4,3,1,4
16454,3,2,3,2,3,2,3
16455,4,1,3,3,1,2,2
16456,4,4,2,4,1,1,2
16457,1,4,2,1,4,3,1
16458,1,4,2,3,3,4,3
16459,2,3,2,1,2,1,3
16460,3,4,3,2,2,2,3
16461,2,3,1,3,3,3,2
16463,1,3,2,3,2,1,3
16464,1,4,1,3,2,2,3
16465,2,2,2,4,1,2,4
16466,3,3,4,2,3,3,2
16467,4,3,3,1,2,3,3
16468,4,2,1,4,2,3,2
16469,3,2,2,2,3,2,3
16471,2,3,2,2,2,3,3
16472,3,3,3,1,1,2,4
16473,2,1,3,2,1,4,3
16474,1,2,3,2,1,4,1
16475,2,3,2,2,2,3,2
16476,3,3,2,3,3,3,2
16477,2,3,3,1,2,4,4
16478,2,2,3,3,2,3,3
16479,2,3,3,2,3,2,1
16480,3,2,3,3,3,2,3
16481,1,4,3,3,3,1,2
16482,2,2,4,2,1,2,3
16483,3,2,2,3,2,3,2
16484,2,1,4,3,2,4,2
16485,2,2,2,3,3,2,4
16486,2,3,3,2,2,1,4
16487,2,3,4,3,2,1,2
16488,3,2,3,2,4,2,2
16489,2,4,2,3,2,3,2
16490,4,3,3,2,2,2,3
16491,3,2,4,3,2,2,4
16492,3,2,2,4,1,3,2
16493,3,1,3,2,4,2,2
16494,3,1,2,3,4,2,2
16495,2,3,3,2,2,2,3
16497,2,2,2,1,3,3,2
16498,3,1,4,2,3,4,1
16499,1,2,4,2,3,2,3
16500,1,3,2,2,2,3,1
16501,1,3,2,3,3,3,3
16502,2,2,3,3,2,3,2
16503,1,3,2,4,1,3,1
16504,3,2,2,2,3,2,2
16505,2,4,1,4,1,4,2
16506,3,4,1,3,1,4,1
16507,3,3,3,3,3,2,3
16508,2,3,3,2,3,1,3
16509,2,3,2,3,3,2,2
16510,2,3,3,1,3,2,2
16511,2,2,2,2,2,2,3
16512,1,2,3,3,3,3,2
16513,1,2,2,4,1,3,2
16514,2,3,3,2,3,4,1
16515,3,2,4,3,3,2,3
16516,4,2,4,2,4,1,4
16517,2,3,3,3,1,4,3
16518,2,4,1,3,1,4,4
16519,2,3,2,3,3,3,2
16520,3,2,3,1,1,2,2
16521,3,3,1,2,2,1,2
16522,3,2,3,3,2,2,2
16523,2,3,3,3,2,2,2
16524,2,4,2,3,1,3,1
16525,3,4,1,4,3,3,1
16526,2,4,1,3,4,1,4
16527,3,3,3,3,3,3,3
16528,2,2,3,3,2,3,3
16530,1,3,3,2,2,4,1
16531,2,3,2,3,3,1,2
16532,4,2,3,4,1,3,4
16533,4,1,1,4,3,3,2
16534,3,2,3,3,2,2,2
16535,3,3,3,2,2,4,4
16536,2,3,2,3,3,3,2
16537,2,2,2,4,4,1,2
16538,4,1,3,3,4,1,3
16539,3,2,2,3,3,3,2
16541,3,2,2,3,3,2,2
16542,2,3,3,3,2,3,1
16543,4,1,1,4,4,1,4
16544,3,2,3,3,2,3,1
16545,2,3,2,3,2,3,2
16546,4,2,3,2,3,2,3
16547,2,1,3,3,2,4,2
16548,3,3,2,2,4,1,4
16549,1,4,3,2,3,2,3
16550,4,1,4,4,2,2,3
16551,2,3,2,2,3,1,4
16552,2,4,3,1,2,2,1
16553,1,3,1,4,1,3,2
16554,1,4,4,4,1,2,2
16555,2,3,2,3,3,2,3
16556,4,2,2,2,4,1,4
16557,2,3,3,2,3,2,2
16558,1,2,3,3,3,3,2
16559,3,2,2,4,1,4,4
16560,2,2,2,3,3,3,2
16561,3,2,3,3,2,3,3
16562,2,2,3,2,3,3,2
16563,2,3,2,2,2,3,2
16564,4,4,1,3,3,1,2
16565,3,2,3,2,2,4,1
16566,3,4,2,2,2,3,3
16567,2,2,2,4,2,2,3
16568,4,2,1,4,2,2,1
16569,2,3,3,3,2,2,3
16570,3,3,1,3,3,2,2
16571,3,3,2,2,2,3,2
16572,2,2,2,2,3,2,1
16573,2,2,2,2,4,3,1
16574,2,3,3,4,1,3,1
16576,2,3,3,3,2,3,1
16577,3,1,3,2,3,1,1
16578,2,2,3,2,3,3,3
16579,4,1,4,1,3,1,2
16580,2,4,2,3,1,4,1
16581,3,2,3,1,3,1,4
16582,2,3,2,4,2,3,2
16583,2,3,3,2,2,1,1
16584,3,2,4,1,3,3,2
16585,2,3,2,3,2,3,2
16586,2,3,1,3,2,3,4
16587,2,2,2,2,2,2,3
16588,2,3,4,2,2,2,3
16589,3,2,3,2,3,3,2
16590,2,4,1,2,2,2,3
16591,3,2,3,2,3,3,2
16592,3,4,1,1,2,3,2
16593,3,3,3,1,4,3,1
16594,4,3,2,2,1,3,2
16595,3,3,2,2,2,2,3
16596,3,3,2,2,3,2,2
16597,3,3,2,2,3,3,2
16598,3,3,2,2,2,4,2
16599,2,4,2,3,2,3,2
16601,3,3,3,2,3,3,2
16602,1,1,4,3,1,4,2
16603,2,3,2,2,4,1,4
16604,4,3,4,2,3,1,1
16605,1,2,3,2,2,3,3
16606,1,3,2,2,2,3,3
16607,2,3,2,1,4,1,4
16608,2,4,2,2,2,3,3
16609,3,4,1,3,4,2,2
16610,3,2,4,2,3,2,3
16611,1,3,2,3,2,3,2
16612,2,2,4,3,2,3,2
16613,2,3,3,1,2,3,3
16614,3,2,2,4,1,4,2
16616,3,2,3,1,3,1,4
16617,2,4,1,4,1,2,2
16618,3,3,2,3,1,3,2
16619,1,4,1,2,4,2,3
16620,2,2,3,2,3,3,2
16621,2,4,2,2,3,2,3
16622,2,1,3,2,2,3,2
16623,2,4,1,3,1,4,4
16624,3,2,2,4,2,1,3
16625,3,3,2,3,2,3,2
16626,2,4,2,2,3,2,2
16627,2,3,2,1,4,2,2
16628,2,1,4,2,3,2,2
16629,4,2,3,2,1,4,4
16630,2,4,2,3,2,3,2
16631,1,2,4,2,3,2,3
16632,3,2,3,3,2,2,4
16633,3,2,3,2,3,3,2
16634,2,3,1,3,4,2,2
16635,2,4,3,2,2,3,1
16636,4,2,4,3,1,3,1
16637,3,1,4,1,3,1,2
16638,3,3,3,2,3,3,2
16639,3,4,1,2,3,2,2
16640,3,2,4,1,1,2,3
16641,3,3,3,3,2,3,2
16643,2,3,3,2,3,3,3
16644,2,3,2,3,2,3,3
16645,2,2,2,1,2,1,4
16646,3,2,3,2,2,3,2
16647,2,2,2,4,1,3,3
16648,3,2,2,2,3,2,2
16649,3,2,2,2,3,3,2
16650,3,2,4,2,3,2,4
16651,2,3,2,3,3,2,2
16652,3,2,3,3,3,2,3
16653,2,4,1,4,2,2,3
16654,4,3,2,3,1,3,3
16655,3,1,3,2,3,2,2
16656,3,1,3,4,2,3,1
16657,3,2,3,3,3,1,3
16658,2,3,2,3,2,3,3
16659,3,2,2,3,3,3,3
16660,2,1,4,3,4,1,4
16661,2,3,3,2,3,3,3
16663,1,4,3,2,2,3,2
16665,1,3,4,2,2,3,2
16666,2,4,3,1,2,3,1
16667,1,4,3,2,3,1,4
16668,1,2,3,2,1,1,4
16669,2,1,3,3,2,3,2
16670,3,2,3,3,3,2,3
16671,3,2,2,2,4,2,2
16672,3,4,3,1,4,1,1
16673,4,1,3,4,1,2,1
16674,2,3,2,3,2,4,2
16675,2,3,1,3,3,3,2
16676,1,4,2,2,4,4,1
16677,2,3,2,2,3,3,2
16678,4,3,1,4,2,4,3
16679,2,4,2,3,4,1,1
16680,4,2,3,2,4,2,3
16681,2,4,3,4,1,1,4
16682,3,2,2,3,3,2,3
16683,3,4,1,4,4,2,2
16684,4,3,2,1,3,3,2
16685,2,2,3,3,3,2,3
16686,2,3,2,2,3,3,2
16687,2,2,2,3,3,2,3
16688,3,3,2,2,3,2,3
16689,4,2,3,1,3,2,1
16690,3,2,2,1,3,4,2
16691,2,2,3,1,3,2,1
16692,1,3,2,3,1,3,2
16693,4,1,3,2,2,1,1
16694,3,3,3,3,3,2,3
16695,2,2,2,2,3,3,1
16696,1,4,1,2,4,3,3
16697,4,1,2,2,4,1,4
16698,4,4,4,1,4,3,2
16699,4,2,2,2,4,3,2
16700,2,2,3,2,1,1,1
16701,3,3,3,3,2,2,1
16702,2,3,4,1,3,3,2
16703,1,3,1,4,3,2,2
16704,1,3,2,2,3,3,2
16705,1,4,2,2,3,4,1
16706,4,4,2,3,2,3,1
16707,2,2,3,2,1,2,2
16709,2,2,4,2,3,3,3
16710,2,2,2,4,3,3,3
16711,2,3,3,1,4,1,3
16712,1,1,4,2,3,3,2
16713,2,1,3,3,2,3,1
16714,4,4,2,2,3,2,2
16715,3,2,3,2,2,3,3
16717,3,2,4,4,2,2,2
16718,2,2,3,2,3,1,3
16719,3,3,2,2,2,3,3
16720,2,2,3,2,3,3,1
16721,2,1,3,2,1,2,4
16723,3,3,3,2,3,2,1
16724,2,4,4,1,3,2,2
16725,2,2,3,4,2,3,3
16726,3,1,3,4,4,3,2
16727,3,2,3,3,3,2,1
16728,2,3,3,2,4,2,2
16729,4,2,1,3,2,3,3
16730,2,3,1,3,2,3,2
16731,4,3,1,3,3,4,3
16732,2,3,2,2,2,2,3
16733,2,3,3,2,2,2,4
16734,3,2,3,2,3,2,3
16735,4,3,2,2,3,3,2
16736,2,4,2,3,2,3,3
16737,3,2,2,3,2,2,3
16739,3,1,3,1,1,4,4
16740,1,3,2,3,1,4,1
16741,3,2,3,1,1,3,2
16742,3,2,2,3,3,2,2
16743,1,4,1,3,2,3,3
16744,1,4,1,3,3,2,1
16745,2,2,3,2,3,2,2
16746,2,2,3,4,2,2,3
16747,2,4,2,4,4,2,3
16748,3,2,3,2,2,2,2
16749,3,1,3,4,1,4,4
16750,3,3,2,3,3,2,2
16751,2,3,2,2,1,3,1
16752,4,3,4,4,3,3,3
16753,3,2,2,1,4,2,3
16754,4,2,1,3,1,4,2
16756,3,3,1,3,2,3,3
16757,4,2,3,1,1,2,4
16758,3,2,3,3,2,2,3
16759,2,3,2,3,1,2,3
16760,2,1,3,4,1,3,3
16761,3,2,4,2,3,3,1
16762,3,1,4,3,4,1,2
16763,2,2,3,2,1,4,1
16764,2,3,4,2,2,2,3
16765,1,3,2,4,1,2,1
16766,4,2,2,1,2,3,1
16767,2,4,4,1,3,2,4
16768,2,3,3,2,3,3,3
16770,2,3,2,3,3,2,2
16771,3,2,4,3,2,2,3
16772,4,1,3,2,3,4,2
16773,2,3,2,3,2,1,4
16774,2,2,3,2,3,3,3
16775,4,3,4,1,3,3,2
16776,2,2,3,4,2,3,3
16777,2,3,2,3,2,2,1
16778,3,3,2,4,1,2,2
16779,4,3,1,4,3,1,4
16780,2,3,4,2,2,3,3
16781,2,4,1,2,1,4,2
16782,3,4,3,1,3,2,3
16783,2,3,3,2,3,3,2
16784,2,3,2,3,2,3,3
16785,3,4,4,2,3,3,3
16786,2,3,3,2,4,1,2
16787,2,4,2,1,3,2,3
16788,4,1,4,1,2,4,2
16790,3,2,4,2,3,1,3
16791,3,3,2,2,3,2,4
16792,1,3,2,1,4,2,4
16793,3,3,4,1,3,2,2
16794,2,3,1,4,1,2,1
16795,2,2,3,2,3,2,3
16796,2,2,2,2,4,1,4
16797,3,3,3,2,2,3,3
16798,4,2,3,2,3,3,3
16799,4,4,1,3,1,4,2
16800,2,3,3,1,3,2,3
16801,1,4,2,1,2,4,1
16802,1,2,4,3,1,4,3
16803,2,3,2,2,2,3,2
16804,3,2,3,2,3,2,3
16805,2,1,4,3,2,1,3
16806,3,2,3,3,1,2,4
16807,3,3,3,1,1,4,1
16808,1,4,3,4,3,3,2
16809,3,1,1,4,1,1,4
16810,3,2,3,2,3,2,2
16811,2,3,3,2,2,2,3
16812,3,2,4,1,3,3,3
16813,3,2,2,3,2,3,3
16814,2,3,2,2,4,1,4
16815,3,2,3,3,2,3,3
16816,3,3,2,3,3,3,2
16817,4,2,3,1,4,2,3
16818,2,2,3,1,3,4,1
16819,1,3,4,2,2,3,3
16820,2,2,3,2,3,2,3
16822,2,2,4,2,3,4,1
16824,2,2,3,2,3,2,3
16825,3,4,2,1,4,1,4
16826,3,2,3,2,4,3,1
16827,2,3,3,3,1,4,1
16828,3,3,2,3,3,3,2
16829,3,2,1,3,2,3,2
16830,4,1,3,4,3,2,1
16831,3,3,3,2,2,4,1
16832,2,4,3,3,2,2,2
16833,2,1,4,2,4,3,2
16834,2,2,4,2,2,2,2
16835,3,2,3,3,3,2,3
16836,4,1,2,3,2,3,2
16838,2,2,3,3,2,3,1
16839,4,2,3,2,3,2,2
16840,3,3,3,2,3,2,3
16841,3,2,2,2,3,2,3
16842,3,1,3,1,2,2,3
16843,4,2,3,3,3,2,3
16844,2,2,4,3,1,3,2
16845,3,2,4,2,2,3,3
16846,4,4,3,2,3,3,3
16847,2,2,3,2,3,4,2
16848,2,2,3,2,3,2,3
16849,3,3,2,2,4,2,3
16850,3,2,3,2,1,4,2
16851,2,3,3,4,2,3,2
16852,4,4,1,2,3,3,3
16853,3,2,1,3,1,2,4
16854,2,2,3,2,4,1,3
16855,4,3,2,2,2,1,2
16856,2,3,3,3,2,2,3
16858,4,2,3,3,2,2,2
16859,2,4,1,3,4,4,4
16860,3,2,3,2,3,2,3
16861,2,4,2,2,4,1,3
16862,3,2,2,4,1,3,3
16863,3,3,2,3,1,3,2
16864,3,2,3,2,3,2,3
16865,1,4,4,1,2,4,2
16866,4,1,4,4,3,1,3
16867,2,3,3,3,3,2,3
16868,3,2,3,3,2,2,3
16869,1,3,2,3,1,3,2
16870,3,4,2,3,2,1,1
16871,3,2,3,4,1,1,3
16872,2,2,4,2,2,1,4
16873,3,2,2,3,3,2,2
16874,1,4,3,3,3,2,2
16875,2,4,3,4,3,2,3
16876,3,2,2,4,2,3,2
16877,2,4,1,3,1,4,3
16878,3,3,2,2,2,4,2
16879,2,3,2,3,1,4,1
16880,2,3,2,2,3,3,2
16881,3,3,3,2,2,3,3
16882,2,3,2,3,3,2,2
16883,2,2,3,2,3,2,3
16884,3,2,3,3,4,2,3
16885,3,3,3,2,3,2,3
16886,2,3,2,2,4,2,3
16887,2,2,2,2,3,4,3
16888,2,3,3,2,3,3,2
16889,2,4,2,2,4,1,2
16890,1,2,3,1,4,1,1
16891,3,3,2,2,3,3,2
16892,2,1,4,2,3,2,2
16893,2,2,3,3,3,3,2
16894,3,2,3,1,3,2,2
16895,2,3,2,4,2,2,2
16896,4,4,3,3,1,3,2
16897,1,3,2,2,4,1,4
16898,4,4,2,1,4,4,1
16899,1,3,1,3,3,2,2
16900,3,2,3,2,2,3,3
16901,3,2,3,2,4,2,4
16902,2,1,1,3,3,2,3
16903,2,3,1,3,2,3,3
16904,3,2,2,2,2,2,3
16905,2,3,3,3,2,2,3
16906,3,4,2,3,3,2,3
16907,3,3,3,2,3,3,3
16908,3,1,1,4,4,3,2
16909,3,2,3,3,2,2,3
16910,2,4,1,3,4,1,3
16911,3,2,2,2,4,2,3
16912,3,2,3,3,3,2,3
16913,1,2,3,2,2,1,4
16914,2,3,3,2,3,2,3
16915,3,1,3,2,4,3,1
16916,3,2,3,2,2,3,2
16917,2,2,2,3,2,3,2
16918,3,2,1,4,3,3,2
16919,4,2,2,3,2,4,1
16920,2,2,3,4,2,3,2
16921,2,4,1,4,4,3,1
16922,2,3,2,3,4,3,2
16923,2,3,4,2,2,3,2
16924,3,3,3,2,3,2,3
16925,2,2,2,3,2,1,3
16926,3,1,3,3,1,4,1
16927,1,3,3,4,2,4,2
16928,3,3,2,2,2,2,3
16929,2,2,3,3,1,3,3
16930,2,3,3,2,3,2,3
16931,2,1,4,3,4,2,1
16932,2,3,2,2,3,1,2
16933,2,3,3,1,2,1,3
16934,1,3,2,2,3,2,2
16936,2,3,1,4,2,3,2
16937,2,2,3,3,2,4,1
16938,3,2,3,3,1,3,4
16939,4,2,3,3,2,2,2
16940,4,1,4,2,4,2,2
16941,2,4,3,3,3,2,3
16942,2,3,3,2,3,2,2
16943,1,4,1,2,2,2,3
16944,1,3,4,1,3,3,2
16945,2,3,2,2,2,2,2
16946,3,2,2,3,2,2,2
16947,1,3,3,2,4,2,2
16948,1,4,1,3,4,2,3
16949,3,3,2,2,4,2,2
16950,2,3,3,3,2,3,3
16951,2,3,3,2,3,3,3
16953,2,2,2,3,2,3,2
16954,3,2,2,3,3,1,3
16955,3,3,2,2,2,1,3
16956,2,3,3,2,4,1,1
16957,1,3,4,1,1,4,1
16958,3,1,4,3,2,1,4
16959,2,2,1,2,4,4,1
16960,4,3,1,4,1,3,1
16961,2,3,3,1,3,2,2
16962,3,1,2,3,3,2,4
16963,2,3,3,2,3,3,2
16964,4,2,2,1,3,3,3
16965,2,3,2,3,2,2,3
16966,2,3,2,3,3,2,4
16967,2,3,3,3,3,1,4
16968,4,3,3,3,3,3,1
16969,2,2,3,4,2,4,2
16970,2,4,3,1,3,2,4
16971,3,4,2,3,2,2,3
16972,3,2,3,2,4,2,3
16973,2,2,4,3,3,3,2
16974,3,3,2,4,2,3,3
16975,3,2,3,3,2,3,3
16976,3,1,3,2,4,2,3
16977,3,3,1,4,3,2,3
16978,3,2,2,3,3,4,1
16979,2,4,2,1,3,3,2
16980,2,2,4,1,2,3,3
16981,2,3,3,1,3,2,3
16982,3,2,3,2,3,1,1
16983,2,2,3,3,3,3,3
16984,3,1,3,3,3,3,1
16985,4,2,2,3,2,1,2
16986,2,3,2,3,2,3,2
16987,4,1,2,2,3,3,4
16988,4,3,3,1,4,3,2
16989,2,3,2,3,2,3,2
16990,2,1,3,3,1,3,2
16991,4,1,2,4,3,2,4
16993,4,4,4,4,4,1,3
16994,1,2,4,1,1,4,4
16995,3,3,4,2,3,2,3
16996,4,2,3,2,1,2,4
16997,2,2,2,1,4,1,4
16998,2,2,3,3,2,3,2
16999,3,2,4,2,2,3,2
17001,3,2,3,2,3,2,2
17002,2,3,3,2,4,2,2
17003,3,2,2,3,2,2,2
17004,3,3,3,2,3,2,3
17005,3,2,2,3,4,1,3
17006,3,3,2,2,2,2,3
17007,4,1,2,2,2,3,3
17008,2,3,1,3,2,3,2
17009,2,3,2,4,2,1,2
17010,4,2,3,3,3,2,3
17011,3,2,3,2,3,1,2
17012,3,3,3,2,3,2,3
17013,2,3,2,3,2,3,2
17014,3,1,3,3,3,2,3
17015,3,2,2,3,3,3,1
17016,4,2,2,4,1,3,4
17017,3,2,3,3,1,2,4
17018,3,3,2,2,3,2,3
17019,3,3,3,2,2,3,2
17020,3,3,3,3,2,3,2
17021,2,3,3,2,3,2,3
17022,2,2,2,3,3,3,2
17023,1,4,2,1,4,3,1
17024,3,4,1,1,2,3,3
17025,2,2,3,2,3,2,3
17026,3,2,2,2,2,2,4
17027,4,2,2,3,2,3,1
17028,2,4,1,2,4,2,2
17029,4,1,2,3,4,3,3
17030,2,3,2,3,2,2,2
17031,3,2,3,3,2,2,3
17032,3,3,3,2,4,2,4
17033,3,2,3,2,3,2,3
17034,4,2,3,2,2,4,2
17035,4,4,2,2,4,1,2
17036,2,4,2,3,3,3,2
17037,4,2,2,2,4,3,2
17038,3,2,3,1,1,4,1
17039,3,2,3,2,3,2,2
17040,4,1,4,4,2,2,3
17041,3,2,3,2,3,2,3
17042,2,3,3,1,3,3,2
17043,2,4,1,3,4,1,1
17044,2,2,3,2,2,3,2
17045,3,3,2,3,2,3,2
17046,2,3,4,2,2,2,3
17047,1,3,3,1,3,3,2
17048,3,3,3,2,3,3,4
17049,3,3,3,2,2,3,2
17050,3,3,3,3,2,3,3
17051,3,3,3,2,2,3,2
17052,3,3,3,2,4,2,3
17053,1,4,2,4,2,2,2
17054,2,4,2,1,4,4,1
17055,1,3,3,2,3,2,2
17056,4,3,2,4,1,3,1
17057,3,2,3,2,3,2,3
17058,3,2,3,2,3,1,3
17059,1,3,2,1,4,1,4
17060,3,3,2,1,3,4,1
17061,1,1,4,3,1,2,3
17063,2,2,1,3,3,2,2
17064,1,3,2,4,3,4,2
17066,3,2,3,2,3,2,2
17067,2,3,3,2,4,3,2
17068,3,3,3,2,3,2,2
17069,4,2,3,3,1,4,2
17070,1,4,2,3,3,2,3
17071,4,2,3,1,2,4,2
17072,4,3,1,2,3,2,3
17073,3,2,3,2,3,3,2
17074,3,2,2,3,3,3,2
17075,2,3,3,2,3,2,2
17076,2,3,3,1,3,4,3
17077,2,2,3,2,3,4,2
17078,1,3,2,1,4,2,1
17079,1,3,2,3,3,3,3
17080,3,2,4,3,2,3,2
17081,3,3,2,2,2,4,1
17082,1,3,4,4,2,2,2
17083,4,2,4,3,2,2,3
17084,4,2,2,3,3,3,1
17085,4,2,3,3,2,3,2
17086,4,1,3,3,4,2,3
17087,2,2,2,4,3,1,3
17088,3,2,3,2,3,3,2
17089,3,3,2,1,3,3,4
17090,2,1,4,1,4,1,3
17091,1,3,1,4,2,2,4
17092,2,4,2,3,2,3,2
17093,4,1,4,4,2,1,1
17095,1,4,1,4,1,3,1
17096,3,2,2,3,2,2,3
17097,3,3,2,3,2,2,1
17098,4,3,4,1,3,1,3
17099,3,2,3,3,2,3,3
17100,2,3,2,4,1,2,2
17101,1,2,1,4,3,1,3
17102,2,3,3,2,2,3,2
17103,2,3,2,3,2,2,3
17104,3,2,3,2,3,2,3
17105,1,1,2,4,3,4,2
17106,4,1,3,2,2,2,3
17107,3,2,3,4,2,3,3
17108,3,4,1,4,2,1,1
17111,3,2,3,2,2,3,2
17112,3,1,3,3,4,1,2
17113,3,2,3,2,4,1,2
17114,1,4,3,1,4,2,1
17115,3,2,3,2,3,2,2
17116,3,3,1,3,2,3,3
17117,1,3,3,3,2,3,3
17118,2,3,1,3,3,2,3
17119,3,4,1,1,4,3,1
17120,3,1,3,1,1,2,4
17121,2,3,3,2,3,2,3
17122,3,2,3,2,3,2,2
17124,4,2,2,3,2,3,3
17125,2,3,2,3,3,2,3
17126,4,3,2,2,2,4,2
17127,4,3,1,3,2,1,2
17128,3,2,3,3,2,3,2
17129,4,1,4,2,1,4,2
17130,1,1,4,2,1,3,4
17131,1,4,2,4,2,2,2
17132,2,2,3,3,4,1,2
17133,2,2,4,1,2,3,2
17134,1,3,4,3,2,4,1
17135,4,2,2,2,3,2,3
17136,2,3,2,3,3,3,2
17138,2,2,1,4,4,2,1
17139,2,3,1,3,2,3,1
17140,3,1,4,1,4,2,1
17141,3,2,1,3,4,1,4
17142,3,1,3,4,4,2,1
17143,3,3,2,3,2,3,2
17144,3,3,2,2,3,2,2
17145,2,4,2,3,1,2,1
17146,2,2,3,3,2,3,3
17147,2,4,3,2,2,2,3
17148,2,3,3,3,2,2,3
17149,2,3,2,3,1,1,4
17150,3,3,2,2,3,3,3
17151,1,3,3,2,2,2,3
17152,3,2,2,3,2,2,2
17153,1,3,2,3,1,2,3
17154,2,3,3,2,2,4,2
17155,2,4,2,2,1,3,3
17156,3,4,2,4,1,3,4
17157,3,2,3,3,3,3,2
17158,1,3,2,3,3,2,1
17160,3,2,3,2,3,2,3
17161,2,3,3,2,3,2,2
17162,2,3,4,2,2,3,3
17163,2,2,3,2,2,2,3
17164,1,3,3,2,2,2,4
17165,3,3,3,1,4,2,3
17166,3,3,2,3,2,2,2
17167,2,1,4,2,2,1,3
17168,4,2,4,1,4,1,4
17169,3,2,4,1,4,2,3
17170,1,3,3,1,1,4,4
17171,2,3,2,3,2,2,2
17172,4,1,2,2,3,3,3
17173,2,2,2,3,1,4,2
17174,2,4,1,4,2,1,3
17175,3,2,3,2,2,3,3
17176,2,3,3,2,2,2,3
17177,2,2,2,2,3,3,2
17178,3,3,2,2,3,2,1
17180,2,3,2,1,3,2,3
17181,3,2,3,2,2,3,1
17182,3,2,3,2,3,2,3
17183,1,2,3,2,3,3,3
17184,4,2,3,2,2,2,4
17185,3,2,3,2,3,2,2
17186,2,3,3,2,2,2,2
17187,3,2,3,3,3,1,2
17188,3,1,3,3,3,1,3
17189,2,4,2,3,2,4,4
17190,2,2,4,1,2,2,3
17191,2,3,4,3,2,2,2
17192,2,2,3,2,2,3,3
17193,2,3,2,2,3,2,3
17194,3,2,4,2,3,2,3
17196,2,2,3,2,3,2,3
17197,4,2,4,1,1,3,3
17198,1,3,1,2,4,1,4
17199,2,2,3,3,2,2,3
17200,3,4,4,2,3,2,3
17201,3,3,3,3,1,3,3
17202,4,4,3,1,3,2,3
17203,2,2,3,2,2,3,4
17204,2,4,2,4,1,4,2
17205,2,1,4,1,1,4,3
17206,4,2,3,3,3,2,2
17207,1,4,3,2,2,2,3
17209,4,1,3,3,2,3,3
17210,2,4,2,2,1,4,2
17211,3,4,1,3,2,2,3
17212,3,3,4,1,3,3,2
17213,2,3,3,1,4,2,3
17214,2,3,2,3,3,2,2
17215,4,2,3,2,2,3,3
17216,2,4,2,4,1,3,3
17217,3,3,3,3,2,3,3
17218,1,3,2,4,2,3,2
17219,1,4,3,3,1,4,2
17220,3,3,2,2,2,3,3
17221,3,2,3,2,1,2,2
17222,2,2,2,4,2,1,2
17223,2,3,2,2,3,3,2
17224,2,3,3,2,3,3,2
17225,2,2,3,2,2,2,3
17226,1,4,4,1,4,1,1
17227,1,2,3,1,4,1,4
17228,3,2,3,3,1,4,1
17229,4,2,3,1,4,1,1
17231,3,4,1,1,4,4,2
17232,3,2,3,3,3,3,2
