CUSTNO,Monetary_가전/레저취미/멀티샵_저가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_저가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_저가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_저가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_저가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_저가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_저가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_저가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_저가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_저가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_저가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_저가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_저가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_저가_q8_q7_로그변환
14378,0,0,4,1,0,0,4,0.0,0.0,7.777218609873699,-7.777218609873699,0.0,0.0,11.231442882950917
14379,1,4,1,4,2,3,4,-9.641325639574616,9.091174718457236,-9.091174718457236,9.494296190789118,-7.341472406095989,8.382106190240274,10.954540565788802
14380,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14381,4,2,1,0,0,0,0,10.310060121119518,-8.056056090164184,-10.199190290201674,0.0,0.0,0.0,0.0
14382,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.373103797649556
14383,3,1,2,2,4,1,2,10.512682709853372,-11.246126168864256,-8.849705406094152,-9.45276219299702,11.307449829928688,-11.222811249038951,-7.392707321332701
14384,0,0,4,1,0,0,0,0.0,0.0,10.827252606081663,-10.827252606081663,0.0,0.0,0.0
14385,4,1,4,4,1,2,4,9.945509321020273,-9.945509321020273,8.918774229940999,9.93742935272532,-10.109445853237531,-7.364516225832057,10.004084053524673
14386,3,1,4,1,4,1,3,5.6898022145934934,-7.791966475876066,9.391927398786256,-9.391927398786256,11.158032185829214,-10.8959243051229,7.605391868191931
14387,0,0,4,1,0,0,0,0.0,0.0,8.545538972929265,-8.545538972929265,0.0,0.0,0.0
14388,2,3,1,0,0,0,0,-8.870335154194246,9.774046083253298,-10.7848618282052,0.0,0.0,0.0,0.0
14389,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.487033545138605,-9.487033545138605
14390,2,3,2,1,4,3,2,-7.628128009272587,8.195535576954631,-7.77053648588526,-9.706025427566683,9.043662852094856,6.436160564459653,-6.506021255704667
14391,1,3,2,2,1,4,3,-10.449196333022119,8.134122560589809,-8.844060301167858,-7.529660037213901,-7.499673932568761,10.074359084066597,8.995946294854802
14392,0,0,4,1,0,0,0,0.0,0.0,9.850251308099988,-9.850251308099988,0.0,0.0,0.0
14393,3,1,0,0,0,0,0,5.022665000926043,-10.857100653685345,0.0,0.0,0.0,0.0,0.0
14394,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14395,2,1,0,4,1,4,4,-8.842305340694727,-8.6712015771173,0.0,8.067418193375522,-8.067418193375522,9.214642688880016,10.179255098747575
14396,0,0,0,4,1,0,0,0.0,0.0,0.0,9.73487055796948,-9.73487055796948,0.0,0.0
14397,0,0,0,4,1,4,1,0.0,0.0,0.0,8.57411110686555,-8.57411110686555,10.319899807448182,-10.319899807448182
14398,2,1,0,0,4,1,3,-9.02849316815401,-9.17190932067103,0.0,0.0,11.561411394100103,-11.438156643411483,9.623952116871092
14399,3,1,4,1,4,1,4,8.553464337867693,-9.823763770249931,7.78122495456404,-7.78122495456404,9.3558954983009,-9.3558954983009,8.474163363111536
14400,0,4,1,4,1,4,1,0.0,10.907300147401937,-10.815659194293046,9.0959757413468,-9.192198218088603,10.752125115929136,-10.711752765487695
14401,4,1,0,0,0,0,0,9.17190932067103,-9.17190932067103,0.0,0.0,0.0,0.0,0.0
14402,3,1,2,4,2,1,4,9.437518545711308,-10.134445116662938,-6.9677998776125065,9.652911698485116,-9.109521629664473,-8.9206245827801,10.102843817195591
14403,1,4,1,1,0,4,1,-11.764290586667316,11.278729821776361,-11.046823406168077,-9.70365616028485,0.0,11.421828980226628,-11.421828980226628
14404,0,0,4,1,0,0,0,0.0,0.0,9.850251308099988,-9.850251308099988,0.0,0.0,0.0
14406,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14408,4,2,2,3,2,3,2,10.477212109310269,-7.706301196236857,-9.136227714643946,7.120650865405588,-5.429273416396171,9.599549273097463,-9.83770238849704
14409,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14410,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,8.30604663617565,7.438277589728176
14411,4,1,4,2,2,2,3,11.04827466015119,-10.872216968609855,10.716561991709753,-10.237486251758087,-8.318970293586865,-8.712418642133077,8.253695101422059
14412,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14413,4,2,4,2,1,4,1,10.51793592522652,-9.870622488103928,12.105115628188999,-11.780524971557567,-11.123319336746679,10.69018375869135,-10.402090138357826
14414,3,3,3,2,2,2,4,9.65257280737378,9.758433410606255,11.218362110960951,-10.951145163181389,-10.069352378575562,-9.973506042222422,11.713625283127831
14415,2,3,3,2,1,3,2,-10.29084414599631,9.88799056955526,11.442966626925697,-11.482259310602142,-10.633862218090266,10.337221736672937,-9.34181194471116
14416,1,4,4,1,3,2,2,-9.566087914264452,9.678464307450403,11.925948580014001,-11.801267977787225,9.208710318230548,-8.844543676308518,-8.250083845295269
14417,0,4,4,1,0,4,2,0.0,9.462900321797303,10.423574787944577,-10.747544189797765,0.0,9.047973906625572,-8.272313959311228
14418,4,2,3,1,0,0,0,10.246601948690707,-9.095361738918427,8.928424483017729,-10.196758436944778,0.0,0.0,0.0
14419,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.679267159345144,-10.679267159345144,0.0
14420,0,4,1,4,1,4,1,0.0,8.868059330659452,-8.868059330659452,8.568069937465427,-8.1068556956336,9.454487008711961,-9.596224992723268
14421,2,1,4,2,1,4,3,-9.26356189360283,-9.840246292105281,10.32570879145878,-9.557604433148995,-9.92345155558958,10.522629816000729,-5.917992649354974
14422,2,2,3,1,2,4,2,-9.017527064134262,-10.722287270546039,9.30573516212925,-11.357511548539728,-7.609337311792032,10.74864192276852,-10.13300739451052
14423,4,2,4,1,1,4,1,9.95201158776972,-6.561468060344163,12.472586400811343,-12.514401419254638,-9.120363887757893,11.486366816754787,-11.206788262455168
14424,1,4,1,0,4,1,0,-8.578118372525516,10.387775066165213,-10.387775066165213,0.0,8.6712015771173,-8.6712015771173,0.0
14425,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14426,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14427,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14428,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14429,3,3,3,3,1,0,0,8.253498622213284,8.241168251989832,8.050653865969567,-5.473518930166303,-9.73487055796948,0.0,0.0
14430,4,1,0,4,1,0,0,10.454154793833554,-10.764970797279512,0.0,8.537304218754803,-8.537304218754803,0.0,0.0
14431,2,2,1,1,4,2,1,-10.209093760866876,-10.563232446933373,-10.133883737992292,-8.89280226595828,11.055210994139198,-9.747982355288052,-10.739742348801066
14432,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14433,1,4,1,4,1,0,0,-8.263477225614814,11.709508314237942,-11.709508314237942,10.488980908087298,-10.488980908087298,0.0,0.0
14434,4,4,2,1,1,0,4,8.488914310328726,10.58326407659268,-9.114445116579242,-10.394929760224128,-7.844353036955946,0.0,10.145467105239728
14435,1,0,4,1,0,4,1,-11.127390051138443,0.0,11.459647032493079,-11.459647032493079,0.0,10.418545791292093,-10.418545791292093
14436,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14437,4,3,2,3,3,1,0,10.476611089296554,10.492330838265271,-10.728881573984095,8.667270755323504,8.605603268089698,-10.522133089876156,0.0
14438,0,0,4,4,1,4,1,0.0,0.0,7.5016457915035915,9.046380567922437,-9.087031530577399,9.592269586598565,-9.687130891090927
14439,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14440,2,3,1,4,1,0,0,-11.23952766071109,9.357016077863475,-10.80152853836533,11.33032819439425,-11.33032819439425,0.0,0.0
14441,2,1,4,1,1,0,4,-10.061118459966382,-10.098187620012613,9.027959675029125,-8.89154198561559,-6.969432891850636,0.0,9.809010569939849
14442,3,1,4,4,1,4,1,7.410549784259649,-9.17190932067103,6.8655602773400375,10.304250943456738,-10.335820543831382,9.214642688880016,-9.214642688880016
14443,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14444,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14445,1,4,1,4,1,3,2,-10.983747462918151,11.991610375796302,-11.860865595247885,12.046429599715383,-12.03934614999296,10.596643330104392,-10.467958096177744
14446,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14447,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.157156860088541
14448,4,3,1,4,2,1,4,10.372774570885497,10.029614421013955,-10.908971581577303,8.131937114829123,-6.6557048593841,-7.872903412571887,9.238588943545377
14449,4,4,1,1,0,0,4,9.436577707650835,11.572540813263672,-11.643007111801051,-8.474163363111536,0.0,0.0,8.474163363111536
14450,2,1,1,4,1,4,1,-10.057281154270715,-10.493540630988587,-9.662911981089989,9.164709786386315,-9.164709786386315,9.75527968952413,-9.75527968952413
14451,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14452,4,1,1,0,4,2,1,11.363266898362053,-11.345824227805196,-10.349555053609286,0.0,10.280502317770628,-9.54274647225559,-9.630124278233177
14453,0,4,1,0,0,4,1,0.0,7.98705898290495,-7.98705898290495,0.0,0.0,10.289338180257376,-10.289338180257376
14454,3,2,4,1,1,0,4,8.552951840447532,-8.854824272032651,9.960068181904662,-9.979535092667856,-8.352519324072755,0.0,9.260687165632989
14455,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,11.582483894582309,12.498016713427525,-12.834702888644753
14456,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14457,0,4,4,1,0,0,0,0.0,8.203216010733833,10.366705264451921,-10.475462768587873,0.0,0.0,0.0
14458,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14459,0,0,0,4,1,0,0,0.0,0.0,0.0,8.535219121487017,-8.535219121487017,0.0,0.0
14460,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.010902189185057,-8.010902189185057
14461,1,1,4,1,4,3,1,-10.486596477605625,-7.216477531352143,9.031401606824492,-8.789621142830146,9.657674492601824,10.149310483128216,-10.669179969189589
14462,0,4,1,4,1,1,1,0.0,10.100103262594523,-10.100103262594523,12.429782456226597,-12.323285550307462,-9.913391948593327,-8.531643418691655
14463,0,4,1,4,1,0,0,0.0,10.120721711525203,-10.120721711525203,10.16720379151975,-10.16720379151975,0.0,0.0
14464,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14465,3,3,1,0,4,3,1,8.014448773007881,8.286294428300435,-9.238593573196951,0.0,9.587389431919926,8.062576661104657,-9.784265569604665
14466,3,3,2,2,1,0,0,8.863089483952567,8.646954807008504,-7.198850569043381,-9.137332384473114,-9.35734138592872,0.0,0.0
14467,0,4,4,1,0,4,2,0.0,10.418545791292093,11.967112381440472,-12.159834729229365,0.0,11.863657820445562,-11.503950599919825
14468,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14469,3,1,0,0,0,0,4,8.625333984308478,-9.07660953260347,0.0,0.0,0.0,0.0,8.292683044104155
14470,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14471,0,0,4,3,4,2,1,0.0,0.0,6.338652137288048,4.141746128262052,9.714597535172864,-9.435769823961428,-8.446103138802743
14472,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14474,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14475,4,3,1,0,0,0,0,7.831325693499103,6.247377756526432,-8.017611404203926,0.0,0.0,0.0,0.0
14476,1,0,0,0,0,0,0,-10.880534090322316,0.0,0.0,0.0,0.0,0.0,0.0
14477,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.504013787158078,-9.504013787158078,0.0
14478,2,3,2,3,2,2,1,-10.979268450565531,10.134820305036714,-10.189103888773772,9.983679044367264,-9.732824589335722,-8.617014462952579,-10.257457092638825
14479,4,1,0,4,1,4,3,11.196772472254683,-11.196772472254683,0.0,12.251700769392151,-12.251700769392151,10.666818747969845,10.3670025982405
14480,4,1,4,1,0,4,4,8.482897479872642,-8.482897479872642,9.897113202748379,-9.897113202748379,0.0,9.021373332475987,10.177180169847695
14481,4,1,1,0,0,0,0,11.19410228037902,-11.138150896809654,-8.283237658824081,0.0,0.0,0.0,0.0
14482,1,4,1,1,4,1,0,-9.80176096328226,12.027959804808699,-11.839629526485325,-10.265748822361697,7.978225834827418,-7.978225834827418,0.0
14483,4,3,1,4,1,0,0,10.126114587931852,11.051859322211955,-11.435074062848392,8.942703985404895,-8.942703985404895,0.0,0.0
14484,0,4,1,4,1,0,4,0.0,10.49156882255196,-10.49156882255196,7.662109868911347,-7.662109868911347,0.0,11.575676536411885
14485,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14486,4,3,1,4,2,4,2,10.044789100679441,9.233803963463387,-10.4124669273699,10.328900326331654,-9.699978434565029,10.66243594454923,-10.426322757848075
14487,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14488,4,3,1,4,3,2,3,8.71201671349538,8.450771682107352,-9.282955357412785,7.374584555526297,8.349686569377933,-8.100780339188962,7.913131174954722
14489,1,0,0,0,0,0,0,-8.355021864786428,0.0,0.0,0.0,0.0,0.0,0.0
14490,0,4,1,0,0,0,4,0.0,11.016369348976902,-11.016369348976902,0.0,0.0,0.0,11.488028029895146
14491,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.036475336320592,-8.036475336320592,0.0
14492,4,1,0,0,0,0,0,8.488914310328726,-8.488914310328726,0.0,0.0,0.0,0.0,0.0
14493,3,1,4,1,4,3,1,8.930177058096552,-9.220294274032486,10.429902801007804,-10.502130273025672,8.528127110508203,7.015990358377572,-8.727175184978773
14494,4,1,4,1,0,0,0,11.464248617758987,-11.464248617758987,11.700806829186112,-11.700806829186112,0.0,0.0,0.0
14495,0,4,1,0,0,0,0,0.0,10.940209288268287,-10.940209288268287,0.0,0.0,0.0,0.0
14496,1,3,1,4,4,2,1,-11.62308250077203,5.8316007292347365,-8.085467195954402,9.830175357456143,13.539690606131167,-12.81122177125336,-12.772740296348019
14497,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14498,3,3,2,3,1,4,4,7.906881979451473,8.70864401457158,-8.637195185141538,6.358018671547518,-8.671591919920605,7.6156483392108765,9.492274016040337
14499,4,4,1,0,4,1,4,8.784511892294883,9.940584349655953,-10.21417129065092,0.0,7.872903412571887,-7.872903412571887,8.11757789822951
14500,0,0,0,0,4,1,1,0.0,0.0,0.0,0.0,10.928810093035542,-10.707805291013893,-9.31086158600693
14501,0,4,1,4,4,2,2,0.0,10.100103262594523,-10.100103262594523,8.355021864786428,10.53324123771623,-10.064952170857138,-9.357556496525843
14502,0,0,0,4,1,0,0,0.0,0.0,0.0,8.671591919920605,-8.671591919920605,0.0,0.0
14503,0,0,0,0,4,4,2,0.0,0.0,0.0,0.0,9.601291390110763,11.999849433939152,-9.100634092712365
14504,1,4,1,3,3,3,1,-9.66991663372273,12.437817274846674,-12.391170966777839,9.175224161613574,8.801166523771752,7.059258599427516,-9.992589535207696
14505,0,0,4,4,3,4,1,0.0,0.0,8.65478235371708,9.69323371899875,9.602137876671764,11.631380319643812,-11.804814048129135
14506,2,3,3,2,2,3,3,-10.238444568519306,8.658059311469842,10.714901914012959,-9.799688313685815,-10.409925027188928,9.96681941531744,10.461265511836823
14507,0,0,4,1,0,0,0,0.0,0.0,9.348676688478902,-9.348676688478902,0.0,0.0,0.0
14508,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14509,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14510,4,4,1,4,1,0,4,8.565860111607623,10.631349716229042,-10.750671183827578,7.844353036955946,-7.844353036955946,0.0,8.656450120332186
14511,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14512,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.405550591360509,-8.405550591360509,0.0
14513,4,1,1,4,1,1,4,11.288438459167999,-11.15265899977937,-9.224692029026096,9.250970672347815,-8.922514072102363,-7.978225834827418,7.047707969376272
14514,2,3,2,1,0,4,2,-9.628732955743535,9.185275821496884,-9.472118518477824,-9.14700556477003,0.0,8.608589857444484,-7.865368085507564
14515,4,3,1,4,2,1,0,9.587389431919926,9.721028777122003,-10.349555053609286,8.65506547439955,-6.1960198201406635,-8.565860111607623,0.0
14516,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14517,1,4,2,3,4,1,4,-8.760408565706513,8.308549148846902,-6.038409770248174,7.699032274249311,9.866857466973345,-10.13162104286918,11.551276431848153
14518,2,3,1,4,4,1,3,-10.532341391821955,8.61892596821222,-10.04068698888334,9.574790258092891,12.347615414018113,-12.260537245654067,11.002634232721476
14519,4,2,2,2,2,3,1,11.692776059672923,-10.995297763671436,-9.37127127726952,-10.456978232491256,-9.706118274565192,9.237235541942729,-10.17732078197904
14520,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.168373392913187,-11.168373392913187,0.0
14521,4,4,2,1,4,1,4,8.468715801706573,9.828690199283695,-9.528371934897628,-9.167206141318324,11.464248617758987,-11.464248617758987,9.348676688478902
14522,0,0,0,4,1,0,0,0.0,0.0,0.0,11.111641927567321,-11.111641927567321,0.0,0.0
14523,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14524,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.656450120332186
14525,2,1,0,0,4,1,0,-10.309420573420896,-11.306521910285777,0.0,0.0,11.113392056219373,-11.113392056219373,0.0
14526,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.474163363111536
14527,1,0,4,1,4,4,3,-8.516254980143383,0.0,10.772552586492449,-10.772552586492449,8.2782415370288,10.313842944702165,10.045595623732892
14528,4,1,0,0,0,0,0,11.342215013526948,-11.53324078932501,0.0,0.0,0.0,0.0,0.0
14529,4,1,4,1,0,0,0,11.28600243489891,-11.28600243489891,10.488885412646939,-10.488885412646939,0.0,0.0,0.0
14530,1,4,1,0,4,1,0,-8.221524073360657,10.035567479807433,-10.035567479807433,0.0,9.258912037797533,-9.258912037797533,0.0
14531,1,4,3,1,4,3,1,-7.305636467831015,7.8184986866559845,7.927868434590018,-8.567635070512416,9.05413927466873,8.706936942840779,-9.506611777766595
14532,1,4,1,4,3,1,1,-11.47451526973972,9.876969980055954,-9.876969980055954,9.095644943605457,8.683954473165404,-9.533031116281148,-6.922993718477613
14533,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14534,1,4,2,4,1,0,4,-8.537304218754803,7.605602979922307,-4.7292550250509855,8.779477640366622,-9.035474138911596,0.0,9.110641866456103
14535,4,1,1,4,1,1,0,10.163576350228283,-10.293144280295568,-8.531643418691655,10.753611943828034,-10.667112029538817,-8.2633197061045,0.0
14536,2,2,2,2,4,3,3,-9.25442359123358,-7.83742914904673,-8.163832199383627,-9.50850774438884,10.175888937062146,10.024552442343076,9.488254365922053
14537,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14538,0,4,2,4,1,4,3,0.0,9.712620295473696,3.808162939088554,10.359954527159104,-10.710702875014832,9.842113268712641,8.3710347064489
14539,3,1,0,0,4,1,4,9.683107388062632,-10.405661425975634,0.0,0.0,11.514009617666938,-11.514009617666938,11.221238848683631
14540,0,4,1,4,1,0,4,0.0,9.479312086863997,-9.479312086863997,9.453477332930209,-9.453477332930209,0.0,9.809010569939849
14541,0,4,1,0,0,0,4,0.0,10.559620458848235,-10.559620458848235,0.0,0.0,0.0,9.039387007134808
14542,1,0,0,0,4,3,4,-9.271171459295404,0.0,0.0,0.0,9.17190932067103,8.120518899907182,10.45753434383514
14543,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14544,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,8.446015829040034,10.545319069729558,-10.66089118689516
14545,2,3,1,4,3,2,3,-8.972162780269358,11.016665867602415,-11.482993630277116,11.662090079262207,10.609228798543516,-11.489471964213681,9.02525597604227
14546,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14547,2,2,3,3,2,3,2,-9.251350016571463,-9.368458686419823,10.326852878161686,9.15515380387313,-9.645548937662692,10.490621137029644,-10.765311937650624
14548,1,0,0,0,0,0,4,-7.8649643249611945,0.0,0.0,0.0,0.0,0.0,9.132618371350764
14549,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.0754023916714
14550,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.70664514161284,-9.70664514161284,0.0
14551,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14552,2,2,2,2,3,2,2,-11.664844108811177,8.093605119595084,6.518600521172771,-9.862826315405771,10.636853564781902,-10.20250394503392,-8.776965405636703
14554,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14555,0,4,1,0,4,1,1,0.0,6.008179212063296,-6.008179212063296,0.0,10.598704247998663,-10.54729855238394,-7.605602979922307
14556,1,0,0,0,0,0,0,-8.976832606288706,0.0,0.0,0.0,0.0,0.0,0.0
14557,4,1,1,0,0,0,0,11.020517135323797,-11.165079609361301,-8.085467195954402,0.0,0.0,0.0,0.0
14558,4,3,1,1,4,1,4,11.192677206201685,9.926023518118015,-11.525380945285368,-8.806281660250905,9.22021346778508,-9.22021346778508,10.550919128725123
14559,2,1,4,3,1,4,2,-8.247214976777055,-10.59042585929295,10.245546825350532,8.428100182370812,-10.109101253937602,10.270241554768484,-9.883036610448519
14560,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14561,1,2,4,1,4,1,4,-11.472698388249398,-7.993545843301287,11.57662189944923,-11.67092044684853,9.531880637167085,-9.531880637167085,7.553175853303211
14562,4,4,1,4,1,0,4,9.181958617344916,10.621317213615702,-10.739042721633636,9.539190771802259,-9.825016552939118,0.0,8.43335006829539
14563,3,3,1,4,1,4,1,9.705977212985015,9.596648595067537,-10.733646602246127,11.392092034954258,-11.434411199157772,10.772176933069302,-10.772176933069302
14564,1,0,4,2,4,3,2,-8.807602936965628,0.0,9.328458738695183,-8.557849175069796,10.019969609261748,8.547022953512567,-9.991062774322481
14565,0,4,1,4,1,0,0,0.0,9.214642688880016,-9.214642688880016,8.403800828305373,-8.403800828305373,0.0,0.0
14566,0,0,0,4,1,4,1,0.0,0.0,0.0,8.537304218754803,-8.537304218754803,9.406997156504472,-9.406997156504472
14567,4,1,3,2,3,2,4,10.733363564227913,-10.50783591735868,7.91517372501679,-9.615446175791385,9.936989764901599,-9.431288110989652,10.996247596279542
14568,2,1,0,0,0,0,0,-8.998032185282735,-9.444299140260867,0.0,0.0,0.0,0.0,0.0
14569,3,3,2,2,2,3,2,11.222875895786286,10.539686767427476,-10.889788341037097,-11.510793323100591,-9.20497328445028,11.365195969812772,-11.03084237337163
14570,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14571,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14572,4,4,1,0,0,0,0,7.791966475876066,10.783057191041543,-10.832049115125105,0.0,0.0,0.0,0.0
14573,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14574,4,1,0,0,0,4,1,8.488914310328726,-8.488914310328726,0.0,0.0,0.0,9.942481331224744,-9.845853919744679
14575,1,3,2,4,2,3,2,-12.20573152545752,10.18288537528053,-10.101887919239864,10.845790331368285,-10.409668841950316,-7.584798813091101,-8.807187160566604
14576,2,1,4,3,2,4,1,-10.440177354134486,-10.21151189594477,9.880102720250264,7.508195057133531,-8.003167202829932,10.877889601302813,-11.175505153027434
14577,1,0,4,1,4,1,4,-10.392459795576029,0.0,10.774558563200932,-10.774558563200932,9.995937816819202,-9.995937816819202,11.253904164104522
14578,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14579,0,0,4,1,4,1,0,0.0,0.0,8.567635070512416,-8.567635070512416,10.405367273970315,-10.405367273970315,0.0
14580,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14581,0,4,1,4,1,0,4,0.0,8.116229521770853,-8.116229521770853,9.740514642474645,-9.740514642474645,0.0,7.2017344415807445
14582,0,0,0,4,1,0,0,0.0,0.0,0.0,8.221524073360657,-8.221524073360657,0.0,0.0
14583,1,0,4,1,4,1,0,-10.900336348578032,0.0,8.248569532750206,-8.248569532750206,9.57666620805255,-9.57666620805255,0.0
14584,0,0,0,4,1,0,0,0.0,0.0,0.0,9.108669135227467,-9.108669135227467,0.0,0.0
14585,3,1,2,4,3,2,3,7.654831326173265,-10.013161176309353,-7.198367532281486,9.136984574731896,7.132223785478747,-7.78776921322528,8.784269192410628
14586,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14587,4,1,0,4,1,4,3,9.001655392357709,-9.001655392357709,0.0,9.270171053154225,-9.270171053154225,9.223691627366264,-4.366128791411463
14588,1,4,4,3,1,4,3,-9.99382902145374,8.146073700981857,9.664832633891137,9.85836019860946,-10.28134277074533,10.074071364381567,10.199727952283032
14589,0,0,4,1,0,0,4,0.0,0.0,10.469227327778688,-10.469227327778688,0.0,0.0,8.431265015857829
14590,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14591,1,4,2,1,4,1,3,-10.363032236224033,11.174794178250425,-10.199615248205541,-10.60108675079646,11.884616438782245,-11.881041724101589,7.5238517740875865
14592,4,1,4,3,3,3,1,9.181958617344916,-9.181958617344916,10.099306917976177,7.888480399866367,8.179632950805273,9.374422079450792,-10.653491876242988
14593,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14594,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14595,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14596,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14597,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14598,0,4,1,1,0,0,0,0.0,11.01620267115868,-10.846831128884567,-9.157156860088541,0.0,0.0,0.0
14599,1,0,0,0,0,0,4,-7.924365593474235,0.0,0.0,0.0,0.0,0.0,7.78122495456404
