CUSTNO,Monetary_의류/이미용_중가_증감여부_q2_q1,Monetary_의류/이미용_중가_증감여부_q3_q2,Monetary_의류/이미용_중가_증감여부_q4_q3,Monetary_의류/이미용_중가_증감여부_q5_q4,Monetary_의류/이미용_중가_증감여부_q6_q5,Monetary_의류/이미용_중가_증감여부_q7_q6,Monetary_의류/이미용_중가_증감여부_q8_q7,Monetary_의류/이미용_중가_q2_q1_로그변환,Monetary_의류/이미용_중가_q3_q2_로그변환,Monetary_의류/이미용_중가_q4_q3_로그변환,Monetary_의류/이미용_중가_q5_q4_로그변환,Monetary_의류/이미용_중가_q6_q5_로그변환,Monetary_의류/이미용_중가_q7_q6_로그변환,Monetary_의류/이미용_중가_q8_q7_로그변환
14042,4,2,2,3,3,2,3,14.57498743648906,-13.489939525647426,-13.790805220986277,13.713164997852278,12.94816069509929,-14.135582781598625,13.193327827916336
14043,3,2,2,2,1,4,4,13.977920495729613,-13.274295476437562,-13.272913716599932,-11.954718904963126,-14.224808151874921,13.8817507654648,14.983552345727771
14044,1,4,3,1,4,1,4,-12.127140016629573,11.909969101646118,11.775981855916708,-12.719053892276504,10.815450361948546,-10.815450361948546,12.540643218425563
14045,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14046,4,1,3,2,4,1,1,12.24646274134058,-12.29129099068493,9.332857609144616,-11.166702262392137,12.276418567161281,-12.061880570814449,-11.156433857353399
14047,3,1,1,4,2,3,1,12.302517555100799,-13.472026221827957,-12.28317583351042,12.393403669960307,-11.748732772798352,12.1949078980866,-12.76216403286667
14048,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.030151163441483,-11.030151163441483,0.0
14049,4,1,4,1,0,4,1,12.978523853616192,-13.111694923708507,11.880555766254753,-11.880555766254753,0.0,11.058102726280696,-11.058102726280696
14050,1,4,1,2,2,1,0,-14.562512545553501,14.149572425381292,-14.182642274944318,-9.109542058649248,-10.468846294338102,-11.678222329283606,0.0
14051,0,4,2,1,0,0,0,0.0,12.967722505415532,-11.764763532754465,-12.610616083757419,0.0,0.0,0.0
14052,1,4,1,0,0,4,1,-12.296679652816067,10.21082587759292,-10.21082587759292,0.0,0.0,11.38578573010321,-11.38578573010321
14053,3,3,1,0,0,4,4,13.11051451966601,13.241681929125452,-14.31280320835667,0.0,0.0,10.447206914556096,12.121687406765577
14054,2,4,2,3,1,1,3,-11.648074391524625,13.452611588538367,-12.259177438019568,12.996447983207892,-13.663406300234959,-12.554867556830583,10.87805655932192
14055,3,1,4,1,0,0,0,10.673279257822598,-12.253214827522369,11.395749289873775,-11.65019182929103,0.0,0.0,0.0
14056,0,0,4,1,0,4,1,0.0,0.0,11.55300157674578,-11.55300157674578,0.0,12.761166775136443,-12.6214813999863
14057,0,4,1,4,1,0,4,0.0,9.468928979142051,-9.468928979142051,12.764331398850292,-12.764331398850292,0.0,11.063646256383267
14058,1,0,0,0,0,0,0,-10.616758610138,0.0,0.0,0.0,0.0,0.0,0.0
14059,1,4,4,2,1,4,2,-14.779380627819213,13.484202919007362,14.005078556124229,10.584024531402058,-14.345236895311281,15.091271614987738,-13.504204676219913
14060,0,0,4,1,1,0,0,0.0,0.0,12.414561860778582,-12.181089597596122,-10.845423416778955,0.0,0.0
14061,4,4,1,0,4,2,3,8.562226637578817,13.347447643679118,-13.355763650387253,0.0,11.043619163694453,-9.913292762356269,10.044006726805977
14062,3,3,1,3,3,2,1,12.582810027918098,14.772928524384744,-15.159655574395257,14.2860791018008,12.10981009553618,-13.940706919861455,-14.41428721099641
14063,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.39408286907049,-11.39408286907049,0.0
14064,2,4,2,2,2,4,1,-12.299138587548475,13.855894419512493,-11.11451429580003,-11.430017012028406,-12.050521415019512,13.958679385830973,-14.31780451491536
14065,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.24381720106542,-11.24381720106542
14066,1,4,4,1,0,0,0,-12.285585526479565,10.162037551926185,12.841783874209861,-12.908112574686685,0.0,0.0,0.0
14067,0,4,1,0,0,0,0,0.0,12.76469148810092,-12.76469148810092,0.0,0.0,0.0,0.0
14068,1,4,1,1,4,3,4,-13.571031174384347,11.85649016833065,-12.042767309986246,-9.953171085775566,11.919287581041953,11.243762789974799,12.674889750397563
14069,3,3,3,1,4,1,4,12.28936611892056,11.360300084853693,11.89428354416348,-13.300804583722915,13.134852497167314,-13.180465158258144,13.449422772787509
14070,4,3,1,2,4,1,1,11.646454085887262,11.981713372681996,-12.379989346354536,-10.678182541034364,11.55227879194676,-11.875181179234684,-9.363577042787544
14071,1,4,2,1,0,0,4,-12.64355897146274,11.805072502689123,-9.200497968238487,-11.728270158777836,0.0,0.0,10.951669867103508
14072,4,3,2,4,1,2,3,11.954534797258045,11.118631719917357,-10.721585519686903,13.613749063820132,-13.563661490597864,-10.256618143417915,10.782010030681047
14073,4,3,2,1,2,3,3,13.951382816265989,12.591371939040593,-13.336448169824841,-13.736780520588354,-11.891439053611034,12.048748822456552,12.919399171765637
14074,2,3,1,2,4,2,2,-13.092879463571913,13.826298139563882,-14.412977737319316,-11.480539816924145,13.778391800337362,-13.079995473955568,-11.990786409081977
14075,0,4,1,0,0,0,0,0.0,12.525729802592808,-12.525729802592808,0.0,0.0,0.0,0.0
14076,4,1,3,3,2,1,3,12.824038481340958,-12.869245004474848,10.838108712165617,11.444207297217323,-9.4045990368919,-11.742403636925363,9.996292234812643
14077,3,1,4,4,3,2,1,12.366805145048136,-13.043683289618771,10.733914173401313,12.184333385888092,12.306405235456129,-10.512299602127175,-12.884437817874158
14078,1,4,3,4,1,0,0,-12.124117274831153,11.906745970915358,11.591551773477537,14.143033890056767,-14.323896892804534,0.0,0.0
14080,4,3,1,1,0,4,3,12.212179021568506,11.84017476256639,-12.343822596400178,-11.611883791938702,0.0,13.619262765083988,12.79460824999572
14081,4,1,0,0,0,4,2,10.704474211583017,-10.704474211583017,0.0,0.0,0.0,9.926325481377047,-7.102477042068022
14082,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14084,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.319926313837973,-10.319926313837973,0.0
14085,0,4,1,0,4,1,0,0.0,10.850152983223907,-10.850152983223907,0.0,9.50989894240884,-9.50989894240884,0.0
14086,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,13.154932517222901,-13.154932517222901,0.0
14087,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14088,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14089,1,0,0,0,0,4,1,-9.23806528352755,0.0,0.0,0.0,0.0,11.6880636396004,-11.6880636396004
14090,4,1,0,0,4,1,4,10.313006099948543,-10.313006099948543,0.0,0.0,9.897086815259279,-9.897086815259279,12.679326142591922
14091,1,0,0,0,0,0,4,-9.931163830110064,0.0,0.0,0.0,0.0,0.0,12.121030759419604
14092,4,1,4,2,3,1,4,14.882656571546072,-14.67249071136312,15.189933718096448,-12.619726532204357,12.810367330833545,-15.17096763257359,14.533102581634628
14093,1,4,4,3,3,2,2,-13.060935327077585,13.039331554584487,13.918702563458691,13.631657418504512,13.129867459389635,-12.578733235386252,-13.774306439987733
14094,2,1,4,3,1,3,2,-11.080836375755775,-11.975776077779324,13.019491831070901,12.681740745615624,-13.454684434416052,11.467878003490979,-9.586140169271726
14095,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,10.567489790444503,11.17061943363271
14096,1,4,1,0,4,2,1,-14.134053269436125,11.058102726280696,-11.058102726280696,0.0,13.85668703821813,-12.506015934309989,-13.556844145552244
14097,1,4,4,1,4,2,1,-13.580710864022905,13.133098559900848,14.306332919147986,-14.198940405683054,14.368736717319113,-13.6812744523156,-13.972857160341919
14098,3,4,1,1,3,3,3,14.597974646031844,15.759071154704356,-16.009987698238348,-14.349119764852478,12.54927134974507,13.082841447132855,14.493989948528167
14099,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.844437324914605,-10.844437324914605,0.0
14100,4,1,1,1,0,4,2,12.388905774418028,-12.081676745658433,-11.881126555995783,-10.201621978183738,0.0,10.632026702871697,-9.28727724626578
14101,4,4,3,1,4,4,4,9.948377593590498,10.250397175260925,10.885869165805428,-11.53884877725788,9.127457882563057,11.581410760212473,13.26528375960667
14102,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.399339006750171,-12.399339006750171,0.0
14103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14104,4,1,0,0,0,0,0,12.79880781228396,-12.79880781228396,0.0,0.0,0.0,0.0,0.0
14105,1,4,1,1,4,2,1,-14.054701692055701,13.49639713137072,-13.23133962520073,-12.761699809290551,13.46838429726617,-12.62521183135369,-12.396253427081136
14106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14107,3,2,3,2,1,4,4,11.731855868754996,-12.440366643849952,13.578721854834614,-11.49264366579066,-14.121093842713265,13.979732144769093,15.124050503974466
14108,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.210730826043967,-10.210730826043967,0.0
14109,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14110,0,4,3,1,0,0,0,0.0,11.22672299336072,8.444770245723513,-11.286786673328232,0.0,0.0,0.0
14111,4,1,4,2,3,2,2,12.404007166411494,-12.437681650404192,12.595830520917538,-11.868098977438857,9.273292627052632,-11.200944257786825,-11.049018565464063
14112,4,1,4,2,2,1,4,14.050319198352835,-14.594364906231545,13.802969122022207,-11.2267142296568,-12.7227735724423,-13.48182475657712,14.17166211980466
14113,0,4,1,4,1,4,3,0.0,11.056059856877766,-10.604282478845018,11.558479266851162,-11.310346841708292,10.80031205746319,9.653738666624708
14114,1,1,0,4,1,0,4,-13.028509477785768,-9.948377593590498,0.0,11.680323507240836,-11.680323507240836,0.0,9.865164585483594
14115,2,2,3,1,4,2,3,-12.143570276117345,-12.972715241738252,13.832849948432482,-14.715121525923237,14.2241175943875,-13.107317777155739,14.03408698699989
14116,4,4,1,4,1,0,4,8.225430902355448,8.874206885873244,-9.294590299329327,11.855881761173993,-11.855881761173993,0.0,11.970228249130791
14117,4,1,4,3,1,0,4,13.869869558790397,-14.08649642896082,13.692772138967403,13.552334738303285,-14.423251595700977,0.0,13.320294660509836
14118,0,4,1,0,4,3,1,0.0,10.533589126332059,-10.533589126332059,0.0,10.478986159993466,8.09915646012778,-10.567489790444503
14119,3,4,1,4,2,3,3,11.509063806438247,12.732832847922507,-13.141283470132912,13.710587575765581,-12.859837690934624,12.141637471502769,13.244347543488978
14120,2,1,4,2,1,4,3,-14.653417503109948,-14.492462035152435,15.330219131194664,-14.509798784333688,-14.983830288796131,15.15298230632888,13.334812468584534
14122,1,0,0,0,0,0,4,-9.23806528352755,0.0,0.0,0.0,0.0,0.0,13.447410044495292
14123,4,2,1,4,3,1,4,11.98904731885779,-10.671138791574464,-11.916316861685457,11.529843637738047,11.494648575797227,-12.317642984506726,11.92944712804964
14124,0,4,1,0,0,0,0,0.0,10.662797630305606,-10.662797630305606,0.0,0.0,0.0,0.0
14125,4,1,4,1,4,3,4,13.94863007793779,-13.829336969971418,14.658798209807141,-14.670873418371395,13.976681451199559,13.226337804435769,15.170344268375759
14126,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14127,4,1,1,4,1,0,4,13.52878982452996,-13.269735820003937,-11.54809986421588,13.387585693755433,-13.486464644899288,0.0,10.789392149581792
14128,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.18090398642022,-11.18090398642022,0.0
14129,4,1,3,1,1,4,4,14.218388817746717,-13.672122288487719,12.56925765178141,-13.368149199713136,-12.615765502989216,11.983717168574328,13.517117761774955
14130,3,1,3,4,2,1,4,11.042883357616565,-13.51870104609931,11.74506368779673,13.996090224668208,-9.845959439467354,-14.116491345701682,14.479215065584075
14131,4,4,1,0,0,4,1,11.398861203063296,12.47444469520908,-12.956229201468838,0.0,0.0,10.151987606057668,-10.151987606057668
14132,1,1,3,2,2,4,3,-15.39097130244828,-14.213991754286813,12.048704836662523,-12.060719342562395,-12.770441140095668,13.584733645406612,12.909155784792906
14133,1,3,3,1,4,4,1,-13.648227419730185,10.787506760051214,10.867154606301513,-12.378934830354812,11.446846822208565,12.91699373835356,-12.631584723383293
14134,2,4,4,1,3,1,4,-10.434316806531326,13.11484131716493,13.914787813549117,-14.057062695345232,11.11549336382192,-12.537872326810483,14.258809247279745
14135,1,0,0,0,0,0,0,-9.23806528352755,0.0,0.0,0.0,0.0,0.0,0.0
14136,2,3,2,3,3,3,2,-11.586516031667413,12.756525245672261,-12.712493569399431,11.429190620516852,11.922780461399356,9.474175639459883,-12.661874266950687
14137,4,1,4,1,4,1,4,15.18672801446412,-15.225142823311028,15.444104267240146,-14.889649745750024,14.824993569802245,-15.391726440454994,14.866745949901915
14138,4,4,3,2,1,4,2,13.286617538241769,14.690949400338063,14.793608798972036,-14.93156755932184,-14.549511634022595,14.07622442510363,-13.065846164406368
14139,1,3,2,4,1,2,3,-14.46265970597967,13.000852632506163,-13.2276045270162,15.302582243388358,-14.97295006372202,-13.97022911970508,13.414904293111048
14140,4,1,4,3,3,1,1,12.851126688386499,-12.851126688386499,11.300209526493736,9.888530275845541,11.254906133633062,-11.754244035347819,-10.829848115045433
14141,0,0,0,4,1,0,0,0.0,0.0,0.0,12.795316851095242,-12.795316851095242,0.0,0.0
14142,4,3,1,3,2,2,3,15.71923836059662,15.21938307889593,-15.72418175024783,12.827300269090165,-14.571578396791674,-12.972418298848106,13.789128421623317
14143,3,3,3,2,3,3,1,11.05392945663384,10.55441045069192,12.367772469146113,-12.372871770295212,12.373515078864274,12.27244673738048,-12.902381175401693
14144,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.537574749001857,-11.537574749001857,0.0
14145,4,4,1,0,0,0,4,11.795216096339965,12.437187772876008,-12.860001407905877,0.0,0.0,0.0,9.63198434253383
14146,3,3,2,1,0,0,0,9.029944735690455,8.493953185632972,-8.73803661527809,-10.30983175665487,0.0,0.0,0.0
14147,3,3,2,1,3,4,2,13.104229758198182,13.830968969448362,-13.019080904815327,-14.51100408387067,13.384358312429555,14.813717051797832,-14.599306084794593
14148,4,4,1,4,2,1,4,11.046958011663811,12.03659597978651,-11.982285631116834,12.885577780612127,-12.098987289240101,-12.433028501108778,12.8766280076419
14149,0,0,0,4,1,4,1,0.0,0.0,0.0,11.554465604524639,-11.554465604524639,12.721358754600798,-12.721358754600798
14150,1,2,3,3,2,3,3,-17.028021822729105,-14.900718183572778,14.929160234902906,15.885999313610414,-15.896728219914978,14.765975316948957,14.380239108306743
14152,1,4,1,0,0,0,0,-10.707476342477081,11.449863881947403,-11.449863881947403,0.0,0.0,0.0,0.0
14153,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14154,1,0,0,0,0,0,4,-8.71050013050294,0.0,0.0,0.0,0.0,0.0,9.536680722383407
14155,3,3,3,2,2,3,2,14.1075179613193,12.487009284954496,14.488338827427196,-13.048902618936353,-13.780809784581137,14.817506160505792,-14.770476815019455
14156,1,0,0,0,0,4,1,-12.472721016950887,0.0,0.0,0.0,0.0,10.680815717960705,-10.680815717960705
14157,4,2,1,3,3,1,0,12.308913400296996,-11.235571660508445,-12.082999583226826,9.028720590703733,9.567596721149991,-10.319926313837973,0.0
14158,1,0,0,0,0,0,0,-8.950415632413407,0.0,0.0,0.0,0.0,0.0,0.0
14159,4,1,4,2,4,3,3,14.590620039703037,-14.681644337241147,13.376243234909674,-11.707866691526704,13.774253827730309,13.492653613944196,12.898819458387758
14160,4,3,3,1,3,3,4,12.996393664563303,11.450278719724066,13.085946446008172,-13.463276988997173,12.197192174101406,12.559169832344454,13.985734156721072
14161,0,4,1,4,1,0,0,0.0,11.07429715904498,-11.07429715904498,12.84888855490351,-12.84888855490351,0.0,0.0
14162,1,1,2,4,3,2,1,-11.721832695872672,-11.271843850092292,-7.767922631754836,12.116653866490624,9.95030434328142,-10.795627893806477,-11.873525341745891
14163,0,0,4,1,0,0,0,0.0,0.0,9.2490227016278,-9.2490227016278,0.0,0.0,0.0
14164,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14165,2,1,4,1,4,2,3,-13.186908414561264,-13.405161480852906,14.515162355860644,-14.413815154331813,14.106537045160907,-12.948956902345616,9.17101574582615
14166,1,4,4,3,1,4,4,-12.992169211543532,9.945133902693554,12.980616796500769,12.986587239707012,-13.700423018966081,11.907721211585653,13.341213597398312
14167,1,1,0,0,0,4,1,-10.710875139717308,-10.043683427464435,0.0,0.0,0.0,9.341106136766882,-9.341106136766882
14168,4,1,4,2,4,3,2,14.54415189642113,-14.693697233299865,14.225209796435484,11.058396462347494,14.822409735246103,14.458163356026962,-14.565698971264391
14169,4,2,1,4,3,4,4,13.09459428321622,-12.68512039602844,-12.760955889426981,11.752907142853335,11.415409703579051,12.524813910010913,13.537723791299973
14170,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14171,2,1,1,3,2,3,3,-11.115540357077153,-12.647138191737282,-11.554032265947791,11.306508353473168,-8.317818299539889,11.702146070406966,12.031471183251659
14172,4,3,2,3,1,2,3,13.448066263134859,11.046630025954439,-12.751371095658348,11.908458139762404,-13.021812891573548,-10.79654001724624,10.503114627628658
14173,4,3,1,4,3,1,4,14.576388566121695,14.543172793789319,-15.108697681990366,14.505407944417303,14.919929222644242,-15.289488539637052,15.122259581433756
14174,1,1,4,2,2,3,2,-12.013552644435112,-10.14836838138167,11.199397108584936,-9.699404226857267,-7.768652117761099,8.07537862315324,-7.531290740158283
14175,2,2,4,3,3,2,2,-12.437630667581262,-13.752285652939888,14.897901884314953,14.477272026245837,15.010012366186833,-15.107631055033211,-11.745950707044761
14176,4,4,1,0,0,4,4,12.02150772947698,12.878810325475497,-13.232492553200148,0.0,0.0,12.086253231416073,12.990568156275284
14177,0,4,1,0,0,4,1,0.0,12.026085059497857,-12.026085059497857,0.0,0.0,10.85516542803925,-10.85516542803925
14178,3,1,4,4,4,1,2,12.64249227309207,-13.366713560161513,11.652872772704583,13.94408238596334,14.352796864095819,-14.397029880446276,-12.711050212980822
14179,2,2,2,3,1,4,1,-12.092344443939451,-11.15725425169229,-12.41207264025141,11.100637780534445,-13.568073588711638,14.357072479108613,-14.455071932772174
14180,4,2,1,1,0,0,0,12.439429537493597,-10.811242510809818,-12.09433965339734,-10.091492504395022,0.0,0.0,0.0
14181,4,1,0,4,1,1,4,11.852680736763281,-11.852680736763281,0.0,13.241659982251875,-12.719818194193415,-12.341673609544422,13.193927544059692
14182,3,2,3,3,2,3,2,12.825680657523268,-13.327862764945781,12.798023737740008,11.857212646171567,-11.453291921644496,10.184391397850403,-11.883186456315043
14183,4,4,2,1,0,0,0,13.237183627779094,13.267364007958435,-13.216385080923667,-13.321418332313971,0.0,0.0,0.0
14184,0,0,4,4,1,0,4,0.0,0.0,10.283857146673409,11.430098162776277,-11.706075788293349,0.0,10.556283838425196
14185,4,3,2,3,1,4,1,13.981357383099267,13.153857436788313,-13.506202235977694,13.450217613248105,-14.357784010163831,13.961295337193482,-13.988525447975567
14186,1,4,1,1,4,3,1,-14.493614626347936,16.143990968176862,-15.926429597176025,-15.00004512748169,14.208686855706842,13.297529605238632,-14.378876783990332
14187,3,1,0,0,0,0,0,10.05435235578107,-11.358108179136902,0.0,0.0,0.0,0.0,0.0
14188,3,2,3,2,3,3,3,12.933959582166073,-14.110841101021563,13.792712801097665,-13.901992839998831,13.111428275080529,11.853018490894659,11.882161703560193
14189,1,4,1,0,0,4,1,-9.23806528352755,12.052100144919727,-12.052100144919727,0.0,0.0,12.73671115034027,-12.73671115034027
14190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14191,1,4,1,4,1,3,1,-13.899718414900804,12.908065165513198,-13.497759968322345,14.333303971561822,-13.835250997275264,12.09793955204518,-13.647691830021248
14192,4,1,4,1,4,1,0,11.2833434348695,-11.2833434348695,11.525253535070316,-11.525253535070316,11.437868182595999,-11.437868182595999,0.0
14193,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.959948083359617,-10.959948083359617,0.0
14194,1,4,1,4,1,0,4,-10.614236602578853,10.533589126332059,-10.533589126332059,11.284382268566034,-11.284382268566034,0.0,12.76917096299204
14195,0,0,4,1,0,0,0,0.0,0.0,13.075958378966074,-13.075958378966074,0.0,0.0,0.0
14196,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14197,4,2,2,2,3,1,4,14.126599648211247,-13.491271747998264,-12.541703083828372,9.737974214298683,12.916792890834973,-13.733656224997876,13.565427746668
14198,4,1,0,0,0,4,1,8.017637902730813,-8.017637902730813,0.0,0.0,0.0,10.567489790444503,-10.567489790444503
14199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14200,2,1,0,4,1,4,1,-9.18090409614582,-10.418363295751643,0.0,11.252884003672282,-11.252884003672282,10.15702520411529,-9.568034485753833
14201,2,3,1,3,2,3,2,-12.454657524207386,13.092766301921356,-14.044265711174384,13.22527247615611,-13.195430860407647,11.330293948877722,-12.892870908759111
14202,1,4,2,1,3,1,3,-14.07365337058482,14.006437200335169,-13.107930293145575,-13.280029798996093,12.622986285908187,-12.888134307822472,11.88658743741406
14203,4,1,1,0,0,0,4,12.78292733805946,-12.692196123294346,-10.338083263284345,0.0,0.0,0.0,11.136010718310876
14204,1,4,1,0,0,0,0,-10.316410680762635,10.301794458394607,-10.301794458394607,0.0,0.0,0.0,0.0
14205,4,1,4,1,4,1,0,12.910569888206895,-13.052470079504968,13.03227620851907,-13.03227620851907,12.479248763113974,-12.479248763113974,0.0
14206,3,4,3,2,1,3,1,10.460879656267824,11.90939131918662,11.054260967552322,5.498508647111603,-12.062231871109065,10.828520532054824,-12.122099164722066
14207,1,3,1,4,1,4,2,-11.543696076197357,9.682957570902307,-10.309132197873211,12.878701340632132,-12.725099167441762,11.917983690930187,-10.666791172374225
14208,4,4,1,4,1,1,4,11.068788923872253,13.02816773902238,-13.108869456292112,12.341727933867258,-12.463781788627697,-9.660711456055225,9.131251691602575
14209,4,1,0,4,1,1,0,11.764789642669157,-11.764789642669157,0.0,12.233705150502027,-12.165833470701562,-9.50989894240884,0.0
14210,1,1,4,3,4,1,0,-13.241249149935596,-10.38972921886248,9.402459233751467,8.69763644865425,10.312510169842408,-10.884441894318199,0.0
14211,1,4,1,0,0,0,0,-11.865216348267996,11.94055339545783,-12.101465319423314,0.0,0.0,0.0,0.0
14212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14213,2,3,2,1,0,0,0,-12.017781899331395,11.13685180479779,-9.363995020114958,-12.461564528001349,0.0,0.0,0.0
14214,4,3,3,1,1,0,0,11.29066401633133,8.47474598884814,11.517107968525574,-11.736376004895604,-11.312409233472742,0.0,0.0
14215,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14217,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,9.235077460835445,12.212823264574586,-12.187707485237208
14218,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.305907477322394
14219,0,4,1,0,0,4,1,0.0,11.24381720106542,-11.24381720106542,0.0,0.0,11.698874465452887,-11.562081758624675
14220,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.899286768866073,-12.899286768866073
14221,4,1,0,0,4,1,4,11.814740194319107,-11.814740194319107,0.0,0.0,13.509945247778507,-13.509945247778507,12.708395806778848
14222,4,1,0,0,0,0,0,11.266090405663856,-11.266090405663856,0.0,0.0,0.0,0.0,0.0
14223,1,4,1,2,4,1,4,-11.485050678993188,12.9546989829044,-12.68934393826043,-9.948981023561753,14.173775368772425,-14.226599450627361,12.18452061765883
14224,4,3,1,3,1,3,4,13.327780360938482,11.285951847865306,-13.533181340150636,10.315396317569943,-12.053434287092028,11.58294064352739,12.975563872094304
14225,2,1,0,4,3,1,0,-7.538242397821889,-9.25527821701833,0.0,10.329923955826475,10.1955632629183,-10.958128278307862,0.0
14226,4,1,4,2,2,4,1,13.39854374631032,-13.30633651616121,13.093183672086646,-11.329303497755488,-12.033472708081334,14.709612624246212,-14.784128662922877
14227,4,4,1,3,3,2,1,9.987596468083229,11.90073000823583,-11.762916402913044,10.608742971742515,10.650170826560027,-9.96959101673123,-11.063256913459572
14228,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14229,1,4,1,1,0,0,4,-12.730835541877866,12.637699900624774,-12.36392027594195,-11.208513049277407,0.0,0.0,12.641198478211221
14230,0,0,0,4,1,0,4,0.0,0.0,0.0,11.939335754664333,-11.939335754664333,0.0,11.002962285054663
14231,1,0,0,0,4,1,4,-11.47335476020257,0.0,0.0,0.0,12.112807066963049,-12.112807066963049,11.87574681360662
14232,4,2,4,1,3,1,0,11.245620424161393,-7.52496468366888,12.608093445580254,-12.854482892013866,9.84522199913366,-10.57962699331244,0.0
14233,2,3,2,2,3,3,1,-12.292632014626586,11.176643545179056,-11.573136131278428,-11.786278313674151,12.112296813504031,11.48577809260233,-13.318643022797373
14234,0,0,4,1,0,4,2,0.0,0.0,10.040788785768815,-10.040788785768815,0.0,11.145962756552823,-7.335609643578239
14235,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.968492044990555,-10.968492044990555
14236,3,2,1,3,4,1,3,13.428949147177045,-13.488334825712908,-13.34371671016359,11.09640391051646,15.003687734014768,-14.84837314615868,12.890968681919937
14237,0,0,4,1,0,0,0,0.0,0.0,12.687636810869929,-12.687636810869929,0.0,0.0,0.0
14238,1,1,4,2,1,1,4,-13.523452240037463,-12.055182153813853,13.049742630521159,-11.489569258993843,-12.802598499722775,-11.296415353050598,12.98483317900615
14239,4,4,2,3,1,0,4,9.948377593590498,11.398174548031838,-10.638510229108839,9.537954568738256,-11.317421714194612,0.0,10.201621978183738
14240,2,1,4,1,4,1,0,-10.551972472656196,-12.156719337883745,9.354373596676574,-9.354373596676574,9.127457882563057,-9.127457882563057,0.0
14241,4,1,4,1,0,0,4,10.992578005970556,-11.276742834154309,10.034055048083237,-10.034055048083237,0.0,0.0,10.30983175665487
14242,1,2,3,2,1,4,3,-13.424691329162993,-11.439005629455295,8.457757656916744,-11.039234167506525,-11.484288829527177,11.413142364863527,11.003596837038703
14243,1,3,1,1,4,1,3,-14.080037853524596,10.721880245475425,-12.617285898210419,-11.146060908386366,14.083817057544335,-13.69982763014106,11.571838556186837
14244,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14245,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.706702211067004
14246,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14247,4,1,1,4,2,1,4,12.787411046577411,-12.514351272574505,-10.936948804991443,10.858200799054492,-9.910245806404237,-10.572966203102366,10.80833307960693
14248,0,4,1,4,2,3,1,0.0,11.853945187079725,-11.701685840389048,12.080428361239498,-11.416697268333332,10.704123392589223,-11.75149063182806
14249,2,2,3,1,1,4,1,-10.936204997789005,-11.452398112151428,10.980175525888612,-12.613835076727863,-11.169503522544646,13.534798173873813,-13.230045836370847
14250,2,3,3,1,2,3,3,-14.813919633676031,14.639489351074223,13.893019321523079,-15.445914884956307,-14.283140776752095,11.474854101661283,12.527511203197944
