CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids
15224,5,2,2,0,0,4,0,5,5,4,4,3,5,0,2,2,2,3
15225,1,0,0,2,3,4,0,0,0,4,0,2,0,3,1,0,0,3
15226,1,1,0,0,0,5,0,2,5,5,2,4,2,3,0,0,1,2
15227,2,3,1,2,4,3,0,0,0,1,4,4,2,2,0,5,1,0
15228,0,0,1,0,4,5,0,0,0,2,1,5,2,4,3,2,3,5
15229,1,1,0,0,4,5,2,0,0,2,1,3,0,2,3,0,5,0
15230,2,3,4,2,4,3,0,4,0,4,0,5,0,5,0,0,5,1
15231,1,3,3,0,1,3,0,1,2,1,4,0,0,3,1,0,5,5
15232,1,1,3,0,4,2,5,0,4,2,3,1,1,5,0,0,1,1
15233,1,0,1,0,0,2,0,0,0,1,3,4,2,2,3,0,1,3
15234,1,4,0,0,1,3,0,0,2,1,0,0,0,3,0,0,1,2
15235,1,0,4,0,4,4,0,1,0,0,3,2,0,3,5,0,1,4
15236,3,1,0,1,2,3,4,2,5,1,3,1,3,1,2,3,0,5
15237,1,3,1,4,2,4,0,5,2,5,4,0,0,0,0,0,1,1
15238,1,0,3,0,4,0,0,2,4,0,1,5,0,3,5,0,2,5
15239,1,0,0,0,2,4,0,1,2,0,2,1,2,3,3,0,1,4
15240,1,3,3,0,3,1,1,3,4,0,0,2,4,5,0,0,0,1
15241,1,1,1,0,3,2,0,3,0,2,4,0,3,5,1,4,5,2
15242,1,5,3,0,4,3,5,5,1,5,1,2,2,2,1,0,0,1
15243,1,0,3,0,4,3,0,0,0,3,5,2,0,3,1,0,1,2
15244,5,4,0,0,4,4,0,5,3,2,3,1,0,1,3,0,1,0
15245,1,0,1,0,4,4,0,0,4,5,0,0,4,2,4,0,1,4
15246,1,1,5,0,5,5,2,5,1,5,2,2,0,3,1,0,5,2
15247,1,3,2,0,0,2,0,0,3,3,0,5,0,5,3,0,4,1
15248,0,4,4,0,2,1,0,0,0,4,4,5,0,3,3,0,2,1
15249,0,1,0,1,3,5,0,3,0,4,5,3,3,3,1,4,5,1
15250,1,0,1,0,4,1,1,4,2,1,4,5,0,3,4,0,1,4
15251,1,0,1,0,3,2,5,4,5,2,1,3,0,3,2,0,4,0
15252,1,0,2,0,2,1,1,2,0,5,4,3,0,1,1,0,2,5
15253,1,0,1,0,1,2,3,3,2,1,3,2,0,1,5,0,3,3
15254,1,0,3,0,1,2,0,4,4,4,0,1,0,1,1,0,1,0
15255,1,4,5,0,0,3,0,2,0,1,5,5,1,0,3,0,1,1
15256,3,4,3,0,2,3,1,5,0,1,5,2,3,1,0,2,5,1
15257,1,5,2,0,1,0,0,2,1,2,1,2,0,3,3,0,1,3
15258,1,5,4,0,3,1,0,0,0,5,1,2,1,2,1,0,0,2
15259,1,5,0,0,0,1,0,3,0,2,2,0,0,3,0,0,1,2
15260,1,4,1,0,5,0,0,0,0,4,3,4,0,1,0,0,3,2
15261,1,0,3,0,5,3,1,5,3,5,2,0,0,4,5,0,0,5
15262,1,2,4,0,4,2,3,0,2,1,0,1,0,5,1,0,2,3
15263,1,3,4,1,5,4,0,1,3,2,4,5,3,3,1,3,4,1
15264,1,3,5,0,2,2,0,0,3,4,4,5,1,0,0,1,4,1
15265,1,0,1,0,4,1,5,3,2,2,0,5,0,3,5,0,1,4
15266,1,1,1,4,4,3,4,0,0,4,3,1,2,3,4,2,5,4
15267,1,5,2,0,1,2,0,1,3,4,1,1,0,3,0,0,1,1
15268,2,5,0,0,3,3,0,4,0,0,0,3,3,1,3,1,0,1
15269,1,0,1,0,4,3,0,0,5,5,2,2,0,3,2,0,3,2
15270,1,1,2,0,4,3,0,0,0,1,2,2,1,5,4,0,1,4
15271,1,0,2,0,4,4,0,4,5,1,2,3,1,0,1,4,3,2
15272,1,0,0,0,2,3,0,4,5,2,1,1,0,1,5,0,1,1
15273,1,0,1,0,4,1,0,0,0,4,3,2,0,3,0,0,1,5
15274,1,0,4,0,4,3,5,5,0,4,0,3,0,3,2,0,1,0
15275,1,0,0,0,3,0,1,5,2,5,2,2,0,3,0,0,1,5
15276,1,5,0,0,2,1,0,0,3,3,2,1,0,5,1,0,2,4
15277,1,0,2,2,4,3,1,4,3,4,3,5,2,5,0,0,1,5
15278,1,0,2,0,1,4,0,0,0,0,0,1,0,2,2,4,1,1
15279,1,0,1,0,3,5,0,0,0,0,4,0,0,2,2,0,5,2
15280,1,0,2,0,4,0,0,0,0,4,4,3,0,3,1,0,1,0
15281,1,0,1,0,1,0,0,1,4,0,1,2,0,1,3,0,1,4
15282,1,5,2,0,1,5,0,0,0,3,4,3,3,4,1,0,1,1
15283,1,0,2,0,4,5,0,4,2,3,4,5,0,5,3,0,1,2
15284,1,0,2,0,4,0,0,3,5,0,1,2,1,0,1,0,1,4
15285,1,0,0,0,4,5,0,0,0,0,0,2,0,3,2,0,1,1
15286,3,4,1,1,3,5,5,4,4,5,3,1,3,3,1,2,3,0
15287,3,2,3,4,3,3,0,0,0,0,1,3,5,4,5,5,3,1
15288,1,1,0,0,3,4,0,0,0,4,5,4,1,4,3,0,4,3
15289,1,5,1,0,5,4,0,5,2,2,4,1,0,3,4,0,1,5
15290,1,1,5,0,1,4,0,0,1,1,0,3,1,1,5,5,2,0
15291,2,5,1,0,2,3,0,0,2,2,1,3,1,4,2,2,1,1
15292,1,3,4,0,3,2,0,0,2,5,0,0,1,5,5,0,1,1
15293,1,0,4,0,4,3,0,5,2,4,2,1,0,3,3,0,0,0
15294,1,1,0,0,4,1,3,2,1,1,0,1,1,3,1,0,1,2
15295,1,3,0,0,2,1,0,0,4,0,3,3,0,2,4,0,1,0
15296,1,0,3,0,3,0,1,1,0,1,5,1,0,3,4,4,2,2
15297,5,3,3,0,4,4,0,3,3,2,4,3,3,2,0,0,2,1
15298,1,4,3,0,5,5,0,0,0,5,1,0,5,3,3,0,1,5
15299,1,1,3,2,4,1,0,4,0,0,2,0,0,5,1,2,4,1
15300,1,1,2,0,4,2,0,3,1,2,1,2,1,1,0,0,5,2
15301,0,2,4,0,2,2,0,5,0,0,3,5,0,0,1,0,1,1
15303,4,4,4,2,1,3,0,2,0,2,2,5,3,4,1,4,3,1
15304,1,0,5,0,4,2,2,2,4,2,0,1,0,3,1,0,3,5
15305,1,0,2,0,4,3,0,0,0,1,5,3,0,3,1,0,1,2
15306,1,0,0,5,2,1,2,5,2,5,4,1,3,1,3,0,1,4
15307,1,4,3,0,2,2,2,1,1,3,1,5,0,5,1,0,2,2
15309,1,0,3,0,0,1,0,0,2,5,0,0,0,0,3,0,2,0
15310,0,0,2,0,3,2,0,0,2,2,5,4,2,2,2,0,2,1
15311,5,1,5,0,4,1,4,5,1,3,4,1,4,5,1,0,1,3
15312,1,1,2,2,2,3,0,5,4,1,3,1,2,1,4,0,2,0
15313,1,0,5,5,1,2,2,4,4,1,4,0,0,4,0,3,2,4
15315,1,0,3,0,0,4,0,0,0,1,0,4,0,5,3,3,1,1
15316,1,0,3,0,1,0,0,0,0,1,1,4,2,5,5,0,1,1
15317,1,2,1,0,5,2,0,1,1,4,3,4,0,3,0,0,2,1
15318,4,4,1,0,5,3,0,5,0,4,4,1,0,1,3,2,0,1
15319,1,4,3,0,0,4,2,2,4,5,0,0,4,4,4,0,3,0
15320,1,1,2,0,2,4,3,2,0,1,2,2,2,1,3,0,1,4
15321,3,3,2,0,2,0,0,4,0,5,4,0,1,4,5,1,1,1
15322,4,0,2,0,1,5,5,4,5,1,1,0,4,4,2,5,0,0
15323,1,5,3,0,4,2,0,1,1,0,1,2,3,5,5,0,4,5
15324,4,2,0,0,1,0,1,1,0,5,2,1,4,5,2,4,0,2
15325,1,0,5,0,4,0,3,0,4,5,3,0,0,3,2,0,2,0
15326,1,0,2,0,5,3,2,1,4,4,5,1,2,1,3,0,1,5
15327,1,0,2,0,4,5,0,0,0,0,2,2,0,3,4,0,1,4
15328,1,0,3,0,3,4,5,4,0,3,3,2,3,1,0,0,1,0
15329,1,0,1,0,2,5,1,4,0,4,5,5,0,4,5,0,2,1
15330,4,2,1,0,3,0,0,2,3,1,0,3,0,1,3,4,3,4
15331,1,3,3,0,4,1,1,2,5,2,0,5,0,0,3,0,1,0
15332,1,5,5,0,4,3,0,0,3,2,1,1,1,5,0,0,3,5
15333,1,1,0,0,0,5,2,0,2,2,3,1,4,1,0,0,5,1
15334,4,3,1,0,5,2,0,4,0,1,4,3,4,3,1,3,5,1
15335,0,4,4,3,4,1,0,0,5,0,0,0,3,5,5,0,1,3
15336,1,0,0,0,1,4,0,2,0,2,1,4,4,4,5,3,0,4
15337,1,5,1,0,4,4,0,0,4,5,2,3,3,4,0,3,4,3
15338,1,0,2,0,0,4,0,0,4,5,3,4,0,3,4,0,4,3
15339,1,0,3,0,4,4,0,0,0,4,1,4,0,0,1,0,1,3
15340,1,4,1,5,1,3,0,0,0,2,5,4,3,5,0,5,5,1
15341,1,0,2,0,4,5,0,0,4,5,4,0,0,3,1,0,4,4
15342,5,5,2,5,1,2,0,5,5,1,4,0,2,1,0,3,4,5
15343,1,0,4,0,5,4,0,1,0,2,0,5,0,3,2,0,1,5
15344,2,2,3,0,2,3,4,0,4,0,5,5,1,4,5,2,0,1
15345,1,2,3,0,3,2,0,0,4,0,0,1,0,1,0,0,2,4
15346,1,5,0,0,1,2,0,4,4,3,0,3,1,0,3,1,5,3
15347,5,0,1,0,4,2,4,4,0,1,3,3,0,3,1,0,1,1
15348,1,4,4,0,2,3,0,0,0,4,3,3,0,2,1,0,1,3
15349,1,0,4,0,3,3,0,4,1,0,1,2,0,2,0,1,4,3
15350,2,3,4,2,2,3,0,1,0,0,2,1,3,3,3,4,0,1
15353,1,0,0,0,1,4,0,0,0,4,0,1,0,1,4,0,0,5
15354,5,1,4,2,3,1,0,0,0,4,4,3,5,4,2,4,3,2
15355,0,4,3,0,5,1,2,2,0,3,4,3,1,4,0,0,3,0
15356,4,1,4,0,1,5,0,1,5,2,1,3,4,4,4,0,1,1
15357,0,4,0,0,3,3,0,4,0,4,1,2,3,2,2,2,3,1
15358,1,0,5,0,3,1,2,1,3,0,5,1,0,3,5,0,3,1
15359,1,1,3,0,2,1,0,0,5,1,3,1,2,5,3,0,4,2
15360,4,3,3,0,2,3,0,4,0,5,0,0,4,2,0,2,2,1
15361,1,3,0,3,0,4,3,3,4,5,2,3,0,3,0,3,4,5
15362,2,4,5,4,3,0,1,0,2,2,2,0,4,5,1,4,3,2
15363,5,5,5,0,4,2,0,3,0,1,2,1,5,3,2,4,5,5
15364,2,3,3,0,3,5,2,3,4,1,4,3,0,4,3,0,4,4
15365,1,4,0,0,3,2,0,0,0,2,4,4,0,3,5,0,1,5
15366,1,0,1,0,4,5,0,1,0,0,2,0,0,1,1,0,1,5
15367,4,4,4,5,5,3,0,4,2,3,4,1,5,3,0,5,5,1
15368,1,0,5,0,4,2,0,3,0,2,2,0,0,1,5,0,1,5
15369,1,0,5,0,3,1,0,4,0,4,1,2,0,2,4,0,1,1
15370,4,3,0,0,3,3,0,3,0,3,5,4,4,5,3,2,2,1
15371,1,0,2,0,4,1,3,0,0,3,4,5,0,2,4,0,1,1
15372,1,3,4,0,0,0,1,4,1,5,4,5,0,5,3,0,0,2
15373,1,0,1,0,4,3,0,0,0,0,0,2,0,3,0,0,1,3
15374,0,3,3,0,4,3,0,0,1,2,1,5,0,0,3,2,4,3
15375,3,0,0,0,0,3,0,0,2,2,5,3,4,1,0,4,3,0
15376,1,0,3,0,4,3,0,0,0,2,3,2,0,3,0,0,1,3
15377,4,3,1,0,4,5,0,5,0,5,0,0,5,0,0,4,3,2
15378,1,0,2,0,4,2,1,2,0,1,4,2,0,1,1,0,1,0
15379,1,4,1,0,2,1,0,2,1,2,1,2,2,5,1,0,0,1
15380,1,1,0,0,4,0,1,1,0,4,1,3,1,5,1,3,2,1
15382,0,3,0,2,5,3,0,0,0,5,2,2,0,1,0,4,0,1
15383,1,2,5,0,2,3,0,4,0,0,0,3,4,2,0,5,3,1
15384,1,2,2,1,5,3,0,0,0,3,4,1,0,5,0,1,5,1
15385,0,4,4,0,2,0,0,0,0,5,5,3,1,0,4,0,2,2
15386,1,0,1,0,4,3,0,0,4,5,0,1,0,3,1,2,1,0
15387,1,4,3,0,4,5,0,0,2,2,1,3,0,3,0,1,5,2
15388,1,2,4,0,2,0,0,1,1,0,0,1,0,5,5,0,1,2
15389,2,3,0,0,1,3,0,4,5,2,1,2,4,0,2,0,1,3
15390,1,5,5,0,0,2,0,0,3,5,4,2,0,2,5,0,5,0
15391,1,4,4,0,1,3,0,0,0,2,4,2,5,1,0,0,2,1
15392,1,1,4,0,0,2,0,3,1,1,3,4,0,0,5,0,2,0
15393,1,0,1,0,0,1,0,0,0,2,3,2,0,3,2,0,1,2
15394,4,1,2,0,3,4,5,2,4,3,2,1,0,2,5,0,1,3
15395,1,0,0,0,3,4,0,0,0,5,0,2,0,0,2,0,1,4
15396,1,0,4,0,4,4,0,0,0,5,5,5,0,3,0,0,1,0
15397,0,2,0,0,1,0,2,5,3,4,0,1,4,3,2,5,4,3
15398,4,1,1,5,2,4,1,1,1,3,5,5,4,5,5,4,2,2
15399,4,5,0,0,2,3,0,0,0,0,5,2,5,4,4,2,3,1
15400,1,0,4,0,4,2,0,0,0,4,5,2,0,3,4,0,1,0
15401,1,2,1,0,4,5,0,0,0,1,4,2,0,3,3,0,1,4
15403,1,0,3,0,0,2,1,2,3,0,2,0,1,5,0,0,4,0
15404,1,0,1,0,3,4,0,5,0,4,3,2,0,0,1,0,1,1
15405,4,3,3,1,0,3,3,3,0,4,4,0,2,5,3,0,3,3
15406,1,0,3,0,4,4,0,0,0,2,3,2,0,5,3,0,1,4
15407,1,2,3,0,2,0,0,4,3,5,2,3,1,1,0,5,1,2
15409,1,3,2,4,2,5,0,0,1,3,5,4,0,2,4,0,5,4
15410,1,4,3,0,5,1,0,5,5,2,1,2,0,0,0,0,1,1
15412,0,1,3,0,2,3,4,4,2,2,3,5,3,3,1,2,3,4
15413,1,1,5,0,4,5,0,0,0,0,3,0,0,2,1,0,1,4
15414,1,0,5,0,4,3,0,0,0,0,5,4,0,3,5,0,1,2
15416,1,0,0,0,4,3,0,2,0,2,1,2,0,3,3,0,1,1
15417,5,5,2,3,3,3,0,3,4,2,0,4,5,4,4,5,4,0
15418,1,1,1,0,2,1,5,3,0,2,3,3,0,2,5,0,1,3
15419,0,3,4,0,1,3,0,2,0,4,0,2,1,0,0,2,5,1
15420,1,0,5,0,4,5,5,2,0,0,1,1,3,1,3,0,1,3
15421,1,0,2,0,1,0,4,4,2,5,0,0,0,2,5,0,1,3
15422,3,0,5,0,4,3,0,1,0,1,3,2,5,1,0,0,1,1
15423,1,0,1,2,3,4,3,4,5,2,2,2,0,3,3,3,0,4
15424,1,0,5,0,4,4,0,0,0,2,1,2,3,3,5,0,1,1
15425,4,5,1,0,3,3,0,0,3,0,0,5,5,0,1,3,1,4
15426,1,0,0,0,1,3,0,0,4,0,2,0,0,1,0,0,0,1
15427,1,5,0,2,2,3,0,0,0,2,1,1,3,4,4,0,1,1
15428,1,0,3,0,1,2,0,3,0,2,4,2,0,3,3,0,1,2
15429,3,1,4,0,2,4,0,0,1,5,2,3,1,3,5,5,1,1
15430,1,0,3,0,4,0,0,3,0,2,0,2,0,3,5,0,1,2
15431,1,0,1,0,4,0,0,0,0,1,5,1,0,3,4,0,1,2
15432,2,5,3,0,2,3,0,2,0,2,3,0,2,1,0,2,5,1
15433,1,1,3,0,4,3,0,0,0,3,3,3,2,2,0,0,1,1
15434,0,0,1,0,0,0,0,0,0,2,0,1,3,3,0,0,1,1
15435,1,0,3,0,1,4,3,1,5,2,1,1,4,4,4,0,1,1
15436,1,1,0,0,3,0,0,0,5,1,4,2,4,0,2,0,3,2
15437,1,2,2,0,2,2,0,0,5,1,1,5,1,3,3,0,4,5
15438,1,4,0,0,5,1,0,0,0,3,1,2,1,1,2,0,4,3
15439,1,0,4,0,4,1,0,0,0,5,5,5,0,3,0,0,1,5
15440,4,3,4,1,4,4,0,0,0,3,3,4,0,5,2,1,4,1
15441,1,1,1,0,0,0,0,0,2,2,0,1,4,0,4,0,1,0
15442,1,0,3,0,4,0,0,0,0,1,5,3,0,3,2,0,1,2
15443,1,1,1,0,5,3,4,4,0,4,1,3,1,4,0,2,2,1
15444,1,0,5,0,4,4,4,4,0,2,3,2,2,5,1,0,1,0
15445,1,0,4,0,4,5,0,4,5,4,5,4,0,3,4,0,1,4
15446,1,1,1,0,1,3,0,4,3,0,0,2,0,2,0,0,1,4
15447,1,5,2,0,3,1,4,5,2,1,3,1,0,0,0,0,0,5
15448,1,0,1,0,4,3,0,4,0,5,5,2,2,5,4,5,1,3
15449,1,4,5,0,3,5,5,0,2,0,1,2,0,2,0,0,1,5
15450,1,0,3,0,4,5,0,2,4,3,3,2,0,0,0,1,1,5
15451,1,4,3,0,4,5,1,1,2,0,0,0,4,1,5,0,3,1
15452,1,0,3,0,2,5,0,3,0,2,2,5,5,4,4,0,4,4
15453,1,3,1,0,4,5,0,2,0,2,0,2,1,2,5,0,1,1
15454,1,0,5,0,0,0,0,3,1,3,3,0,0,3,2,0,4,1
15455,1,0,5,0,0,1,1,1,1,5,3,1,1,3,5,0,0,3
15456,4,2,2,3,2,1,0,4,0,2,0,1,0,4,2,2,5,4
15457,1,2,4,0,4,2,1,0,1,5,1,2,0,2,2,0,1,1
15458,1,5,2,0,1,5,0,2,5,5,1,4,0,2,0,0,2,4
15459,1,4,2,0,3,3,0,5,5,0,2,0,3,3,4,0,2,5
15460,1,0,3,0,3,5,0,1,3,3,1,1,0,3,0,0,1,0
15461,2,5,4,2,4,4,0,5,0,4,3,3,1,3,0,0,1,5
15462,1,0,0,0,4,0,0,0,0,1,5,2,0,1,0,0,1,3
15463,1,0,2,0,4,5,0,3,4,0,3,1,0,1,5,0,2,0
15464,1,4,5,0,5,5,2,1,0,4,1,1,0,5,1,0,4,0
15465,1,0,4,0,4,4,0,0,0,1,4,4,0,3,4,0,1,3
15466,1,5,3,0,4,1,2,3,3,4,3,4,0,3,4,0,2,0
15467,1,0,2,0,3,1,3,4,0,1,2,5,0,3,3,1,0,4
15468,1,0,4,0,4,3,0,0,5,5,4,3,0,1,1,2,3,5
15469,0,5,1,1,2,4,0,3,3,2,0,3,4,4,5,4,3,0
15470,1,0,5,0,4,0,0,5,5,0,1,1,0,3,2,0,1,3
15471,1,4,2,0,0,3,0,0,0,3,1,4,3,5,4,0,1,1
15472,1,0,4,0,4,4,0,2,0,1,1,3,0,1,5,0,4,5
15473,1,0,2,0,4,2,0,0,0,5,4,3,0,3,3,0,1,0
15475,1,4,5,2,3,5,0,5,0,4,2,5,3,3,2,1,3,5
15477,1,0,3,0,4,4,0,0,0,2,3,4,0,3,5,0,1,2
15478,1,0,3,0,0,4,0,0,0,3,0,4,0,0,2,0,1,3
15479,5,4,1,1,4,2,1,0,0,4,1,5,4,2,2,1,3,2
15480,1,0,1,0,3,4,0,5,0,4,0,4,0,3,1,0,1,3
15481,1,0,1,0,4,3,0,5,3,4,4,2,0,1,4,0,1,2
15482,1,0,5,0,4,3,0,0,0,1,4,3,4,2,1,0,1,1
15483,1,4,5,0,2,0,0,0,5,4,0,0,0,4,1,0,0,3
15484,4,1,3,3,1,3,4,2,1,2,3,1,2,5,4,1,2,2
15485,1,5,0,0,4,3,0,0,2,5,5,3,0,4,1,0,0,4
15486,5,4,2,0,4,3,0,0,0,0,4,1,1,2,0,0,4,1
15487,1,0,5,0,4,3,0,0,2,2,0,4,0,3,0,0,1,5
15488,1,0,3,0,4,2,0,0,0,5,4,2,0,3,1,0,1,3
15489,3,4,2,4,3,3,0,4,0,4,3,5,3,1,1,0,0,1
15490,1,0,1,0,3,2,0,0,0,0,2,2,0,3,0,0,3,1
15491,1,0,3,0,4,4,1,2,2,0,5,1,0,3,4,0,5,2
15493,1,1,3,5,2,3,0,3,0,2,4,2,2,1,5,1,1,1
15494,1,2,0,0,1,0,0,1,0,1,5,5,2,1,2,0,4,1
15495,1,3,4,0,1,3,0,4,0,4,3,0,0,3,3,5,1,1
15496,1,3,1,0,0,3,0,0,0,2,3,0,2,5,3,0,1,1
15497,1,0,2,0,5,4,0,0,0,4,3,1,3,3,1,5,2,0
15498,3,1,0,2,4,3,0,0,0,2,5,2,4,2,0,1,1,1
15499,1,0,1,0,0,3,0,0,0,0,4,4,0,3,2,0,1,4
15500,1,0,5,0,5,3,4,4,4,4,1,4,0,5,2,0,2,1
15501,5,4,5,0,4,3,0,4,4,2,5,5,0,3,0,1,2,2
15502,0,3,2,0,3,4,2,3,3,3,3,1,0,5,1,0,5,5
15503,1,4,1,0,5,2,0,5,0,1,3,1,1,5,3,3,0,1
15504,0,0,3,0,4,3,0,0,0,0,1,2,0,3,2,0,1,3
15505,1,3,2,5,5,3,2,2,3,2,4,4,5,5,1,0,3,5
15506,2,1,5,4,3,3,4,4,1,3,2,1,5,2,2,3,4,1
15507,1,0,2,0,0,0,0,3,1,0,1,2,0,2,5,0,2,1
15508,2,1,1,2,4,3,0,4,1,2,4,2,0,2,2,5,4,3
15509,2,5,2,3,2,2,0,1,0,1,1,1,2,5,0,0,5,1
15510,5,3,5,1,3,3,0,4,4,1,4,0,1,3,4,1,4,5
15511,1,1,5,0,3,0,0,5,5,1,0,5,2,1,2,0,3,1
15512,3,1,1,2,3,0,0,3,5,4,0,0,0,0,0,2,1,1
15513,1,0,3,0,5,5,2,4,4,1,3,4,0,0,0,0,1,1
15514,1,0,3,0,4,2,0,0,0,1,1,2,0,3,2,0,1,2
15515,1,0,0,0,2,5,0,0,0,3,1,4,0,4,1,0,5,0
15516,1,0,2,0,4,5,0,0,0,4,0,4,0,2,5,0,1,5
15517,4,5,1,0,3,3,0,0,0,0,1,4,0,3,4,2,4,4
15518,1,0,3,0,4,4,0,3,0,2,1,4,0,1,0,0,1,1
15519,1,0,0,0,2,1,4,3,1,2,0,0,4,3,2,0,3,1
15520,1,3,1,0,4,5,0,0,5,2,2,5,0,3,4,0,1,1
15521,1,4,1,0,0,1,0,0,1,2,0,0,0,1,0,0,3,4
15522,2,2,1,0,3,3,0,1,0,2,3,1,4,0,5,4,4,1
15523,1,4,0,0,1,3,0,0,0,2,2,3,0,2,2,5,2,5
15524,1,2,0,0,3,3,0,0,4,4,0,1,1,4,3,0,3,1
15525,1,4,2,0,1,5,0,2,4,4,3,4,0,3,1,0,5,1
15526,1,0,2,2,1,2,0,1,5,5,1,5,2,5,1,4,5,2
15527,1,4,5,0,2,4,0,0,3,1,3,2,4,5,2,5,5,1
15528,1,4,1,0,0,2,0,0,4,0,5,1,1,5,3,0,1,0
15529,1,0,4,0,4,4,1,4,5,5,5,2,0,4,5,0,1,2
15530,1,0,5,0,1,5,0,2,4,4,1,5,1,0,3,0,4,5
15531,1,1,3,0,4,4,2,5,3,3,4,5,2,0,1,0,4,5
15532,0,3,0,0,3,4,0,4,4,1,4,3,2,2,3,0,2,5
15533,1,3,4,0,2,1,1,2,2,2,0,4,3,1,3,5,1,2
15534,1,0,0,0,5,3,0,0,0,1,4,5,0,4,0,0,1,1
15535,1,3,0,0,0,3,0,0,1,1,3,1,0,2,0,0,4,2
15536,1,1,1,0,0,0,0,0,1,2,2,2,0,4,3,0,1,2
15537,3,5,1,0,3,3,0,4,0,5,0,5,5,1,3,0,2,1
15538,1,0,0,0,4,3,5,2,0,2,3,1,0,3,4,0,1,5
15539,1,0,5,0,4,4,0,0,0,2,0,4,0,3,5,0,1,4
15540,1,3,0,0,4,5,0,0,1,5,5,5,0,4,5,0,4,0
15541,5,4,2,0,0,3,0,4,0,2,2,2,5,4,3,3,4,1
15542,1,0,1,0,3,5,3,1,0,4,1,2,3,3,2,0,1,4
15543,1,0,1,0,1,5,0,0,0,3,5,1,0,3,1,0,1,0
15544,1,1,0,0,4,3,0,0,4,4,1,1,0,3,1,0,1,2
15545,0,2,4,0,0,3,0,5,0,1,0,3,0,1,3,5,1,1
15546,1,0,1,0,4,0,0,0,0,0,1,2,0,3,2,0,1,1
15547,0,4,4,4,1,3,0,4,0,3,4,1,0,3,4,3,3,2
15548,1,0,1,0,4,4,0,0,0,2,4,5,0,2,1,0,1,3
15549,1,5,0,0,3,3,0,0,4,2,0,5,0,1,5,5,2,1
15550,1,3,2,5,4,1,0,5,2,4,5,2,1,1,4,0,1,2
15551,1,0,0,0,5,1,0,0,5,3,5,5,0,3,1,0,1,2
15552,1,0,3,0,3,0,0,0,5,5,1,2,0,3,5,0,1,5
15553,1,0,5,0,0,1,0,0,1,5,3,4,0,5,2,0,2,2
15554,1,0,1,0,5,4,0,0,0,4,1,5,0,1,5,0,1,1
15555,1,0,3,0,3,4,0,3,4,1,3,4,4,4,4,0,2,1
15556,1,0,0,0,5,5,0,5,4,2,0,4,0,3,3,0,1,0
15557,1,0,4,0,1,4,0,0,4,0,0,1,0,2,2,0,4,5
15558,1,0,1,0,5,3,1,5,3,2,1,1,5,0,5,0,2,5
15559,1,0,3,0,2,2,0,0,4,4,0,5,0,3,4,0,2,3
15560,1,0,4,0,5,1,0,0,0,4,3,0,0,1,4,0,1,4
15561,1,5,4,0,4,1,0,0,2,4,0,5,0,0,5,0,2,3
15562,1,0,5,0,4,3,0,0,0,4,4,3,0,3,4,0,1,0
15564,1,4,5,0,2,1,0,3,2,4,0,1,4,1,2,0,3,4
15565,3,4,1,3,2,3,0,0,0,3,5,2,4,0,2,4,0,1
15566,1,0,3,0,2,0,2,5,3,0,1,2,0,3,5,0,0,0
15567,1,2,3,4,3,3,1,0,2,4,0,1,2,1,3,0,0,4
15568,1,0,1,0,4,0,0,0,0,5,1,2,0,5,2,0,3,0
15569,1,0,2,0,4,4,0,0,0,4,0,1,0,0,1,0,1,3
15570,2,1,0,0,3,3,0,2,3,2,0,1,5,1,4,0,3,2
15571,1,0,0,0,4,2,0,2,0,5,5,1,0,3,4,0,1,1
15572,1,0,3,0,4,0,0,0,0,1,4,2,0,3,1,0,1,2
15573,2,1,4,0,2,0,5,4,3,2,0,5,1,2,2,4,2,2
15574,5,3,3,0,5,3,1,2,2,4,3,5,0,0,5,5,2,4
15575,3,5,3,0,4,3,0,0,2,2,5,5,0,5,3,0,1,1
15576,1,2,3,0,1,3,0,5,0,5,1,4,0,3,0,0,1,5
15577,1,0,5,3,0,5,0,0,0,1,1,5,4,1,5,0,4,0
15578,1,0,4,0,3,3,0,0,3,0,0,0,0,5,0,0,1,5
15579,1,0,2,0,4,5,0,1,4,5,0,2,0,3,5,0,2,1
15580,1,1,1,0,2,3,0,3,4,3,5,4,1,2,0,0,2,0
15581,1,5,2,0,1,4,4,1,5,2,1,1,3,2,1,0,1,0
15582,1,0,1,0,0,5,0,0,0,5,3,5,0,5,3,0,1,2
15583,1,1,3,1,0,1,0,4,1,3,0,4,0,5,2,0,0,0
15584,1,2,2,0,2,2,3,3,0,2,5,5,0,4,0,0,1,2
15585,3,3,2,0,0,0,0,0,5,5,1,5,0,3,3,0,1,1
15586,1,2,2,0,1,4,1,2,4,3,3,4,0,3,3,0,5,0
15587,5,3,3,4,5,3,0,3,0,0,3,2,1,3,0,0,5,1
