CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_중가_clust_id
13867,0,0,4,-3,-1,0,4
13868,4,-3,-1,0,0,4,5
13869,0,0,0,0,0,0,1
13870,-1,-2,3,-3,-1,4,4
13871,0,0,0,0,0,0,1
13872,-3,-1,0,4,-3,0,3
13873,3,-1,0,-2,3,-2,5
13874,0,0,0,0,0,0,1
13875,0,0,0,0,0,0,1
13876,0,0,0,0,0,0,1
13877,0,0,0,0,0,0,1
13878,0,0,0,0,0,0,1
13879,0,0,0,4,-2,-1,3
13880,0,0,0,0,0,0,1
13881,-1,0,0,4,-3,3,3
13882,4,-3,3,-3,2,-1,5
13883,0,0,0,0,0,0,1
13884,-3,3,-3,3,-3,3,0
13885,0,4,-3,-1,0,0,0
13886,0,0,0,0,0,0,1
13887,0,0,0,0,0,0,1
13888,0,0,0,0,0,0,1
13889,0,0,0,4,-3,-1,3
13890,0,0,0,0,0,0,1
13891,0,0,0,0,0,0,1
13892,0,0,0,0,0,0,1
13893,0,0,0,0,0,0,1
13894,-1,0,4,-3,-1,0,4
13895,-2,-1,2,-1,-1,-1,4
13896,0,4,-3,-1,4,-3,2
13897,0,0,0,0,0,0,1
13898,0,0,0,0,0,0,1
13899,0,-1,1,-1,0,0,1
13900,-1,-1,1,-2,3,-2,2
13901,0,0,0,4,-3,-1,3
13902,0,0,0,0,0,0,1
13903,-1,3,-2,-1,-1,4,0
13904,3,-2,-1,0,3,-1,5
13905,1,-2,3,-3,3,-2,4
13906,0,0,0,0,0,0,1
13907,0,0,0,0,0,0,1
13908,4,-3,2,-2,3,-3,5
13909,0,0,4,0,-3,-1,4
13910,0,0,0,0,0,0,1
13911,0,0,0,0,0,0,1
13912,0,4,-3,-1,0,0,0
13913,0,0,0,0,4,-3,2
13914,0,0,0,0,0,0,1
13915,0,4,0,-3,3,-3,2
13916,-2,-1,3,-2,1,0,4
13917,0,0,0,0,0,0,1
13918,0,0,0,0,0,0,1
13919,0,4,-3,-1,0,0,0
13920,2,-1,-2,0,3,-2,2
13921,0,0,0,0,0,0,1
13922,-1,0,4,-3,-1,4,4
13923,0,0,0,0,0,0,1
13924,0,0,0,4,-2,-1,3
13925,0,0,4,-3,-1,0,4
13926,0,0,0,4,-3,-1,3
13927,-3,3,-1,-1,-1,3,0
13928,3,-3,-1,4,-2,-1,3
13929,0,0,0,0,4,-3,2
13930,4,-3,-1,4,-2,-1,3
13931,0,0,4,-2,0,-1,4
13932,0,4,-2,-1,3,-3,2
13933,0,4,-3,-1,4,-3,2
13934,0,0,0,0,0,0,1
13935,0,4,-3,3,-3,3,0
13936,0,0,0,0,0,0,1
13937,-3,-1,0,0,0,0,1
13938,0,0,0,0,0,0,1
13939,0,4,-1,-2,-1,0,0
13940,0,0,4,-1,-2,-1,4
13941,2,-1,1,-2,3,-3,5
13942,0,0,0,0,0,0,1
13943,0,0,0,0,0,0,1
13944,0,0,0,0,0,4,1
13945,0,0,0,0,0,0,1
13946,0,0,4,-3,3,-3,4
13947,0,4,-3,-1,4,-3,2
13948,-3,-1,0,0,0,0,1
13949,4,-3,3,-3,3,-2,5
13950,-1,1,0,-2,3,-2,2
13951,0,4,-3,3,-1,-2,0
13952,-1,0,0,4,-3,3,3
13953,-1,0,0,0,4,0,2
13954,0,0,0,0,0,0,1
13955,0,4,-1,-2,3,-2,2
13956,-2,-1,4,-3,3,-1,4
13957,0,0,0,0,0,0,1
13958,0,0,4,-3,-1,0,4
13959,3,-1,0,-1,0,0,5
13960,4,-3,3,-3,-1,0,5
13962,-1,4,-3,3,-3,-1,0
13963,0,0,4,-3,3,-3,4
13964,0,0,0,0,4,-3,2
13965,0,4,-3,3,-1,-1,0
13966,0,0,4,-3,-1,0,4
13967,-1,0,0,0,4,-3,2
13968,0,0,0,4,-3,3,3
13969,0,0,0,0,4,-3,2
13970,0,0,0,0,0,0,1
13971,3,-3,-1,4,-3,-1,3
13972,0,4,-3,-1,0,0,0
13973,0,0,0,0,0,0,1
13974,0,0,0,4,-3,-1,3
13975,0,0,4,-3,-1,4,4
13976,0,0,4,-1,-2,-1,4
13977,0,-1,0,1,0,-2,1
13978,0,0,0,0,0,0,1
13979,0,0,0,0,0,0,1
13980,0,0,0,0,0,0,1
13981,-3,-1,0,4,-3,3,3
13982,-3,-1,0,4,-3,-1,3
13984,3,-3,-1,0,0,0,5
13985,-3,-1,0,0,0,0,1
13986,0,0,0,0,0,0,1
13987,0,0,0,0,4,-3,2
13988,3,-2,2,-3,0,3,5
13989,0,0,0,0,0,0,1
13990,-1,1,-2,3,-1,-1,3
13991,0,0,0,0,0,0,1
13992,1,-1,-1,-1,0,0,1
13993,1,-2,3,-2,-1,3,4
13994,0,0,0,0,0,0,1
13995,0,4,-3,-1,0,0,0
13996,0,0,0,0,0,0,1
13997,0,0,0,0,0,0,1
13998,0,0,0,0,0,0,1
14000,0,0,0,0,0,0,1
14001,0,0,0,0,0,0,1
14002,-3,-1,4,-2,1,-1,4
14003,-1,0,-1,0,-1,-1,1
14004,-2,3,-3,3,-3,3,0
14005,0,0,0,0,0,0,1
14006,4,-3,-1,4,-3,-1,3
14007,0,0,0,0,0,0,1
14008,-1,2,0,-1,0,-1,1
14009,-3,-1,0,4,-2,-1,3
14010,-3,3,-3,0,3,-3,2
14011,-1,4,-2,-1,3,-3,2
14012,0,0,0,0,0,0,1
14013,4,-3,3,-2,1,-1,5
14014,0,4,-3,3,-3,3,0
14015,0,0,0,0,4,-3,2
14016,4,-3,-1,0,0,0,5
14017,0,-3,3,0,-3,-1,4
14019,0,0,4,-3,-1,0,4
14020,0,0,0,4,-3,-1,3
14021,0,0,0,0,0,0,1
14022,0,0,0,0,4,-3,2
14023,-3,-1,0,0,4,-3,2
14024,1,-2,3,-3,3,-2,4
14025,0,0,4,-3,-1,0,4
14026,0,0,0,0,0,4,1
14027,4,-3,-1,4,-3,-1,3
14028,4,-2,0,-1,3,-1,5
14029,0,0,4,-3,3,-3,4
14031,-1,0,0,0,0,0,1
14032,-1,-1,1,-1,0,1,1
14033,-3,3,-1,-2,3,-1,2
14034,0,0,0,0,0,0,1
14035,0,0,0,0,0,0,1
14036,-1,0,0,4,-3,3,3
14037,-2,-1,-1,0,0,0,1
14038,4,-3,0,-1,4,-3,5
14039,0,0,0,0,4,-3,2
14040,-1,-1,-1,-1,4,-3,2
14041,0,0,0,0,0,0,1
14042,-1,4,0,-3,2,-2,2
14043,-3,2,0,-2,-1,0,1
14044,3,0,-2,-1,3,-3,2
14045,0,0,0,0,0,0,1
14046,-1,0,0,0,0,0,1
14047,-1,0,1,-2,3,-2,2
14048,0,0,0,0,0,0,1
14049,0,4,-3,-1,4,-3,2
14050,0,-3,-1,0,0,0,1
14051,4,-3,-1,0,0,0,5
14052,0,0,0,0,0,0,1
14053,0,0,0,0,0,0,1
14054,-1,-1,3,-3,3,-1,4
14055,0,0,0,0,0,0,1
14056,0,0,0,0,0,0,1
14057,0,0,0,0,0,0,1
14058,0,0,0,0,0,0,1
14059,3,-3,3,-3,-1,4,5
14060,0,0,0,0,0,0,1
14061,0,4,-3,-1,0,4,0
14062,-2,3,-2,-1,3,-3,2
14063,0,0,0,0,0,0,1
14064,0,0,0,0,4,-2,2
14065,0,0,0,0,0,0,1
14066,0,0,0,0,0,0,1
14067,0,0,0,0,4,-3,2
14068,0,0,0,0,0,0,1
14069,0,4,-2,1,-2,3,0
14070,-3,-1,0,4,-3,-1,3
14071,0,0,0,0,0,0,1
14072,4,-1,-2,-1,0,0,5
14073,0,3,-1,0,-1,1,0
14074,-1,3,-3,3,-1,-2,0
14075,0,0,4,-3,-1,0,4
14076,-3,3,-3,-1,0,0,0
14077,-1,-2,3,-3,0,3,4
14078,4,-3,3,-3,3,-3,5
14080,-1,0,0,0,4,-3,2
14081,0,0,0,0,0,0,1
14082,0,0,0,0,0,4,1
14083,0,0,0,0,0,0,1
14084,0,0,0,0,0,0,1
14085,-1,0,0,0,0,0,1
14086,0,0,0,0,0,0,1
14087,-1,4,-3,3,-2,1,0
14088,0,0,0,0,0,0,1
14089,0,0,0,0,0,0,1
14090,0,0,0,0,0,0,1
14091,0,0,0,4,-3,-1,3
14092,0,3,-1,-1,-1,3,0
14093,-2,0,0,0,1,0,1
14094,-1,4,-1,-1,-1,3,0
14095,0,0,0,0,0,0,1
14096,0,0,4,-3,-1,0,4
14097,0,0,4,-3,-1,0,4
14098,4,-1,0,-2,-1,0,5
14099,0,0,0,0,0,0,1
14100,4,-3,0,-1,0,0,5
14101,-1,4,-3,-1,4,-3,2
14102,0,0,0,0,0,0,1
14103,0,0,0,0,0,0,1
14104,0,0,0,0,0,0,1
14105,4,-3,3,0,-3,-1,5
14106,0,0,0,0,0,0,1
14107,4,-3,-1,4,-3,-1,3
14108,0,0,0,0,0,0,1
14109,0,0,0,0,0,0,1
14110,0,0,0,0,0,0,1
14111,0,0,0,0,4,-3,2
14112,0,4,-1,-1,-1,3,0
14113,0,0,0,0,0,0,1
14114,-2,3,-3,-1,0,4,0
14115,3,-3,3,-3,-1,4,5
14116,-3,3,-1,-2,-1,4,0
14117,-3,3,-3,-1,4,-3,2
14118,-1,0,0,0,4,-1,2
14119,0,4,-3,3,-2,1,0
14120,3,0,-1,-2,1,-1,5
14122,0,0,0,0,0,0,1
14123,0,0,0,0,0,0,1
14124,0,0,0,0,0,0,1
14125,-2,-1,-1,4,-2,2,3
14126,0,0,4,-3,-1,0,4
14127,-1,0,0,0,4,-3,2
14128,0,0,0,0,0,0,1
14129,0,-3,-1,4,-1,-2,3
14130,0,4,-3,-1,0,0,0
14131,0,0,0,0,0,0,1
14132,0,2,-3,1,2,-1,2
14133,0,0,0,0,0,0,1
14134,0,4,-3,-1,4,-3,2
14135,-3,3,0,-3,3,-2,2
14136,0,2,-3,3,-3,3,3
14137,-1,0,0,4,-3,3,3
14138,0,0,0,0,0,0,1
14139,-1,1,-2,3,-3,3,3
14140,0,0,0,0,0,0,1
14141,0,0,0,0,0,0,1
14142,0,4,-3,-1,0,0,0
14143,-1,4,-3,3,-1,-2,0
14144,0,0,0,0,0,0,1
14145,-3,-1,0,0,0,0,1
14146,-3,3,-2,2,-3,-1,0
14147,0,0,0,0,0,4,1
14148,0,1,-2,3,-2,1,3
14149,0,0,0,0,0,0,1
14150,-1,0,4,-3,-1,0,4
14152,0,0,0,0,0,0,1
14153,0,0,0,0,0,0,1
14154,-1,0,0,0,0,0,1
14155,3,-3,3,-3,-1,0,5
14156,3,-3,-1,0,4,-3,5
14157,-1,4,-3,-1,0,4,0
14158,0,4,-1,-2,-1,0,0
14159,0,0,0,4,-3,-1,3
14160,0,0,0,4,-3,-1,3
14161,0,0,0,0,0,0,1
14162,4,-3,-1,0,0,4,5
14163,0,0,0,0,0,0,1
14164,0,0,0,0,0,0,1
14165,3,-1,-2,3,-1,0,3
14166,0,4,-3,-1,4,-1,2
14167,-1,1,-1,-1,-1,4,1
14168,-3,3,-3,3,-1,0,0
14169,-1,3,-1,-1,1,0,0
14170,0,0,0,0,0,4,1
14171,0,0,0,0,0,4,1
14172,-1,-2,0,-1,0,0,1
14173,-2,-1,-1,0,0,4,1
14174,0,0,0,0,0,0,1
14175,-3,-1,0,0,0,4,1
14176,0,4,-2,1,0,0,0
14177,0,0,0,0,4,-3,2
14178,0,1,1,-2,-1,2,1
14179,0,0,0,0,0,0,1
14180,0,0,0,0,0,4,1
14181,0,0,0,0,0,0,1
14182,3,-3,3,-3,3,-3,5
14183,0,4,-3,-1,0,4,0
14184,0,0,0,4,-3,3,3
14185,1,0,-2,-1,4,-3,2
14186,-1,1,0,-1,1,-2,1
14187,-1,0,0,0,0,0,1
14188,2,-3,1,1,0,-2,5
14189,0,0,0,0,4,-3,2
14190,0,0,0,0,0,0,1
14191,4,-3,3,-3,-1,0,5
14192,4,-3,-1,0,0,0,5
14193,0,0,0,0,0,0,1
14194,0,0,0,0,0,0,1
14195,0,0,0,4,-1,0,3
14196,0,0,0,0,0,0,1
14197,3,-3,-1,0,0,0,5
14198,0,0,0,0,0,0,1
14199,0,0,0,0,0,0,1
14200,0,4,-3,-1,0,0,0
14201,-1,3,-1,0,-2,-1,0
14202,1,-3,3,-3,3,-3,4
14203,0,0,0,0,0,0,1
14204,4,-3,2,-2,-1,0,5
14205,4,-3,-1,0,0,0,5
14206,4,-3,-1,0,4,-3,5
14207,0,0,4,-2,1,-2,4
14208,0,4,-3,-1,0,0,0
14209,0,0,0,0,0,0,1
14210,-1,0,0,0,0,4,1
14211,0,0,0,0,0,0,1
14212,0,0,0,0,0,0,1
14213,4,-3,3,-3,3,-2,5
14214,0,0,0,4,-3,3,3
14215,-1,0,0,0,0,0,1
14217,-1,-2,-1,0,0,0,1
14218,0,4,-3,-1,0,4,0
14219,0,4,-3,3,-3,-1,0
14220,0,0,0,0,0,0,1
14221,0,0,0,0,0,0,1
14222,0,0,0,0,0,0,1
14223,0,0,0,4,-2,-1,3
14224,-3,3,-1,0,-1,1,0
14225,0,0,0,0,0,0,1
14226,0,-2,1,-2,3,-3,2
14227,-3,-1,0,0,0,0,1
14228,0,0,0,0,0,0,1
14229,0,0,0,0,0,0,1
14230,0,0,0,0,0,0,1
14231,3,-3,3,-3,3,0,5
14232,-3,-1,0,0,0,4,1
14233,-3,3,0,-3,0,-1,0
14234,3,-2,-1,-1,0,0,5
14235,0,4,-3,3,-1,-2,0
14236,0,0,2,-1,-1,1,1
14237,4,-3,-1,0,0,0,5
14238,0,0,0,0,0,0,1
14239,4,-3,3,-2,-1,3,5
14240,0,0,0,0,0,0,1
14241,-2,3,-3,3,-3,3,0
14242,-1,4,-3,-1,4,-3,2
14243,3,-3,3,-3,-1,4,5
14244,0,0,0,0,0,0,1
14245,0,0,0,0,0,0,1
14246,0,0,0,0,0,0,1
14247,-3,-1,0,0,0,0,1
14248,0,0,0,0,4,-1,2
14249,0,0,4,-3,-1,4,4
14250,3,0,-1,-2,0,-1,5
14251,-3,3,-2,0,-1,3,0
14252,4,-2,0,0,-1,3,5
14253,0,0,0,0,4,-1,2
14254,-1,-2,-1,4,-3,-1,3
14255,0,0,0,0,0,0,1
14256,0,0,4,-3,-1,0,4
14257,-2,0,3,0,-3,3,4
14259,-1,0,-1,0,1,-2,1
14260,0,4,-3,-1,0,0,0
14261,-1,-1,1,-1,1,-2,1
14262,-3,-1,0,0,4,-1,2
14263,4,-3,-1,0,4,-3,5
14264,0,0,0,0,0,0,1
14265,-3,-1,0,4,0,-2,3
14266,0,-1,-1,3,0,-3,3
14267,0,0,4,-2,2,-3,4
14268,0,0,0,0,0,0,1
14269,0,0,0,0,0,0,1
14270,-1,0,0,0,0,0,1
14271,2,0,0,-1,0,0,1
14272,0,0,0,0,0,0,1
14273,4,-3,3,-3,-1,0,5
14274,0,0,4,-1,0,-2,4
14275,0,0,4,-1,-2,3,4
14276,0,0,0,0,0,0,1
14277,0,0,0,0,4,-1,2
14278,0,0,0,0,0,0,1
14279,0,0,4,-1,-2,-1,4
14280,0,0,0,0,0,0,1
14281,0,0,0,0,4,-3,2
14282,0,0,0,0,0,0,1
14283,0,0,4,-2,1,-1,4
14284,0,4,-3,-1,4,-3,2
14285,4,-3,2,-2,3,-2,5
14286,4,-3,3,-3,-1,4,5
14287,0,0,0,4,-1,-2,3
14288,-2,0,3,0,-3,2,4
14289,4,-1,-1,0,-1,-1,5
14290,0,0,0,0,0,4,1
14291,0,4,-3,3,-3,3,0
14292,0,4,-3,0,-1,0,0
14293,-1,3,-3,-1,4,-3,2
14294,0,0,4,-3,3,-3,4
14295,0,0,0,0,0,0,1
14296,-3,-1,4,-3,-1,4,4
14297,0,0,0,0,0,0,1
14298,3,-2,1,0,-2,3,5
14299,0,4,0,-3,-1,0,0
14300,-3,-1,4,-3,-1,0,4
14301,0,0,0,0,0,0,1
14302,-3,3,-3,3,-3,3,0
14303,3,-2,-1,-1,0,0,5
14304,0,0,0,0,0,0,1
14305,0,0,0,0,0,0,1
14306,4,-1,-1,-1,3,-3,5
14307,0,4,-3,-1,0,0,0
14308,-2,-1,-1,0,0,0,1
14309,-3,3,-2,-1,3,-3,2
14310,-3,3,-3,3,0,-3,0
14311,4,-2,-1,-1,0,0,5
14312,0,0,0,0,0,0,1
14313,4,-3,1,-1,-1,0,5
14314,0,0,0,0,0,4,1
14315,0,0,0,0,4,-2,2
14316,-1,0,4,-3,-1,4,4
14317,0,0,0,0,0,0,1
14318,4,-1,-2,-1,0,0,5
14319,-1,0,4,-2,0,0,4
14320,0,0,4,0,-3,0,4
14321,0,0,0,0,0,0,1
14322,0,0,0,0,0,0,1
14323,0,0,0,0,0,0,1
14324,0,0,4,-1,0,-2,4
14325,0,0,0,0,0,0,1
14326,-3,3,-3,0,-1,0,0
14327,3,-3,3,-3,-1,0,5
14328,0,0,0,0,0,0,1
14329,0,0,0,0,0,0,1
14330,4,-1,0,-2,3,-3,5
14331,0,0,4,-3,-1,0,4
14332,0,0,0,0,0,0,1
14333,0,0,0,0,0,0,1
14334,4,-1,-2,3,-3,0,3
14335,0,4,0,-3,1,2,0
14336,2,-2,0,3,-3,-1,3
14337,0,0,0,0,0,0,1
14338,-1,4,-3,-1,0,0,0
14339,0,-2,2,-1,1,0,4
14340,-1,0,0,0,0,0,1
14341,0,0,0,0,0,0,1
14342,0,4,0,-3,0,3,0
14343,0,0,0,0,0,0,1
14344,-3,-1,0,0,0,0,1
14345,-1,0,0,0,0,0,1
14346,0,0,0,0,0,0,1
14347,0,0,0,0,0,0,1
14348,0,0,0,0,0,0,1
14349,0,0,0,4,-3,3,3
14350,0,0,0,0,0,0,1
14351,-3,-1,0,0,0,0,1
14352,0,0,0,0,0,0,1
14353,0,-1,3,-2,1,0,4
14354,0,0,0,0,0,0,1
14355,0,0,0,0,0,0,1
14356,0,0,0,0,0,0,1
14357,0,0,0,0,0,0,1
14358,0,4,-3,-1,0,0,0
14359,0,0,0,0,0,0,1
14360,-1,0,4,-3,-1,0,4
14361,0,0,0,0,0,0,1
14362,4,-3,2,-2,-1,0,5
14363,0,0,0,0,0,0,1
14364,0,0,0,0,0,0,1
14365,0,0,0,0,0,0,1
14367,0,0,0,0,0,0,1
14368,0,0,0,0,0,0,1
14369,0,0,0,0,0,0,1
14371,0,4,-2,1,-2,-1,0
14372,0,0,4,-3,-1,0,4
14373,0,0,0,0,0,0,1
14374,-1,0,4,-1,-2,-1,4
14375,0,0,0,0,0,4,1
14376,0,0,0,0,0,0,1
14377,0,0,4,-3,-1,0,4
14378,0,0,0,0,0,0,1
14379,0,0,0,0,0,0,1
14380,0,4,-3,-1,0,0,0
14381,0,4,-3,-1,0,0,0
14382,4,-1,-1,1,-2,3,5
14383,0,0,0,0,0,0,1
14384,0,4,0,-2,-1,-1,0
14385,0,0,4,-3,-1,0,4
14386,0,0,0,0,0,4,1
14387,-3,-1,0,4,-3,-1,3
14388,0,0,0,0,0,0,1
14389,4,-3,-1,4,-2,-1,3
14390,0,0,4,-3,-1,0,4
14391,0,0,0,0,0,0,1
14392,0,0,0,4,-3,-1,3
14393,0,4,-3,-1,0,4,0
14394,-2,1,-1,-1,-1,4,1
14395,0,-3,-1,0,0,0,1
14396,0,0,0,0,0,0,1
14397,-1,0,-2,3,-3,-1,3
14398,0,0,0,0,0,0,1
14399,0,0,4,-3,-1,0,4
14400,0,0,0,0,0,0,1
14401,0,0,4,-3,-1,0,4
14402,4,-3,-1,0,0,0,5
14403,0,4,-1,-2,-1,0,0
14404,0,0,0,0,0,0,1
14406,0,0,0,0,0,0,1
14408,0,0,0,0,0,0,1
14409,-3,3,-3,-1,0,0,0
14410,0,0,0,0,0,0,1
14411,0,0,0,0,0,0,1
14412,-2,-1,3,0,-2,1,4
14413,0,0,0,0,0,0,1
14414,4,-1,-2,-1,0,0,5
14415,0,0,0,0,0,0,1
14416,0,0,0,0,0,0,1
14417,0,0,4,-3,-1,0,4
14418,0,4,0,-3,0,-1,0
14419,4,-3,3,-3,0,3,5
14420,0,4,-3,-1,0,4,0
14421,0,0,0,0,0,0,1
14422,0,0,0,0,0,0,1
14423,-2,3,-3,3,-2,-1,0
14424,0,0,0,0,0,0,1
14425,0,0,0,0,4,-3,2
14426,1,-1,-1,-1,0,4,1
14427,1,-2,-1,4,-2,1,3
14428,0,0,0,4,-1,-2,3
14429,0,0,0,0,0,0,1
14430,0,0,0,0,0,0,1
14431,0,4,-3,-1,4,-3,2
14432,0,0,0,0,0,0,1
14433,0,0,4,-1,-2,3,4
14434,-3,-1,0,0,0,0,1
14435,-1,4,-2,-1,-1,4,0
14436,-1,3,-1,1,-2,0,0
14437,-1,0,-2,2,-2,-1,3
14438,0,0,0,0,0,0,1
14439,0,0,0,0,0,0,1
14440,-1,-1,0,0,4,-1,2
14441,-3,-1,0,4,0,-3,3
14442,0,0,0,0,0,0,1
14443,-1,4,-3,3,-3,-1,0
14444,0,0,4,-3,-1,0,4
14445,0,0,0,0,4,-2,2
14446,0,0,4,-3,3,-3,4
14447,-1,2,-3,3,-2,0,0
14448,0,0,0,0,0,0,1
14449,-3,3,-3,-1,0,0,0
14450,0,0,0,0,0,0,1
14451,0,0,0,0,0,0,1
14452,0,0,0,0,0,0,1
14453,4,-3,-1,0,4,-3,5
14454,0,0,0,0,0,0,1
14455,0,0,0,0,0,4,1
14456,0,0,0,0,0,0,1
14457,0,0,0,0,0,0,1
14458,0,0,0,0,0,4,1
14459,0,0,0,0,0,0,1
14460,4,-2,-1,-1,0,0,5
14461,0,0,0,0,0,0,1
14462,0,0,0,4,-2,-1,3
14463,0,0,0,0,0,0,1
14464,3,-1,0,-1,0,-1,5
14465,0,0,0,0,0,0,1
14466,-1,-1,-1,-1,4,-3,2
14467,4,-3,-1,0,4,-2,5
14468,-3,3,-3,-1,4,-3,2
14469,0,0,0,0,0,0,1
14470,2,-2,-1,0,3,0,5
14471,0,0,0,0,0,0,1
14472,0,-1,1,-2,-1,4,1
14474,-1,-2,3,-3,-1,4,4
14475,-1,0,0,0,0,0,1
14476,1,-1,0,-1,3,-1,2
14477,0,0,0,4,-3,-1,3
14478,0,0,0,0,0,0,1
14479,0,0,0,0,0,4,1
14480,0,0,0,0,0,0,1
14481,-3,-1,4,-2,0,0,4
14482,-2,-1,3,-3,3,-1,4
14483,0,0,0,0,0,0,1
14484,0,0,0,0,0,0,1
14485,-1,3,-3,3,-2,0,0
14486,-3,2,-2,-1,4,0,2
14487,0,0,4,-2,-1,-1,4
14488,0,0,0,0,0,0,1
14489,0,0,0,0,0,0,1
14490,-1,0,4,-3,-1,0,4
14491,4,-3,-1,0,0,0,5
14492,3,-3,3,0,-3,-1,5
14493,0,0,0,0,0,0,1
14494,0,0,0,0,0,0,1
14495,-2,-1,-1,0,4,-3,2
14496,0,0,4,-3,-1,0,4
14497,-3,-1,0,4,-2,-1,3
14498,0,0,0,4,-3,-1,3
14499,0,0,0,0,0,0,1
14500,-2,3,-3,-1,0,0,0
14501,0,4,-3,-1,0,4,0
14502,-1,-2,-1,4,-1,-1,3
14503,-1,4,-3,-1,0,0,0
14504,0,0,0,0,0,0,1
14505,0,0,0,0,0,0,1
14506,0,0,0,0,0,0,1
14507,0,0,0,0,0,0,1
14508,0,0,0,0,0,0,1
14509,-3,3,-2,2,-3,-1,0
14510,-1,0,0,4,-3,-1,3
14511,0,0,0,0,4,-3,2
14512,0,0,0,0,0,0,1
14513,-1,0,0,0,0,0,1
14514,0,0,4,-3,-1,0,4
14515,0,4,-1,0,-2,3,0
14516,3,-1,-2,3,-3,0,3
14517,3,-2,1,-2,3,-3,5
14518,0,0,0,0,0,0,1
14519,0,0,0,4,-3,-1,3
14520,0,-2,3,-1,0,-1,4
14521,-1,0,4,-3,-1,0,4
14522,4,-3,-1,0,0,0,5
14523,0,0,0,0,0,0,1
14524,0,0,0,0,0,0,1
14525,3,-3,3,-3,-1,4,5
14526,-3,-1,0,4,-2,-1,3
14527,0,4,-3,-1,0,0,0
14528,-1,-1,3,-1,-2,3,4
14529,0,0,4,-3,-1,0,4
14530,0,0,0,0,4,-3,2
14531,0,0,0,0,0,0,1
14532,0,4,-1,-2,-1,0,0
14533,0,2,-3,2,-1,1,0
14534,-2,-1,-1,0,0,0,1
14535,0,0,0,0,0,0,1
14536,0,0,0,0,0,0,1
14537,0,0,4,-3,-1,0,4
14538,0,4,-3,-1,0,0,0
14539,0,0,0,4,-3,-1,3
14540,-2,3,-2,-1,2,1,2
14541,0,0,0,0,0,0,1
14542,0,0,4,-3,0,3,4
14543,-1,-1,0,3,-3,3,3
14544,-3,3,-3,2,-1,1,0
14545,0,0,0,0,0,0,1
14546,-3,-1,0,0,0,0,1
14547,-1,0,-2,-1,0,0,1
14548,0,0,0,0,0,0,1
14549,0,4,-2,1,-2,3,0
14550,0,0,4,-3,3,-3,4
14551,0,4,-3,3,-3,-1,0
14552,-3,-1,0,0,0,0,1
14554,-3,-1,0,0,0,0,1
14555,0,0,0,0,0,0,1
14556,0,0,0,0,0,0,1
14557,0,0,0,0,0,0,1
14558,-2,-1,0,4,-2,-1,3
14559,0,0,0,4,-3,-1,3
14560,0,0,-1,-1,-1,0,1
14561,0,0,0,0,0,0,1
14562,0,0,0,0,0,0,1
14563,-1,1,-2,-1,4,-1,2
14564,0,0,0,0,0,0,1
14565,0,0,0,0,0,0,1
14566,-1,-2,0,3,0,-2,3
14567,0,0,0,0,0,0,1
14568,-1,-1,1,-2,3,-2,2
14569,0,0,4,-3,3,-3,4
14570,-1,0,0,0,4,-3,2
14571,0,0,4,-3,-1,0,4
14572,0,0,0,0,0,0,1
14573,0,0,4,-3,-1,0,4
14574,0,0,0,0,0,0,1
14575,0,0,0,4,-3,-1,3
14576,0,0,0,0,0,0,1
14577,0,0,0,0,0,0,1
14578,4,-3,3,-3,-1,0,5
14579,0,0,0,0,0,0,1
14580,-1,0,0,0,0,4,1
14581,0,0,0,0,0,0,1
14582,-3,-1,0,0,0,4,1
14583,0,4,-3,3,-3,0,0
14584,0,4,-3,3,-2,-1,0
14585,0,0,0,0,0,0,1
14586,0,-3,3,-3,3,-3,4
14587,0,0,0,0,0,0,1
14588,0,0,0,0,0,0,1
14589,0,0,0,0,0,0,1
14590,0,4,-3,-1,0,0,0
14591,0,0,0,0,0,0,1
14592,0,4,-3,-1,0,0,0
14593,0,0,0,0,0,0,1
14594,0,0,0,4,0,-2,3
14595,-3,3,-2,-1,-1,0,0
14596,0,0,0,4,-1,-1,3
14597,0,0,0,0,0,0,1
14598,0,0,0,0,0,0,1
14599,0,0,0,0,0,0,1
14600,0,0,4,-3,3,-3,4
14601,0,0,0,4,-3,3,3
14602,0,0,0,0,0,0,1
14603,0,0,0,0,0,0,1
14604,0,0,0,0,4,-3,2
14605,0,0,4,-3,3,-3,4
14606,0,1,-1,1,-2,3,1
14607,0,1,0,-1,-1,0,1
14608,0,0,0,0,0,0,1
14609,0,0,0,0,0,0,1
14610,-1,0,4,-3,-1,4,4
14611,0,0,0,0,0,0,1
14612,-1,0,1,-1,2,-3,1
14613,0,4,-1,-2,-1,0,0
14614,-3,-1,4,-3,3,-3,4
14615,0,0,0,0,0,0,1
14616,0,0,0,0,0,0,1
14617,0,0,0,0,0,0,1
14618,0,0,0,4,-1,-2,3
14619,0,-1,3,-1,-2,3,4
14620,0,0,0,0,0,0,1
14621,0,0,0,0,0,0,1
14622,0,0,0,0,0,0,1
14623,0,0,0,0,0,0,1
14624,0,0,0,0,0,0,1
14625,0,0,0,0,0,0,1
14626,0,0,0,0,0,0,1
14628,4,-1,0,-1,-1,3,5
14629,0,-1,-1,4,-2,1,3
