CUSTNO,전체 분기 중요 카테고리 top_1,전체 분기 중요 카테고리 top_2
14654,[{'식품/생활_중가': 8029980.585895647}],[{'식품/생활_고가': 5716945.541981254}]
14655,[{'의류/이미용_중가': 12268449.882254612}],[{'식품/생활_고가': 8301093.502406459}]
14656,[{'의류/이미용_중가': 28533831.837216556}],[{'식품/생활_고가': 11856085.760992963}]
14657,[{'식품/생활_중가': 4604286.59565267}],[{'가전/레저취미/멀티샵_중가': 3240241.233583411}]
14658,[{'식품/생활_중가': 8334152.686701428}],[{'식품/생활_고가': 3846973.4688521326}]
14659,[{'가구인테리어/잡화_고가': 20354407.57944314}],[{'교육문화/아동_중가': 14423867.215978567}]
14660,[{'식품/생활_중가': 6246069.329411286}],[{'식품/생활_저가': 2653830.610093876}]
14661,[{'식품/생활_중가': 6081356.419197792}],[{'식품/생활_고가': 2111008.192844983}]
14662,[{'의류/이미용_중가': 17497798.538841147}],[{'의류/이미용_고가': 10639146.126278512}]
14663,[{'식품/생활_중가': 5920662.532528719}],[{'식품/생활_고가': 1987553.342594304}]
14664,[{'의류/이미용_고가': 31229620.34687124}],[{'의류/이미용_중가': 5589023.696378039}]
14665,[{'식품/생활_중가': 6144338.623529359}],[{'의류/이미용_중가': 5554168.051137788}]
14666,[{'가구인테리어/잡화_고가': 80120094.26970784}],[{'의류/이미용_고가': 8361834.095962837}]
14668,[{'식품/생활_중가': 2718558.0895783813}],[{'식품/생활_저가': 1548394.288574831}]
14669,[{'의류/이미용_중가': 6392816.89905373}],[{'식품/생활_중가': 3981785.7956438456}]
14670,[{'의류/이미용_중가': 21017297.223032746}],[{'식품/생활_중가': 7758066.439085839}]
14671,[{'식품/생활_중가': 5465920.632789036}],[{'식품/생활_저가': 3161982.6624089093}]
14672,[{'의류/이미용_중가': 2326296.338174145}],[{'교육문화/아동_고가': 344154.8431733254}]
14674,[{'식품/생활_중가': 6660662.725941284}],[{'식품/생활_고가': 2602599.1142587173}]
14675,[{'식품/생활_중가': 7058386.725953443}],[{'의류/이미용_중가': 3954275.0584160043}]
14676,[{'식품/생활_중가': 10043465.269740408}],[{'식품/생활_저가': 2603112.946570672}]
14677,[{'의류/이미용_저가': 11323712.62872543}],[{'식품/생활_중가': 2342796.0860483544}]
14678,[{'식품/생활_중가': 3630743.2335927254}],[{'식품/생활_고가': 495075.5070196354}]
14679,[{'식품/생활_중가': 9028447.0758744}],[{'식품/생활_저가': 3701192.3511152472}]
14680,[{'의류/이미용_중가': 17400901.701394387}],[{'가구인테리어/잡화_고가': 6038317.4242965095}]
14681,[{'식품/생활_중가': 3854631.282446141}],[{'식품/생활_저가': 2860809.5510084312}]
14682,[{'식품/생활_중가': 3581142.3493794138}],[{'의류/이미용_저가': 1673959.5990001983}]
14683,[{'식품/생활_중가': 8117019.826765283}],[{'식품/생활_고가': 1489410.025299084}]
14684,[{'의류/이미용_중가': 8838008.7742686}],[{'가구인테리어/잡화_중가': 6954387.576261293}]
14685,[{'식품/생활_중가': 4841836.243322653}],[{'식품/생활_저가': 1202119.856281667}]
14686,[{'식품/생활_중가': 4386702.526162727}],[{'식품/생활_저가': 1876405.3166320284}]
14688,[{'식품/생활_중가': 5127898.820386491}],[{'식품/생활_고가': 1928900.6363308409}]
14689,[{'식품/생활_중가': 3653410.305936425}],[{'식품/생활_고가': 1756620.0348464206}]
14690,[{'식품/생활_중가': 7059838.984878645}],[{'의류/이미용_저가': 3886821.146617448}]
14691,[{'의류/이미용_고가': 5962800.599495707}],[{'의류/이미용_중가': 5724727.272990202}]
14692,[{'식품/생활_중가': 3860087.167831811}],[{'가전/레저취미/멀티샵_중가': 1196385.6831720346}]
14693,[{'식품/생활_중가': 5516734.398237094}],[{'식품/생활_저가': 2074059.6220752834}]
14694,[{'식품/생활_저가': 3020909.226155007}],[{'식품/생활_중가': 2875312.371633681}]
14695,[{'식품/생활_중가': 9118145.02548181}],[{'식품/생활_고가': 3152496.6704263603}]
14696,[{'의류/이미용_고가': 26439240.023350116}],[{'의류/이미용_중가': 20513090.199487466}]
14697,[{'의류/이미용_중가': 13573415.672495581}],[{'가전/레저취미/멀티샵_중가': 8750463.628581304}]
14699,[{'식품/생활_중가': 3909043.6441745884}],[{'식품/생활_고가': 3295522.6231061127}]
14700,[{'의류/이미용_중가': 21484589.432679713}],[{'의류/이미용_고가': 11900734.298842438}]
14701,[{'의류/이미용_저가': 3761212.366062424}],[{'식품/생활_중가': 3182684.619174772}]
14702,[{'의류/이미용_중가': 66953751.64659195}],[{'가구인테리어/잡화_고가': 38960137.9105892}]
14703,[{'식품/생활_중가': 5477900.492249965}],[{'식품/생활_저가': 1489957.0230836014}]
14704,[{'식품/생활_중가': 4633928.934829046}],[{'식품/생활_저가': 1985059.3732117938}]
14705,[{'가구인테리어/잡화_고가': 19974173.61286661}],[{'의류/이미용_중가': 15463997.70985417}]
14706,[{'의류/이미용_중가': 94674685.82189393}],[{'가구인테리어/잡화_고가': 10991128.27341553}]
14707,[{'식품/생활_중가': 2814031.042399362}],[{'식품/생활_고가': 793315.2131641008}]
14708,[{'식품/생활_중가': 6934042.700206261}],[{'의류/이미용_중가': 4093328.7589135226}]
14709,[{'의류/이미용_중가': 10392803.373751367}],[{'식품/생활_중가': 8222268.466897748}]
14710,[{'식품/생활_중가': 10140720.538506284}],[{'식품/생활_저가': 2315433.477068908}]
14711,[{'식품/생활_중가': 5024107.674391761}],[{'식품/생활_저가': 553328.828504263}]
14712,[{'식품/생활_중가': 6993682.924438558}],[{'의류/이미용_고가': 1680970.55682281}]
14713,[{'식품/생활_중가': 4650027.595073035}],[{'식품/생활_고가': 4287556.673308358}]
14714,[{'식품/생활_중가': 5387998.293985128}],[{'식품/생활_저가': 2617091.3625206756}]
14715,[{'의류/이미용_중가': 48793567.32540772}],[{'교육문화/아동_중가': 13503800.498637686}]
14716,[{'의류/이미용_중가': 19145222.858648077}],[{'가구인테리어/잡화_고가': 13259314.766901094}]
14717,[{'식품/생활_중가': 5349088.168385815}],[{'의류/이미용_저가': 3968446.3411627132}]
14718,[{'의류/이미용_중가': 34538462.92259313}],[{'가구인테리어/잡화_고가': 16476367.093137939}]
14719,[{'의류/이미용_중가': 5226391.371529365}],[{'가구인테리어/잡화_중가': 3428484.531359576}]
14720,[{'식품/생활_중가': 7289379.766241743}],[{'식품/생활_고가': 4794013.140081233}]
14721,[{'가구인테리어/잡화_고가': 15960072.209057458}],[{'침구/주방_고가': 8897207.3260452}]
14722,[{'식품/생활_중가': 6036476.306984246}],[{'식품/생활_저가': 2917844.029511213}]
14723,[{'식품/생활_고가': 5734018.353040719}],[{'식품/생활_중가': 5377767.21028064}]
14726,[{'식품/생활_고가': 1843900.7496371919}],[{'식품/생활_중가': 1155380.9922750394}]
14727,[{'의류/이미용_고가': 65573336.77829385}],[{'의류/이미용_중가': 17801018.226680327}]
14728,[{'식품/생활_중가': 5056594.826972985}],[{'식품/생활_저가': 1752286.8875697893}]
14729,[{'식품/생활_중가': 7728168.456574516}],[{'식품/생활_저가': 3301239.627635922}]
14730,[{'식품/생활_중가': 3522557.6192811783}],[{'식품/생활_저가': 1137866.8459624206}]
14731,[{'식품/생활_중가': 8196647.937142475}],[{'의류/이미용_저가': 2719601.813922174}]
14733,[{'의류/이미용_중가': 35035077.97297403}],[{'의류/이미용_고가': 16482475.992467733}]
14734,[{'식품/생활_중가': 8950276.425349802}],[{'식품/생활_저가': 3024152.020538361}]
14735,[{'교육문화/아동_중가': 8522585.293123847}],[{'가구인테리어/잡화_고가': 7904303.143726274}]
14736,[{'식품/생활_중가': 4538351.2360792635}],[{'식품/생활_저가': 2462174.958930883}]
14737,[{'식품/생활_중가': 8351564.696392923}],[{'식품/생활_저가': 4355377.621003209}]
14738,[{'식품/생활_중가': 6059144.912630812}],[{'식품/생활_저가': 2530992.295261156}]
14739,[{'식품/생활_중가': 8121367.224247624}],[{'식품/생활_저가': 3147920.939470608}]
14740,[{'의류/이미용_저가': 3723730.2527034935}],[{'식품/생활_중가': 2922251.1481354665}]
14741,[{'의류/이미용_중가': 9574907.71393704}],[{'식품/생활_중가': 4239667.023133123}]
14742,[{'식품/생활_중가': 5029121.823072623}],[{'식품/생활_저가': 2427138.9243166596}]
14743,[{'식품/생활_중가': 9234159.268406989}],[{'식품/생활_고가': 2971256.846103158}]
14744,[{'식품/생활_중가': 5185346.115643472}],[{'식품/생활_저가': 2533645.114216166}]
14745,[{'의류/이미용_중가': 21210175.597425602}],[{'의류/이미용_고가': 11335226.912662659}]
14746,[{'식품/생활_중가': 3078798.196804992}],[{'식품/생활_저가': 1967094.7421978987}]
14747,[{'가구인테리어/잡화_고가': 13657462.510089602}],[{'교육문화/아동_중가': 9167856.950719804}]
14748,[{'식품/생활_중가': 8346793.310384072}],[{'식품/생활_고가': 4283041.71808159}]
14749,[{'의류/이미용_고가': 7854163.178046299}],[{'식품/생활_중가': 7743057.123407285}]
14750,[{'식품/생활_고가': 2792052.442916843}],[{'가전/레저취미/멀티샵_중가': 2605343.9601492323}]
14751,[{'식품/생활_중가': 3017217.4136438607}],[{'식품/생활_고가': 1732685.8034715678}]
14753,[{'식품/생활_중가': 6844252.0550838355}],[{'가구인테리어/잡화_중가': 2395602.679759607}]
14754,[{'가구인테리어/잡화_고가': 40379726.33822086}],[{'의류/이미용_중가': 33086504.29514668}]
14755,[{'식품/생활_중가': 4441391.230456516}],[{'식품/생활_고가': 1723143.1163494254}]
14757,[{'의류/이미용_중가': 74912738.4550652}],[{'교육문화/아동_중가': 31905020.572572127}]
14758,[{'식품/생활_중가': 3703532.111797181}],[{'식품/생활_저가': 909234.7620873897}]
14759,[{'식품/생활_중가': 6481614.618441778}],[{'식품/생활_저가': 3218192.4625524417}]
14760,[{'의류/이미용_중가': 1861833.0346336698}],[{'식품/생활_중가': 902489.783896021}]
14761,[{'식품/생활_중가': 2870602.1061166883}],[{'식품/생활_고가': 2579831.748777684}]
14762,[{'식품/생활_중가': 3081371.8000575257}],[{'의류/이미용_중가': 2857959.2633293676}]
14763,[{'의류/이미용_중가': 9190253.504825817}],[{'가구인테리어/잡화_중가': 6736117.496548997}]
14764,[{'식품/생활_중가': 5712717.713705915}],[{'식품/생활_저가': 3326853.802458344}]
14765,[{'식품/생활_중가': 2882129.4002922648}],[{'식품/생활_저가': 2779114.884676952}]
14766,[{'식품/생활_중가': 7458489.96110595}],[{'식품/생활_고가': 5435811.610257459}]
14767,[{'식품/생활_중가': 5448897.5943220705}],[{'식품/생활_고가': 1089216.2643291117}]
14768,[{'의류/이미용_중가': 7440881.168623649}],[{'식품/생활_중가': 2684911.3838910833}]
14769,[{'의류/이미용_중가': 12496509.965123074}],[{'가구인테리어/잡화_중가': 5959005.771856645}]
14770,[{'식품/생활_중가': 6073689.716562609}],[{'식품/생활_고가': 1557219.739448655}]
14771,[{'식품/생활_중가': 2924410.5263116993}],[{'식품/생활_고가': 2629544.41089843}]
14772,[{'식품/생활_중가': 2484000.4749604696}],[{'의류/이미용_저가': 1855410.4970699882}]
14773,[{'식품/생활_중가': 5555694.19212197}],[{'의류/이미용_저가': 3151593.643849896}]
14774,[{'식품/생활_중가': 6334926.287739286}],[{'교육문화/아동_중가': 3423241.3599917954}]
14775,[{'가전/레저취미/멀티샵_중가': 1812752.6410516426}],[{'식품/생활_중가': 1117675.432343594}]
14776,[{'식품/생활_중가': 4133636.358996047}],[{'식품/생활_저가': 1776824.0580603734}]
14777,[{'의류/이미용_저가': 7100447.599044789}],[{'식품/생활_중가': 3483302.429918327}]
14778,[{'식품/생활_중가': 9003727.857293736}],[{'식품/생활_고가': 2828445.093104584}]
14779,[{'가전/레저취미/멀티샵_고가': 12442359.37081152}],[{'의류/이미용_고가': 11366411.683492625}]
14780,[{'식품/생활_중가': 4142173.1800305387}],[{'식품/생활_저가': 2295582.470698881}]
14781,[{'의류/이미용_중가': 7545782.913973987}],[{'식품/생활_중가': 6124508.92280262}]
14782,[{'식품/생활_중가': 6054583.764928239}],[{'교육문화/아동_고가': 1387767.0026981803}]
14783,[{'식품/생활_중가': 5289233.699189321}],[{'식품/생활_저가': 997314.3365851487}]
14784,[{'식품/생활_중가': 7146550.769386429}],[{'식품/생활_저가': 1854200.2701882517}]
14785,[{'식품/생활_중가': 3935493.328811871}],[{'식품/생활_고가': 1185356.9743017848}]
14786,[{'식품/생활_중가': 7364558.910602916}],[{'식품/생활_저가': 1975068.5933725333}]
14787,[{'의류/이미용_중가': 10648891.38725799}],[{'가전/레저취미/멀티샵_중가': 4395038.323673285}]
14788,[{'식품/생활_중가': 6459475.16883193}],[{'식품/생활_저가': 3574851.571382101}]
14789,[{'가구인테리어/잡화_고가': 5156177.34272382}],[{'식품/생활_중가': 4088373.912025273}]
14790,[{'식품/생활_중가': 7343309.126528371}],[{'의류/이미용_중가': 6975517.832350671}]
14791,[{'의류/이미용_중가': 16476283.427788772}],[{'교육문화/아동_중가': 11447897.398448458}]
14792,[{'식품/생활_중가': 6028670.064164735}],[{'식품/생활_저가': 2620202.373461954}]
14793,[{'식품/생활_중가': 5529108.267963225}],[{'식품/생활_저가': 1234883.5089653316}]
14794,[{'식품/생활_중가': 6771464.692710559}],[{'식품/생활_저가': 2300542.972979136}]
14795,[{'식품/생활_중가': 5995719.870390542}],[{'식품/생활_저가': 1770828.225931455}]
14796,[{'식품/생활_중가': 3038329.011403119}],[{'식품/생활_고가': 1491086.2728903794}]
14797,[{'식품/생활_중가': 3371870.704549578}],[{'의류/이미용_저가': 1090122.4851029785}]
14798,[{'식품/생활_중가': 2074882.12197429}],[{'식품/생활_고가': 1125230.6585228043}]
14799,[{'식품/생활_중가': 4587025.820675861}],[{'식품/생활_저가': 2129606.7879666984}]
14800,[{'식품/생활_중가': 3625557.55119381}],[{'식품/생활_저가': 1692075.895618297}]
14801,[{'식품/생활_중가': 3419370.7555705197}],[{'식품/생활_고가': 1053888.606946975}]
14802,[{'가구인테리어/잡화_고가': 13104364.628452247}],[{'식품/생활_고가': 9658165.477253968}]
14803,[{'가구인테리어/잡화_중가': 2933837.18729968}],[{'의류/이미용_저가': 2795112.3639382753}]
14804,[{'의류/이미용_중가': 7633467.555040951}],[{'의류/이미용_고가': 5056858.045467697}]
14805,[{'의류/이미용_중가': 8390688.711333083}],[{'식품/생활_중가': 4470545.699521009}]
14806,[{'식품/생활_중가': 7644774.901628628}],[{'식품/생활_저가': 4897227.089176052}]
14807,[{'식품/생활_중가': 7538763.559535062}],[{'식품/생활_고가': 2609849.2794734114}]
14808,[{'의류/이미용_저가': 8948157.882642947}],[{'가구인테리어/잡화_고가': 4134979.1908489484}]
14809,[{'식품/생활_중가': 5251833.496272616}],[{'식품/생활_고가': 2958008.68771241}]
14810,[{'식품/생활_중가': 3757142.5681361374}],[{'식품/생활_저가': 2687112.8667049767}]
14811,[{'식품/생활_중가': 6455038.006704252}],[{'식품/생활_저가': 2242613.079164256}]
14812,[{'식품/생활_중가': 6304248.189116291}],[{'식품/생활_고가': 3529890.2460445585}]
14813,[{'식품/생활_중가': 3531334.985802599}],[{'식품/생활_고가': 3275883.1796291047}]
14814,[{'식품/생활_중가': 7289201.500640612}],[{'의류/이미용_저가': 2356728.1978043523}]
14815,[{'식품/생활_중가': 14831984.520768544}],[{'가전/레저취미/멀티샵_고가': 7816704.754527077}]
14816,[{'식품/생활_중가': 4663832.694385229}],[{'식품/생활_저가': 999080.9326001903}]
14817,[{'식품/생활_중가': 12057237.359231073}],[{'식품/생활_고가': 4252330.250824679}]
14818,[{'의류/이미용_중가': 4373502.908746999}],[{'식품/생활_고가': 3254073.9630178106}]
14819,[{'식품/생활_중가': 3245237.344023699}],[{'의류/이미용_저가': 1892636.4366967508}]
14820,[{'의류/이미용_중가': 52242490.97212742}],[{'가구인테리어/잡화_고가': 18096967.84554677}]
14821,[{'식품/생활_중가': 7952907.646108295}],[{'식품/생활_저가': 2336934.0389500204}]
14822,[{'의류/이미용_중가': 15440645.30968308}],[{'식품/생활_중가': 8785103.797492966}]
14823,[{'식품/생활_중가': 6183438.8399800025}],[{'식품/생활_저가': 4342621.64567769}]
14824,[{'식품/생활_중가': 4233632.224734521}],[{'식품/생활_저가': 2148780.6221950087}]
14825,[{'식품/생활_중가': 3722488.502289927}],[{'식품/생활_저가': 2188274.5588201554}]
14826,[{'의류/이미용_중가': 48917651.00758502}],[{'가구인테리어/잡화_고가': 44790365.326832406}]
14827,[{'식품/생활_중가': 4538817.662650816}],[{'의류/이미용_중가': 1403070.8286665976}]
14828,[{'식품/생활_중가': 3253510.5646822434}],[{'교육문화/아동_저가': 2864544.7945034946}]
14830,[{'가전/레저취미/멀티샵_고가': 51934433.61831355}],[{'의류/이미용_중가': 9601228.559314664}]
14831,[{'식품/생활_중가': 3971032.6989667234}],[{'식품/생활_저가': 3019420.800330285}]
14832,[{'식품/생활_중가': 5390391.6988694435}],[{'식품/생활_저가': 2773071.9010181003}]
14833,[{'식품/생활_고가': 5713411.790523981}],[{'의류/이미용_중가': 5586915.056453348}]
14834,[{'식품/생활_저가': 7487778.7658822145}],[{'식품/생활_중가': 5596399.395891178}]
14835,[{'의류/이미용_중가': 6083577.983638283}],[{'식품/생활_중가': 5283280.543617325}]
14836,[{'식품/생활_중가': 1679135.811159774}],[{'식품/생활_저가': 1628507.8843537173}]
14837,[{'식품/생활_중가': 4993163.514803745}],[{'식품/생활_저가': 2926591.6702112923}]
14838,[{'의류/이미용_중가': 62371064.31435177}],[{'가전/레저취미/멀티샵_중가': 4921385.752595443}]
14839,[{'식품/생활_중가': 5451999.746086492}],[{'교육문화/아동_중가': 4062590.797852573}]
14840,[{'식품/생활_중가': 5536725.342738743}],[{'의류/이미용_저가': 3446889.1201020437}]
14841,[{'식품/생활_중가': 7106166.544715045}],[{'식품/생활_저가': 1327619.7970293844}]
14842,[{'식품/생활_중가': 2925312.748195689}],[{'식품/생활_고가': 930804.4265391033}]
14844,[{'식품/생활_중가': 6932284.572124758}],[{'식품/생활_고가': 4916654.994683942}]
14845,[{'식품/생활_중가': 5798967.411547322}],[{'식품/생활_저가': 1692874.3223311047}]
14846,[{'식품/생활_중가': 5748986.982545299}],[{'식품/생활_저가': 4305645.768492642}]
14847,[{'의류/이미용_중가': 10193342.42235393}],[{'의류/이미용_고가': 6998902.680200486}]
14848,[{'식품/생활_중가': 4591587.461432295}],[{'의류/이미용_저가': 3633125.4402956823}]
14849,[{'식품/생활_중가': 5310129.328715862}],[{'식품/생활_저가': 1497056.6183325157}]
14850,[{'의류/이미용_고가': 30031636.34491295}],[{'의류/이미용_중가': 28365285.97059974}]
14851,[{'의류/이미용_중가': 61913774.522835776}],[{'가구인테리어/잡화_중가': 10372637.889729707}]
14852,[{'가전/레저취미/멀티샵_고가': 42952230.61938462}],[{'의류/이미용_중가': 19021772.887498964}]
14853,[{'식품/생활_중가': 6128979.697138414}],[{'의류/이미용_중가': 4632455.536805359}]
14854,[{'가전/레저취미/멀티샵_중가': 1802891.5183515423}],[{'식품/생활_고가': 878536.4597604396}]
14855,[{'의류/이미용_중가': 21243731.260727096}],[{'가구인테리어/잡화_고가': 20399794.415869296}]
14856,[{'식품/생활_중가': 5794177.261983533}],[{'식품/생활_고가': 2076368.285716867}]
14857,[{'가구인테리어/잡화_중가': 11196325.375114005}],[{'식품/생활_중가': 3254305.7833034657}]
14858,[{'식품/생활_중가': 17182824.782837853}],[{'식품/생활_저가': 12745766.503377149}]
14859,[{'식품/생활_중가': 6780469.1269058045}],[{'식품/생활_고가': 2659732.833039919}]
14861,[{'식품/생활_중가': 5179466.550934049}],[{'가전/레저취미/멀티샵_중가': 2776069.764972036}]
14863,[{'식품/생활_중가': 6984887.012343029}],[{'식품/생활_고가': 1827500.9065205432}]
14864,[{'식품/생활_중가': 5524989.277626261}],[{'식품/생활_고가': 2169551.6426883377}]
14865,[{'식품/생활_중가': 5904361.082684585}],[{'식품/생활_저가': 2130127.1878898367}]
14866,[{'의류/이미용_중가': 45879908.884083435}],[{'교육문화/아동_중가': 28330259.67714256}]
14867,[{'식품/생활_중가': 3385670.2447050735}],[{'식품/생활_고가': 1475464.882825677}]
14868,[{'의류/이미용_고가': 52529827.88198165}],[{'가구인테리어/잡화_고가': 7617674.7182805855}]
14869,[{'의류/이미용_고가': 7356960.02014208}],[{'식품/생활_중가': 3723079.242086718}]
14870,[{'식품/생활_중가': 5314537.580374348}],[{'식품/생활_저가': 1943327.5643653625}]
14871,[{'의류/이미용_중가': 9403924.773121344}],[{'가구인테리어/잡화_중가': 2707764.462069052}]
14872,[{'식품/생활_중가': 11586842.006755127}],[{'식품/생활_저가': 2340887.8107612617}]
14873,[{'의류/이미용_중가': 40609747.60448468}],[{'의류/이미용_고가': 26704153.163161587}]
14874,[{'식품/생활_중가': 5651879.405715507}],[{'의류/이미용_저가': 1601693.048979444}]
14875,[{'식품/생활_고가': 7745943.929074344}],[{'식품/생활_중가': 2440015.711815527}]
14876,[{'식품/생활_중가': 6335038.6797012575}],[{'의류/이미용_저가': 1277000.280691604}]
14877,[{'식품/생활_중가': 7868370.119192252}],[{'가구인테리어/잡화_중가': 3590877.7843370456}]
14878,[{'가구인테리어/잡화_고가': 78567672.78928041}],[{'의류/이미용_중가': 26952228.83882533}]
14879,[{'식품/생활_중가': 4654126.530130065}],[{'식품/생활_고가': 2961704.7168765194}]
14880,[{'의류/이미용_중가': 10802183.681640625}],[{'식품/생활_고가': 8059002.153816927}]
14881,[{'의류/이미용_중가': 27869160.023610257}],[{'가구인테리어/잡화_중가': 15980704.661443312}]
14882,[{'식품/생활_중가': 4398537.467960117}],[{'식품/생활_저가': 2925159.9221645338}]
14883,[{'의류/이미용_중가': 14801998.475751648}],[{'의류/이미용_고가': 11075362.14062604}]
14884,[{'식품/생활_중가': 8800820.98546335}],[{'가전/레저취미/멀티샵_중가': 2870788.1676198607}]
14885,[{'식품/생활_중가': 2565965.592554412}],[{'의류/이미용_중가': 1335894.8186017694}]
14886,[{'식품/생활_중가': 3258561.783395944}],[{'식품/생활_저가': 1468411.6503724316}]
14887,[{'식품/생활_중가': 3279160.86610559}],[{'식품/생활_저가': 1433002.0143934165}]
14888,[{'식품/생활_중가': 3079491.6022508377}],[{'식품/생활_저가': 1697998.957215295}]
14889,[{'식품/생활_중가': 6498154.279518335}],[{'의류/이미용_중가': 5779465.137348128}]
14890,[{'식품/생활_중가': 3763241.041155059}],[{'의류/이미용_저가': 1598858.711114694}]
14891,[{'식품/생활_중가': 4933537.203280672}],[{'식품/생활_고가': 3537321.3627325734}]
14892,[{'식품/생활_중가': 8365551.369362856}],[{'식품/생활_저가': 4031129.233731491}]
14893,[{'의류/이미용_중가': 33746271.49298069}],[{'의류/이미용_고가': 29706074.426678665}]
14894,[{'식품/생활_중가': 5275168.289267522}],[{'의류/이미용_중가': 4862757.885300089}]
14895,[{'식품/생활_중가': 7314320.760300213}],[{'식품/생활_고가': 4098048.3090499686}]
14896,[{'식품/생활_중가': 7918627.662528041}],[{'식품/생활_저가': 1881409.7003562443}]
14897,[{'식품/생활_중가': 5472132.157537954}],[{'식품/생활_저가': 2151487.4638921176}]
14898,[{'가구인테리어/잡화_고가': 19677498.95961708}],[{'교육문화/아동_중가': 7953966.934707222}]
14899,[{'식품/생활_중가': 5536705.369617438}],[{'식품/생활_고가': 1666720.4337301892}]
14900,[{'식품/생활_중가': 4297882.508678425}],[{'식품/생활_고가': 1745633.1565866193}]
14901,[{'식품/생활_중가': 4100384.8586227065}],[{'식품/생활_고가': 3107458.01192612}]
14902,[{'식품/생활_고가': 9177819.631962935}],[{'식품/생활_중가': 4467016.0054344535}]
14903,[{'의류/이미용_중가': 35676917.06721988}],[{'침구/주방_고가': 11917558.653624322}]
14905,[{'식품/생활_중가': 4733700.787885565}],[{'식품/생활_저가': 2338054.528941918}]
14906,[{'의류/이미용_중가': 7674996.250341403}],[{'식품/생활_중가': 2398361.580365751}]
14907,[{'식품/생활_중가': 8025021.822434604}],[{'식품/생활_저가': 4347694.883185913}]
14908,[{'식품/생활_중가': 3982833.1529312623}],[{'식품/생활_저가': 1861740.5373167044}]
14909,[{'식품/생활_중가': 3682371.4194335607}],[{'의류/이미용_저가': 3494737.093310742}]
14910,[{'식품/생활_중가': 7143455.215958998}],[{'식품/생활_저가': 2207086.3800010057}]
14911,[{'식품/생활_중가': 6381289.749581309}],[{'의류/이미용_저가': 1617232.7250265144}]
14912,[{'식품/생활_고가': 6513864.583329836}],[{'식품/생활_중가': 2688540.0097865313}]
14913,[{'식품/생활_중가': 3212399.73524103}],[{'가전/레저취미/멀티샵_중가': 3054191.648642182}]
14914,[{'식품/생활_중가': 7145093.082244837}],[{'식품/생활_고가': 6060353.360650453}]
14915,[{'식품/생활_고가': 12037192.80387295}],[{'식품/생활_중가': 6188737.224698262}]
14916,[{'식품/생활_중가': 3851673.331998746}],[{'식품/생활_저가': 1816652.487903925}]
14917,[{'의류/이미용_중가': 6432860.752599429}],[{'의류/이미용_고가': 3663194.612487469}]
14918,[{'의류/이미용_고가': 40737041.88502612}],[{'가구인테리어/잡화_고가': 14976044.223049762}]
14919,[{'가전/레저취미/멀티샵_중가': 6182306.7233258}],[{'교육문화/아동_중가': 4726567.886302555}]
14920,[{'식품/생활_중가': 6291362.611334564}],[{'가구인테리어/잡화_고가': 6132315.29156735}]
14921,[{'식품/생활_중가': 4877384.924113435}],[{'식품/생활_저가': 1291554.5954621774}]
14922,[{'식품/생활_중가': 3680077.428235592}],[{'식품/생활_저가': 2526376.188724262}]
14924,[{'가구인테리어/잡화_고가': 33066402.83676402}],[{'식품/생활_중가': 9160054.062449198}]
14926,[{'식품/생활_중가': 6462853.974603721}],[{'식품/생활_저가': 2430050.279407625}]
14927,[{'의류/이미용_중가': 2912993.289832609}],[{'식품/생활_중가': 2595194.92963491}]
14928,[{'식품/생활_중가': 6943132.213297385}],[{'의류/이미용_중가': 2131608.0513354377}]
14929,[{'식품/생활_중가': 10915993.214837264}],[{'식품/생활_고가': 5421585.214072969}]
14930,[{'의류/이미용_중가': 6478886.469742229}],[{'의류/이미용_저가': 2463306.645878977}]
14931,[{'의류/이미용_중가': 23413682.558414128}],[{'의류/이미용_고가': 4325124.148466722}]
14932,[{'식품/생활_중가': 4441634.378212269}],[{'식품/생활_고가': 2262694.9918853412}]
14933,[{'식품/생활_고가': 3274234.8827100256}],[{'식품/생활_중가': 2968148.602665632}]
14934,[{'식품/생활_중가': 5554915.0869637}],[{'식품/생활_고가': 2129944.764893885}]
14935,[{'식품/생활_중가': 6724919.355158511}],[{'식품/생활_저가': 1933375.646240255}]
14936,[{'식품/생활_중가': 5362857.9715022845}],[{'가전/레저취미/멀티샵_중가': 3227905.3839997174}]
14937,[{'식품/생활_중가': 5377539.01478313}],[{'교육문화/아동_고가': 1354641.3138968393}]
14938,[{'식품/생활_중가': 5260714.095185688}],[{'식품/생활_저가': 1813159.4333032125}]
14939,[{'가구인테리어/잡화_고가': 16248604.017139148}],[{'의류/이미용_중가': 14457245.225231837}]
14940,[{'식품/생활_중가': 4625064.852524498}],[{'의류/이미용_중가': 4457075.946963241}]
14941,[{'가구인테리어/잡화_고가': 19943605.478735343}],[{'의류/이미용_중가': 12278224.697455615}]
14942,[{'가전/레저취미/멀티샵_중가': 30972086.861264493}],[{'식품/생활_중가': 8837032.339477478}]
14943,[{'식품/생활_중가': 10452523.778872516}],[{'의류/이미용_저가': 3522350.2151149865}]
14944,[{'식품/생활_중가': 3382319.146400317}],[{'의류/이미용_중가': 2573866.3467423385}]
14945,[{'식품/생활_중가': 5852354.432384251}],[{'의류/이미용_저가': 2737245.7680239566}]
14946,[{'식품/생활_중가': 2243536.3246910437}],[{'의류/이미용_고가': 1553079.4420884526}]
