CUSTNO,Count_전체 분기 중요 카테고리 top_1,Count_전체 분기 중요 카테고리 top_2
15745,[{'Frequency_식품/생활_중가': 471.4575124816066}],[{'Frequency_식품/생활_저가': 313.71251165813317}]
15746,[{'Frequency_식품/생활_저가': 1285.59547438876}],[{'Frequency_식품/생활_중가': 1222.9370876054306}]
15747,[{'Frequency_식품/생활_중가': 627.9609286656207}],[{'Frequency_식품/생활_고가': 73.71244034309568}]
15748,[{'Frequency_식품/생활_저가': 1028.225828473033}],[{'Frequency_식품/생활_중가': 792.1453194115403}]
15749,[{'Frequency_식품/생활_중가': 965.1948629571292}],[{'Frequency_식품/생활_저가': 283.24962320697375}]
15750,[{'Frequency_식품/생활_저가': 790.2843709398956}],[{'Frequency_식품/생활_중가': 648.5416746844489}]
15751,[{'Frequency_의류/이미용_중가': 313.67247760124025}],[{'Frequency_가구인테리어/잡화_저가': 45.03903274605499}]
15752,[{'Frequency_식품/생활_중가': 1157.6766030002832}],[{'Frequency_식품/생활_저가': 756.5996189955378}]
15753,[{'Frequency_식품/생활_저가': 715.9684373944714}],[{'Frequency_식품/생활_중가': 578.3649618801905}]
15754,[{'Frequency_식품/생활_중가': 310.0477753090578}],[{'Frequency_식품/생활_고가': 179.18848971972827}]
15755,[{'Frequency_식품/생활_중가': 258.2333299359926}],[{'Frequency_교육문화/아동_중가': 59.37912901424764}]
15756,[{'Frequency_식품/생활_중가': 669.254365501001}],[{'Frequency_식품/생활_저가': 540.8899993507504}]
15757,[{'Frequency_가구인테리어/잡화_저가': 331.9865223664495}],[{'Frequency_식품/생활_중가': 311.93670081771205}]
15758,[{'Frequency_식품/생활_중가': 419.8955808885954}],[{'Frequency_식품/생활_고가': 47.762151381995665}]
15759,[{'Frequency_식품/생활_중가': 156.95276889524646}],[{'Frequency_식품/생활_고가': 77.24891689630907}]
15760,[{'Frequency_식품/생활_저가': 1472.916007143647}],[{'Frequency_식품/생활_중가': 1410.4018992130923}]
15761,[{'Frequency_식품/생활_중가': 595.1944709966012}],[{'Frequency_식품/생활_저가': 245.94931906776662}]
15762,[{'Frequency_식품/생활_중가': 300.17672329684933}],[{'Frequency_의류/이미용_중가': 116.11907603201576}]
15763,[{'Frequency_식품/생활_중가': 942.6852599110359}],[{'Frequency_식품/생활_저가': 645.0622937224797}]
15764,[{'Frequency_식품/생활_중가': 1138.855505551806}],[{'Frequency_식품/생활_저가': 529.999483491513}]
15765,[{'Frequency_식품/생활_중가': 88.91658926526728}],[{'Frequency_의류/이미용_중가': 69.9604438131942}]
15766,[{'Frequency_식품/생활_중가': 965.0863338628476}],[{'Frequency_식품/생활_저가': 354.0615205267857}]
15767,[{'Frequency_식품/생활_중가': 468.26945708369783}],[{'Frequency_식품/생활_저가': 75.12203017085358}]
15769,[{'Frequency_식품/생활_중가': 676.4103781862409}],[{'Frequency_식품/생활_저가': 495.53502032500967}]
15770,[{'Frequency_식품/생활_중가': 513.4182596356441}],[{'Frequency_식품/생활_고가': 349.4673973946017}]
15771,[{'Frequency_식품/생활_중가': 680.0699778926897}],[{'Frequency_식품/생활_저가': 493.59906716543134}]
15772,[{'Frequency_식품/생활_중가': 117.36846029340998}],[{'Frequency_식품/생활_고가': 51.18104545817138}]
15773,[{'Frequency_식품/생활_중가': 1302.827967020297}],[{'Frequency_식품/생활_저가': 548.5959232937845}]
15774,[{'Frequency_식품/생활_중가': 1096.8755655880325}],[{'Frequency_식품/생활_저가': 880.3114236745985}]
15775,[{'Frequency_식품/생활_중가': 235.4478052231305}],[{'Frequency_의류/이미용_중가': 102.44722968935285}]
15776,[{'Frequency_식품/생활_중가': 691.6804525341958}],[{'Frequency_식품/생활_저가': 289.9698979706016}]
15777,[{'Frequency_식품/생활_저가': 661.7977924441224}],[{'Frequency_식품/생활_중가': 576.0791807106048}]
15778,[{'Frequency_식품/생활_중가': 1412.2971219039719}],[{'Frequency_식품/생활_저가': 501.7583567216939}]
15779,[{'Frequency_식품/생활_중가': 471.3291844078001}],[{'Frequency_의류/이미용_중가': 183.69228131446036}]
15780,[{'Frequency_식품/생활_중가': 1290.0351621301265}],[{'Frequency_식품/생활_저가': 763.5469710849632}]
15781,[{'Frequency_식품/생활_저가': 1233.355149296371}],[{'Frequency_식품/생활_중가': 536.704340237481}]
15782,[{'Frequency_식품/생활_저가': 1162.9782880174428}],[{'Frequency_식품/생활_중가': 514.1525809117564}]
15783,[{'Frequency_식품/생활_중가': 1199.2835942549407}],[{'Frequency_식품/생활_저가': 1198.5772408905755}]
15784,[{'Frequency_식품/생활_중가': 1176.4062447033755}],[{'Frequency_식품/생활_저가': 597.3648768495725}]
15785,[{'Frequency_식품/생활_중가': 745.4433783667884}],[{'Frequency_식품/생활_저가': 717.347815045528}]
15786,[{'Frequency_식품/생활_중가': 264.1008544422216}],[{'Frequency_식품/생활_고가': 117.65305170761599}]
15787,[{'Frequency_식품/생활_중가': 532.5727955593177}],[{'Frequency_식품/생활_저가': 357.8224052437413}]
15788,[{'Frequency_식품/생활_중가': 787.2284157850623}],[{'Frequency_식품/생활_저가': 266.2081717816433}]
15789,[{'Frequency_식품/생활_중가': 1407.063108881307}],[{'Frequency_식품/생활_저가': 1360.5055057337577}]
15790,[{'Frequency_식품/생활_저가': 162.245521311587}],[{'Frequency_식품/생활_중가': 44.77892683274218}]
15791,[{'Frequency_식품/생활_중가': 318.8677705071165}],[{'Frequency_의류/이미용_저가': 254.8166166975744}]
15792,[{'Frequency_식품/생활_중가': 972.1535647572723}],[{'Frequency_식품/생활_저가': 597.1179194043835}]
15793,[{'Frequency_식품/생활_중가': 1016.4801141011892}],[{'Frequency_식품/생활_저가': 543.7495481590611}]
15794,[{'Frequency_식품/생활_중가': 453.96169685357677}],[{'Frequency_식품/생활_저가': 194.5775504842852}]
15795,[{'Frequency_식품/생활_중가': 685.9980399262113}],[{'Frequency_식품/생활_저가': 380.2116163593398}]
15796,[{'Frequency_식품/생활_중가': 350.19843812891537}],[{'Frequency_침구/주방_고가': 158.69573265327617}]
15797,[{'Frequency_식품/생활_중가': 266.57851033971565}],[{'Frequency_식품/생활_저가': 161.64975091819073}]
15798,[{'Frequency_식품/생활_저가': 779.408291422548}],[{'Frequency_식품/생활_중가': 592.6533574885552}]
15799,[{'Frequency_식품/생활_중가': 576.9786574138823}],[{'Frequency_식품/생활_저가': 405.5289898453669}]
15800,[{'Frequency_식품/생활_저가': 1487.0469440490717}],[{'Frequency_식품/생활_중가': 1002.7925301840339}]
15801,[{'Frequency_식품/생활_중가': 1299.10686541483}],[{'Frequency_식품/생활_저가': 932.719225641174}]
15802,[{'Frequency_식품/생활_중가': 217.02218356272937}],[{'Frequency_가전/레저취미/멀티샵_중가': 123.78523453769512}]
15803,[{'Frequency_식품/생활_중가': 428.95400768048427}],[{'Frequency_의류/이미용_중가': 104.44749775854034}]
15804,[{'Frequency_식품/생활_중가': 648.1407907623717}],[{'Frequency_식품/생활_저가': 489.0631761418581}]
15805,[{'Frequency_식품/생활_중가': 1989.87385998396}],[{'Frequency_식품/생활_저가': 1172.0208713827724}]
15806,[{'Frequency_식품/생활_저가': 81.09933696864432}],[{'Frequency_식품/생활_중가': 70.08167962128367}]
15808,[{'Frequency_식품/생활_중가': 739.249035350097}],[{'Frequency_식품/생활_저가': 366.1640915748753}]
15809,[{'Frequency_식품/생활_중가': 562.3761423419419}],[{'Frequency_교육문화/아동_중가': 132.6658736093381}]
15810,[{'Frequency_식품/생활_저가': 1043.731066872855}],[{'Frequency_식품/생활_중가': 1014.6415780628819}]
15811,[{'Frequency_식품/생활_중가': 344.2243275267218}],[{'Frequency_가구인테리어/잡화_저가': 118.23644634779403}]
15812,[{'Frequency_식품/생활_저가': 1961.9603117007414}],[{'Frequency_식품/생활_중가': 1960.1637471574993}]
15813,[{'Frequency_식품/생활_중가': 1289.320369045146}],[{'Frequency_식품/생활_저가': 815.6199520889777}]
15814,[{'Frequency_식품/생활_저가': 861.9656459761089}],[{'Frequency_식품/생활_중가': 833.1989520935473}]
15815,[{'Frequency_식품/생활_중가': 1068.3691818191799}],[{'Frequency_가구인테리어/잡화_저가': 29.34257005450533}]
15816,[{'Frequency_식품/생활_저가': 796.9966106152436}],[{'Frequency_식품/생활_중가': 419.3081562531998}]
15817,[{'Frequency_식품/생활_저가': 541.6726871085508}],[{'Frequency_식품/생활_중가': 540.1556034313894}]
15818,[{'Frequency_식품/생활_저가': 500.57743797779654}],[{'Frequency_식품/생활_중가': 353.6695778855003}]
15819,[{'Frequency_식품/생활_저가': 1494.7357488059856}],[{'Frequency_식품/생활_중가': 1364.7723278708108}]
15820,[{'Frequency_식품/생활_중가': 1302.3032562463093}],[{'Frequency_식품/생활_저가': 618.4568494356041}]
15821,[{'Frequency_식품/생활_저가': 1507.5520041942073}],[{'Frequency_식품/생활_중가': 1029.4202886101543}]
15822,[{'Frequency_식품/생활_저가': 821.7990100596362}],[{'Frequency_식품/생활_중가': 696.3680545136122}]
15823,[{'Frequency_식품/생활_중가': 990.3222896209496}],[{'Frequency_식품/생활_저가': 639.3558926510959}]
15824,[{'Frequency_식품/생활_저가': 1228.266612932019}],[{'Frequency_식품/생활_중가': 839.5744333782908}]
15825,[{'Frequency_식품/생활_중가': 2130.17911694522}],[{'Frequency_식품/생활_저가': 858.6706716044672}]
15826,[{'Frequency_식품/생활_중가': 808.4016742249296}],[{'Frequency_식품/생활_저가': 340.32703024545526}]
15827,[{'Frequency_식품/생활_중가': 689.8020521897911}],[{'Frequency_식품/생활_저가': 207.99998769830611}]
15828,[{'Frequency_식품/생활_중가': 270.79934611277577}],[{'Frequency_의류/이미용_중가': 72.05165451240671}]
15829,[{'Frequency_식품/생활_중가': 559.7742332314267}],[{'Frequency_식품/생활_저가': 163.43443689300472}]
15830,[{'Frequency_식품/생활_저가': 646.0751610078744}],[{'Frequency_식품/생활_중가': 545.2080849363965}]
15831,[{'Frequency_식품/생활_저가': 1116.9574846790276}],[{'Frequency_식품/생활_중가': 1045.9455691340058}]
15832,[{'Frequency_식품/생활_저가': 908.6492267302499}],[{'Frequency_식품/생활_중가': 897.4438706982063}]
15833,[{'Frequency_식품/생활_중가': 1371.165889237158}],[{'Frequency_식품/생활_저가': 1013.6910185306873}]
15834,[{'Frequency_식품/생활_중가': 1045.0585134729113}],[{'Frequency_식품/생활_저가': 1030.698535887363}]
15835,[{'Frequency_식품/생활_저가': 370.8029142098304}],[{'Frequency_식품/생활_중가': 129.1760089234719}]
15836,[{'Frequency_식품/생활_중가': 192.04000621263486}],[{'Frequency_식품/생활_고가': 85.22565653616577}]
15837,[{'Frequency_식품/생활_중가': 901.7244725031603}],[{'Frequency_식품/생활_저가': 277.3287131588015}]
15838,[{'Frequency_식품/생활_저가': 241.27136602413907}],[{'Frequency_식품/생활_중가': 139.89254282216314}]
15839,[{'Frequency_식품/생활_중가': 507.73724781954627}],[{'Frequency_식품/생활_저가': 332.9677391475217}]
15840,[{'Frequency_식품/생활_중가': 623.4157831427152}],[{'Frequency_식품/생활_고가': 189.5524250666203}]
15841,[{'Frequency_식품/생활_중가': 637.2212738541875}],[{'Frequency_식품/생활_저가': 309.5433479567067}]
15842,[{'Frequency_식품/생활_중가': 1015.3721765053222}],[{'Frequency_식품/생활_저가': 648.9644966642165}]
15843,[{'Frequency_식품/생활_중가': 925.6041796869173}],[{'Frequency_식품/생활_저가': 388.08372177770406}]
15844,[{'Frequency_식품/생활_중가': 904.3821094689273}],[{'Frequency_식품/생활_저가': 499.72482182937335}]
15845,[{'Frequency_식품/생활_저가': 464.01108890014945}],[{'Frequency_식품/생활_중가': 367.618459694516}]
15846,[{'Frequency_식품/생활_중가': 1433.5191178052928}],[{'Frequency_식품/생활_저가': 977.2545388173137}]
15847,[{'Frequency_식품/생활_중가': 185.62364993925814}],[{'Frequency_의류/이미용_저가': 120.80501758965258}]
15848,[{'Frequency_식품/생활_중가': 879.2861351186415}],[{'Frequency_식품/생활_저가': 538.99442743335}]
15849,[{'Frequency_식품/생활_중가': 286.0573944899888}],[{'Frequency_의류/이미용_중가': 61.186083555035765}]
15850,[{'Frequency_식품/생활_저가': 1125.9173828708108}],[{'Frequency_식품/생활_중가': 636.2242565257376}]
15851,[{'Frequency_식품/생활_중가': 605.1290753343186}],[{'Frequency_식품/생활_저가': 407.46059571724857}]
15852,[{'Frequency_식품/생활_중가': 1566.4068240437578}],[{'Frequency_식품/생활_저가': 382.6015041063438}]
15853,[{'Frequency_식품/생활_중가': 1147.1151575013757}],[{'Frequency_식품/생활_저가': 943.9775804453647}]
15854,[{'Frequency_식품/생활_중가': 351.5064456581705}],[{'Frequency_의류/이미용_중가': 120.37901895984399}]
15855,[{'Frequency_식품/생활_중가': 532.6936315720411}],[{'Frequency_식품/생활_저가': 503.8582857150236}]
15856,[{'Frequency_식품/생활_중가': 1431.7323410511372}],[{'Frequency_식품/생활_저가': 1015.4518258298633}]
15857,[{'Frequency_식품/생활_저가': 1257.3587467803864}],[{'Frequency_식품/생활_중가': 851.9795476935396}]
15858,[{'Frequency_식품/생활_중가': 745.380075304794}],[{'Frequency_식품/생활_저가': 326.21069484308873}]
15859,[{'Frequency_식품/생활_중가': 1070.8524553071184}],[{'Frequency_식품/생활_저가': 515.2046836258228}]
15860,[{'Frequency_식품/생활_중가': 876.4872933395976}],[{'Frequency_식품/생활_저가': 819.3023065221644}]
15861,[{'Frequency_식품/생활_중가': 274.3214763241781}],[{'Frequency_의류/이미용_중가': 90.96309994123482}]
15862,[{'Frequency_식품/생활_중가': 503.5744626268704}],[{'Frequency_식품/생활_고가': 169.43292109982718}]
15863,[{'Frequency_식품/생활_중가': 1312.3193217968644}],[{'Frequency_식품/생활_저가': 863.9603651000698}]
15864,[{'Frequency_식품/생활_중가': 974.3938106175257}],[{'Frequency_식품/생활_저가': 952.8011343131159}]
15865,[{'Frequency_식품/생활_중가': 1022.9594193936082}],[{'Frequency_식품/생활_저가': 466.2386225540119}]
15867,[{'Frequency_식품/생활_중가': 819.1497915300993}],[{'Frequency_식품/생활_저가': 754.4207003846439}]
15868,[{'Frequency_식품/생활_중가': 379.7570935999764}],[{'Frequency_가구인테리어/잡화_저가': 34.79822082682073}]
15869,[{'Frequency_식품/생활_중가': 1042.4846875909511}],[{'Frequency_식품/생활_저가': 950.7608510827729}]
15870,[{'Frequency_식품/생활_중가': 439.0359721783636}],[{'Frequency_식품/생활_고가': 126.49626983668159}]
15871,[{'Frequency_식품/생활_저가': 1003.1632629984006}],[{'Frequency_식품/생활_중가': 874.4102096475546}]
15872,[{'Frequency_식품/생활_중가': 1237.372179630218}],[{'Frequency_식품/생활_저가': 509.5655324251308}]
15873,[{'Frequency_식품/생활_중가': 921.6300038073439}],[{'Frequency_식품/생활_저가': 637.7857558941217}]
15874,[{'Frequency_식품/생활_중가': 468.9887616295555}],[{'Frequency_식품/생활_저가': 329.81746095628296}]
15875,[{'Frequency_식품/생활_중가': 1176.1802847185243}],[{'Frequency_식품/생활_저가': 466.88339798387534}]
15876,[{'Frequency_식품/생활_중가': 916.7932447835332}],[{'Frequency_식품/생활_저가': 482.8480419166324}]
15877,[{'Frequency_식품/생활_저가': 923.6085488942074}],[{'Frequency_식품/생활_중가': 605.2511888800406}]
15878,[{'Frequency_식품/생활_중가': 358.62784692208254}],[{'Frequency_식품/생활_고가': 99.97313553621669}]
15879,[{'Frequency_식품/생활_중가': 971.2934039615111}],[{'Frequency_식품/생활_저가': 942.8587722352679}]
15880,[{'Frequency_식품/생활_중가': 986.6328731440727}],[{'Frequency_식품/생활_저가': 632.9841179794246}]
15881,[{'Frequency_식품/생활_중가': 634.9382192391336}],[{'Frequency_식품/생활_고가': 175.28701680690335}]
15882,[{'Frequency_식품/생활_중가': 340.63518574011925}],[{'Frequency_의류/이미용_중가': 81.75074068964352}]
15883,[{'Frequency_식품/생활_저가': 1206.2909723532428}],[{'Frequency_식품/생활_중가': 1006.7002494855531}]
15884,[{'Frequency_식품/생활_중가': 106.5294836597519}],[{'Frequency_식품/생활_저가': 68.44114515136324}]
15885,[{'Frequency_식품/생활_중가': 403.25854678388924}],[{'Frequency_식품/생활_저가': 236.6288785693339}]
15886,[{'Frequency_식품/생활_중가': 2008.13550008002}],[{'Frequency_식품/생활_저가': 1121.6519172222174}]
15887,[{'Frequency_식품/생활_중가': 629.749076875486}],[{'Frequency_식품/생활_저가': 459.6385432712177}]
15888,[{'Frequency_식품/생활_중가': 445.85595020881726}],[{'Frequency_가구인테리어/잡화_저가': 60.21934491904397}]
15889,[{'Frequency_식품/생활_중가': 927.6379885854599}],[{'Frequency_식품/생활_저가': 623.7006099864443}]
15890,[{'Frequency_식품/생활_중가': 377.4961930034085}],[{'Frequency_의류/이미용_저가': 146.26090966702202}]
15891,[{'Frequency_식품/생활_중가': 427.025349055678}],[{'Frequency_의류/이미용_저가': 138.70038713084668}]
15892,[{'Frequency_식품/생활_중가': 1399.7352185439854}],[{'Frequency_식품/생활_저가': 727.0098055837836}]
15893,[{'Frequency_식품/생활_중가': 548.0415309204582}],[{'Frequency_식품/생활_저가': 395.6452116808599}]
15894,[{'Frequency_식품/생활_중가': 472.80174464084376}],[{'Frequency_식품/생활_저가': 363.5674089429058}]
15895,[{'Frequency_식품/생활_중가': 1281.4086212537097}],[{'Frequency_식품/생활_저가': 756.7576084303688}]
15896,[{'Frequency_식품/생활_중가': 172.0904868112473}],[{'Frequency_의류/이미용_저가': 158.4165612738183}]
15897,[{'Frequency_식품/생활_저가': 811.364372023595}],[{'Frequency_식품/생활_중가': 770.2863314666716}]
15898,[{'Frequency_식품/생활_저가': 1521.9536252702817}],[{'Frequency_식품/생활_중가': 1213.1821711839148}]
15899,[{'Frequency_식품/생활_저가': 850.7484329714448}],[{'Frequency_식품/생활_중가': 593.5008566103503}]
15900,[{'Frequency_식품/생활_중가': 299.30130025988893}],[{'Frequency_의류/이미용_중가': 92.63776803430535}]
15901,[{'Frequency_식품/생활_중가': 697.6539838686263}],[{'Frequency_식품/생활_고가': 95.93354551458128}]
15902,[{'Frequency_식품/생활_중가': 193.99860893091514}],[{'Frequency_의류/이미용_저가': 153.18124314643094}]
15903,[{'Frequency_식품/생활_저가': 1118.1618740304395}],[{'Frequency_식품/생활_중가': 983.9371186133865}]
15904,[{'Frequency_식품/생활_중가': 1162.899587955924}],[{'Frequency_식품/생활_저가': 773.9327363305539}]
15905,[{'Frequency_식품/생활_중가': 439.56718424309815}],[{'Frequency_식품/생활_고가': 126.26710023403973}]
15906,[{'Frequency_식품/생활_중가': 1665.0874428224356}],[{'Frequency_식품/생활_저가': 712.4537498403288}]
15907,[{'Frequency_식품/생활_중가': 309.5518988260806}],[{'Frequency_의류/이미용_중가': 218.42112828112016}]
15908,[{'Frequency_식품/생활_저가': 2209.600185101868}],[{'Frequency_식품/생활_중가': 1491.4211838381498}]
15909,[{'Frequency_식품/생활_저가': 791.5781953636691}],[{'Frequency_식품/생활_중가': 665.8992739161357}]
15910,[{'Frequency_식품/생활_중가': 1025.5542305992215}],[{'Frequency_식품/생활_저가': 675.1348144244827}]
15911,[{'Frequency_식품/생활_중가': 1489.8414622085345}],[{'Frequency_식품/생활_저가': 452.73415772185905}]
15912,[{'Frequency_의류/이미용_중가': 187.31238949399233}],[{'Frequency_식품/생활_중가': 83.66199096112338}]
15913,[{'Frequency_식품/생활_중가': 273.28359933439344}],[{'Frequency_교육문화/아동_중가': 62.84276920496283}]
15914,[{'Frequency_식품/생활_중가': 710.5954225021285}],[{'Frequency_식품/생활_저가': 542.0183435881509}]
15915,[{'Frequency_식품/생활_중가': 487.27463359336224}],[{'Frequency_식품/생활_저가': 300.506096119958}]
15916,[{'Frequency_식품/생활_중가': 1288.9821394624644}],[{'Frequency_식품/생활_저가': 749.6405194213426}]
15917,[{'Frequency_식품/생활_중가': 822.0500294562835}],[{'Frequency_식품/생활_저가': 726.8187482559126}]
15918,[{'Frequency_식품/생활_저가': 771.9878684215786}],[{'Frequency_식품/생활_중가': 745.8643213089574}]
15919,[{'Frequency_식품/생활_중가': 452.3675261867419}],[{'Frequency_식품/생활_저가': 253.85129408152932}]
15920,[{'Frequency_식품/생활_중가': 1041.781293488148}],[{'Frequency_식품/생활_저가': 532.4908971919521}]
15921,[{'Frequency_식품/생활_저가': 404.27447221213424}],[{'Frequency_식품/생활_중가': 123.75824794770162}]
15922,[{'Frequency_식품/생활_저가': 1058.4449625032535}],[{'Frequency_식품/생활_중가': 963.581857293408}]
15923,[{'Frequency_의류/이미용_중가': 249.37618335498826}],[{'Frequency_식품/생활_중가': 79.54881350441472}]
15924,[{'Frequency_식품/생활_중가': 507.0880485486763}],[{'Frequency_식품/생활_고가': 77.19289729173788}]
15925,[{'Frequency_식품/생활_저가': 262.96990346478697}],[{'Frequency_의류/이미용_저가': 126.54239840411782}]
15926,[{'Frequency_식품/생활_중가': 799.3323701446761}],[{'Frequency_식품/생활_저가': 446.8776010885176}]
15927,[{'Frequency_식품/생활_중가': 440.6791051077209}],[{'Frequency_식품/생활_저가': 63.33325624228169}]
15928,[{'Frequency_식품/생활_중가': 296.32884751337326}],[{'Frequency_식품/생활_고가': 68.55556672248701}]
15929,[{'Frequency_식품/생활_중가': 1043.0024333921435}],[{'Frequency_식품/생활_저가': 930.5737593066996}]
15930,[{'Frequency_식품/생활_중가': 930.7471672751366}],[{'Frequency_식품/생활_저가': 682.003142334155}]
15931,[{'Frequency_식품/생활_중가': 1035.8289729964415}],[{'Frequency_식품/생활_저가': 490.52563559107625}]
15932,[{'Frequency_식품/생활_저가': 332.37803516409656}],[{'Frequency_식품/생활_중가': 152.79078777140293}]
15933,[{'Frequency_식품/생활_중가': 583.9057370246351}],[{'Frequency_식품/생활_저가': 364.79774373440114}]
15934,[{'Frequency_식품/생활_중가': 1141.8530700791455}],[{'Frequency_식품/생활_저가': 438.4992538461334}]
15935,[{'Frequency_식품/생활_중가': 454.103010216189}],[{'Frequency_식품/생활_저가': 91.91490207635839}]
15936,[{'Frequency_식품/생활_중가': 531.9035878351517}],[{'Frequency_식품/생활_저가': 325.02610847428167}]
15937,[{'Frequency_식품/생활_저가': 1839.232044252602}],[{'Frequency_식품/생활_중가': 1261.6621272054688}]
15938,[{'Frequency_식품/생활_중가': 404.96698060176954}],[{'Frequency_식품/생활_고가': 78.03353381096997}]
15939,[{'Frequency_식품/생활_중가': 1740.2638353719285}],[{'Frequency_식품/생활_저가': 657.1741739065079}]
15940,[{'Frequency_식품/생활_중가': 466.4363075456132}],[{'Frequency_식품/생활_저가': 230.5901041418192}]
15941,[{'Frequency_식품/생활_중가': 380.83444285034255}],[{'Frequency_의류/이미용_고가': 119.22908611185797}]
15942,[{'Frequency_식품/생활_중가': 812.2224153208626}],[{'Frequency_식품/생활_저가': 729.2972175708602}]
15943,[{'Frequency_식품/생활_저가': 762.4546316437447}],[{'Frequency_식품/생활_중가': 705.1543809626893}]
15944,[{'Frequency_식품/생활_중가': 716.8122953261908}],[{'Frequency_식품/생활_저가': 426.3311929268681}]
15945,[{'Frequency_식품/생활_저가': 560.6539759412889}],[{'Frequency_식품/생활_중가': 537.8332854117797}]
15946,[{'Frequency_식품/생활_중가': 1252.643458009505}],[{'Frequency_식품/생활_저가': 887.8251001064011}]
15947,[{'Frequency_식품/생활_저가': 1900.8747464364963}],[{'Frequency_식품/생활_중가': 1398.365408373396}]
15948,[{'Frequency_식품/생활_중가': 559.649389164017}],[{'Frequency_식품/생활_저가': 282.6145677866933}]
15949,[{'Frequency_식품/생활_중가': 172.41780975205984}],[{'Frequency_의류/이미용_중가': 98.54853332377965}]
15950,[{'Frequency_식품/생활_중가': 996.9900269370467}],[{'Frequency_식품/생활_저가': 515.4071595666231}]
15951,[{'Frequency_식품/생활_저가': 2928.968739456088}],[{'Frequency_식품/생활_중가': 1407.6542519800591}]
15952,[{'Frequency_식품/생활_중가': 1116.7394784486994}],[{'Frequency_식품/생활_저가': 1034.4789300228354}]
15953,[{'Frequency_식품/생활_중가': 638.1258111349248}],[{'Frequency_식품/생활_저가': 247.22609590129184}]
15956,[{'Frequency_식품/생활_저가': 591.1601724068088}],[{'Frequency_식품/생활_중가': 564.1418813664856}]
15957,[{'Frequency_식품/생활_중가': 951.6351530410698}],[{'Frequency_식품/생활_저가': 675.417531424891}]
15958,[{'Frequency_식품/생활_중가': 805.5909820397342}],[{'Frequency_식품/생활_저가': 412.7853647394314}]
15959,[{'Frequency_식품/생활_중가': 650.6090878478702}],[{'Frequency_식품/생활_저가': 311.8913096616302}]
15961,[{'Frequency_식품/생활_중가': 297.7826378340514}],[{'Frequency_의류/이미용_중가': 140.5178655462735}]
15962,[{'Frequency_식품/생활_중가': 1150.4484998920884}],[{'Frequency_식품/생활_저가': 516.4334895647235}]
15963,[{'Frequency_식품/생활_중가': 1620.752845605286}],[{'Frequency_식품/생활_저가': 817.0624828995997}]
15964,[{'Frequency_식품/생활_저가': 1170.6324036214478}],[{'Frequency_식품/생활_중가': 819.6156070501231}]
15966,[{'Frequency_식품/생활_중가': 1368.3412438133619}],[{'Frequency_식품/생활_저가': 1064.4697810681027}]
15967,[{'Frequency_식품/생활_저가': 576.6413700965198}],[{'Frequency_식품/생활_중가': 377.64548702673954}]
15968,[{'Frequency_식품/생활_중가': 1030.488069071338}],[{'Frequency_식품/생활_저가': 533.1952250940167}]
15969,[{'Frequency_식품/생활_중가': 416.6612687493355}],[{'Frequency_식품/생활_고가': 191.85787143993704}]
15970,[{'Frequency_식품/생활_저가': 880.9225921410871}],[{'Frequency_식품/생활_중가': 711.1828282494841}]
15971,[{'Frequency_식품/생활_중가': 755.4733375661552}],[{'Frequency_식품/생활_저가': 437.3762174521087}]
15972,[{'Frequency_식품/생활_중가': 429.0502107591275}],[{'Frequency_의류/이미용_중가': 99.61633114734957}]
15973,[{'Frequency_의류/이미용_저가': 391.9278496338676}],[{'Frequency_식품/생활_중가': 174.43446873945936}]
15974,[{'Frequency_식품/생활_중가': 254.31677504386627}],[{'Frequency_의류/이미용_중가': 94.3697557107681}]
15975,[{'Frequency_식품/생활_중가': 225.46185209700224}],[{'Frequency_의류/이미용_중가': 82.83334749351845}]
15976,[{'Frequency_식품/생활_중가': 601.0565309160402}],[{'Frequency_식품/생활_저가': 272.48075366040587}]
15977,[{'Frequency_식품/생활_중가': 206.66307986128606}],[{'Frequency_가구인테리어/잡화_저가': 63.958313317962286}]
15978,[{'Frequency_식품/생활_중가': 726.8019450846391}],[{'Frequency_식품/생활_저가': 563.5342342858952}]
15979,[{'Frequency_식품/생활_중가': 901.783644460736}],[{'Frequency_식품/생활_저가': 395.7942682224645}]
15980,[{'Frequency_식품/생활_중가': 790.4397081988963}],[{'Frequency_식품/생활_저가': 207.2228884018005}]
15981,[{'Frequency_의류/이미용_저가': 94.79739258951184}],[{'Frequency_식품/생활_저가': 45.188853876255926}]
15982,[{'Frequency_식품/생활_중가': 1456.7869878503277}],[{'Frequency_식품/생활_저가': 1091.122853558233}]
15983,[{'Frequency_식품/생활_중가': 689.7384398507511}],[{'Frequency_식품/생활_저가': 275.09191514058074}]
15984,[{'Frequency_식품/생활_중가': 626.1040660106061}],[{'Frequency_식품/생활_저가': 110.79461129738907}]
15985,[{'Frequency_식품/생활_저가': 1029.4641336805273}],[{'Frequency_식품/생활_중가': 566.536575744811}]
15986,[{'Frequency_식품/생활_중가': 308.1271697428029}],[{'Frequency_가구인테리어/잡화_저가': 102.81510173332751}]
15987,[{'Frequency_식품/생활_저가': 1270.4166286937539}],[{'Frequency_식품/생활_중가': 687.4705710149062}]
15988,[{'Frequency_식품/생활_저가': 1981.8246517691568}],[{'Frequency_식품/생활_중가': 1731.028175603075}]
15989,[{'Frequency_식품/생활_중가': 673.5579299781745}],[{'Frequency_식품/생활_고가': 151.22196920452774}]
