CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_고가_clust_id
14932,0,0,0,0,0,0,1
14933,0,0,0,0,0,0,1
14934,0,0,0,0,0,0,1
14935,0,0,0,0,0,0,1
14936,0,0,0,0,4,-3,0
14937,0,0,0,0,0,0,1
14938,0,0,0,0,0,0,1
14939,-3,3,-2,1,-1,1,4
14940,-1,4,0,-3,-1,4,4
14941,3,-3,3,-1,-2,0,3
14942,-3,3,-3,-1,4,-3,0
14943,0,0,0,0,0,0,1
14944,-3,3,-3,3,-2,0,4
14945,4,-3,-1,0,0,0,3
14946,3,-3,-1,0,0,0,3
14947,0,0,0,0,0,0,1
14948,0,0,0,0,0,0,1
14949,0,0,0,0,0,0,1
14950,0,4,-3,-1,0,4,4
14951,0,0,0,0,0,0,1
14952,0,0,0,0,0,0,1
14953,0,0,0,0,4,-3,0
14954,0,0,0,0,0,0,1
14955,0,0,0,0,0,0,1
14956,-2,-1,-1,0,0,4,1
14957,0,0,0,0,0,0,1
14958,0,0,0,0,0,0,1
14959,0,0,0,0,0,0,1
14960,0,0,0,0,0,0,1
14961,0,0,0,0,0,0,1
14962,0,0,0,0,0,0,1
14963,0,0,0,0,0,0,1
14964,0,0,0,0,0,0,1
14965,0,0,0,0,0,0,1
14966,0,4,-3,0,-1,0,4
14967,0,0,0,0,0,0,1
14968,1,-2,1,-1,-1,4,1
14969,0,0,0,0,0,0,1
14970,0,0,0,0,0,0,1
14971,0,-1,-1,0,0,0,1
14972,0,0,0,0,0,0,1
14973,-1,-1,0,4,-1,-2,2
14974,0,0,0,0,0,0,1
14975,0,0,0,0,0,0,1
14976,0,0,0,0,0,0,1
14977,0,0,0,4,-1,-1,2
14978,-3,-1,0,0,0,0,1
14979,0,0,0,0,0,0,1
14980,0,0,0,0,0,0,1
14981,0,0,0,0,0,0,1
14982,0,0,0,0,0,0,1
14983,0,0,4,-3,-1,0,5
14984,1,-1,-1,3,-2,1,2
14985,0,0,0,0,0,0,1
14986,0,0,0,0,0,0,1
14987,0,0,0,0,0,0,1
14988,0,0,0,0,0,0,1
14989,0,0,0,0,0,0,1
14990,0,0,0,0,0,0,1
14991,0,0,0,0,0,0,1
14992,4,-1,-1,-1,3,-3,3
14993,0,0,0,0,0,0,1
14994,0,0,0,0,0,0,1
14995,3,-3,3,-2,0,2,3
14996,0,0,0,0,0,0,1
14997,-3,-1,0,0,0,0,1
14998,0,0,0,0,0,0,1
14999,-2,-1,3,-2,0,1,5
15001,0,0,0,0,0,0,1
15002,0,0,0,0,0,0,1
15003,0,0,0,0,0,0,1
15004,0,0,0,0,0,0,1
15005,0,0,0,4,-3,-1,2
15006,0,4,-3,-1,0,0,4
15007,-1,0,0,0,0,0,1
15008,0,0,0,0,0,0,1
15009,0,0,0,0,0,0,1
15010,-3,-1,4,-3,-1,0,5
15011,0,0,0,0,0,0,1
15012,0,0,0,0,0,0,1
15013,0,0,0,0,0,0,1
15014,0,0,0,0,0,0,1
15015,0,0,0,0,4,-3,0
15016,0,0,0,0,0,0,1
15017,0,0,0,0,0,0,1
15018,0,0,0,0,0,0,1
15019,0,0,0,0,0,0,1
15020,-1,4,-3,-1,0,0,4
15021,4,-1,1,-2,1,0,3
15022,0,0,0,0,0,0,1
15023,0,0,0,0,0,0,1
15024,-1,2,0,-1,-1,3,1
15025,0,4,-3,-1,4,-3,0
15026,0,0,0,0,0,0,1
15027,0,0,0,0,0,0,1
15028,0,0,0,0,0,0,1
15029,0,0,0,0,0,0,1
15030,-1,4,-3,-1,0,0,4
15031,3,0,-3,0,-1,4,1
15032,3,-3,2,-2,-1,0,3
15033,0,0,0,0,0,0,1
15034,0,0,0,0,0,0,1
15035,0,0,0,4,-3,3,2
15036,0,0,0,0,0,0,1
15037,0,0,0,0,0,0,1
15038,-3,2,-2,-1,0,4,4
15039,0,0,0,0,0,0,1
15041,-3,3,-3,3,0,-1,4
15043,0,0,0,0,0,0,1
15044,0,0,0,4,0,-3,2
15046,0,0,0,0,0,0,1
15047,0,0,0,0,0,0,1
15049,-2,3,-1,-1,1,-1,4
15050,0,0,4,-3,-1,0,5
15051,0,0,0,0,0,0,1
15052,3,-1,-1,-1,3,-1,3
15053,0,4,-3,-1,0,0,4
15054,0,0,0,0,0,0,1
15056,3,-3,3,-3,-1,4,3
15057,0,0,0,0,0,0,1
15058,0,0,0,0,0,0,1
15059,-2,0,-1,3,0,-2,2
15060,0,0,0,0,0,0,1
15061,0,0,0,0,0,0,1
15062,0,0,0,0,0,0,1
15063,0,0,4,-3,0,-1,5
15064,-3,-1,0,0,0,0,1
15065,0,0,0,0,0,4,1
15066,0,0,0,0,0,0,1
15067,0,0,0,0,0,0,1
15068,0,0,0,0,0,0,1
15069,0,0,0,0,0,0,1
15070,0,0,0,0,0,0,1
15071,0,0,0,0,0,0,1
15072,0,0,0,0,0,0,1
15073,0,1,-1,1,-1,1,1
15074,0,0,0,0,0,0,1
15077,0,0,4,-3,-1,0,5
15078,-3,0,-1,4,-3,-1,2
15079,-3,0,3,-3,-1,0,5
15080,-1,0,0,0,0,0,1
15081,0,0,0,0,0,0,1
15082,-3,-1,0,0,0,0,1
15083,0,0,0,0,0,0,1
15084,0,0,0,0,0,0,1
15085,0,0,0,0,0,0,1
15086,0,0,0,0,0,0,1
15087,0,0,0,0,0,0,1
15088,0,4,-3,-1,0,0,4
15089,0,4,-3,3,-2,-1,4
15090,-3,3,-3,-1,0,0,4
15091,-3,3,-3,-1,0,0,4
15092,0,4,-3,3,-3,-1,4
15093,0,0,0,0,0,0,1
15094,0,0,4,-3,-1,0,5
15095,0,0,0,0,0,0,1
15096,-1,0,0,0,0,0,1
15097,0,0,0,0,0,0,1
15099,0,0,0,4,-3,-1,2
15101,0,0,0,0,0,0,1
15102,-3,-1,0,0,0,0,1
15103,0,0,4,-3,3,-3,5
15104,0,0,0,0,0,0,1
15105,0,0,0,0,0,0,1
15107,0,0,0,0,0,0,1
15108,0,0,0,0,0,0,1
15109,0,0,0,0,0,0,1
15110,0,0,0,0,0,0,1
15111,0,0,0,0,0,0,1
15112,0,0,0,0,0,0,1
15113,0,0,0,0,0,0,1
15114,4,-3,-1,0,0,0,3
15115,0,0,0,4,-1,-2,2
15116,0,0,0,0,0,0,1
15117,0,0,0,0,0,0,1
15118,0,0,0,0,0,4,1
15119,1,0,0,-1,0,1,1
15120,0,0,0,0,0,0,1
15121,0,0,0,0,0,0,1
15122,0,0,0,0,0,0,1
15123,-1,4,-1,0,0,-2,4
15124,-1,-1,3,-3,3,-3,5
15125,-3,0,3,-3,3,-3,5
15126,0,0,0,0,0,0,1
15127,0,0,0,0,0,0,1
15128,0,0,0,0,0,0,1
15129,0,0,0,0,0,0,1
15130,0,0,0,0,0,0,1
15131,0,0,0,0,4,-3,0
15132,0,0,0,0,0,0,1
15133,0,0,0,0,0,0,1
15134,0,0,0,0,0,0,1
15135,-1,0,0,4,-1,1,2
15136,0,0,0,0,0,0,1
15137,0,0,0,0,0,0,1
15138,0,0,0,0,0,0,1
15139,0,0,0,0,0,0,1
15140,0,3,-2,-1,3,0,0
15141,-3,3,-3,3,-3,-1,4
15142,4,0,-3,0,-1,0,3
15143,-3,0,3,-2,-1,0,5
15144,-2,3,0,-2,0,1,4
15145,0,4,0,-3,3,-3,0
15146,3,-1,-2,3,-1,-1,2
15147,0,0,0,0,0,0,1
15148,4,-2,0,0,2,-2,3
15149,0,0,0,0,0,0,1
15150,2,0,-2,3,-3,3,2
15151,0,0,0,0,0,0,1
15152,0,0,0,0,0,0,1
15153,0,-2,3,-1,-2,3,5
15154,0,0,0,0,0,0,1
15155,4,-3,-1,0,4,-3,3
15156,0,0,0,0,0,0,1
15158,-3,3,-3,-1,0,4,4
15159,0,0,0,0,0,4,1
15160,0,-3,-1,4,-3,-1,2
15161,0,0,0,0,0,0,1
15162,0,0,0,0,0,0,1
15163,-1,0,0,0,0,0,1
15164,0,0,0,0,0,0,1
15165,0,0,0,4,-1,1,2
15166,0,0,0,0,0,0,1
15167,2,0,-3,3,-3,2,2
15168,4,-3,-1,0,0,0,3
15169,4,-3,-1,0,0,0,3
15170,0,0,0,0,0,0,1
15171,0,0,0,0,4,-3,0
15172,0,0,0,0,0,0,1
15173,0,0,0,0,0,0,1
15174,0,0,0,0,0,0,1
15175,-1,0,1,-1,-1,-1,1
15176,-1,-1,0,4,-3,-1,2
15177,4,-3,-1,0,0,0,3
15178,4,-3,-1,0,0,0,3
15180,2,1,-2,0,2,-2,0
15181,0,0,0,0,0,0,1
15182,0,0,0,0,0,0,1
15183,0,0,0,0,0,0,1
15184,0,0,0,0,0,0,1
15185,-1,-1,0,4,-3,-1,2
15186,-3,-1,0,0,0,0,1
15187,-3,1,-1,3,-3,-1,2
15188,0,0,0,0,0,0,1
15189,0,0,0,0,0,0,1
15190,3,-3,0,3,-3,3,2
15191,0,0,0,0,0,4,1
15192,0,0,0,0,0,0,1
15193,-3,-1,0,4,-3,-1,2
15194,0,0,0,0,0,0,1
15195,3,0,-3,2,0,-1,2
15196,0,0,0,0,0,0,1
15197,0,0,0,0,0,0,1
15198,0,0,0,0,0,0,1
15199,-3,3,-3,3,-1,-2,4
15200,0,0,0,0,0,0,1
15201,-1,0,2,-3,3,-2,5
15202,0,0,0,0,0,0,1
15203,0,4,-3,-1,0,0,4
15204,-2,0,-1,-1,0,0,1
15205,0,0,0,0,0,0,1
15206,0,0,0,0,0,0,1
15207,-1,4,-3,-1,0,0,4
15208,0,0,0,0,0,0,1
15209,0,0,0,0,0,0,1
15211,0,0,0,0,4,-3,0
15212,0,0,0,0,0,0,1
15213,0,0,0,0,0,0,1
15214,0,0,0,0,0,4,1
15215,0,0,0,0,0,0,1
15216,0,4,-3,-1,0,4,4
15217,4,-3,3,-3,-1,4,3
15218,0,0,0,0,0,0,1
15219,0,0,0,0,0,0,1
15220,0,0,0,0,0,0,1
15221,0,0,0,0,0,0,1
15222,0,0,0,0,0,0,1
15223,0,0,0,0,0,0,1
15224,-2,0,3,-3,3,-3,5
15225,0,0,0,0,0,0,1
15226,0,0,0,0,0,0,1
15227,-1,-2,1,2,-3,3,2
15228,0,0,0,0,4,-3,0
15229,-3,-1,0,0,0,0,1
15230,0,0,0,4,-3,-1,2
15231,0,0,0,0,0,0,1
15232,0,0,0,0,0,0,1
15233,0,0,0,0,0,0,1
15234,0,0,0,0,0,0,1
15235,0,0,0,0,0,0,1
15236,3,-2,-1,-1,0,0,3
15237,-2,-1,-1,0,0,0,1
15238,0,0,0,0,0,0,1
15239,0,0,0,0,0,0,1
15240,0,0,0,0,0,0,1
15241,0,0,0,0,0,0,1
15242,0,0,0,0,0,0,1
15243,0,0,0,0,0,0,1
15244,0,0,4,-3,-1,0,5
15245,0,0,0,0,0,0,1
15246,0,0,0,0,0,0,1
15247,0,0,0,0,0,0,1
15248,0,0,0,0,4,-3,0
15249,0,4,0,-3,1,2,0
15250,0,0,0,0,0,0,1
15251,0,0,0,0,0,0,1
15252,0,0,0,0,0,0,1
15253,0,0,0,0,0,0,1
15254,0,0,0,0,0,0,1
15255,0,0,0,0,0,0,1
15256,4,-3,3,-1,-2,3,3
15257,0,0,0,0,0,0,1
15258,0,0,0,0,0,0,1
15259,0,0,0,0,0,0,1
15260,0,0,0,0,0,0,1
15261,0,0,0,0,0,0,1
15262,0,0,0,0,0,0,1
15263,0,0,0,0,0,0,1
15264,0,0,0,0,0,0,1
15265,0,0,0,0,0,0,1
15266,0,0,0,0,0,0,1
15267,0,0,0,0,0,0,1
15268,0,0,0,4,-3,-1,2
15269,0,0,0,0,0,0,1
15270,0,0,0,0,0,0,1
15271,0,0,0,0,0,0,1
15272,0,0,0,0,0,0,1
15273,0,0,0,0,0,0,1
15274,0,0,0,0,0,0,1
15275,0,0,0,0,0,0,1
15276,0,0,0,0,0,0,1
15277,0,0,0,0,0,0,1
15278,0,0,0,0,0,0,1
15279,-1,-2,-1,0,0,0,1
15280,0,0,0,0,0,0,1
15281,0,0,0,0,0,0,1
15282,0,0,0,0,0,0,1
15283,0,0,0,0,0,0,1
15284,0,0,0,0,0,0,1
15285,0,0,0,0,0,0,1
15286,4,-3,3,-1,0,-1,3
15287,4,0,-3,-1,0,0,3
15288,0,0,0,0,0,4,1
15289,0,0,0,0,0,0,1
15290,0,0,0,0,0,0,1
15291,0,0,0,4,-3,0,2
15292,0,0,0,0,0,0,1
15293,0,0,0,0,0,0,1
15294,0,0,0,0,0,0,1
15295,0,0,0,0,0,0,1
15296,-1,0,0,0,0,0,1
15297,0,0,4,-3,-1,0,5
15298,0,0,0,0,0,0,1
15299,-3,0,-1,0,0,0,1
15300,0,0,0,0,0,0,1
15301,0,4,-3,-1,4,-3,0
15303,0,4,-3,-1,0,0,4
15304,0,0,0,0,0,0,1
15305,0,0,0,0,0,0,1
15306,0,0,0,0,0,0,1
15307,0,0,0,0,0,0,1
15309,0,0,0,0,0,0,1
15310,0,0,0,0,4,-3,0
15311,0,0,4,0,-3,-1,5
15312,0,0,0,0,0,0,1
15313,0,0,0,0,0,4,1
15315,0,0,0,0,0,0,1
15316,0,0,0,0,0,0,1
15317,0,0,0,0,0,0,1
15318,-3,3,-3,-1,0,0,4
15319,0,0,0,0,0,0,1
15320,0,0,0,0,0,4,1
15321,4,0,-3,0,-1,0,3
15322,-1,4,-3,3,-3,3,4
15323,0,0,0,0,0,0,1
15324,0,4,-3,-1,0,0,4
15325,0,0,0,0,0,0,1
15326,0,0,0,0,0,0,1
15327,0,0,0,0,0,0,1
15328,0,0,0,0,0,0,1
15329,0,0,0,0,0,0,1
15330,0,4,-3,3,-3,2,4
15331,0,0,0,0,0,0,1
15332,0,0,0,0,0,0,1
15333,0,0,0,0,0,0,1
15334,-3,3,-1,-2,1,-1,4
15335,0,0,0,0,4,-3,0
15336,0,0,0,0,0,0,1
15337,0,0,0,0,0,0,1
15338,0,0,0,0,0,0,1
15339,0,0,0,0,0,0,1
15340,0,0,0,0,0,4,1
15341,0,0,0,0,0,0,1
15342,-2,0,3,-1,-2,-1,5
15343,0,0,0,0,0,0,1
15344,0,0,0,4,-3,-1,2
15345,0,0,0,0,0,0,1
15346,0,0,0,0,0,0,1
15347,0,0,4,-3,-1,0,5
15348,0,0,0,0,0,0,1
15349,0,0,0,0,0,0,1
15350,4,-2,-1,3,-1,-2,2
15353,0,0,0,0,0,0,1
15354,0,0,4,-2,-1,2,5
15355,0,0,0,0,4,-3,0
15356,-2,3,0,-3,-1,4,4
15357,0,0,0,0,4,-3,0
15358,0,0,0,0,0,0,1
15359,0,0,0,0,0,0,1
15360,-2,1,-1,1,-2,3,4
15361,0,0,0,0,0,0,1
15362,-1,0,0,4,-3,3,2
15363,0,0,4,0,-1,-1,5
15364,0,0,0,4,-3,-1,2
15365,0,0,0,0,0,0,1
15366,0,0,0,0,0,0,1
15367,-3,3,-1,-2,-1,4,4
15368,0,0,0,0,0,0,1
15369,0,0,0,0,0,0,1
15370,-1,3,-3,-1,0,0,4
15371,0,0,0,0,0,0,1
15372,0,0,0,0,0,0,1
15373,0,0,0,0,0,0,1
15374,0,0,0,0,4,-2,0
15375,4,-3,-1,0,0,0,3
15376,0,0,0,0,0,0,1
15377,0,4,-1,-2,-1,0,4
15378,0,0,0,0,0,0,1
15379,0,0,0,0,0,0,1
15380,0,0,0,0,0,0,1
15382,-3,3,-2,-1,3,-3,0
15383,-1,0,0,0,0,0,1
15384,-1,0,0,0,0,0,1
15385,0,0,0,0,4,-3,0
15386,0,0,0,0,0,0,1
15387,0,0,0,0,0,0,1
15388,0,0,0,0,0,0,1
15389,0,0,0,4,-3,-1,2
15390,0,0,0,0,0,0,1
15391,-1,-1,-1,-1,0,0,1
15392,0,0,0,0,0,0,1
15393,0,0,0,0,0,0,1
15394,0,4,-3,-1,0,0,4
15395,0,0,0,0,0,0,1
15396,0,0,0,0,0,0,1
15397,-3,3,0,-3,3,-3,0
15398,0,4,-3,-1,0,0,4
15399,0,4,-3,-1,0,4,4
15400,0,0,0,0,0,0,1
15401,0,0,0,0,0,0,1
15403,0,0,0,0,0,0,1
15404,-1,0,0,0,0,0,1
15405,-2,3,0,-1,-2,1,4
15406,0,0,0,0,0,0,1
15407,0,0,0,0,0,0,1
15409,0,0,0,0,0,0,1
15410,0,0,0,0,0,0,1
15412,0,0,0,0,4,-3,0
15413,0,0,0,0,0,0,1
15414,0,0,0,0,0,0,1
15416,0,0,0,0,0,0,1
15417,-3,-1,4,-1,-1,1,5
15418,0,0,0,0,0,0,1
15419,-3,3,-3,-1,4,-3,0
15420,0,0,0,0,0,0,1
15421,0,0,0,0,0,0,1
15422,4,-3,-1,0,0,0,3
15423,0,0,0,0,0,4,1
15424,0,0,0,0,0,0,1
15425,0,4,-3,-1,0,0,4
15426,0,0,0,0,0,0,1
15427,0,0,0,0,0,0,1
15428,0,0,0,0,0,0,1
15429,4,-3,-1,0,0,0,3
15430,0,0,0,0,0,0,1
15431,0,0,0,0,0,0,1
15432,-3,0,-1,4,-3,-1,2
15433,0,0,0,0,0,0,1
15434,0,0,0,0,4,-3,0
15435,0,0,0,0,0,0,1
15436,0,0,0,0,0,0,1
15437,0,0,0,0,0,0,1
15438,0,0,0,0,0,0,1
15439,0,0,0,0,0,0,1
15440,0,4,-3,1,1,0,4
15441,0,0,0,0,0,0,1
15442,0,0,0,0,0,0,1
15443,0,0,0,0,0,0,1
15444,0,0,0,0,0,0,1
15445,0,0,0,0,0,0,1
15446,0,0,0,0,0,0,1
15447,0,0,0,0,0,0,1
15448,0,0,0,0,0,0,1
15449,0,0,0,0,0,0,1
15450,0,0,0,0,0,0,1
15451,0,0,0,0,0,0,1
15452,0,0,0,0,0,0,1
15453,0,0,0,0,0,0,1
15454,0,0,0,0,0,0,1
15455,0,0,0,0,0,0,1
15456,-3,3,-1,0,-2,-1,4
15457,0,0,0,0,0,0,1
15458,0,0,0,0,0,0,1
15459,0,0,0,0,0,0,1
15460,0,0,0,0,0,0,1
15461,0,0,0,4,-3,-1,2
15462,0,0,0,0,0,0,1
15463,0,0,0,0,0,0,1
15464,0,0,0,0,0,0,1
15465,-1,0,0,0,0,0,1
15466,0,0,0,0,0,0,1
15467,0,0,0,0,0,0,1
15468,-3,-1,0,0,0,4,1
15469,0,0,0,0,4,-3,0
15470,0,0,0,0,0,0,1
15471,0,0,0,0,0,0,1
15472,0,0,0,0,0,0,1
15473,0,0,0,0,0,0,1
15475,-1,-1,1,-1,1,-1,1
15477,0,0,0,0,0,0,1
15478,0,0,0,0,0,0,1
15479,-3,-1,4,-1,-2,-1,5
15480,0,0,0,0,0,0,1
15481,0,0,0,0,0,0,1
15482,0,0,0,0,0,0,1
15483,0,0,0,0,0,0,1
15484,0,4,-3,1,-1,-1,4
15485,0,0,0,0,0,0,1
15486,0,-2,3,-3,2,-2,5
15487,0,0,0,0,0,0,1
15488,0,0,0,0,0,0,1
15489,4,-3,2,-2,3,-3,3
15490,0,0,0,0,0,0,1
15491,0,0,0,0,0,0,1
15493,0,0,0,0,0,0,1
15494,0,0,0,0,0,0,1
15495,0,0,0,0,0,4,1
15496,-3,-1,0,0,0,0,1
15497,0,0,0,0,0,0,1
15498,4,-3,3,-3,-1,4,3
15499,0,0,0,0,0,0,1
15500,0,0,0,0,0,0,1
15501,0,0,4,-3,-1,0,5
15502,0,0,0,0,4,-3,0
15503,-3,-1,0,0,0,0,1
15504,0,0,0,0,4,-3,0
15505,0,0,0,0,0,0,1
15506,0,-2,-1,3,-3,2,2
15507,0,0,0,0,0,0,1
15508,0,-3,-1,4,-3,3,2
15509,0,0,0,4,-3,3,2
15510,-2,-1,3,-3,3,-3,5
15511,0,0,0,0,0,0,1
15512,4,-3,-1,0,0,0,3
15513,0,0,0,0,0,0,1
15514,0,0,0,0,0,0,1
15515,0,0,0,0,0,0,1
15516,0,0,0,0,0,0,1
15517,-1,3,-1,-2,-1,0,4
15518,0,0,0,0,0,0,1
15519,0,0,0,0,0,0,1
15520,0,0,0,0,0,0,1
15521,0,0,0,0,0,0,1
15522,-3,-1,0,4,-3,-1,2
15523,0,1,-1,1,-1,0,1
15524,0,0,0,0,0,0,1
15525,-1,0,0,0,0,0,1
15526,0,0,0,0,0,0,1
15527,0,0,0,0,0,0,1
15528,0,0,0,0,0,0,1
15529,0,0,0,0,0,0,1
15530,0,0,0,0,0,0,1
15531,0,0,0,0,0,0,1
15532,-2,0,-1,-1,4,-3,0
15533,0,0,0,0,0,0,1
15534,0,0,0,0,0,0,1
15535,0,0,0,0,0,0,1
15536,0,0,0,0,0,0,1
15537,4,-1,-1,1,-1,-1,3
15538,0,0,0,0,0,0,1
15539,0,0,0,0,0,0,1
15540,0,0,0,0,0,0,1
15541,-2,-1,4,0,-2,0,5
15542,0,0,0,0,0,0,1
15543,0,0,0,0,0,0,1
15544,0,0,0,0,0,0,1
15545,0,0,0,0,4,-3,0
15546,0,0,0,0,0,0,1
15547,-2,0,0,0,2,-3,0
15548,0,0,0,0,0,0,1
15549,0,0,0,0,0,0,1
15550,0,0,0,0,0,0,1
15551,0,0,0,0,0,0,1
15552,0,0,0,0,0,0,1
15553,0,0,0,0,0,0,1
15554,0,0,0,0,0,0,1
15555,0,0,0,0,0,0,1
15556,0,0,0,0,0,0,1
15557,0,0,0,0,0,0,1
15558,0,0,0,0,0,0,1
15559,0,0,0,0,0,0,1
15560,0,0,0,0,0,0,1
15561,0,0,0,0,0,0,1
15562,0,0,0,0,0,0,1
15564,0,0,0,0,0,0,1
15565,4,-3,3,-2,-1,3,3
15566,0,0,0,0,0,0,1
15567,0,0,0,0,0,0,1
15568,0,0,0,0,0,0,1
15569,0,0,0,0,0,0,1
15570,0,-1,0,4,-3,3,2
15571,0,0,0,0,0,0,1
15572,0,0,0,0,0,0,1
15573,4,-3,-1,4,0,-3,2
15574,-1,0,4,-3,-1,4,5
15575,3,-3,3,-1,-2,0,3
15576,0,0,0,0,0,0,1
15577,0,0,0,0,0,0,1
15578,0,0,0,0,0,0,1
15579,0,0,0,0,0,0,1
15580,0,0,0,0,0,0,1
15581,0,0,0,0,0,0,1
15582,0,0,0,0,0,0,1
15583,0,0,0,0,0,0,1
15584,-3,-1,0,0,0,0,1
15585,4,-3,-1,0,0,0,3
15586,0,0,0,0,0,0,1
15587,2,-2,3,-2,1,-2,5
15588,0,0,0,0,0,0,1
15589,0,0,0,0,0,0,1
15590,0,0,0,0,0,0,1
15592,4,-3,3,-3,-1,0,3
15593,-1,-1,0,0,0,0,1
15594,0,4,-1,-2,0,-1,4
15595,4,-2,2,-3,0,3,3
15597,0,0,0,0,0,0,1
15598,0,0,0,0,0,0,1
15599,-1,4,-3,-1,4,-3,0
15600,0,0,0,0,0,0,1
15602,0,0,4,-3,-1,4,5
15603,0,0,0,0,0,0,1
15604,0,0,0,0,0,0,1
15605,0,0,0,0,0,0,1
15606,0,3,-1,-2,-1,4,4
15607,3,-3,2,1,-3,3,3
15608,0,0,0,0,0,0,1
15609,0,-1,3,0,-2,0,5
15610,0,0,0,0,4,-3,0
15611,-3,0,-1,0,0,0,1
15612,-2,3,-1,-1,-1,3,4
15613,0,-1,0,1,1,-3,1
15614,4,-1,1,-3,3,-3,3
15615,0,4,-2,-1,-1,0,4
15616,0,-3,-1,4,-1,-2,2
15617,-1,0,0,2,-3,3,2
15618,0,0,0,0,0,0,1
15619,0,0,0,0,0,0,1
15620,-3,3,-1,-2,3,-1,0
15621,-1,0,-1,4,-3,0,2
15622,-3,3,-2,-1,3,-2,0
15623,0,4,-3,3,-3,-1,4
15624,-3,-1,0,0,4,-3,0
15625,0,0,0,0,0,0,1
15626,-1,4,-3,3,-3,-1,4
15627,-1,0,4,-1,1,-3,5
15628,0,0,0,0,0,0,1
15629,0,0,0,0,0,0,1
15630,-3,-1,4,-3,3,-3,5
15631,0,0,0,0,0,0,1
15632,0,0,0,0,0,0,1
15633,0,0,0,0,0,0,1
15634,-3,3,-1,-2,3,-1,0
15635,0,0,0,0,0,0,1
15636,2,-3,3,0,-3,3,3
15637,1,2,-1,-1,1,-1,1
15638,-3,2,1,-3,3,-3,0
15639,0,0,0,0,0,0,1
15640,0,3,-3,-1,0,0,4
15641,0,0,0,0,4,-3,0
15642,0,0,0,4,-3,-1,2
15643,2,-2,3,-2,-1,-1,5
15644,0,0,0,4,-3,-1,2
15645,0,0,0,0,0,0,1
15646,0,-1,4,-3,2,-2,5
15647,3,-3,3,-2,-1,3,3
15648,0,4,-3,3,-3,-1,4
15649,3,-3,-1,4,-3,-1,2
15650,0,0,0,0,0,0,1
15651,0,0,0,0,0,0,1
15652,0,0,0,0,0,0,1
15653,0,3,-2,-1,3,-3,0
15654,0,0,0,0,0,0,1
15655,4,-3,1,2,0,-1,3
15656,0,0,0,0,0,0,1
15657,0,0,0,0,0,0,1
15658,0,0,0,0,0,0,1
15659,3,-3,3,-3,3,-3,3
15660,0,0,0,0,0,0,1
15661,3,-3,3,-2,0,1,3
15662,3,-3,-1,0,4,-3,3
15664,-2,-1,3,-3,-1,0,5
15665,-1,4,-3,3,-3,3,4
15666,0,0,0,0,0,0,1
15667,0,0,0,0,0,4,1
15668,0,0,0,0,0,0,1
15669,0,0,0,0,0,0,1
15670,0,0,0,0,0,0,1
15671,0,4,-3,-1,0,0,4
15672,0,0,0,0,0,0,1
15673,0,0,0,0,0,0,1
15675,-1,-2,0,-1,4,-3,0
15676,0,0,0,0,0,0,1
15677,0,0,0,0,0,0,1
15678,0,0,0,0,0,0,1
15679,-1,3,-2,-1,-1,0,4
15680,0,0,0,0,4,-3,0
15681,-1,0,0,4,-3,-1,2
15682,0,0,0,0,0,4,1
15683,0,0,0,0,0,0,1
15684,0,0,0,0,0,0,1
15685,-2,3,-3,3,-3,2,4
15686,-1,0,0,0,0,0,1
15687,-1,3,-2,1,0,-1,4
15688,-3,-1,0,0,0,0,1
15689,0,0,4,-1,-2,-1,5
15690,0,0,0,0,0,0,1
15691,0,0,0,0,0,0,1
15692,0,0,0,0,0,0,1
15693,0,0,0,0,0,0,1
15694,0,0,0,0,0,0,1
15695,0,0,0,0,0,0,1
15696,0,0,0,0,0,0,1
15698,0,0,0,0,0,0,1
15699,0,0,0,0,0,0,1
15700,0,0,0,0,0,0,1
15701,0,0,0,0,0,0,1
15702,0,0,0,0,0,0,1
15703,4,-1,-2,-1,0,0,3
15704,0,0,0,0,0,0,1
15705,0,0,0,0,0,0,1
15706,0,0,0,0,0,0,1
15707,0,0,0,0,0,0,1
15708,0,0,0,0,0,0,1
15709,0,0,0,0,0,4,1
15710,0,4,-2,-1,3,-3,0
15711,0,0,0,0,0,0,1
15712,0,0,0,0,0,0,1
15713,0,0,0,0,0,0,1
15714,0,4,-3,-1,0,0,4
15715,0,4,-2,-1,-1,4,4
15716,0,0,0,0,0,0,1
15717,4,-3,-1,0,4,-3,3
15718,0,0,0,0,0,0,1
15719,4,-3,-1,0,0,0,3
15720,0,0,0,0,0,0,1
15721,0,0,0,0,0,0,1
15722,0,0,4,-3,-1,0,5
15723,0,0,0,0,0,0,1
15725,0,0,0,0,0,0,1
15726,-1,0,0,0,0,0,1
15727,0,0,0,0,0,0,1
15728,0,0,0,0,0,0,1
15729,0,0,0,0,0,0,1
15730,0,4,-3,-1,0,0,4
15731,0,0,0,0,0,0,1
15732,0,0,0,0,0,0,1
15733,0,0,0,0,0,0,1
15734,0,0,0,0,0,0,1
15735,4,-3,3,-3,3,-3,3
15736,0,0,0,4,-3,3,2
15737,4,-2,1,0,-1,1,3
15738,0,0,0,0,0,0,1
15739,4,-3,-1,0,0,0,3
15740,0,0,4,-3,-1,0,5
