CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_중가_clust_id
16985,-3,-1,4,-3,-1,0,0
16986,0,4,-3,-1,0,0,2
16987,4,-3,0,-1,4,-1,1
16988,0,0,0,4,-3,2,3
16989,-1,1,0,-1,1,0,4
16990,-1,1,-2,2,-1,0,2
16991,-2,1,-1,1,-2,3,2
16993,0,0,0,4,-3,3,3
16994,-1,3,-3,-1,0,4,2
16995,0,0,0,0,0,0,4
16996,-3,3,-1,0,0,-2,2
16997,3,-3,-1,4,-2,1,3
16998,0,0,0,0,0,0,4
16999,-3,3,-2,1,-2,2,2
17001,-3,0,3,-3,3,-3,0
17002,0,0,0,0,0,4,4
17003,0,0,2,-3,3,-2,0
17004,0,0,0,0,0,0,4
17005,4,0,-2,-1,-1,0,1
17006,-1,-2,3,-2,0,2,0
17007,-3,3,-3,-1,0,4,2
17008,0,0,0,0,0,0,4
17009,-3,-1,0,0,0,0,4
17010,0,-1,1,-2,3,-2,5
17011,0,0,0,0,0,0,4
17012,0,0,0,0,0,0,4
17013,-3,-1,0,0,0,4,4
17014,0,0,0,0,0,0,4
17015,-1,-2,-1,0,4,-3,5
17016,0,0,-1,0,0,2,4
17017,0,0,0,0,0,4,4
17018,0,4,-3,3,-3,-1,2
17019,-1,0,0,0,0,4,4
17020,0,0,0,0,0,4,4
17021,-1,4,-3,-1,4,-3,5
17022,0,0,0,0,0,0,4
17023,-1,4,-3,3,-3,3,2
17024,1,-3,0,0,3,0,1
17025,0,-2,3,0,-3,1,0
17026,-2,0,0,0,1,-2,4
17027,-3,2,-2,3,-1,0,2
17028,0,-2,1,2,-2,1,3
17029,-1,-2,-1,0,0,4,4
17030,0,0,0,0,0,0,4
17031,0,4,-1,-2,-1,4,2
17032,0,0,0,4,-3,-1,3
17033,0,0,0,0,0,0,4
17034,0,0,0,0,0,0,4
17035,-3,-1,4,-3,1,1,0
17036,3,-3,3,0,-3,0,1
17037,-2,3,-3,3,0,-3,2
17038,0,2,-2,-1,3,-2,5
17039,-1,3,-3,1,0,-1,2
17040,0,0,4,-3,3,-2,0
17041,0,0,0,0,0,0,4
17042,-3,-1,0,0,0,0,4
17043,-3,2,0,0,-1,2,2
17044,-1,0,0,0,0,0,4
17045,0,0,0,0,0,0,4
17046,1,2,-1,-2,0,3,4
17047,0,0,0,0,0,0,4
17048,0,0,0,0,4,-3,5
17049,0,0,0,0,0,4,4
17050,-1,1,-1,1,-1,1,4
17051,0,0,0,0,0,0,4
17052,-1,4,-3,3,-3,3,2
17053,-1,-1,4,-3,-1,0,0
17054,0,-1,-1,3,0,-3,3
17055,1,2,-2,0,-1,-1,2
17056,0,0,4,-2,1,-2,0
17057,-3,-1,0,4,-3,3,3
17058,0,0,0,0,0,0,4
17059,-1,0,-1,3,-3,3,3
17060,-2,1,-1,1,-2,-1,2
17061,0,0,-1,4,-3,-1,3
17063,0,0,0,0,0,0,4
17064,0,1,-1,0,2,-2,5
17066,0,0,0,0,0,0,4
17067,3,-1,-1,1,0,0,1
17068,0,0,0,0,0,0,4
17069,0,0,4,-3,3,-1,0
17070,-1,-1,0,0,2,-2,4
17071,0,0,0,0,0,0,4
17072,4,-3,-1,4,-1,1,3
17073,0,0,0,4,-3,-1,3
17074,-1,-1,-1,3,-3,3,3
17075,-1,4,-1,-1,-1,-1,2
17076,-1,0,0,0,0,0,4
17077,0,0,0,0,4,-3,5
17078,0,0,0,4,-3,-1,3
17079,0,0,0,0,0,4,4
17080,-1,-2,3,-3,3,-2,0
17081,0,0,4,-3,-1,0,0
17082,-1,0,0,0,0,0,4
17083,0,0,4,-3,-1,0,0
17084,0,0,0,0,0,0,4
17085,0,0,0,4,-3,-1,3
17086,-1,3,0,-2,2,-2,5
17087,1,-1,0,1,0,-2,4
17088,0,0,0,0,0,0,4
17089,0,1,-2,2,0,1,2
17090,0,0,0,0,0,0,4
17091,-1,4,-1,-2,-1,4,2
17092,3,-3,2,-2,-1,0,1
17093,-3,-1,0,0,0,4,4
17095,2,0,-1,1,1,-3,4
17096,-3,-1,0,0,0,0,4
17097,0,0,0,0,0,0,4
17098,0,0,0,4,-3,2,3
17099,0,0,0,0,0,0,4
17100,-1,-1,3,-2,0,0,0
17101,-2,-1,3,-3,-1,0,0
17102,-3,3,-3,-1,0,0,2
17103,2,-3,3,-2,0,0,1
17104,0,0,0,0,0,0,4
17105,0,0,0,4,-3,3,3
17106,0,0,0,0,0,0,4
17107,1,-2,3,-2,2,-2,0
17108,-1,0,4,-3,-1,0,0
17111,0,0,0,0,4,-3,5
17112,-2,2,0,-1,-1,0,4
17113,-1,3,-3,-1,0,0,2
17114,3,0,-3,3,-2,-1,3
17115,0,0,0,0,0,0,4
17116,0,-3,2,-2,3,-3,0
17117,0,0,0,0,0,0,4
17118,0,0,0,0,0,0,4
17119,4,0,-3,2,-2,3,3
17120,-1,0,4,-3,-1,4,0
17121,0,0,0,0,0,0,4
17122,0,0,0,0,4,-3,5
17124,-1,0,0,0,0,0,4
17125,0,0,0,0,0,0,4
17126,3,-3,2,-2,3,-2,1
17127,-3,-1,4,-1,-2,3,0
17128,-1,-2,-1,0,4,-1,5
17129,-3,3,0,-3,1,1,5
17130,2,0,-2,3,-3,-1,3
17131,2,-3,3,-2,1,1,1
17132,0,4,-3,-1,0,0,2
17133,0,0,0,0,0,0,4
17134,2,1,-2,0,-1,-1,4
17135,3,-3,3,-3,-1,0,1
17136,-2,-1,0,4,-2,-1,3
17138,-1,0,0,0,0,0,4
17139,3,-2,-1,3,-3,0,3
17140,-3,3,-3,3,-3,3,2
17141,-3,-1,4,-3,-1,0,0
17142,0,0,0,0,0,4,4
17143,0,0,0,0,0,0,4
17144,0,4,-2,-1,-1,0,2
17145,-2,0,0,2,-2,-1,3
17146,1,1,0,0,-2,2,4
17147,0,0,4,-3,-1,4,0
17148,0,0,4,-2,-1,-1,0
17149,-3,-1,0,0,0,0,4
17150,-3,-1,0,4,-3,-1,3
17151,-1,0,0,0,0,0,4
17152,-3,0,-1,0,0,0,4
17153,-1,-1,2,0,0,-2,4
17154,0,0,0,0,0,0,4
17155,1,-1,-2,3,-2,1,3
17156,0,-2,2,-3,2,1,0
17157,-1,0,4,-3,0,-1,0
17158,1,-1,-1,0,0,0,4
17160,0,0,0,0,0,0,4
17161,4,-3,-1,0,4,-3,1
17162,0,0,0,0,0,0,4
17163,0,0,0,0,0,0,4
17164,0,0,0,0,0,4,4
17165,-1,0,0,2,-2,0,3
17166,-1,-1,3,-2,1,-2,0
17167,-2,-1,4,-3,-1,0,0
17168,0,4,-3,3,-3,3,2
17169,0,0,0,0,0,0,4
17170,0,-1,0,-1,-1,0,4
17171,-3,3,-1,0,-2,-1,2
17172,-3,-1,0,0,0,0,4
17173,0,0,0,0,0,0,4
17174,-1,2,0,0,0,-1,4
17175,-3,-1,4,-3,-1,0,0
17176,0,0,0,0,0,0,4
17177,0,0,0,0,0,0,4
17178,0,4,-3,-1,0,0,2
17180,-1,4,-3,-1,4,-3,5
17181,-1,-1,4,-2,2,-3,0
17182,0,0,0,4,-1,-2,3
17183,-1,0,0,0,0,0,4
17184,-3,3,-3,3,-3,-1,2
17185,-1,4,-3,-1,0,0,2
17186,-1,4,-3,3,-3,3,2
17187,0,4,-3,3,-1,-2,2
17188,3,-3,-1,0,0,0,1
17189,-3,3,-3,-1,0,0,2
17190,0,4,-3,-1,0,0,2
17191,0,0,0,0,0,0,4
17192,0,0,4,-3,-1,0,0
17193,0,4,-3,-1,0,0,2
17194,-3,-1,0,4,-3,-1,3
17196,-3,-1,0,4,-3,-1,3
17197,-3,3,-3,0,3,-3,5
17198,0,-2,-1,4,-3,3,3
17199,0,0,0,0,0,4,4
17200,0,0,0,0,0,0,4
17201,-3,-1,4,-3,-1,4,0
17202,-3,3,-1,-1,-1,3,2
17203,-2,3,-2,-1,3,-3,5
17204,0,0,0,0,0,0,4
17205,-2,1,1,-2,3,-2,5
17206,-3,3,-3,3,-1,-1,2
17207,4,-3,-1,0,0,0,1
17209,0,4,-2,-1,-1,0,2
17210,0,0,0,0,0,0,4
17211,-3,-1,0,0,0,0,4
17212,-3,1,-1,-1,4,-1,5
17213,0,0,0,-1,1,-1,4
17214,-1,0,4,-3,-1,0,0
17215,3,-1,1,-3,3,-3,1
17216,2,-2,2,-3,3,0,1
17217,4,-3,-1,0,4,-3,1
17218,0,0,0,0,0,4,4
17219,-2,-1,3,-1,-2,3,0
17220,0,0,0,0,0,0,4
17221,-2,0,2,-3,3,-3,0
17222,0,1,0,0,-1,0,4
17223,0,0,0,4,-3,-1,3
17224,3,-1,-2,-1,4,-3,1
17225,0,4,-3,-1,0,0,2
17226,3,-1,-1,-1,-1,4,1
17227,1,-1,2,-3,2,-1,0
17228,-3,-1,0,0,0,0,4
17229,2,-3,3,-1,1,-3,1
17231,-1,1,-3,3,-2,2,2
17232,0,0,4,-3,3,-3,0
17233,0,0,4,-3,3,-3,0
17234,4,-3,3,-3,0,0,1
17235,-1,2,-2,-1,2,0,5
17236,0,0,0,0,0,0,4
17237,0,0,0,0,0,0,4
17238,0,0,0,0,0,0,4
17239,0,0,0,4,-3,-1,3
17240,4,-3,-1,0,0,0,1
17241,0,0,0,4,-3,-1,3
17242,4,-3,0,-1,4,-2,1
17243,0,0,0,0,0,0,4
17244,0,0,0,4,-3,-1,3
17245,0,4,-3,-1,0,0,2
17246,0,-1,3,-1,-2,0,0
17247,-2,2,-2,3,-2,1,2
17248,-3,3,-3,-1,4,-3,5
17249,-3,-1,0,0,0,0,4
17250,0,0,0,0,0,0,4
17251,4,-3,3,-3,-1,0,1
17252,0,0,0,0,0,0,4
17253,0,0,0,4,-3,3,3
17254,-2,0,3,-2,0,-1,0
17255,3,-3,-1,0,0,0,1
17256,0,0,0,0,0,0,4
17257,0,-1,4,-3,3,-3,0
17258,-1,-1,2,-1,-2,2,0
17259,-3,3,-3,3,-3,-1,2
17260,4,-3,-1,4,-2,-1,3
17261,0,0,0,0,0,0,4
17262,1,-1,2,-1,-1,-1,0
17263,0,4,0,-3,-1,4,2
17264,4,-3,3,-1,-2,1,1
17265,0,0,0,0,0,0,4
17266,-1,0,0,0,0,0,4
17267,0,0,0,0,0,0,4
17268,-1,-1,3,-3,1,2,0
17269,0,0,0,0,0,0,4
17270,-1,1,-1,1,1,-3,4
17271,0,3,-1,-2,-1,0,2
17272,-3,-1,0,0,0,0,4
17273,-2,0,1,-2,0,3,4
17274,0,0,0,0,0,0,4
17275,-3,3,-3,3,-3,-1,2
17276,-2,3,0,-2,-1,3,2
17278,-2,-1,0,0,0,0,4
17279,0,0,4,-3,3,-3,0
17280,0,0,-2,1,2,-2,5
17281,-3,-1,0,0,0,0,4
17282,3,-1,0,-1,1,0,1
17283,0,4,-3,-1,0,0,2
17284,-1,-2,0,3,-1,0,3
17285,-3,-1,0,4,-3,-1,3
17286,0,4,-3,-1,0,0,2
17287,-2,0,0,0,1,1,4
17288,0,0,0,0,0,0,4
17289,-1,0,4,-2,-1,-1,0
17290,1,-1,3,-1,-1,1,0
17291,3,0,-3,-1,0,0,1
17292,0,0,0,0,4,-2,5
17293,0,-3,-1,4,-3,-1,3
17294,0,0,0,4,-3,-1,3
17295,0,4,-3,-1,0,4,2
17296,-1,-1,4,-1,-2,3,0
17297,-2,3,-1,-2,-1,4,2
17298,0,0,0,0,0,4,4
17299,1,-1,-1,0,4,-2,5
17300,-2,1,-1,-1,-1,4,4
17301,0,0,0,0,0,4,4
17302,0,0,0,0,0,4,4
17303,0,-1,0,0,4,-3,5
17304,0,0,0,4,-3,-1,3
17305,0,0,0,0,0,0,4
17306,0,0,0,0,0,0,4
17307,3,-1,-1,-1,-1,4,1
17308,0,-3,3,0,-2,0,0
17309,0,0,0,4,0,-1,3
17310,0,1,0,-1,-1,3,4
17311,-3,-1,0,0,0,0,4
17312,-1,0,0,0,0,0,4
17313,0,4,-2,-1,3,-1,5
17314,0,0,0,0,4,-2,5
17315,3,0,-2,-1,-1,0,1
17316,-1,0,4,-3,-1,0,0
17317,1,1,-3,3,-3,0,3
17318,-3,-1,0,0,0,0,4
17319,0,0,0,0,0,0,4
17320,0,0,0,0,0,4,4
17321,-3,3,-2,0,2,-3,5
17322,0,0,0,0,0,0,4
17323,-1,-2,-1,0,0,0,4
17324,0,-2,0,3,-2,1,3
17325,2,-3,3,0,-3,-1,1
17326,0,-2,3,-1,-1,0,0
17327,0,4,-3,3,0,-3,2
17328,0,0,4,-3,-1,0,0
17329,0,4,0,-3,2,-1,5
17330,3,-1,1,-3,0,3,1
17331,0,0,0,0,0,0,4
17332,-1,4,-3,-1,4,-3,5
17333,-1,-1,-1,-1,4,-2,5
17334,-1,3,-3,3,-1,0,2
17335,0,-1,0,0,4,-3,5
17336,-1,0,0,0,0,0,4
17337,-1,-2,-1,0,4,-2,5
17338,0,0,0,0,0,0,4
17339,4,-3,-1,4,0,-3,3
17340,0,0,0,0,0,4,4
17341,0,0,0,0,4,-3,5
17342,0,-3,-1,4,0,-3,3
17343,0,3,-2,-1,0,3,2
17344,-1,1,-1,-1,0,1,4
17345,4,-1,-2,3,-1,0,3
17346,0,0,0,0,0,0,4
17347,4,-1,-2,3,-1,1,3
17348,-3,3,-2,1,0,-1,2
17349,0,4,-3,-1,0,0,2
17350,-3,0,-1,4,-3,3,3
17351,0,-1,4,-1,-2,-1,0
17352,0,0,0,0,0,0,4
17353,0,4,-3,-1,4,-3,5
17354,-3,2,-1,0,0,2,2
17355,0,0,4,-3,-1,0,0
17356,0,0,0,0,0,0,4
17358,-2,-1,2,1,-3,-1,4
17359,0,0,4,-3,-1,0,0
17360,4,-3,3,-3,-1,0,1
17361,-3,3,-3,3,-3,3,2
17362,3,-3,-1,4,-3,3,3
17363,0,0,0,0,0,0,4
17364,-2,2,-2,3,-3,3,2
17365,-1,4,-3,-1,0,0,2
17366,0,0,0,0,0,0,4
17367,-3,3,-3,-1,0,0,2
17368,0,0,0,0,0,0,4
17369,0,0,0,4,-3,-1,3
17370,-3,-1,0,0,0,0,4
17371,0,0,4,-3,-1,0,0
17372,0,0,0,0,0,0,4
17373,2,-2,-1,3,-3,3,3
17374,0,0,0,4,-3,-1,3
17375,-3,-1,0,0,0,0,4
17376,0,0,0,0,0,0,4
17377,-1,-1,3,-3,-1,0,0
17378,0,0,4,-3,-1,0,0
17379,0,3,-1,0,-1,0,2
17380,0,0,0,4,-3,-1,3
17381,-1,4,-3,-1,0,4,2
17383,0,0,0,0,0,0,4
17384,-1,-1,-1,0,4,-3,5
17385,-1,4,-3,-1,0,0,2
17386,0,4,-2,-1,3,-1,5
17387,4,-3,-1,4,-3,3,3
17388,0,0,0,0,0,0,4
17389,-1,-1,4,-2,1,0,0
17390,4,-3,-1,0,0,0,1
17391,4,-3,3,-3,-1,0,1
17392,0,1,2,-2,0,-1,0
17393,2,1,-3,3,-2,2,3
17394,1,0,-2,3,-1,-1,3
17395,0,0,0,0,0,0,4
17396,0,0,0,0,0,0,4
17397,-3,-1,0,4,0,-1,3
17398,-1,0,0,0,0,0,4
17399,0,0,0,0,0,4,4
17401,0,4,-1,-2,3,0,5
17402,-3,-1,4,-3,0,3,0
17403,0,4,-2,1,-2,3,2
17404,0,0,0,0,0,0,4
17405,-2,0,-1,-1,0,4,4
17406,0,-1,4,-1,-1,0,0
17407,0,-3,-1,0,0,4,4
17408,3,-3,-1,0,0,4,1
17409,-1,-2,3,-3,-1,0,0
17410,2,-3,3,-3,2,0,1
17411,0,0,0,0,0,0,4
17412,-1,0,4,-3,-1,0,0
17413,4,-2,1,-2,-1,4,1
17414,0,4,-3,-1,0,0,2
17415,1,0,-1,0,1,-1,4
17416,-2,0,2,-3,1,1,0
17417,-1,4,-3,3,-3,3,2
17418,0,0,0,4,-1,-2,3
17419,4,-1,-2,-1,4,-1,1
17420,0,4,-3,0,3,-1,5
17421,0,0,0,0,0,4,4
17422,-3,3,-2,2,-3,3,2
17423,-1,-1,-1,3,-1,-1,3
17424,-1,4,-3,-1,4,-3,5
17425,0,0,0,0,0,4,4
17426,0,0,0,0,0,0,4
17427,-1,0,0,4,-3,-1,3
17428,0,0,0,0,0,0,4
17429,0,0,0,0,0,0,4
17430,0,4,-3,0,3,-1,5
17431,0,0,4,-3,3,-3,0
17432,3,-1,-2,-1,0,0,1
17433,4,-3,0,3,-2,-1,3
17434,0,-1,4,-3,1,1,0
17435,0,-1,0,0,-1,3,4
17436,0,4,-1,-2,-1,0,2
17437,-3,-1,0,4,-1,-1,3
17438,4,-3,-1,4,-3,3,3
17439,-2,-1,-1,4,-1,-2,3
17440,3,-3,-1,4,-3,3,3
17441,4,-3,-1,4,-3,-1,3
17442,0,0,0,4,-3,-1,3
17443,0,4,-3,-1,4,-3,5
17444,4,-3,-1,0,0,0,1
17445,3,-2,0,0,-1,1,1
17446,-2,3,-2,-1,3,-3,5
17447,-3,3,-1,-1,-1,3,2
17448,-3,-1,0,0,0,0,4
17449,-3,3,-3,3,-3,2,2
17450,-1,-2,3,0,-3,3,0
17451,-1,0,0,0,0,0,4
17452,4,-3,-1,4,-2,-1,3
17453,0,0,0,0,0,0,4
17455,-1,0,0,0,0,0,4
17456,0,0,0,0,0,0,4
17458,0,0,4,-3,-1,4,0
17459,0,0,0,4,-3,-1,3
17460,0,0,0,0,0,4,4
17461,-1,3,-1,-2,3,-2,5
17462,4,-3,-1,0,4,-3,1
17463,0,-1,0,-2,1,-1,4
17464,0,0,-2,1,-1,-1,4
17465,0,0,0,0,0,0,4
17466,0,0,0,0,0,0,4
17467,-1,4,-3,-1,0,0,2
17468,0,0,0,0,0,0,4
17469,-1,-2,0,3,-1,-2,3
17470,0,0,0,0,0,0,4
17471,0,4,-2,1,0,0,2
17472,-1,0,4,-3,3,-3,0
17473,-1,0,0,0,4,-3,5
17474,0,0,4,-3,-1,4,0
17475,-2,1,-1,-1,-1,0,4
17476,0,0,0,0,0,0,4
17477,0,0,0,0,-1,1,4
17478,0,3,-3,3,-3,-1,2
17479,0,0,0,0,0,0,4
17480,0,0,0,0,4,-3,5
17481,-1,0,0,4,-1,-2,3
17482,0,0,0,0,0,0,4
17483,-1,0,0,0,0,0,4
17484,0,0,1,0,0,-1,4
17485,-1,0,4,-2,-1,-1,0
17486,4,-3,-1,4,-3,-1,3
17487,-3,3,-3,-1,4,-3,5
17488,0,0,0,0,0,0,4
17489,-2,3,0,-2,-1,3,2
17490,4,-3,-1,4,-2,-1,3
17491,0,0,0,0,0,0,4
17492,2,0,-1,-1,3,0,5
17493,0,0,4,-3,-1,0,0
17494,-3,-1,4,-3,3,-3,0
17495,0,0,0,0,0,4,4
17496,0,0,0,0,0,0,4
17497,-1,3,-2,1,-2,-1,2
17498,1,-1,1,-2,3,0,5
17499,0,0,4,-3,3,-3,0
17500,-3,3,-1,-2,-1,0,2
17501,0,0,0,0,0,0,4
17502,0,3,-3,3,-2,2,2
17503,-1,0,0,0,0,0,4
17504,0,0,0,0,0,0,4
17505,0,-2,0,1,-2,-1,3
17506,0,0,0,0,0,0,4
17507,0,0,0,0,0,0,4
17508,-1,-2,3,-2,-1,3,0
17509,0,3,-3,3,-3,-1,2
17510,-3,-1,0,0,4,-3,5
17511,0,0,0,4,-3,3,3
17512,-3,-1,0,0,0,0,4
17513,-1,-1,4,-1,-1,-1,0
17514,0,4,-3,-1,0,0,2
17515,0,0,0,0,0,0,4
17516,-1,3,-1,-2,3,-3,5
17517,0,0,0,0,0,0,4
17518,0,0,0,0,0,0,4
17519,0,0,0,0,0,4,4
17520,4,-3,-1,0,0,4,1
17521,-3,3,-1,-1,0,2,2
17522,0,0,4,-1,-2,3,0
17523,-2,0,1,-1,-1,3,4
17524,-3,-1,0,0,0,0,4
17525,0,4,-3,3,-3,-1,2
17527,4,-3,3,-3,-1,0,1
17528,0,0,0,0,0,0,4
17529,-3,3,-3,3,0,-2,2
17530,1,-2,-1,3,-1,1,3
17531,-1,0,0,0,4,-2,5
17532,-1,0,0,0,0,0,4
17533,-1,3,-2,1,-2,3,2
17534,0,0,0,0,0,0,4
17535,4,-3,-1,4,0,-2,3
17536,-1,0,4,-2,-1,3,0
17537,0,1,-3,2,-2,3,2
17538,-1,-1,4,-3,-1,0,0
17539,0,0,0,0,0,0,4
17540,0,1,0,0,-1,-1,4
17541,-2,-1,0,0,4,-1,5
17542,3,-3,3,-3,3,0,1
17543,0,0,0,0,0,0,4
17544,-2,-1,0,0,4,-2,5
17545,0,0,0,0,0,0,4
17546,0,0,0,0,0,0,4
17547,-1,-2,3,-3,0,3,0
17548,0,0,0,0,0,0,4
17549,-1,2,-1,-2,3,0,5
17550,0,-2,0,3,-2,1,3
17551,3,-3,3,-3,1,2,1
17552,0,4,-3,-1,4,-3,5
17553,-2,1,2,-3,2,-2,0
17554,3,-3,-1,0,4,-1,1
17555,0,4,-3,-1,0,0,2
17556,1,-1,-2,3,-2,2,3
17557,0,0,0,4,-3,-1,3
17558,3,-1,0,1,-2,2,3
17559,-2,-1,4,-2,-1,-1,0
17560,0,0,-1,0,1,0,4
17561,-2,0,-1,3,-1,-2,3
17562,0,-1,-2,3,-3,3,3
17563,-2,3,-3,2,-2,3,2
17564,-2,0,1,1,-3,0,4
17565,0,0,0,4,-3,-1,3
17566,-1,0,4,-3,0,3,0
17567,-3,3,-3,3,-1,-1,2
17568,-1,-1,4,-2,2,-2,0
17569,-2,3,-2,0,1,-2,2
17570,-3,3,-3,-1,4,-3,5
17571,1,-2,3,-1,-2,1,0
17572,0,-1,1,0,-1,1,4
17573,-2,0,0,0,2,-1,5
17574,4,-2,2,-3,3,-3,1
17575,2,-3,3,-1,0,0,1
17576,-2,1,-2,1,-1,3,2
17577,4,-3,-1,0,0,0,1
17578,0,0,0,0,4,-3,5
17579,-1,1,-3,0,3,-1,5
17580,0,-1,-1,3,-1,0,3
17581,-2,-1,2,0,-1,-1,4
17582,0,4,-1,-2,3,-3,5
17583,0,0,-1,1,0,-1,4
17584,0,1,0,-2,3,-3,5
17585,-2,3,-3,3,-2,1,2
17586,0,0,2,-3,3,0,0
17587,0,0,0,0,0,0,4
17588,0,-1,1,-2,3,-2,5
17589,0,4,-1,-2,3,-3,5
17590,-1,-1,4,-2,1,-1,0
17591,-3,3,-2,1,-1,0,2
17592,4,-1,0,-2,-1,0,1
17593,-1,0,1,0,-2,3,4
17594,0,0,0,0,0,0,4
17595,-1,1,-1,0,1,-1,4
17596,0,0,2,-2,0,2,0
17597,1,0,0,-1,1,-1,4
17598,-1,0,0,4,-3,-1,3
17599,-3,3,-2,0,-1,3,2
17600,-1,0,-1,1,-1,0,4
17601,-1,3,0,-3,3,-3,5
17602,0,-2,3,-2,1,-2,0
17603,0,0,0,0,4,-3,5
17604,3,-2,2,-1,-1,-1,1
17605,-2,3,-3,3,-1,-2,2
17606,-3,3,-3,2,0,0,2
17607,-1,0,4,-2,1,-2,0
17608,2,0,-2,2,-2,-1,3
17609,1,1,-2,1,-1,1,4
17610,-2,-1,3,-2,0,2,0
17611,0,0,0,0,0,0,4
17612,3,-1,0,-2,0,3,1
17613,0,0,0,0,0,0,4
17614,0,0,0,0,4,-3,5
17615,1,-2,3,-3,3,-3,0
17616,-2,-1,3,-2,0,1,0
17617,1,-2,3,-1,0,0,0
17618,1,2,-2,0,-1,2,2
17619,0,0,0,0,0,0,4
17620,0,2,-3,-1,4,-2,5
17621,1,0,-1,0,0,0,4
17622,-1,-1,1,1,-2,-1,4
17623,0,4,-3,-1,0,0,2
17624,0,4,-3,-1,0,0,2
17625,4,-3,-1,0,0,0,1
17626,-1,0,0,0,0,0,4
17627,0,0,0,0,0,0,4
17628,-1,-2,3,-3,-1,4,0
17629,-3,3,-3,2,-1,-1,2
17630,0,4,-3,-1,0,0,2
17631,-1,1,-3,3,-2,1,2
17632,0,0,4,-3,-1,0,0
17633,1,-1,2,-2,-1,2,0
17634,-3,0,3,0,-2,-1,0
17635,0,0,0,0,0,0,4
17636,-1,4,-3,3,0,-1,2
17637,0,-2,-1,3,-2,-1,3
17638,-3,2,0,0,-1,-1,2
17639,0,1,-1,1,0,-1,4
17640,-3,2,0,-2,3,-1,5
17641,1,-2,0,-1,4,-3,5
17642,0,0,0,0,0,0,4
17643,0,0,4,-3,-1,0,0
17644,0,0,4,-3,3,0,0
17645,0,0,0,0,0,0,4
17646,-1,3,-3,-1,4,0,5
17647,1,-2,3,-1,0,0,0
17648,-1,2,-2,1,-1,1,2
17649,0,0,0,0,0,4,4
17651,-3,3,-3,3,-3,-1,2
17652,0,4,-3,-1,0,0,2
17653,0,0,4,-3,-1,4,0
17654,3,0,-3,-1,4,-3,5
17655,0,0,0,0,0,0,4
17656,-3,3,-2,0,1,-2,2
17657,0,4,-2,-1,3,-3,5
17658,1,-1,-1,0,4,-3,5
17659,-3,-1,4,-3,3,-3,0
17660,0,0,4,0,-3,-1,0
17661,0,4,0,-2,0,0,2
17662,0,0,0,0,0,0,4
17663,4,-3,-1,0,4,-3,1
17664,-3,3,-2,1,0,-1,2
17665,0,0,0,0,0,4,4
17666,0,0,0,0,0,0,4
17667,-1,0,0,0,4,-3,5
17668,-3,-1,0,0,0,4,4
17669,0,0,0,0,0,0,4
17670,-1,-1,4,-2,1,-1,0
17671,4,-3,-1,4,-3,3,3
17672,3,-1,-1,1,0,-1,1
17673,0,-1,0,4,-1,-1,3
17674,0,0,0,0,0,0,4
17675,0,0,4,-3,1,-1,0
17676,-2,-1,0,0,0,4,4
17677,-2,1,0,-1,1,0,4
17678,0,-1,0,-1,1,-1,4
17679,0,-1,0,4,0,-3,3
17680,-1,-1,4,-1,-1,0,0
17681,0,0,0,0,0,0,4
17682,4,-3,3,-3,-1,4,1
17683,-3,-1,0,0,4,-3,5
17684,-2,-1,0,4,-2,-1,3
17685,0,0,0,4,0,-3,3
17686,-1,-2,3,-3,3,-2,0
17687,0,1,0,-2,2,-2,5
17688,0,0,0,0,0,0,4
17689,-1,4,-3,3,-1,-2,2
17690,0,0,0,0,0,0,4
17691,-3,-1,0,4,-3,3,3
17693,0,0,0,0,0,4,4
17694,-3,-1,0,0,0,0,4
17695,3,-3,-1,0,0,0,1
17696,-3,-1,0,0,0,0,4
17697,0,0,0,0,0,0,4
17698,4,-3,-1,0,0,4,1
17699,0,0,0,0,0,0,4
17700,-3,-1,4,-3,3,-2,0
17701,0,0,0,0,4,-3,5
17702,0,0,0,0,4,-3,5
17703,0,4,-3,-1,0,0,2
17704,0,0,4,-3,-1,0,0
17705,-3,-1,4,-2,-1,3,0
17706,-3,3,-3,3,-2,-1,2
17707,-2,1,2,-1,-2,3,0
17709,0,0,0,0,0,0,4
17710,4,-3,-1,0,0,0,1
17711,-3,1,-1,-1,0,0,4
17712,4,-3,-1,4,-3,-1,3
17713,0,0,0,0,0,0,4
17714,0,0,0,0,0,0,4
17715,-2,3,-2,1,-2,2,2
17716,3,-3,-1,4,0,-1,3
17717,-3,-1,0,0,0,0,4
17718,0,4,-3,1,2,-3,2
17719,0,0,0,0,0,4,4
17720,0,0,0,0,0,0,4
17721,0,0,0,0,0,0,4
17722,0,3,-3,3,-2,1,2
17723,0,0,0,0,0,0,4
17724,3,-2,-1,3,-2,-1,3
17725,0,0,4,-3,-1,0,0
17726,-1,1,-2,-1,4,-3,5
17727,0,0,0,0,0,0,4
17728,2,-2,-1,4,-3,3,3
17729,0,4,-3,3,-2,1,2
17730,3,-2,2,-3,0,0,1
17731,0,0,0,0,0,4,4
17732,0,0,0,4,-3,0,3
17733,4,-3,0,3,-3,-1,3
17734,0,4,-3,-1,0,4,2
17735,0,0,0,0,0,0,4
